team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,9,393,5,51,393,91.1,63,7
NO,20,9,322,8,42,322,90.7,55,5
CHI,6,9,332,6,52,332,89.8,63,5
KC,16,10,377,19,55,377,88.6,80,6
LA,26,10,367,11,61,367,88.6,78,6
BLT,3,9,411,15,71,411,88.1,92,6
NE,19,10,392,19,58,392,87.6,87,10
CLV,8,10,426,7,74,426,87.4,94,13
ATL,2,9,396,21,49,396,87.4,85,15
BUF,4,10,376,12,60,376,87.2,84,12
TEN,31,9,300,4,54,300,86.7,69,11
IND,14,9,391,21,66,391,86.6,96,9
GB,12,9,410,12,63,410,86.5,93,18
PHI,24,9,392,20,65,392,86.4,96,11
SEA,29,9,288,5,50,288,86.3,67,12
DAL,9,9,330,15,60,330,86.2,83,8
WAS,32,9,339,18,61,339,86.0,87,8
TB,30,9,434,26,70,434,85.9,109,13
NYJ,22,10,357,12,71,357,85.6,93,10
SF,28,10,364,14,68,364,85.2,95,13
DEN,10,9,359,13,74,359,85.1,97,10
CAR,5,9,331,6,79,331,84.4,94,9
JAX,15,9,414,22,86,414,84.1,120,12
DET,11,9,376,13,79,376,83.8,107,15
LAC,27,9,288,17,60,288,83.2,87,10
CIN,7,9,346,3,91,346,82.4,108,14
MIN,18,9,400,20,101,400,80.9,137,16
OAK,23,9,356,14,66,356,80.9,108,28
NYG,21,9,382,11,91,382,80.9,124,22
MIA,17,10,344,19,82,344,80.1,119,18
HST,13,9,347,24,88,347,79.0,129,17
ARZ,1,9,323,31,84,323,76.6,133,18
