player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kirk Cousins,7102,QB,MIN,4,80.6,175,189,7.3,2.63,5,10,5.2,69.3,131,0,89,7.1,211,10,76,18,45.0,81.5,81.8,51.8,2,2,216,0,14.6,103.6,6.2,13,9,0,7,10,5,2.3,1387,7.3
Andrew Luck,7007,QB,IND,4,75.4,175,186,6.8,2.43,4,11,5.6,67.2,125,0,65,5.3,200,7,60,14,56.1,82.0,78.5,77.5,5,3,214,2,13.8,92.7,4.5,9,5,0,2,9,10,4.7,1126,6.1
Ben Roethlisberger,1732,QB,PIT,4,70.9,175,186,8.4,2.45,4,10,5.0,64.0,119,0,51,4.0,199,5,73,25,39.9,61.6,59.9,67.7,3,5,214,0,17.6,90.2,4.5,9,3,0,4,8,9,4.2,1414,7.6
Joe Flacco,4332,QB,BLT,4,78.2,156,171,9.5,2.59,6,8,4.4,64.3,110,0,44,9.8,181,12,63,3,53.9,76.4,76.2,57.2,1,2,191,1,20.5,96.9,5.0,9,1,3,5,8,6,3.1,1252,7.3
Derek Carr,8671,QB,OAK,4,81.1,159,169,6.6,2.29,2,8,4.5,71.0,120,0,49,7.0,178,9,64,23,71.3,73.6,74.0,53.9,2,7,190,2,16.3,89.7,4.5,8,1,1,5,6,7,3.7,1373,8.1
Matthew Stafford,4924,QB,DET,4,79.1,153,165,7.6,2.6,2,11,6.4,67.9,112,0,46,7.4,175,9,62,11,69.8,78.3,77.3,56.0,2,5,182,0,13.0,92.5,3.4,6,4,1,7,8,6,3.3,1202,7.3
Drew Brees,802,QB,NO,4,82.5,154,161,7.4,2.43,1,8,4.6,75.8,122,0,43,3.9,168,5,61,20,89.7,92.3,91.4,68.5,0,0,181,0,14.0,115.3,3.6,6,1,0,6,8,2,1.1,1295,8.0
Andy Dalton,6187,QB,CIN,4,76.6,145,157,8.4,2.45,6,10,5.8,65.6,103,0,52,7.2,168,8,64,7,89.4,88.9,86.7,62.4,2,6,183,0,13.5,96.0,4.2,7,4,1,3,11,4,2.2,1197,7.6
Aaron Rodgers,2241,QB,GB,4,78.4,139,156,8.5,2.75,0,7,4.2,63.5,99,0,53,9.2,177,10,52,12,33.2,82.8,82.3,61.1,1,1,189,4,22.6,97.4,6.8,12,9,1,15,7,4,2.1,1130,7.2
Eli Manning,1722,QB,NYG,4,79.3,145,151,6.8,2.56,1,6,3.7,74.2,112,0,51,2.6,169,3,53,21,32.1,73.0,72.6,53.5,1,1,180,2,29.4,99.1,8.9,15,3,0,4,4,6,3.3,1055,7.0
Blake Bortles,8638,QB,JAX,4,81.1,132,150,6.7,2.68,7,8,5.1,64.7,97,0,52,9.3,169,10,62,15,69.8,78.5,77.0,67.7,2,3,175,1,11.5,93.6,3.6,6,11,0,9,7,4,2.3,1095,7.3
Deshaun Watson,11767,QB,HST,4,73.5,132,148,11.7,3.16,3,8,5.0,62.2,92,0,86,5.2,182,5,70,13,36.6,84.9,81.1,78.4,2,4,196,1,18.6,93.5,8.8,16,18,5,6,7,6,3.1,1246,8.4
Philip Rivers,1725,QB,LAC,4,78.8,137,147,8.4,2.36,2,6,3.9,68.0,100,0,55,7.4,153,8,61,27,88.8,80.2,77.7,70.8,0,2,162,1,9.1,110.8,3.3,5,1,0,8,11,3,1.9,1156,7.9
Matt Ryan,4317,QB,ATL,4,76.9,134,145,10.2,2.73,2,6,3.9,68.3,99,0,54,3.9,164,4,63,2,69.2,74.7,74.5,59.1,2,2,176,1,18.5,114.0,6.1,10,9,0,7,10,4,2.3,1316,9.1
Case Keenum,7323,QB,DEN,4,72.9,133,141,8.8,2.54,3,5,3.3,61.7,87,0,53,10.3,151,10,42,10,67.9,66.2,64.1,69.4,5,6,162,0,17.0,72.1,6.0,9,1,0,0,3,7,4.3,988,7.0
Patrick Mahomes,11765,QB,KC,4,76.8,125,138,10.7,2.66,3,9,5.9,65.2,90,0,53,6.3,150,6,57,16,70.2,91.6,91.0,68.5,4,0,167,1,9.4,126.5,3.3,5,5,0,6,14,1,0.6,1200,8.7
Tom Brady,698,QB,NE,4,71.1,128,135,9.0,2.44,0,8,5.7,64.4,87,0,40,4.4,142,4,46,19,88.1,76.8,73.6,74.8,1,4,148,1,15.0,94.0,4.2,6,1,0,6,9,5,3.4,918,6.8
Jared Goff,10635,QB,LA,4,84.0,119,134,8.9,2.75,3,14,9.7,72.4,97,0,35,3.0,141,3,65,26,67.1,92.8,92.1,60.8,0,2,151,0,14.3,127.3,3.5,5,2,0,12,11,6,4.0,1406,10.5
Mitchell Trubisky,11757,QB,CHI,4,73.6,125,130,8.3,2.64,0,8,5.6,70.0,91,0,35,1.1,150,1,47,6,29.6,59.7,57.2,67.0,1,3,163,0,28.6,101.6,6.7,10,10,0,4,8,8,4.9,945,7.3
Ryan Fitzpatrick,2467,QB,TB,4,75.2,125,129,11.7,2.5,1,15,11.0,67.4,87,0,52,7.4,147,7,60,30,67.9,90.5,90.0,64.1,0,5,154,0,13.5,114.4,4.8,7,10,0,3,11,6,3.9,1356,10.5
Sam Darnold,29048,QB,NYJ,4,67.2,116,127,9.4,2.83,2,3,2.2,57.5,73,0,53,6.4,140,5,43,22,88.2,47.2,46.4,61.0,0,5,148,1,18.9,72.6,7.1,10,3,0,9,4,9,6.1,868,6.8
Russell Wilson,7077,QB,SEA,4,75.2,109,121,8.7,2.78,3,9,7.0,62.8,76,0,53,7.3,143,6,38,29,25.0,66.3,67.7,45.0,2,3,150,1,30.2,94.0,11.2,16,6,4,3,7,7,4.7,888,7.3
Dak Prescott,10769,QB,DAL,4,70.8,106,115,7.9,3.02,1,5,4.0,61.7,71,0,51,5.3,135,4,39,9,62.3,73.7,71.8,72.3,0,2,146,2,27.5,85.2,10.4,14,6,0,8,4,3,2.1,753,6.5
Josh Allen,46601,QB,BUF,4,66.3,95,103,10.7,3.1,0,3,2.8,53.4,55,0,58,12.7,134,8,33,4,45.0,46.4,46.8,52.7,3,4,142,1,31.0,63.8,13.4,18,12,0,5,2,9,6.3,666,6.5
Alex Smith,2218,QB,WAS,3,79.8,84,96,6.9,2.76,3,3,2.9,68.8,66,0,36,1.5,112,1,40,32,62.9,69.6,73.8,47.1,1,1,122,1,16.7,102.2,5.4,6,10,2,6,4,1,0.8,767,8.0
Cam Newton,6153,QB,CAR,3,78.9,90,95,8.1,2.72,2,4,4.0,67.4,64,0,38,9.9,108,7,41,5,87.6,79.8,78.0,71.4,0,1,115,2,15.8,99.7,5.6,6,6,1,2,5,5,4.3,646,6.8
Ryan Tannehill,7014,QB,MIA,4,77.3,88,94,9.1,2.45,3,4,3.8,69.1,65,0,26,4.4,107,3,35,17,27.1,62.9,60.5,66.8,2,3,120,0,30.8,106.1,7.5,8,4,0,1,7,7,5.8,787,8.4
Jimmy Garoppolo,8697,QB,SF,3,65.5,84,89,9.5,2.96,2,4,4.1,59.6,53,0,48,3.6,107,2,36,28,33.3,62.6,60.5,63.2,0,3,117,0,27.1,90.0,12.1,13,5,0,3,5,5,4.3,718,8.1
Carson Wentz,10636,QB,PHI,2,81.7,82,87,8.3,2.66,1,7,7.6,66.7,58,0,35,13.4,100,9,31,24,65.2,81.1,82.1,54.1,4,1,107,1,25.7,93.2,9.0,9,4,0,0,3,2,1.9,603,6.9
Tyrod Taylor,6332,QB,CLV,3,61.6,73,84,10.9,2.96,3,2,2.2,48.8,41,0,42,8.9,107,4,22,8,59.8,46.9,44.7,61.4,1,2,114,1,31.0,63.7,12.1,13,10,1,6,2,4,3.5,462,5.5
Nick Foles,7089,QB,PHI,2,74.4,78,82,7.3,2.74,0,1,1.1,65.9,54,0,27,6.9,88,4,20,24,28.9,61.1,56.8,67.4,0,1,97,0,18.5,78.9,5.7,5,1,1,3,1,3,3.1,451,5.5
Sam Bradford,5526,QB,ARZ,3,66.7,78,80,6.4,2.34,1,1,1.2,62.5,50,0,37,3.8,88,2,17,1,23.7,41.4,42.6,64.3,0,4,92,2,16.2,62.5,6.8,6,1,0,1,2,7,7.6,400,5.0
Marcus Mariota,9435,QB,TEN,3,76.0,75,77,7.8,2.68,0,3,3.7,66.2,51,0,31,10.5,90,6,30,31,85.5,77.0,75.4,67.0,0,3,95,1,12.9,79.3,4.4,4,9,0,2,2,3,3.2,547,7.1
Baker Mayfield,46518,QB,CLV,2,78.3,60,64,10.5,2.75,2,5,7.5,59.4,38,0,17,19.1,69,9,23,8,28.3,84.8,83.1,62.6,0,2,73,0,17.6,81.3,4.3,3,2,0,2,2,2,2.7,496,7.8
Blaine Gabbert,6162,QB,TEN,3,63.6,44,45,6.0,2.17,0,0,0.0,55.6,25,0,8,10.7,48,3,14,31,80.7,51.9,54.2,52.7,0,1,51,2,37.5,68.9,6.3,3,0,0,1,1,1,2.0,242,5.4
C.J. Beathard,11859,QB,SF,2,70.6,34,37,6.8,2.63,2,1,2.6,62.2,23,0,17,4.2,42,1,13,28,44.9,71.3,77.2,43.6,0,2,44,0,5.9,82.9,2.4,1,4,0,1,2,0,0.0,298,8.1
Josh Rosen,35460,QB,ARZ,2,71.0,31,34,9.5,2.78,0,5,12.8,55.9,19,0,20,13.6,39,3,13,1,79.6,69.7,72.5,46.3,0,1,44,0,10.0,72.7,5.1,2,3,0,3,1,2,4.5,216,6.4
Jameis Winston,9434,QB,TB,1,80.0,20,20,9.4,2.81,0,1,4.8,80.0,16,0,5,0.0,23,0,10,30,76.1,52.4,49.9,64.4,0,2,24,0,40.0,74.0,8.7,2,1,0,0,1,1,4.2,145,7.3
Nathan Peterman,11926,QB,BUF,1,42.9,14,18,9.7,2.62,2,0,0.0,27.8,5,0,7,16.7,22,1,0,4,75.6,24.3,25.3,55.7,1,2,22,0,42.9,0.0,13.6,3,1,0,1,0,3,13.6,24,1.3
DeShone Kizer,11807,QB,GB,1,57.1,7,7,9.1,2.88,0,0,0.0,57.1,4,0,4,0.0,9,0,3,12,18.1,25.1,26.0,,0,1,9,0,50.0,42.9,22.2,2,0,0,0,0,2,22.2,55,7.9
Matt Cassel,2447,QB,DET,1,33.3,6,6,7.5,1.92,0,0,0.0,33.3,2,0,1,0.0,6,0,0,11,69.9,35.5,36.3,60.0,0,1,6,0,0.0,2.8,0.0,0,0,0,0,0,0,0.0,14,2.3
Brock Osweiler,7059,QB,MIA,1,80.0,5,5,9.4,2.55,0,0,0.0,80.0,4,0,2,0.0,6,0,4,17,68.9,64.4,69.9,55.7,0,0,6,0,0.0,135.4,0.0,0,1,0,0,1,0,0.0,35,7.0
Lamar Jackson,46416,QB,BLT,1,33.3,3,4,13.0,4.43,0,0,0.0,25.0,1,0,4,0.0,6,0,1,3,75.9,61.6,41.9,74.4,0,0,6,0,25.0,52.1,16.7,1,1,0,1,0,1,16.7,24,6.0
Taysom Hill,12112,QB,NO,1,100.0,2,2,8.5,2.45,0,0,0.0,50.0,1,0,0,50.0,2,1,1,20,76.0,77.5,77.3,66.5,0,0,2,0,,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0
Johnny Hekker,7252,P,LA,1,0.0,1,1,40.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,26,60.4,53.6,55.6,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Derrick Henry,10679,HB,TEN,1,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,31,83.7,64.4,61.2,60.5,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
J.K. Scott,38809,P,GB,1,,0,1,,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,12,,60.0,60.0,,0,0,1,0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Albert Wilson,8943,WR,MIA,1,100.0,1,1,20.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,17,76.1,80.4,71.0,47.8,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,52,52.0
Jacoby Brissett,10725,QB,IND,1,0.0,1,1,64.0,6.4,0,0,0.0,0.0,0,0,1,,1,0,0,14,60.4,59.6,59.7,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nelson Agholor,9453,WR,PHI,1,100.0,1,1,9.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,24,28.1,61.3,68.5,58.7,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Kevin Byard,10698,S,TEN,1,100.0,1,1,18.0,0.41,0,0,0.0,100.0,1,0,0,0.0,1,0,1,31,60.4,73.1,68.8,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,66,66.0
