player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Todd Gurley II,9443,HB,LA,11,210,22,13,26.3,274,0,1043,5,9,22,674,39.3,29,56,26,1,51,82.7,76.2,87.8,,72.7,66.0,76.8,60.0,29,0,441,43,316,252,0,0,52,253,13,1043,674,3.21,5.0,1.4,158
Ezekiel Elliott,10638,HB,DAL,10,191,27,19,43.2,412,0,953,2,6,27,649,48.1,28,47,9,4,96,46.7,68.2,25.3,,52.2,66.1,69.0,67.8,41,2,341,42,263,230,0,0,52,233,5,953,649,3.4,5.0,1.3,89
Kareem Hunt,11841,HB,KC,11,181,43,12,33.6,277,0,824,3,10,43,606,85.7,23,46,16,0,66,90.6,81.6,23.8,,69.8,69.3,84.1,53.7,45,2,378,26,254,213,0,0,33,207,7,824,606,3.35,4.6,1.49,110
James Conner,11860,HB,PIT,10,173,35,14,38.2,304,0,796,4,21,35,508,75.4,24,45,25,3,106,53.0,71.9,88.3,,53.9,63.7,74.0,71.0,30,1,411,45,300,190,0,0,57,218,10,796,508,2.94,4.6,1.37,53
Adrian Peterson,3623,HB,WAS,10,171,27,11,37.1,268,0,723,1,11,27,486,58.4,21,35,32,3,92,48.0,66.8,83.6,,30.3,60.0,67.2,59.7,64,0,168,14,114,198,0,0,18,185,6,723,486,2.84,4.2,1.47,77
David Johnson,9519,HB,ARZ,10,168,13,3,14.5,91,0,629,5,8,13,416,26.0,12,33,1,2,78,63.7,66.4,86.6,,68.6,66.3,64.5,58.6,53,0,309,32,228,184,0,0,44,200,6,629,416,2.48,3.7,1.36,75
Saquon Barkley,45791,HB,NYG,10,158,23,11,46.3,337,0,728,2,25,23,517,70.7,19,34,21,0,46,90.6,79.2,87.2,,47.7,89.4,74.9,59.1,68,0,540,64,303,175,0,0,76,222,7,728,517,3.27,4.6,1.78,109
Jordan Howard,10784,HB,CHI,10,155,11,6,20.8,109,0,523,0,0,11,400,16.9,11,29,6,1,60,75.3,69.0,87.1,,88.6,63.8,64.5,74.4,24,0,100,13,139,190,0,0,17,168,5,523,400,2.58,3.4,0.72,93
Lamar Miller,7097,HB,HST,9,145,17,9,34.0,208,0,611,1,3,17,423,36.2,14,23,13,1,39,74.5,69.2,45.8,,84.4,46.8,72.7,79.9,58,1,127,16,183,156,0,0,24,161,2,611,423,2.92,4.2,0.69,99
Melvin Gordon III,9448,HB,LAC,9,143,35,14,38.7,287,0,741,7,9,35,426,70.9,25,39,27,1,95,76.6,85.4,85.5,,71.1,61.5,90.0,65.1,34,0,448,42,195,181,0,0,53,185,7,741,426,2.98,5.2,2.3,40
Alvin Kamara,11822,HB,NO,10,136,15,7,24.6,152,0,617,2,14,15,357,39.6,15,40,20,0,51,90.5,81.2,87.6,,73.9,90.4,71.9,56.0,49,0,510,56,228,195,0,0,67,192,11,617,357,2.63,4.5,2.24,79
Christian McCaffrey,11763,HB,CAR,10,136,24,7,26.1,165,0,632,0,11,24,366,48.1,21,31,5,1,68,76.7,77.2,89.1,,64.9,82.4,73.0,59.8,45,0,496,60,312,228,0,0,69,196,4,632,366,2.69,4.6,1.59,65
Peyton Barber,10927,HB,TB,10,135,29,8,31.3,170,0,543,1,1,29,384,58.4,16,24,30,0,46,90.1,68.6,84.3,,66.1,54.9,70.5,60.4,28,1,55,11,181,154,0,0,16,146,2,543,384,2.84,4.0,0.3,79
Carlos Hyde,8692,HB,JAX,9,131,19,3,12.4,55,0,442,1,0,19,316,33.5,12,21,15,1,64,71.4,51.8,82.8,,26.7,46.2,56.5,60.2,22,0,29,6,104,143,0,0,10,137,5,442,316,2.41,3.4,0.28,64
Chris Carson,12004,HB,SEA,8,128,25,7,22.4,130,0,580,1,2,25,449,69.6,15,27,29,2,43,53.0,76.8,83.4,,39.4,62.2,76.5,60.3,24,0,80,8,71,145,0,0,10,136,3,580,449,3.51,4.5,1.13,82
Joe Mixon,11803,HB,CIN,8,128,17,9,35.6,208,0,584,4,1,17,319,29.5,17,32,7,0,32,90.0,70.0,85.6,,67.7,46.9,75.8,60.0,43,0,177,24,168,135,0,0,33,152,5,584,319,2.49,4.6,1.05,90
Dion Lewis,6301,HB,TEN,10,122,24,4,22.4,94,1,420,3,10,24,316,55.7,11,18,31,1,29,73.1,65.0,45.0,,58.4,70.1,63.2,57.3,36,1,278,36,213,149,0,0,41,158,1,420,316,2.59,3.4,1.31,90
Phillip Lindsay,12660,HB,DEN,10,121,16,8,34.5,231,0,670,2,7,16,315,41.3,19,32,10,0,56,90.1,82.3,11.3,,50.5,77.0,81.8,60.0,53,1,187,24,126,132,0,0,29,145,5,670,315,2.6,5.5,1.48,56
Kerryon Johnson,34455,HB,DET,10,118,21,9,38.2,245,0,641,0,8,21,392,64.2,17,32,11,1,48,72.4,80.2,86.4,,69.7,80.6,77.0,58.8,71,0,213,32,169,133,0,0,37,150,3,641,392,3.32,5.4,1.26,66
