player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,1,1,0,5,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,5.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,17,0,0,0,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,1,2,0,3,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,13.3,,,0,0,,70.9,0,,,0,0,0.0,0,2,100.0,15,1,0,0,0,0,0,0.0,
Mike Adams,1972,S,CAR,1,42,0,5,0,8.0,100.0,80.0,7.0,7.0,0,0,0.0,49.2,0,17,,0,0,118.8,1,8,19.0,10,0,0,1,0,17,9,2.4,17.0,0,0,-3.0,100.0,100.0,16.0,16.0,0,0,0.0,75.2,0,1,0.0,0,0,79.2,2,34,81.0,34,2,2,2,0,1,7,0.0,0.5
Adam Jones,2223,CB,DEN,1,27,0,10,1,5.0,100.0,100.0,10.0,10.0,0,0,0.0,59.9,0,6,50.0,1,0,91.7,1,10,37.0,10,0,0,1,0,6,1,0.6,6.0,0,0,,,100.0,,,0,0,,68.6,0,,0.0,0,0,0.0,0,14,51.9,14,0,1,0,0,0,0,0.0,
Derrick Johnson,2232,LB,OAK,1,22,0,23,0,,,85.7,,,0,0,,67.3,0,,0.0,0,0,0.0,0,6,27.3,7,0,1,0,0,0,0,0.0,,0,0,7.5,100.0,100.0,6.0,6.0,0,0,0.0,68.2,0,11,0.0,0,0,104.2,2,14,63.6,14,1,2,2,0,18,3,1.5,9.0
Lorenzo Alexander,2476,LB,BUF,1,11,0,4,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,75.0,50.0,3.7,2.8,0,1,25.0,90.7,0,6,0.0,0,1,78.1,3,11,100.0,22,1,2,4,0,13,9,1.2,4.3
Johnathan Joseph,2969,CB,HST,1,41,0,13,0,9.3,75.0,100.0,6.7,5.0,0,1,25.0,53.4,0,12,0.0,0,1,92.7,3,22,53.7,22,1,3,4,0,27,4,1.4,9.0,0,0,1.8,75.0,100.0,5.7,4.3,0,0,0.0,84.4,0,6,0.0,0,0,78.1,3,17,41.5,17,2,4,4,0,13,9,0.8,4.3
Antoine Bethea,3152,S,ARZ,1,34,0,1,0,-5.0,100.0,87.5,6.0,6.0,0,0,0.0,53.1,0,18,0.0,0,0,118.8,1,7,20.6,8,0,1,1,0,18,23,3.0,18.0,0,0,-1.0,100.0,85.7,23.0,23.0,0,0,0.0,57.2,0,11,100.0,1,0,112.5,1,24,70.6,28,0,0,1,0,11,12,0.5,11.0
Tramon Williams,3558,S,GB,1,46,0,12,0,9.0,100.0,100.0,17.0,17.0,0,0,0.0,59.5,0,12,,0,0,116.7,1,19,41.3,19,0,0,1,0,12,3,0.7,12.0,0,0,7.5,50.0,100.0,22.0,11.0,0,0,0.0,72.0,0,6,0.0,0,0,56.3,1,23,50.0,23,1,3,2,0,6,2,0.3,6.0
Leon Hall,3634,CB,OAK,1,32,0,23,0,,,100.0,,,0,0,,67.4,0,,,0,0,0.0,0,8,25.0,8,0,0,0,0,0,0,0.0,,0,0,9.0,100.0,87.0,4.5,4.5,0,0,0.0,44.6,0,17,0.0,0,0,116.7,4,20,62.5,23,0,1,4,0,48,12,2.7,12.0
