player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Adam Thielen,8288,WR,MIN,7,88,0,18,11.5,1,74.3,40.0,2,5,3.7,1,21,0,75.7,93.8,1,68,1.9,2,105,26,93.3,98,117.7,35,39.8,2,391,99,3.8,15.0,3.99,0,8.5,1,78.7,57.1,4,7,5.1,2,19,0,81.5,76.6,0,45,0.5,1,212,37,98.1,208,116.4,47,53.4,2,401,145,3.9,10.8,1.93
Julio Jones,6158,WR,ATL,7,77,0,2,11.1,0,66.7,50.0,2,4,11.1,2,11,0,54.3,80.8,1,32,0.0,0,76,16,90.8,69,82.3,24,31.2,0,242,80,5.0,15.1,3.51,0,14.7,5,72.9,42.9,3,7,2.8,1,25,1,80.4,87.9,1,58,0.0,0,178,35,96.6,172,97.9,48,62.3,0,504,130,3.7,14.4,2.93
Odell Beckham Jr.,8647,WR,NYG,7,76,0,21,10.2,3,66.7,33.3,1,3,6.7,1,10,0,64.4,79.5,0,30,0.0,0,78,14,92.3,72,111.2,21,27.6,1,190,90,6.4,13.6,2.64,0,12.0,15,71.7,33.3,2,6,0.0,0,23,0,90.1,88.8,1,51,0.0,0,206,38,96.6,199,96.5,53,69.7,1,461,132,3.5,12.1,2.32
Zach Ertz,7816,TE,PHI,7,76,0,24,7.0,0,60.0,40.0,2,5,14.3,2,6,0,46.0,60.9,1,27,7.1,7,98,12,84.7,83,57.9,20,26.3,0,128,31,2.6,10.7,1.54,0,7.9,0,83.3,25.0,1,4,4.8,2,23,0,73.7,76.9,0,34,5.8,12,208,40,88.9,185,106.2,48,63.2,0,455,158,4.0,11.4,2.46
Jarvis Landry,8698,WR,CLV,7,73,0,8,9.7,1,55.0,33.3,1,3,8.3,1,6,0,61.8,65.8,0,39,0.0,0,94,11,91.5,86,81.5,20,27.4,0,161,74,6.7,14.6,1.87,0,10.5,4,55.3,30.0,3,10,10.3,3,12,0,54.0,64.6,1,33,0.5,1,214,26,97.7,209,72.3,47,64.4,1,292,99,3.8,11.2,1.4
Antonio Brown,5718,WR,PIT,6,71,0,25,13.7,3,48.4,20.0,1,5,0.0,0,13,0,81.7,79.6,0,48,0.0,0,111,15,93.7,104,121.0,31,43.7,6,290,159,10.6,19.3,2.79,0,9.1,6,62.9,25.0,1,4,4.3,1,11,0,72.3,66.9,3,19,0.0,0,156,22,96.8,151,39.0,35,49.3,0,170,76,3.5,7.7,1.13
DeAndre Hopkins,7808,WR,HST,7,70,0,13,12.6,5,65.4,57.1,4,7,0.0,0,10,1,82.7,86.0,1,49,0.0,0,87,17,93.1,81,106.4,26,37.1,2,251,101,5.9,14.8,3.1,0,13.9,1,73.0,70.0,7,10,0.0,0,21,0,87.6,87.9,2,30,0.0,0,196,27,91.8,180,96.0,37,52.9,1,414,86,3.2,15.3,2.3
A.J. Green,6156,WR,CIN,7,69,0,7,13.3,2,46.7,55.6,5,9,12.5,2,12,0,53.1,82.6,1,38,0.0,0,106,14,89.6,95,72.2,30,43.5,1,245,86,6.1,17.5,2.58,0,13.5,1,64.7,44.4,4,9,8.3,2,16,2,60.3,75.5,1,38,0.0,0,142,22,95.1,135,94.6,34,49.3,1,335,56,2.5,15.2,2.48
Stefon Diggs,9579,WR,MIN,7,67,0,18,9.5,2,81.8,80.0,4,5,0.0,0,6,0,82.7,72.3,0,75,1.0,1,100,18,94.0,94,134.8,22,32.8,2,200,66,3.7,11.1,2.13,0,10.8,7,68.3,33.3,2,6,0.0,0,13,0,86.9,71.8,0,34,0.0,0,196,28,98.5,193,85.7,41,61.2,0,263,154,5.5,9.4,1.36
Davante Adams,8688,WR,GB,6,65,0,12,11.2,3,69.2,50.0,1,2,5.3,1,11,0,69.9,87.8,0,51,0.0,0,115,18,91.3,105,126.0,26,40.0,2,253,95,5.3,14.1,2.41,0,10.1,2,70.6,0.0,0,3,11.1,3,11,0,52.0,66.5,0,38,0.0,0,163,24,96.3,157,112.7,34,52.3,2,263,101,4.2,11.0,1.68
Michael Crabtree,4933,WR,BLT,7,64,0,3,11.1,3,44.4,25.0,1,4,20.0,3,6,0,31.3,58.5,0,19,0.0,0,85,12,91.8,78,56.7,27,42.2,0,114,16,1.3,9.5,1.46,0,10.1,2,65.6,42.9,3,7,16.0,4,14,0,36.9,67.8,1,27,0.0,0,189,21,96.3,182,80.1,32,50.0,0,279,73,3.5,13.3,1.53
Emmanuel Sanders,5606,WR,DEN,7,60,0,10,10.5,1,76.2,20.0,1,5,0.0,0,11,0,82.2,84.3,0,31,0.0,0,98,16,91.8,90,103.3,21,35.0,0,190,36,2.3,11.9,2.11,0,8.5,2,82.9,0.0,0,1,3.3,1,12,0,67.3,78.5,2,64,0.6,1,158,29,93.0,147,118.6,35,58.3,3,396,167,5.8,13.7,2.69
JuJu Smith-Schuster,11817,WR,PIT,6,60,0,25,10.6,0,72.7,42.9,3,7,0.0,0,11,0,81.7,72.9,0,29,0.0,0,109,16,93.6,102,115.0,22,36.7,1,196,64,4.0,12.3,1.92,0,9.5,1,68.4,16.7,1,6,7.1,2,16,0,64.3,75.9,1,67,0.0,0,147,26,96.6,142,96.9,38,63.3,1,365,170,6.5,14.0,2.57
Tyreek Hill,10799,WR,KC,7,60,0,16,14.1,2,68.2,50.0,1,2,11.8,2,11,0,51.5,88.4,0,36,0.0,0,79,15,91.1,72,136.9,22,36.7,3,203,71,4.7,13.5,2.82,0,17.7,5,68.8,50.0,3,6,4.3,1,14,0,72.8,81.0,2,75,0.0,0,158,22,93.0,147,106.3,32,53.3,2,425,152,6.9,19.3,2.89
Michael Thomas,10681,WR,NO,6,58,0,20,7.0,4,90.5,80.0,4,5,5.0,1,14,1,70.5,90.1,0,35,0.0,0,82,19,89.0,73,151.3,21,36.2,3,227,105,5.5,11.9,3.11,0,7.0,3,93.5,100.0,2,2,6.5,2,15,1,66.6,76.6,0,31,0.0,0,129,29,96.9,125,111.0,31,53.4,0,330,121,4.2,11.4,2.64
Saquon Barkley,45791,HB,NYG,7,58,0,21,5.5,4,75.0,50.0,1,2,14.3,1,6,0,49.7,81.0,1,57,27.0,17,63,6,71.4,45,116.7,8,13.8,2,140,100,16.7,23.3,3.11,0,-1.6,19,87.0,,0,0,2.4,1,7,0,82.8,85.3,0,55,10.5,18,172,40,86.6,149,91.4,46,79.3,0,273,365,9.1,6.8,1.83
James White,8765,HB,NE,7,57,0,19,5.1,0,58.8,0.0,0,1,9.1,1,6,0,58.9,64.2,1,16,9.8,8,82,10,84.1,69,69.5,17,29.8,1,95,89,8.9,9.5,1.38,0,2.4,4,85.7,,0,0,3.2,1,11,0,88.0,89.1,0,27,3.7,4,109,30,95.4,104,106.0,35,61.4,1,250,225,7.5,8.3,2.4
Eric Ebron,8645,TE,IND,7,57,0,14,11.4,0,59.1,62.5,5,8,0.0,0,9,0,80.0,76.4,0,28,5.4,5,92,13,87.0,80,111.0,22,38.6,2,155,41,3.2,11.9,1.94,0,10.2,1,54.5,25.0,2,8,5.3,1,6,0,69.6,62.0,0,26,2.1,3,144,18,93.8,135,92.2,33,57.9,2,194,62,3.4,10.8,1.44
Robert Woods,7822,WR,LA,7,56,0,26,9.6,3,68.8,50.0,1,2,0.0,0,11,0,78.7,86.7,0,36,1.4,1,70,11,94.3,66,111.5,16,28.6,0,209,112,10.2,19.0,3.17,0,13.1,1,75.7,0.0,0,2,3.4,1,19,0,76.3,84.8,0,32,2.6,4,153,28,92.8,142,117.4,37,66.1,1,384,111,4.0,13.7,2.7
Corey Davis,11760,WR,TEN,7,55,0,31,8.4,3,54.5,66.7,2,3,14.3,2,10,0,46.0,77.0,0,28,0.0,0,66,12,92.4,61,89.0,22,40.0,1,139,65,5.4,11.6,2.28,0,10.3,3,60.7,,0,0,0.0,0,10,1,82.2,68.2,1,51,0.0,0,139,17,97.1,135,75.7,28,50.9,0,255,108,6.4,15.0,1.89
Mike Evans,8642,WR,TB,6,54,0,30,14.4,1,78.9,75.0,3,4,6.3,1,11,1,51.5,75.3,0,27,0.0,0,92,15,93.5,86,130.5,19,35.2,1,211,32,2.1,14.1,2.45,0,15.7,2,69.7,83.3,5,6,8.0,2,17,0,61.3,81.7,2,51,0.0,0,140,23,94.3,132,91.4,33,61.1,1,367,67,2.9,16.0,2.78
Travis Kelce,7844,TE,KC,7,53,0,16,7.6,0,76.9,50.0,1,2,0.0,0,6,0,79.4,77.5,1,40,3.7,3,82,10,87.8,72,101.8,13,24.5,1,131,59,5.9,13.1,1.82,0,9.3,4,74.3,50.0,3,6,3.7,1,17,0,75.1,90.3,0,43,7.8,13,167,26,86.2,144,131.4,35,66.0,2,406,186,7.2,15.6,2.82
Tyler Boyd,10689,WR,CIN,7,51,0,7,8.2,2,82.6,50.0,3,6,0.0,0,15,0,83.2,85.4,0,31,0.0,0,106,19,89.6,95,108.5,23,45.1,0,231,98,5.2,12.2,2.43,0,10.4,1,74.1,,0,0,0.0,0,10,0,84.1,70.9,0,49,0.0,0,154,20,96.1,148,139.3,27,52.9,3,249,75,3.8,12.5,1.68
Keenan Allen,7857,WR,LAC,7,51,0,27,8.2,1,73.9,66.7,2,3,5.6,1,11,1,67.7,72.5,1,23,0.0,0,84,17,94.0,79,98.3,23,45.1,1,211,77,4.5,12.4,2.67,0,9.2,2,88.5,75.0,3,4,0.0,0,13,1,84.9,80.7,0,25,0.0,0,124,23,96.0,119,112.5,26,51.0,0,286,114,5.0,12.4,2.4
Nelson Agholor,9453,WR,PHI,7,50,0,24,5.9,5,85.0,50.0,2,4,5.6,1,8,1,68.7,68.7,0,58,0.0,0,97,17,91.8,89,111.0,20,40.0,0,213,138,8.1,12.5,2.39,0,7.9,3,69.0,60.0,3,5,9.1,2,6,0,61.5,57.0,0,20,0.0,0,197,20,94.4,186,76.1,29,58.0,0,115,62,3.1,5.8,0.62
Golden Tate,5585,WR,DET,6,50,0,11,8.7,2,60.0,33.3,1,3,7.7,1,8,0,61.8,71.9,0,45,0.0,0,75,12,93.3,70,103.7,20,40.0,1,168,91,7.6,14.0,2.4,0,5.6,10,82.1,100.0,2,2,14.8,4,12,1,41.6,69.7,0,67,0.0,0,123,23,95.9,118,118.8,28,56.0,1,270,143,6.2,11.7,2.29
Sterling Shepard,10674,WR,NYG,7,49,0,21,10.8,2,75.0,57.1,4,7,0.0,0,13,0,81.1,89.0,0,53,1.3,1,76,15,93.4,71,128.1,20,40.8,1,225,99,6.6,15.0,3.17,0,8.9,0,73.9,0.0,0,1,15.0,3,9,0,41.9,54.7,1,58,0.0,0,203,17,97.0,197,87.4,23,46.9,0,231,74,4.4,13.6,1.17
Alvin Kamara,11822,HB,NO,6,49,0,20,3.0,2,75.0,,0,0,0.0,0,3,0,77.3,66.8,0,14,8.5,5,59,9,86.4,51,88.2,12,24.5,0,68,58,6.4,7.6,1.33,0,1.3,9,87.1,33.3,1,3,0.0,0,10,0,76.3,89.7,0,35,4.9,5,102,27,91.2,93,102.8,31,63.3,0,269,235,8.7,10.0,2.89
