player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,4,0,1,5,59.6,2,7,74,97.5,14.9,11,1,6.1,0,79,77,9,0,62.8,2,6,48,98.0,22.9,11,8.3,0,49,48,8
Terrell Suggs,1326,ED,BLT,5,3,1,3,75.4,1,12,129,86.0,16.3,21,2,8.1,4,157,135,17,1,63.8,1,8,69,90.1,14.5,10,9.4,2,81,73,11
Mike Adams,1972,S,CAR,4,0,0,5,63.7,0,0,5,4.3,0.0,0,1,0.0,0,164,7,0,0,59.1,0,0,0,1.3,,0,,0,79,1,0
Derrick Johnson,2232,LB,OAK,5,0,0,23,47.2,0,1,10,12.5,0.0,0,0,5.0,0,88,11,1,0,49.8,0,1,5,11.1,0.0,0,10.0,0,54,6,1
Lorenzo Alexander,2476,LB,BUF,5,1,0,4,69.5,0,13,86,75.6,17.4,15,0,8.7,1,119,90,14,0,58.8,0,5,47,86.0,14.9,7,5.3,0,57,49,5
Haloti Ngata,2957,DI,PHI,4,0,0,24,55.9,1,2,65,100.0,6.2,4,0,3.8,1,70,70,4,0,56.5,0,0,14,100.0,7.1,1,7.1,1,18,18,1
Frostee Rucker,3036,ED,OAK,5,1,0,23,55.9,2,3,72,98.7,5.6,4,0,3.5,0,79,78,5,1,70.2,1,1,17,100.0,17.6,3,5.9,0,18,18,2
Domata Peko Sr.,3068,DI,DEN,5,0,0,10,57.1,0,1,78,100.0,3.8,3,1,1.9,1,83,83,2,0,56.1,0,0,20,100.0,5.0,1,0.0,0,23,23,0
Kyle Williams,3079,DI,BUF,5,0,0,4,61.0,0,7,145,99.3,9.7,14,0,4.5,3,152,151,10,0,66.9,0,7,64,100.0,17.2,11,10.2,3,67,67,10
Antoine Bethea,3152,S,ARZ,5,0,0,1,52.8,2,3,15,8.3,13.3,2,2,16.7,0,216,18,5,0,39.3,0,1,3,5.5,0.0,0,16.7,0,73,4,1
Tom Johnson,3378,DI,MIN,3,0,0,18,60.6,1,2,55,100.0,9.1,5,0,2.7,0,58,58,3,0,52.8,1,1,23,100.0,8.7,2,4.3,0,24,24,2
Leon Hall,3634,CB,OAK,5,1,0,23,62.2,1,0,8,5.8,12.5,1,0,6.3,0,155,9,1,0,51.2,0,0,3,5.8,0.0,0,0.0,0,69,4,0
Reggie Nelson,3637,S,OAK,5,0,0,23,47.5,0,1,12,7.9,8.3,1,0,4.2,0,152,12,1,0,66.5,0,0,3,4.9,33.3,1,0.0,0,61,3,0
Eric Weddle,3653,S,BLT,5,0,0,3,83.4,2,1,10,4.5,20.0,2,0,25.0,1,223,10,4,0,63.3,1,0,4,3.7,25.0,1,12.5,0,107,4,1
Brandon Mebane,3701,DI,LAC,5,1,0,27,64.9,2,1,73,95.1,6.8,5,0,3.4,1,81,77,4,0,64.0,1,0,19,100.0,10.5,2,7.9,1,19,19,2
Corey Graham,3784,S,PHI,5,1,0,24,62.8,0,1,7,5.0,0.0,0,0,7.1,0,141,7,1,0,54.6,0,0,2,3.1,0.0,0,0.0,0,65,2,0
