team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
LA,26,3,106,4,7,106,94.8,11,0
TEN,31,3,90,0,8,90,93.3,10,2
CHI,6,3,122,1,15,122,92.6,17,1
JAX,15,3,127,4,18,127,90.6,23,1
DEN,10,3,114,3,14,114,89.9,20,3
NO,20,3,135,3,17,135,89.6,24,4
MIA,17,3,86,4,10,86,89.5,16,2
PIT,25,3,151,1,26,151,88.4,31,4
BUF,4,3,113,2,21,113,88.1,25,2
BLT,3,3,140,5,23,140,87.9,31,3
DET,11,3,146,5,25,146,87.7,33,3
KC,16,3,102,8,15,102,87.7,24,1
PHI,24,3,132,4,23,132,87.5,30,3
DAL,9,3,104,5,18,104,87.0,25,2
OAK,23,3,117,3,18,117,86.8,26,5
WAS,32,3,110,8,17,110,86.8,27,2
CLV,8,3,130,0,26,130,86.2,31,5
TB,30,3,127,10,19,127,86.2,32,3
NYJ,22,3,101,2,22,101,85.1,27,3
NE,19,3,107,7,15,107,85.0,27,5
SEA,29,3,110,3,25,110,84.5,31,3
GB,12,3,140,5,19,140,84.3,34,10
NYG,21,3,124,1,23,124,83.9,32,8
CIN,7,3,121,2,29,121,83.9,35,4
CAR,5,3,107,4,27,107,82.7,34,3
ATL,2,3,121,9,25,121,82.6,38,4
MIN,18,3,155,5,42,155,81.6,52,5
LAC,27,3,114,7,30,114,81.1,40,3
IND,14,3,133,12,29,133,80.8,46,5
SF,28,3,107,6,31,107,78.0,42,5
HST,13,3,127,12,36,127,76.4,54,6
ARZ,1,3,97,11,34,97,70.6,51,6
