player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,15,3,1.7,1,0,5,71.0,73.7,63.3,65.6,70.9,79.5,0.0,0,2,132,137,3.8,5,7
Terrell Suggs,1326,ED,BLT,15,7,1.2,1,0,3,58.2,71.6,45.3,73.6,66.8,49.4,11.5,3,4,212,219,6.1,13,16
Mike Adams,1972,S,CAR,15,8,6.2,0,0,5,41.7,49.1,65.8,68.3,62.7,81.9,5.0,2,1,319,332,4.4,14,30
Adam Jones,2223,CB,DEN,6,0,21.5,0,0,10,62.8,64.2,81.3,,68.0,44.0,0.0,0,1,46,46,2.2,1,2
Thomas Davis Sr.,2231,LB,CAR,11,11,3.8,0,0,5,77.6,77.2,85.7,76.2,64.8,65.1,10.5,4,0,234,242,6.0,14,23
Derrick Johnson,2232,LB,OAK,6,1,5.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,20.0,2,0,51,51,3.9,2,7
Lorenzo Alexander,2476,LB,BUF,15,9,3.3,0,0,4,80.8,87.4,87.9,71.6,82.1,89.4,0.0,0,0,227,233,7.9,18,27
Haloti Ngata,2957,DI,PHI,12,4,0.5,0,1,24,59.7,64.3,84.7,52.8,69.4,42.4,11.8,2,0,146,150,6.2,9,11
Johnathan Joseph,2969,CB,HST,14,2,2.5,0,0,13,80.7,80.4,87.3,59.1,68.8,32.9,27.3,3,1,268,280,1.9,5,6
Frostee Rucker,3036,ED,OAK,14,5,2.2,0,0,23,61.9,59.3,90.1,49.1,62.4,30.1,21.1,8,0,284,298,6.0,17,25
Domata Peko Sr.,3068,DI,DEN,15,9,2.5,0,0,10,86.3,70.3,23.0,58.4,74.0,43.3,12.5,4,6,237,245,6.8,16,19
Kyle Williams,3079,DI,BUF,15,6,2.0,0,0,4,62.7,71.0,63.5,66.3,69.0,54.4,11.1,2,2,220,228,3.6,8,10
Antoine Bethea,3152,S,ARZ,15,11,9.2,0,0,1,72.7,62.8,35.9,59.5,50.3,61.5,16.0,12,4,451,465,3.8,17,52
Tom Johnson,3378,DI,MIN,13,3,3.3,0,0,18,73.3,61.5,66.5,61.8,53.1,76.2,0.0,0,1,113,117,4.4,5,12
Tramon Williams,3558,S,GB,15,2,12.6,0,0,12,61.5,62.2,88.6,50.3,62.2,65.2,26.3,5,1,375,386,0.0,0,12
Brent Grimes,3589,CB,TB,12,4,11.7,1,1,30,58.3,58.6,86.2,,56.1,69.4,15.8,3,3,301,313,0.0,0,12
Leon Hall,3634,CB,OAK,10,2,5.6,0,0,23,57.1,63.3,83.1,57.8,83.4,62.8,0.0,0,0,137,144,1.5,2,7
Reggie Nelson,3637,S,OAK,11,2,9.1,0,1,23,63.4,63.2,83.3,55.4,60.4,55.5,26.7,4,0,135,141,2.2,3,9
Eric Weddle,3653,S,BLT,15,4,7.4,1,0,3,78.4,80.7,89.4,77.7,78.0,82.3,5.7,2,1,312,324,3.8,12,29
