player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,14,10,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,73,1,0,0,0,0,0,,,0,0,9.0,50.0,4.6,10.0,5.0,0,1,50.0,71.0,0,18,0.0,0,1,81.3,1,10,100.0,218,4,1,2,0,18,11,1.8,18.0
Terrell Suggs,1326,ED,BLT,14,61,0,3,0,7.0,100.0,14.8,19.0,19.0,1,0,0.0,76.8,0,31,66.7,2,0,118.8,1,22,36.1,149,2,1,1,0,31,24,1.6,31.0,0,1,5.0,66.7,13.4,8.5,5.7,0,0,0.0,36.9,0,15,66.7,2,0,86.1,4,35,57.4,261,5,0,6,0,41,35,1.2,10.3
Mike Adams,1972,S,CAR,14,534,0,5,4,10.2,100.0,89.9,12.7,12.7,0,0,0.0,45.1,0,31,0.0,0,0,118.8,9,125,23.4,139,0,7,9,0,150,58,1.3,16.7,0,2,12.4,68.4,95.7,27.8,19.0,1,1,5.3,57.2,3,33,9.1,2,1,74.6,13,378,70.8,395,4,18,19,1,171,43,0.5,13.2
Adam Jones,2223,CB,DEN,6,102,0,10,1,4.0,87.5,100.0,5.0,4.4,0,1,12.5,45.4,0,30,37.5,3,1,102.1,7,37,36.3,37,1,4,8,0,68,46,1.9,9.7,0,0,9.5,50.0,100.0,18.0,9.0,0,1,16.7,73.1,0,14,0.0,0,1,59.0,3,57,55.9,57,0,3,6,0,22,16,0.4,7.3
Thomas Davis Sr.,2231,LB,CAR,10,294,0,5,0,5.0,57.1,68.2,13.8,7.9,0,2,28.6,79.8,0,18,50.0,1,2,81.3,4,58,19.7,85,1,1,7,0,53,41,1.0,13.3,0,3,5.2,74.2,88.2,9.0,6.6,0,3,9.7,66.1,0,28,8.0,2,3,94.2,23,217,73.8,246,8,20,31,0,225,141,1.1,9.8
Derrick Johnson,2232,LB,OAK,6,89,0,23,0,,,69.0,,,0,0,,71.8,0,,0.0,0,0,0.0,0,20,22.5,29,0,2,0,0,0,0,0.0,,0,0,8.7,100.0,95.2,18.0,18.0,0,0,0.0,63.3,0,11,28.6,2,0,106.9,3,59,66.3,62,4,5,3,0,29,3,0.5,9.7
Lorenzo Alexander,2476,LB,BUF,14,91,0,4,1,-5.0,100.0,18.2,11.0,11.0,0,0,0.0,91.6,1,-5,0.0,0,0,39.6,1,12,13.2,66,3,3,1,0,-5,0,-0.5,-5.0,0,2,3.1,72.2,33.6,5.8,4.2,1,3,16.7,70.1,0,22,8.3,1,3,86.6,13,77,84.6,229,6,9,18,0,105,85,1.4,8.1
Haloti Ngata,2957,DI,PHI,11,1,0,24,0,,,2.1,,,0,0,,59.7,0,,,0,0,0.0,0,1,100.0,47,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,115,1,0,0,0,0,0,,
Johnathan Joseph,2969,CB,HST,13,481,0,13,0,11.0,46.5,99.5,8.8,4.1,0,3,7.0,66.2,0,42,5.9,1,3,73.4,20,188,39.1,189,5,16,43,1,256,76,1.5,12.8,0,3,9.1,67.6,100.0,11.3,7.7,1,3,8.8,82.3,2,48,21.1,8,3,81.3,23,269,55.9,269,10,27,34,1,306,98,1.2,13.3
Frostee Rucker,3036,ED,OAK,13,5,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,38,0,0,0,0,0,0,,,0,0,26.0,0.0,3.2,,4.0,0,0,0.0,61.4,0,,0.0,0,0,39.6,0,5,100.0,155,0,2,1,0,0,0,0.0,
