player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Julio Jones,6158,WR,ATL,1,18,0,2,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,16.0,0,40.0,0.0,0,1,0.0,0,2,0,78.7,78.8,1,33,0.0,0,11,2,90.9,10,34.2,5,27.8,0,46,10,5.0,23.0,4.6
Michael Thomas,10681,WR,NO,1,17,0,20,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.8,0,90.9,100.0,1,1,9.1,1,5,0,60.4,78.6,0,21,0.0,0,24,10,91.7,22,133.3,11,64.7,1,96,28,2.8,9.6,4.36
Antonio Brown,5718,WR,PIT,1,16,0,25,0,7.6,1,80.0,100.0,1,1,0.0,0,2,0,90.2,92.5,0,22,0.0,0,10,4,100.0,10,144.6,5,31.3,1,46,22,5.5,11.5,4.6,6.7,0,33.3,,0,0,0.0,0,1,0,83.2,75.0,1,3,0.0,0,11,2,90.9,10,2.8,6,37.5,0,6,7,3.5,3.0,0.6
Odell Beckham Jr.,8647,WR,NYG,1,14,0,21,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,10.5,0,75.0,,0,0,0.0,0,1,0,80.6,72.5,0,24,0.0,0,16,3,87.5,14,95.8,4,28.6,0,30,7,2.3,10.0,2.14
Jarvis Landry,8698,WR,CLV,1,14,0,8,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.6,0,1,0.0,0,6,1,100.0,6,79.2,1,7.1,0,1,4,4.0,1.0,0.17,11.4,0,45.5,0.0,0,3,16.7,1,2,0,49.2,63.1,0,39,0.0,0,35,5,91.4,32,67.2,11,78.6,0,72,17,3.4,14.4,2.25
Corey Davis,11760,WR,TEN,1,13,0,31,0,0.0,0,50.0,,0,0,0.0,0,1,0,78.7,86.4,0,10,0.0,0,5,1,100.0,5,64.6,2,15.4,0,10,10,10.0,10.0,2.0,8.5,0,50.0,,0,0,0.0,0,2,0,80.0,74.9,0,15,0.0,0,11,3,100.0,11,61.8,6,46.2,0,26,10,3.3,8.7,2.36
Adam Thielen,8288,WR,MIN,1,12,0,18,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,11.7,0,55.6,50.0,1,2,16.7,1,5,0,41.8,76.7,0,15,0.0,0,28,5,100.0,28,79.9,9,75.0,0,68,26,5.2,13.6,2.43
Melvin Gordon III,9448,HB,LAC,1,12,0,27,0,-4.8,1,100.0,,0,0,0.0,0,1,0,90.2,91.2,0,20,0.0,0,6,4,100.0,6,91.7,4,33.3,0,24,43,10.8,6.0,4.0,,0,,,0,0,,0,0,0,39.8,77.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jared Cook,5012,TE,OAK,1,12,0,23,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,8.5,1,100.0,,0,0,0.0,0,3,0,82.2,91.3,0,45,0.0,0,15,4,100.0,15,118.8,4,33.3,0,98,64,16.0,24.5,6.53
Alvin Kamara,11822,HB,NO,1,12,0,20,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,79.2,0,-1,0.0,0,1,1,100.0,1,79.2,1,8.3,0,-1,2,2.0,-1.0,-1.0,10.0,2,66.7,100.0,1,1,0.0,0,1,0,47.1,76.7,0,23,0.0,0,5,2,100.0,5,100.7,3,25.0,0,31,19,9.5,15.5,6.2
Emmanuel Sanders,5606,WR,DEN,1,11,0,10,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,59.9,0,8,0.0,0,4,2,100.0,4,93.8,2,18.2,0,13,16,8.0,6.5,3.25,2.4,0,100.0,,0,0,0.0,0,0,0,80.0,75.8,0,8,0.0,0,24,5,95.8,23,92.5,5,45.5,0,31,19,3.8,6.2,1.35
DeAndre Hopkins,7808,WR,HST,1,11,0,13,0,-2.0,0,100.0,,0,0,0.0,0,0,0,88.7,90.6,0,9,0.0,0,3,2,66.7,2,85.4,2,18.2,0,9,13,6.5,4.5,4.5,8.3,0,100.0,100.0,1,1,0.0,0,2,0,81.7,73.5,0,12,0.0,0,20,4,100.0,20,106.3,4,36.4,0,38,5,1.3,9.5,1.9
Jalen Richard,11395,HB,OAK,1,11,0,23,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,56.1,0,8,0.0,0,4,1,75.0,3,100.0,1,9.1,0,8,9,9.0,8.0,2.67,,0,,,0,0,,0,0,0,55.6,54.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Keenan Allen,7857,WR,LAC,1,11,0,27,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,5.3,1,100.0,,0,0,0.0,0,2,0,80.0,70.3,0,20,0.0,0,30,3,96.7,29,116.7,3,27.3,0,36,20,6.7,12.0,1.24
Golden Tate,5585,WR,DET,1,11,0,11,0,-2.0,1,50.0,,0,0,50.0,1,0,0,24.1,27.7,0,1,0.0,0,3,1,100.0,3,56.3,2,18.2,0,1,3,3.0,1.0,0.33,6.0,0,71.4,,0,0,0.0,0,3,0,31.0,58.8,0,24,0.0,0,37,5,97.3,36,132.1,7,63.6,1,52,26,5.2,10.4,1.44
Kenny Golladay,11851,WR,DET,1,11,0,11,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,16.0,0,100.0,100.0,1,1,0.0,0,2,0,78.7,76.8,0,25,0.0,0,13,2,92.3,12,118.8,2,18.2,0,42,10,5.0,21.0,3.5
T.Y. Hilton,7092,WR,IND,1,10,0,14,0,,0,,,0,0,,0,0,0,,47.0,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,6.0,0,25.0,0.0,0,2,0.0,0,1,0,58.5,54.4,0,13,0.0,0,15,1,86.7,13,40.6,4,40.0,0,13,7,7.0,13.0,1.0
Randall Cobb,6216,WR,GB,1,10,0,12,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,61.2,0,6,0.0,0,2,1,100.0,2,91.7,1,10.0,0,6,7,7.0,6.0,3.0,4.4,1,100.0,,0,0,0.0,0,5,0,82.2,86.9,0,75,0.0,0,33,8,97.0,32,158.3,8,80.0,1,133,98,12.3,16.6,4.16
Nelson Agholor,9453,WR,PHI,1,10,0,24,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.8,0,0,0.0,0,2,1,100.0,2,79.2,1,10.0,0,0,1,1.0,0.0,0.0,2.0,0,66.7,100.0,1,1,0.0,0,0,0,81.7,61.5,0,4,0.0,0,19,2,100.0,19,70.1,3,30.0,0,4,2,1.0,2.0,0.21
Demaryius Thomas,5547,WR,DEN,1,10,0,10,0,-2.0,1,100.0,,0,0,0.0,0,1,0,78.7,90.5,0,23,0.0,0,4,1,100.0,4,118.8,1,10.0,0,23,25,25.0,23.0,5.75,6.5,1,50.0,0.0,0,1,0.0,0,1,0,29.6,79.2,0,23,0.0,0,13,1,92.3,12,91.7,2,20.0,0,23,25,25.0,23.0,1.92
