player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ezekiel Elliott,10638,HB,DAL,11,217,28,21,41.3,444,0,1074,2,7,28,694,42.4,31,52,9,4,106,51.9,69.1,28.7,,54.9,65.7,69.9,67.8,41,2,363,47,290,260,0,0,58,264,6,1074,694,3.2,4.9,1.25,105
Todd Gurley II,9443,HB,LA,11,210,22,13,26.3,274,0,1043,5,9,22,674,39.3,29,56,26,1,51,82.7,76.2,87.8,,72.7,66.0,76.8,60.0,29,0,441,43,316,252,0,0,52,253,13,1043,674,3.21,5.0,1.4,158
James Conner,11860,HB,PIT,11,186,35,14,35.8,304,0,849,4,21,35,537,68.8,25,48,25,4,113,42.9,69.9,88.8,,61.7,58.8,72.9,71.0,30,1,453,49,339,203,0,0,61,235,10,849,537,2.89,4.6,1.34,58
David Johnson,9519,HB,ARZ,11,185,13,3,13.2,91,0,692,6,8,13,440,22.8,14,38,1,2,85,66.5,64.6,86.8,,71.7,63.6,62.9,58.7,53,0,325,34,239,203,0,0,47,219,6,692,440,2.38,3.7,1.36,85
Adrian Peterson,3623,HB,WAS,11,183,29,11,35.4,268,0,758,1,11,29,508,55.8,21,36,32,3,101,51.0,66.2,83.9,,38.6,61.7,66.2,59.7,64,0,177,16,126,211,0,0,20,199,6,758,508,2.78,4.1,1.4,80
Kareem Hunt,11841,HB,KC,11,181,43,12,33.6,277,0,824,3,10,43,606,85.7,23,46,16,0,66,90.6,81.6,23.8,,69.8,69.3,84.1,53.7,45,2,378,26,254,213,0,0,33,207,7,824,606,3.35,4.6,1.49,110
Saquon Barkley,45791,HB,NYG,11,171,28,13,49.9,414,0,829,2,25,28,605,77.5,21,36,21,0,47,90.7,83.1,87.7,,49.6,89.9,79.6,59.1,68,0,581,71,332,190,0,0,84,242,8,829,605,3.54,4.8,1.75,120
Jordan Howard,10784,HB,CHI,11,162,11,6,20.3,109,0,536,0,0,11,411,15.9,11,30,6,1,62,76.2,67.4,87.7,,86.5,61.6,63.6,73.5,24,0,102,14,160,200,0,0,18,176,5,536,411,2.54,3.3,0.64,98
Lamar Miller,7097,HB,HST,10,157,23,12,44.1,341,0,773,1,3,23,565,53.8,18,27,13,1,44,76.3,73.8,49.0,,83.6,46.4,78.5,79.7,97,1,132,17,201,171,0,0,25,174,3,773,565,3.6,4.9,0.66,105
Christian McCaffrey,11763,HB,CAR,11,153,25,10,33.6,254,0,757,0,13,25,394,43.7,24,37,5,4,79,42.7,74.8,89.5,,63.6,80.6,70.9,57.3,59,0,608,71,342,254,0,0,80,224,5,757,394,2.58,4.9,1.78,71
Melvin Gordon III,9448,HB,LAC,10,153,38,15,39.3,315,0,802,7,9,38,451,70.3,26,44,27,1,99,78.0,88.2,85.6,,71.1,61.0,90.9,65.1,34,0,453,44,208,194,0,0,55,197,9,802,451,2.95,5.2,2.18,46
Peyton Barber,10927,HB,TB,11,153,33,8,28.8,170,0,590,1,1,33,431,57.7,18,29,30,0,53,90.3,69.8,84.7,,63.6,54.7,72.0,60.1,28,1,71,13,195,174,0,0,18,166,3,590,431,2.82,3.9,0.36,90
Alvin Kamara,11822,HB,NO,11,150,19,8,24.1,170,0,706,2,14,19,401,42.6,17,46,20,0,61,90.7,83.9,88.0,,74.7,89.2,76.7,55.5,49,0,519,57,241,217,0,0,68,207,11,706,401,2.67,4.7,2.15,81
Chris Carson,12004,HB,SEA,9,144,28,9,25.4,161,0,635,1,2,28,506,68.5,18,33,29,3,47,40.0,74.6,83.9,,41.8,62.1,74.3,60.5,24,0,88,10,83,164,0,0,12,154,4,635,506,3.51,4.4,1.06,94
Joe Mixon,11803,HB,CIN,9,142,20,12,41.0,276,0,673,4,3,20,373,34.9,20,36,7,0,38,90.2,71.9,86.6,,56.1,53.1,76.8,60.0,43,0,243,31,197,152,0,0,40,173,5,673,373,2.63,4.7,1.23,96
Carlos Hyde,8692,HB,JAX,10,141,20,3,11.6,55,0,475,1,0,20,335,32.3,14,24,15,1,66,72.9,52.2,83.0,,27.9,46.0,56.7,60.2,22,0,29,6,106,153,0,0,10,147,5,475,335,2.38,3.4,0.27,71
Phillip Lindsay,12660,HB,DEN,11,135,16,10,36.0,281,0,780,2,7,16,351,37.6,23,36,10,0,59,90.3,81.7,15.6,,59.4,70.3,82.8,60.0,53,1,187,24,136,150,0,0,29,159,6,780,351,2.6,5.8,1.38,67
Frank Gore,2282,HB,MIA,11,131,20,4,19.3,115,0,595,0,5,20,436,59.0,9,21,17,0,42,89.9,84.3,28.4,,73.0,72.5,82.3,70.3,39,1,90,10,110,144,0,0,14,141,0,595,436,3.33,4.5,0.82,87
Dion Lewis,6301,HB,TEN,11,129,26,4,22.0,94,1,428,3,13,26,325,57.1,11,18,31,1,30,74.9,65.8,47.8,,61.8,72.0,63.0,57.3,36,1,311,43,228,157,0,0,48,172,1,428,325,2.52,3.3,1.36,94
LeSean McCoy,4976,HB,BUF,10,128,11,4,22.1,94,0,426,1,8,11,242,23.5,9,18,4,0,50,90.0,63.8,38.0,,48.2,72.0,62.7,57.3,28,2,198,25,155,155,0,0,30,153,2,426,242,1.89,3.3,1.28,72
Sony Michel,27589,HB,NE,8,127,17,8,31.4,184,0,586,1,0,17,327,32.9,16,37,19,1,76,89.9,73.7,78.6,,78.6,56.0,71.7,60.0,34,0,43,6,33,137,0,0,10,133,5,586,327,2.57,4.6,1.3,43
Matt Breida,12271,HB,SF,11,127,14,14,46.9,346,0,738,0,3,14,387,35.7,26,34,28,1,31,71.8,78.0,83.6,,39.6,83.4,72.6,55.9,66,0,158,18,131,146,0,0,22,145,3,738,387,3.05,5.8,1.21,94
Nick Chubb,45783,HB,CLV,11,122,27,10,50.8,337,0,663,1,1,27,575,100.7,18,32,8,0,46,89.6,87.7,21.6,,35.2,61.8,89.4,60.0,92,1,92,9,81,131,0,0,13,131,6,663,575,4.71,5.4,1.14,75
Tevin Coleman,9506,HB,ATL,11,122,11,10,41.3,209,0,506,2,3,11,311,23.6,17,22,2,1,33,72.5,59.3,85.0,,52.7,71.8,54.3,59.6,36,0,268,29,219,135,0,0,35,151,2,506,311,2.55,4.1,1.22,85
Isaiah Crowell,9295,HB,NYJ,11,120,19,7,48.6,283,0,582,1,5,19,397,58.4,13,23,22,0,48,89.6,70.6,29.0,,35.3,64.4,72.9,60.0,77,1,141,16,128,130,0,0,20,136,6,582,397,3.31,4.9,1.1,72
Derrick Henry,10679,HB,TEN,11,118,20,1,3.7,16,0,434,0,4,20,364,57.8,10,20,31,1,30,70.8,69.0,81.2,61.2,86.2,44.9,69.4,59.7,16,0,73,10,79,138,0,0,13,128,4,434,364,3.08,3.7,0.92,87
Kerryon Johnson,34455,HB,DET,10,118,21,9,38.2,245,0,641,0,8,21,392,64.2,17,32,11,1,48,72.4,80.2,86.4,,69.7,80.6,77.0,58.8,71,0,213,32,169,133,0,0,37,150,3,641,392,3.32,5.4,1.26,66
Alfred Blue,8816,HB,HST,11,115,8,4,17.1,67,0,392,1,2,8,281,19.2,8,21,13,0,40,89.1,61.4,84.9,,73.8,57.1,60.0,74.8,17,0,107,12,124,136,0,0,14,127,1,392,281,2.44,3.4,0.86,73
Alex Collins,10805,HB,BLT,10,114,25,3,12.2,50,0,411,1,7,25,258,56.1,9,22,3,3,60,30.2,59.8,83.7,,39.7,63.2,60.5,52.2,19,0,105,15,123,147,0,0,17,129,7,411,258,2.26,3.6,0.85,48
Marlon Mack,11898,HB,IND,7,109,6,7,31.1,173,0,556,3,0,6,299,13.7,11,28,14,0,71,88.9,66.6,83.7,,46.1,39.5,71.1,60.0,49,0,84,11,85,127,0,0,17,120,4,556,299,2.74,5.1,0.99,38
Latavius Murray,7962,HB,MIN,11,107,13,5,32.3,147,0,455,0,4,13,322,40.9,10,17,18,0,31,89.0,70.5,86.4,,76.0,60.0,71.0,59.5,38,0,132,18,198,129,0,0,21,125,5,455,322,3.01,4.3,0.67,76
Aaron Jones,11937,HB,GB,9,101,18,7,32.3,196,0,606,2,6,18,294,58.2,19,35,12,1,36,67.4,80.6,3.3,,85.8,62.6,84.3,60.0,67,1,162,19,155,105,0,0,25,120,6,606,294,2.91,6.0,1.05,58
LeGarrette Blount,5863,HB,DET,11,97,13,1,10.0,27,0,271,0,2,13,219,32.9,6,18,11,1,51,64.9,57.8,80.2,,75.4,62.6,56.7,60.3,27,0,54,6,50,112,0,0,6,103,5,271,219,2.26,2.8,1.08,45
Alfred Morris,7165,HB,SF,10,93,6,2,13.4,42,0,313,0,2,6,245,21.3,8,20,28,2,20,48.5,55.5,18.4,,57.3,64.5,56.4,30.1,26,2,66,6,80,103,0,0,8,99,1,313,245,2.63,3.4,0.83,71
T.J. Yeldon,9469,HB,JAX,11,92,11,4,17.4,67,0,385,7,8,11,248,37.1,9,15,15,1,23,69.3,58.3,88.5,,59.9,55.3,58.7,60.0,20,0,423,46,269,103,0,0,60,138,1,385,248,2.7,4.2,1.57,67
Mark Ingram II,6180,HB,NO,7,90,13,4,24.1,106,0,440,0,2,13,291,47.1,9,21,20,2,43,39.9,74.6,80.7,,63.0,57.0,76.1,60.6,38,0,134,13,78,110,0,0,14,103,4,440,291,3.23,4.9,1.72,44
Leonard Fournette,11759,HB,JAX,5,90,11,3,16.2,51,0,314,0,2,11,227,31.5,8,16,15,0,32,87.5,74.7,80.1,,31.9,90.3,69.4,59.6,20,0,134,14,42,96,0,0,14,104,4,314,227,2.52,3.5,3.19,58
Marshawn Lynch,3628,HB,OAK,6,90,25,2,18.1,68,0,376,4,2,25,311,88.9,9,21,23,0,23,87.5,74.1,80.9,,83.2,49.8,76.4,60.0,52,0,84,15,79,97,0,0,19,105,3,376,311,3.46,4.2,1.06,63
Kenyan Drake,10707,HB,MIA,11,89,19,5,32.6,133,0,408,5,2,19,231,42.9,11,17,17,1,22,63.8,63.0,88.2,,53.6,54.8,67.7,56.9,54,0,298,38,215,121,0,0,49,127,4,408,231,2.6,4.6,1.39,63
Doug Martin,7035,HB,OAK,11,87,7,3,15.6,60,0,384,0,3,7,244,27.8,12,17,23,1,15,63.8,66.9,80.6,,86.5,78.5,62.0,59.8,29,0,100,14,70,96,0,0,16,101,1,384,244,2.8,4.4,1.43,70
Mike Davis,9559,HB,SEA,10,86,12,3,18.9,73,0,386,1,5,12,257,46.6,10,21,29,0,26,87.8,75.2,85.2,,44.7,66.1,76.9,71.4,37,0,134,23,131,106,0,0,28,109,3,386,257,2.99,4.5,1.02,60
Cam Newton,6153,QB,CAR,11,63,18,2,10.8,45,0,250,0,0,11,147,40.7,18,28,5,6,19,71.1,79.3,24.8,79.1,,,66.4,60.0,29,6,0,0,0,263,167,22,0,63,4,417,275,3.24,4.9,,20
Royce Freeman,45747,HB,DEN,9,84,15,5,25.8,90,0,349,1,0,15,295,59.2,11,24,10,0,39,86.7,69.4,80.5,,86.7,50.9,70.1,59.0,24,0,28,5,68,94,0,0,7,89,5,349,295,3.51,4.2,0.41,42
Chris Ivory,6007,HB,BUF,10,83,15,4,25.5,75,0,294,3,2,15,256,55.2,5,18,4,0,44,87.0,78.8,81.8,,51.3,54.4,84.4,57.2,21,0,159,12,94,97,0,0,18,95,1,294,256,3.08,3.5,1.69,35
Bilal Powell,6278,HB,NYJ,7,80,9,5,30.9,106,0,343,0,2,9,221,33.4,10,16,22,2,31,61.2,65.7,83.8,,50.1,64.6,65.2,60.0,38,0,110,11,98,87,0,0,17,91,0,343,221,2.76,4.3,1.12,48
Jamaal Williams,11889,HB,GB,11,75,4,0,0.0,0,0,280,0,1,4,186,14.6,6,16,12,0,25,86.3,65.8,84.9,,73.2,58.7,65.8,60.0,11,0,77,10,147,82,0,0,12,85,1,280,186,2.48,3.7,0.52,50
James White,8765,HB,NE,11,70,2,4,29.0,88,0,303,3,6,2,103,8.6,9,17,19,0,46,88.0,72.7,51.8,,75.1,85.4,61.8,58.8,27,1,567,67,313,95,0,0,89,137,4,303,103,1.47,4.3,1.81,22
Austin Ekeler,12164,HB,LAC,11,70,13,8,37.9,155,0,409,2,12,13,258,90.3,16,19,27,1,36,86.8,88.5,84.8,,67.9,90.7,83.6,64.9,32,0,354,32,133,99,0,0,37,102,1,409,258,3.69,5.8,2.66,19
Nyheim Hines,48103,HB,IND,11,69,6,2,11.7,33,0,282,4,4,6,160,21.3,7,16,14,1,35,65.1,66.9,89.2,,70.6,59.9,71.4,55.5,18,0,248,40,239,87,0,0,50,109,1,282,160,2.32,4.1,1.04,28
Tarik Cohen,11874,HB,CHI,11,66,7,6,42.1,120,0,285,1,12,7,132,33.6,9,14,6,2,25,39.3,71.4,91.1,,83.5,81.0,60.9,59.8,21,0,503,47,209,107,0,0,60,113,2,285,132,2.0,4.3,2.41,35
Rashaad Penny,27414,HB,SEA,9,66,7,5,41.1,125,0,304,2,1,7,220,35.6,9,13,29,0,23,86.2,58.6,82.1,,69.8,45.7,60.9,67.9,38,0,75,9,70,69,0,0,12,75,1,304,220,3.33,4.6,1.07,41
Lamar Jackson,46416,QB,BLT,11,61,5,5,35.2,115,0,314,0,0,4,123,13.2,8,23,3,4,38,43.9,59.9,84.0,54.6,,52.7,65.3,60.9,39,1,0,0,10,158,13,5,1,61,2,327,139,2.11,5.0,0.0,7
Dalvin Cook,11796,HB,MIN,6,65,11,2,37.3,85,0,228,1,15,11,153,72.9,2,5,18,2,20,31.1,59.7,84.3,,72.0,78.9,49.2,59.2,70,0,172,19,136,74,0,0,21,84,0,228,153,2.35,3.5,1.26,43
Wendell Smallwood,10787,HB,PHI,11,63,13,1,5.8,15,0,257,3,1,13,166,45.5,6,14,24,2,20,58.5,55.9,85.9,,36.5,47.8,60.9,60.0,15,0,173,18,164,71,0,0,22,81,1,257,166,2.63,4.1,1.05,41
Ito Smith,45932,HB,ATL,10,63,12,1,9.0,18,2,199,0,3,12,161,45.6,6,14,2,1,21,59.1,66.3,22.2,,65.0,70.4,64.6,59.0,18,2,133,21,126,79,0,0,24,84,4,199,161,2.56,3.2,1.06,40
Deshaun Watson,11767,QB,HST,11,19,6,1,4.4,15,0,13,0,0,0,13,0.0,12,16,13,8,2,28.1,79.3,59.6,78.6,,58.4,65.0,60.0,34,2,0,0,1,301,331,44,0,19,2,344,220,3.49,5.5,0.0,6
Corey Clement,12253,HB,PHI,9,62,2,4,35.6,84,0,236,0,5,2,142,19.8,7,12,24,1,23,64.6,57.5,84.7,,66.0,67.6,52.5,58.5,32,1,145,19,113,69,0,0,22,81,2,236,142,2.29,3.8,1.28,35
