player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Siran Neal,27130,S,BUF,2,0,4,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,33.3,1,3,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Donte Jackson,49377,CB,CAR,8,0,5,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.3,1,316,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Dymonte Thomas,49127,S,DEN,1,0,10,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,14.3,1,7,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Richard Sherman,6306,CB,SF,7,0,28,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,0.4,1,271,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Malcolm Butler,9040,CB,TEN,8,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.7,2,268,2,75.0,0,0,1,1,100.0,2,2,75.0,1,1,0,1,1,0
Jordan Lucas,10838,S,KC,5,0,16,1,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,1.4,2,139,2,75.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Karl Joseph,10648,S,OAK,5,0,23,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.3,1,23,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jimmy Smith,6179,CB,BLT,5,0,3,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.8,1,133,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Rayshawn Jenkins,11868,S,LAC,4,0,27,1,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,7.3,3,41,2,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,1,1,0
Datone Jones,7807,DI,DAL,1,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Damontae Kazee,11904,S,ATL,8,0,2,0,1,0,0,0,0,,0,0,,0,0,0,0,0.3,1,287,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Armani Watts,51264,S,KC,5,0,16,1,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,6.3,3,48,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Josh Keyes,9943,LB,HST,1,0,13,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,1,16,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Casey Hayward Jr.,7064,CB,LAC,8,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,314,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeAndre Houston-Carson,10819,S,CHI,2,0,6,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,7.7,1,13,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Akeem King,9682,CB,SEA,3,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,1,42,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Isaiah Johnson,9753,S,LA,1,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ben Jacobs,6817,LB,CAR,1,0,5,1,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Jordan Whitehead,49196,S,TB,6,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,1,166,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Skai Moore,21605,LB,IND,2,0,14,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,6.7,1,15,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mackensie Alexander,10688,CB,MIN,8,0,18,1,2,0,1,1,0,70.0,7,4,42.9,2,2,0,0,5.6,10,180,6,45.0,0,0,1,0,30.0,3,2,50.0,1,1,0,3,3,0
Bryce Callahan,10000,CB,CHI,8,0,6,2,5,0,2,5,1,72.7,8,8,56.3,1,1,0,1,3.7,11,301,8,40.9,0,0,0,0,27.3,3,0,0.0,0,0,0,1,1,0
Jayron Kearse,10878,CB,MIN,8,0,18,0,1,0,0,1,0,75.0,3,2,50.0,1,1,0,0,4.7,4,86,2,37.5,0,0,0,0,25.0,1,0,0.0,0,0,0,1,1,0
Mychal Kendricks,7049,LB,SEA,3,0,29,1,1,0,0,0,0,25.0,2,2,100.0,2,2,0,0,10.8,8,74,4,37.5,0,1,1,0,75.0,6,2,16.7,0,0,0,2,2,0
Kavon Frazier,10846,S,DAL,5,0,9,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,3.0,3,100,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Jaire Alexander,49350,CB,GB,6,0,12,0,2,0,0,1,0,66.7,4,2,37.5,1,1,0,0,2.9,6,207,3,33.3,0,0,1,0,33.3,2,1,25.0,0,0,0,1,1,0
D.J. Swearinger Sr.,7838,S,WAS,8,0,32,1,1,0,0,1,0,33.3,2,2,75.0,1,1,0,0,1.8,6,333,3,33.3,0,1,0,0,66.7,4,1,12.5,0,0,0,1,1,0
Dekoda Watson,5740,ED,SF,1,0,28,0,4,0,0,1,0,7.7,1,1,50.0,0,0,0,0,100.0,13,13,6,30.8,0,0,3,0,92.3,12,5,29.2,2,1,0,2,1,0
Jahleel Addae,8117,S,LAC,8,0,27,0,2,0,0,1,0,57.1,4,2,37.5,1,1,0,0,2.2,7,317,3,28.6,0,0,1,0,42.9,3,1,16.7,0,0,0,1,1,0
Barry Church,5924,S,JAX,8,0,15,1,1,0,1,0,0,42.9,3,2,50.0,1,1,0,0,2.5,7,283,3,28.6,0,0,1,0,57.1,4,1,12.5,0,0,0,1,1,0
Sherrick McManis,5667,CB,CHI,8,0,6,0,3,0,0,2,1,44.4,4,3,50.0,1,1,0,1,20.0,9,45,4,27.8,0,0,1,0,55.6,5,1,10.0,0,0,0,1,1,0
Darius Leonard,49684,LB,IND,7,0,14,1,1,0,0,0,0,52.9,9,2,22.2,2,2,0,0,7.2,19,265,6,26.3,0,1,0,0,47.1,8,3,31.3,2,2,1,4,4,1
T.J. Carrie,8853,CB,CLV,9,0,8,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,1.4,4,276,1,25.0,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
D.J. Hayden,7793,CB,JAX,2,0,15,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,8.5,4,47,1,25.0,0,0,0,0,25.0,1,1,100.0,1,1,0,1,1,0
Nicholas Grigsby,11187,LB,NE,4,0,19,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,13.3,2,15,1,25.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Desmond Trufant,7803,CB,ATL,8,0,2,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.6,2,345,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Ben Gedeon,11875,LB,MIN,9,0,18,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,3.2,2,63,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
K.J. Wright,6251,LB,SEA,2,0,29,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,3.5,2,57,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Adrian Colbert,11983,S,SF,6,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,2,203,1,25.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
B.W. Webb,7896,CB,NYG,8,0,21,1,1,0,0,0,0,25.0,2,0,0.0,0,0,0,0,3.1,8,258,3,25.0,0,1,1,0,75.0,6,3,33.3,1,1,0,1,1,0
Glover Quin,5035,S,DET,8,0,11,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.8,2,236,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tavon Wilson,7051,S,DET,7,0,11,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,2.4,2,84,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Curtis Riley,10109,S,NYG,8,0,21,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.4,4,288,2,25.0,0,1,1,0,100.0,4,2,25.0,0,0,0,0,0,0
Mike Hughes,34057,CB,MIN,6,0,18,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,1.3,2,150,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Lamarcus Joyner,8676,S,LA,9,0,26,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,1.3,4,316,1,25.0,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
Clayton Geathers,9542,S,IND,6,0,14,0,1,0,0,1,1,50.0,1,1,50.0,0,0,0,1,0.9,2,218,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Jordan Richards,9497,S,ATL,7,0,2,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,1.2,2,163,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Antone Exum Jr.,8817,S,SF,5,0,28,0,0,0,0,0,0,50.0,2,1,50.0,1,1,0,0,4.0,4,100,1,25.0,0,0,0,0,50.0,2,0,0.0,0,0,0,1,1,0
Derwin James,51368,S,LAC,8,0,27,2,6,0,1,4,0,45.2,14,7,32.1,2,1,0,0,10.3,33,319,12,24.2,0,1,1,0,54.8,17,4,17.6,2,2,0,4,3,0
Rafael Bush,5779,CB,BUF,8,0,4,1,1,0,1,0,0,44.4,4,1,12.5,0,0,0,0,7.8,9,115,3,22.2,0,0,1,0,55.6,5,2,30.0,1,1,0,1,1,0
Harrison Smith,7641,S,MIN,9,0,18,1,1,0,0,1,0,36.8,7,1,7.1,0,0,0,0,5.6,19,342,5,21.1,0,1,0,0,63.2,12,4,29.2,3,3,0,3,3,0
Taron Johnson,49511,CB,BUF,8,0,4,0,2,0,0,0,0,50.0,5,1,20.0,1,1,0,1,4.7,10,212,3,20.0,0,0,2,1,50.0,5,2,20.0,0,0,0,1,1,0
Anthony Brown,10823,CB,DAL,8,0,9,1,3,0,1,2,0,70.0,7,3,21.4,0,0,0,0,4.2,10,238,4,20.0,0,0,1,0,30.0,3,1,16.7,0,0,0,0,0,0
Sean Davis,10692,S,PIT,8,0,25,1,1,0,0,0,0,20.0,1,0,0.0,0,0,0,0,1.4,5,359,2,20.0,0,1,1,0,80.0,4,2,25.0,0,0,0,0,0,0
Jarrad Davis,11776,LB,DET,8,1,11,2,11,0,2,4,0,60.0,21,6,14.3,0,0,0,0,18.1,44,243,15,19.3,1,0,5,0,40.0,14,6,25.0,1,1,0,2,2,0
Darian Stewart,5820,S,DEN,7,0,10,0,1,0,0,0,1,61.5,8,2,25.0,2,1,0,2,6.1,13,213,3,19.2,0,0,1,1,38.5,5,1,10.0,0,0,0,2,1,0
Antonio Morrison,10759,LB,GB,8,0,12,1,0,0,0,0,0,33.3,2,0,0.0,0,0,0,0,16.7,8,48,2,18.8,0,1,0,0,66.7,4,2,37.5,1,1,0,1,1,0
Eric Murray,10740,S,KC,8,0,16,0,3,0,0,3,1,50.0,4,3,37.5,0,0,0,1,2.9,8,279,3,18.8,0,0,0,0,50.0,4,0,0.0,0,0,0,0,0,0
Gerald Hodges,7902,LB,ARZ,3,0,1,1,2,0,1,2,1,62.5,5,3,30.0,0,0,0,1,17.8,8,45,3,18.8,0,0,0,0,37.5,3,0,0.0,0,0,0,0,0,0
James Burgess,11202,LB,CLV,3,0,8,0,3,0,0,2,1,85.7,6,2,16.7,0,0,0,1,26.7,8,30,3,18.8,0,0,1,0,14.3,1,1,50.0,0,0,0,0,0,0
Justin Reid,49048,S,HST,9,0,13,1,2,0,0,0,0,0.0,0,0,,0,0,0,0,2.8,8,287,3,18.8,0,1,2,0,100.0,8,3,18.8,0,0,0,0,0,0
Tony Jefferson,8361,S,BLT,9,0,3,2,2,0,2,2,0,87.5,14,5,21.4,1,1,0,0,4.4,16,362,5,18.8,0,0,0,0,12.5,2,0,0.0,0,0,0,1,1,0
Brian Poole,11052,CB,ATL,8,0,2,2,1,0,1,1,0,52.6,10,4,30.0,2,2,0,0,6.3,19,301,5,18.4,0,1,0,0,47.4,9,1,5.6,0,0,0,2,2,0
Ha Ha Clinton-Dix,8656,S,WAS,8,0,32,1,1,0,1,0,0,45.5,5,1,10.0,0,0,0,0,3.8,11,292,3,18.2,0,0,1,0,54.5,6,2,25.0,1,1,0,1,1,0
Reggie Ragland,10675,LB,KC,9,0,16,1,1,0,0,0,0,20.0,2,0,0.0,0,0,0,0,7.0,11,157,3,18.2,0,1,1,0,80.0,8,2,12.5,0,0,0,1,0,0
