player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,15,164,0,25,12.4,5,56.1,22.2,2,9,0.0,0,25,0,89.0,79.8,0,48,0.0,0,236,32,92.4,218,121.9,57,34.8,9,458,224,7.0,14.3,2.1,0,11.1,8,69.5,23.1,3,13,1.5,1,36,0,90.2,74.8,8,78,0.0,0,411,66,96.1,395,69.3,95,57.9,3,773,256,3.9,11.7,1.96
Davante Adams,8688,WR,GB,15,162,0,12,12.7,4,64.6,57.1,4,7,3.1,1,22,0,79.6,91.0,0,57,0.0,0,227,31,90.3,205,134.5,48,29.6,5,505,167,5.4,16.3,2.46,0,11.0,5,69.9,20.0,2,10,5.3,4,36,0,75.3,76.1,0,41,0.0,0,421,72,96.4,406,106.4,103,63.6,4,818,299,4.2,11.4,2.01
Julio Jones,6158,WR,ATL,15,153,0,2,12.1,1,58.0,47.1,8,17,14.7,5,20,0,40.0,75.6,1,35,0.0,0,179,29,91.6,164,95.2,50,32.7,3,397,143,4.9,13.7,2.42,0,15.1,8,74.7,57.1,8,14,4.1,3,49,2,81.4,91.0,2,58,0.0,0,350,71,96.6,338,112.7,95,62.1,3,1063,270,3.8,15.0,3.14
JuJu Smith-Schuster,11817,WR,PIT,15,151,0,25,11.8,1,67.9,61.1,11,18,0.0,0,29,0,90.0,86.8,1,97,0.0,0,228,38,92.5,211,104.0,56,37.1,2,550,218,5.7,14.5,2.61,0,7.8,3,72.4,50.0,9,18,7.4,5,33,1,66.2,74.7,2,75,0.0,0,387,63,96.1,372,99.9,87,57.6,2,822,401,6.4,13.0,2.21
Zach Ertz,7816,TE,PHI,15,150,0,24,6.6,1,70.6,54.5,6,11,7.7,3,23,1,63.0,71.7,1,27,5.9,12,204,36,86.3,176,100.0,51,34.0,3,339,119,3.3,9.4,1.93,0,8.1,1,79.3,20.0,2,10,4.2,3,39,0,80.0,78.0,3,34,7.8,30,387,69,88.1,341,96.3,87,58.0,2,758,238,3.4,11.0,2.22
Adam Thielen,8288,WR,MIN,15,145,0,18,11.2,2,74.1,40.0,2,5,7.0,3,30,1,67.1,90.7,1,68,1.0,2,206,40,89.8,185,121.8,54,37.2,4,532,144,3.6,13.3,2.88,0,9.5,2,77.5,45.5,5,11,3.1,2,37,0,90.1,80.8,2,45,0.3,1,397,62,97.5,387,108.1,80,55.2,3,756,249,4.0,12.2,1.95
DeAndre Hopkins,7808,WR,HST,15,144,0,13,11.8,5,70.6,66.7,10,15,0.0,0,25,1,90.0,91.1,1,49,0.0,0,182,36,90.7,165,117.0,51,35.4,4,466,131,3.6,12.9,2.82,0,13.4,3,75.0,57.9,11,19,0.0,0,43,1,90.8,90.8,2,49,0.0,0,391,60,94.4,369,117.3,80,55.6,4,893,188,3.1,14.9,2.42
Michael Thomas,10681,WR,NO,15,139,0,20,8.2,9,82.4,50.0,6,12,2.3,1,29,1,84.3,90.5,0,35,0.0,0,192,42,91.1,175,138.2,51,36.7,5,475,196,4.7,11.3,2.71,0,7.8,8,90.8,60.0,6,10,2.8,2,39,1,87.0,90.5,1,44,0.0,0,288,69,96.5,278,108.4,76,54.7,1,782,246,3.6,11.3,2.81
Stefon Diggs,9579,WR,MIN,14,131,0,18,9.5,4,71.8,87.5,7,8,0.0,0,12,0,87.3,72.7,1,75,0.6,1,180,28,90.6,163,116.9,39,29.8,4,295,82,2.9,10.5,1.81,0,10.4,8,71.4,46.2,6,13,1.6,1,30,0,89.5,79.8,1,48,0.0,0,358,60,97.8,350,92.5,84,64.1,1,643,323,5.4,10.7,1.84
Travis Kelce,7844,TE,KC,15,130,0,16,9.0,1,78.8,75.0,6,8,3.7,1,17,1,66.0,82.2,2,40,4.4,8,180,26,87.2,157,123.4,33,25.4,4,336,130,5.0,12.9,2.14,0,9.5,8,77.3,64.3,9,14,5.6,4,44,1,75.0,90.7,0,43,7.4,30,405,68,86.7,351,128.1,88,67.7,5,902,390,5.7,13.3,2.57
