player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,17,169,0,13,11.0,5,69.0,61.1,11,18,0.0,0,28,1,90.2,91.1,1,49,0.0,0,207,40,91.3,189,110.8,58,34.3,4,494,155,3.9,12.4,2.61,0,13.2,6,75.3,54.5,12,22,0.0,0,51,1,91.2,90.9,2,49,0.0,0,460,73,94.6,435,115.0,97,57.4,4,1049,232,3.2,14.4,2.41
Zach Ertz,7816,TE,PHI,18,168,0,24,6.5,1,70.9,58.3,7,12,7.1,3,24,1,65.1,69.8,1,27,6.0,14,233,39,86.3,201,99.1,55,32.7,3,360,132,3.4,9.2,1.79,0,8.3,1,78.2,30.8,4,13,3.7,3,44,0,83.6,78.6,5,34,7.3,33,455,79,88.8,404,87.9,101,60.1,2,854,270,3.4,10.8,2.11
Julio Jones,6158,WR,ATL,16,166,0,2,12.6,2,59.6,50.0,9,18,13.9,5,22,0,42.3,79.6,1,37,0.0,0,183,31,91.8,168,99.0,52,31.3,3,450,149,4.8,14.5,2.68,0,14.8,8,73.6,47.1,8,17,3.7,3,54,2,83.9,91.3,2,58,0.0,0,382,78,96.9,370,113.2,106,63.9,4,1148,286,3.7,14.7,3.1
Antonio Brown,5718,WR,PIT,15,164,0,25,12.4,5,56.1,22.2,2,9,0.0,0,25,0,89.0,79.8,0,48,0.0,0,236,32,92.4,218,121.9,57,34.8,9,458,224,7.0,14.3,2.1,0,11.1,8,69.5,23.1,3,13,1.5,1,36,0,90.2,74.8,8,78,0.0,0,411,66,96.1,395,69.3,95,57.9,3,773,256,3.9,11.7,1.96
Davante Adams,8688,WR,GB,15,162,0,12,12.7,4,64.6,57.1,4,7,3.1,1,22,0,79.6,91.0,0,57,0.0,0,227,31,90.3,205,134.5,48,29.6,5,505,167,5.4,16.3,2.46,0,11.0,5,69.9,20.0,2,10,5.3,4,36,0,75.3,76.1,0,41,0.0,0,421,72,96.4,406,106.4,103,63.6,4,818,299,4.2,11.4,2.01
Michael Thomas,10681,WR,NO,17,162,0,20,7.9,9,83.6,57.1,8,14,2.1,1,32,1,85.8,91.1,0,35,0.0,0,202,46,91.6,185,140.6,55,34.0,6,496,201,4.4,10.8,2.68,0,8.8,9,86.2,53.8,7,13,2.4,2,45,1,90.1,91.0,1,44,0.0,0,340,81,96.5,328,108.1,94,58.0,1,954,301,3.7,11.8,2.91
JuJu Smith-Schuster,11817,WR,PIT,16,161,0,25,11.9,2,65.6,55.0,11,20,0.0,0,30,0,90.1,85.3,2,97,0.0,0,250,40,93.2,233,98.0,61,37.9,3,564,232,5.8,14.1,2.42,0,7.9,5,71.7,47.4,9,19,8.3,6,35,1,61.9,74.0,2,75,0.0,0,411,66,96.1,395,98.3,92,57.1,2,845,420,6.4,12.8,2.14
Adam Thielen,8288,WR,MIN,16,149,0,18,11.5,2,72.7,40.0,2,5,7.0,3,30,1,67.1,90.4,1,68,0.9,2,213,40,88.7,189,119.7,55,36.9,4,532,144,3.6,13.3,2.81,0,9.6,2,78.3,45.5,5,11,3.0,2,39,0,90.2,81.0,2,45,0.2,1,427,65,97.2,415,108.5,83,55.7,3,794,256,3.9,12.2,1.91
Travis Kelce,7844,TE,KC,17,148,0,16,9.0,1,78.4,75.0,6,8,3.3,1,19,1,68.2,84.0,2,40,4.1,8,195,29,87.7,171,121.8,37,25.0,4,370,153,5.3,12.8,2.16,0,9.6,10,75.5,64.3,9,14,6.1,5,51,1,73.2,91.2,0,43,7.0,32,459,77,87.1,400,123.7,102,68.9,5,1038,451,5.9,13.5,2.6
Tyreek Hill,10799,WR,KC,17,142,0,16,16.2,4,68.1,62.5,5,8,5.9,2,28,0,69.0,92.4,0,67,0.0,0,187,32,92.0,172,146.4,47,33.1,5,601,176,5.5,18.8,3.49,0,16.1,8,69.4,61.5,8,13,4.8,3,35,0,70.2,81.9,5,75,0.0,0,430,59,93.7,403,101.3,85,59.9,5,943,355,6.0,16.0,2.34
Stefon Diggs,9579,WR,MIN,15,141,0,18,9.2,4,70.7,88.9,8,9,0.0,0,12,0,87.6,72.0,1,75,0.5,1,187,29,89.3,167,113.8,41,29.1,4,299,82,2.8,10.3,1.79,0,9.9,8,72.5,46.7,7,15,1.5,1,32,0,90.1,79.7,1,48,0.0,0,392,66,97.4,382,92.9,91,64.5,1,684,342,5.2,10.4,1.79
Jarvis Landry,8698,WR,CLV,16,137,0,8,10.9,1,48.8,50.0,3,6,4.8,1,11,0,71.3,62.3,1,39,0.0,0,215,20,90.7,195,57.4,41,29.9,0,244,88,4.4,12.2,1.25,0,11.5,6,62.5,47.4,9,19,8.3,5,29,1,61.7,71.8,1,51,0.3,1,396,55,94.9,376,93.2,88,64.2,3,685,177,3.2,12.5,1.82
Keenan Allen,7857,WR,LAC,18,137,0,27,10.0,1,65.3,42.9,3,7,5.9,2,24,1,70.8,77.9,2,32,0.4,1,225,32,92.9,209,84.7,49,35.8,1,451,155,4.8,14.1,2.16,0,9.8,6,80.0,45.5,5,11,3.0,2,36,1,84.6,87.8,1,54,0.0,0,335,64,96.4,323,111.6,80,58.4,2,802,257,4.0,12.5,2.48
Robert Woods,7822,WR,LA,17,135,0,26,11.2,5,61.0,33.3,2,6,0.0,0,23,0,85.7,84.4,0,39,2.8,6,217,25,90.8,197,104.8,41,30.4,1,431,182,7.3,17.2,2.19,0,11.8,3,72.4,53.8,7,13,3.1,2,43,0,90.1,87.8,3,35,1.8,7,399,63,93.7,374,91.8,87,64.4,1,833,284,4.5,13.2,2.23
Mike Evans,8642,WR,TB,16,135,0,30,14.9,1,64.9,58.3,7,12,4.0,1,19,1,51.8,71.8,1,27,0.5,1,196,24,91.3,179,101.3,37,27.4,2,341,49,2.0,14.2,1.91,0,17.0,4,65.2,58.3,7,12,7.9,5,45,0,63.3,87.2,6,72,0.0,0,423,58,95.7,405,91.6,89,65.9,3,1153,245,4.2,19.9,2.85
James White,8765,HB,NE,17,133,0,19,4.0,1,53.1,0.0,0,2,10.5,2,12,0,54.5,63.9,1,23,9.0,15,167,17,83.8,140,78.4,32,24.1,2,186,166,9.8,10.9,1.33,0,1.1,4,86.0,0.0,0,1,5.1,4,23,0,82.3,84.7,0,37,8.8,26,295,74,88.8,262,98.1,86,64.7,1,568,541,7.3,7.7,2.17
T.Y. Hilton,7092,WR,IND,16,131,0,14,11.7,3,60.8,52.6,10,19,3.1,1,24,0,79.4,85.3,2,42,0.0,0,207,31,90.3,187,91.6,51,38.9,3,436,77,2.5,14.1,2.33,0,12.5,5,70.8,40.0,6,15,5.6,3,34,0,72.4,82.9,1,68,0.0,0,363,51,95.6,347,116.7,72,55.0,2,951,370,7.3,18.6,2.74
George Kittle,11901,TE,SF,16,128,0,28,7.7,4,46.9,0.0,0,6,16.7,3,12,0,38.1,66.2,2,52,12.1,20,165,15,81.8,135,42.2,32,25.0,0,208,136,9.1,13.9,1.54,0,7.6,13,78.2,33.3,4,12,4.2,3,45,0,80.9,92.1,1,82,11.8,45,380,68,82.9,315,120.4,87,68.0,2,1061,656,9.6,15.6,3.37
Eric Ebron,8645,TE,IND,18,122,0,14,11.5,0,57.8,58.8,10,17,3.7,1,19,0,64.3,74.0,1,28,2.5,5,200,26,89.5,179,106.8,45,36.9,7,283,69,2.7,10.9,1.58,0,10.1,4,62.0,20.0,3,15,12.0,6,21,0,47.4,64.8,2,53,0.9,3,320,44,94.4,302,86.5,71,58.2,3,518,194,4.4,11.8,1.72
Christian McCaffrey,11763,HB,CAR,16,122,0,5,2.0,6,87.9,,0,0,0.0,0,14,0,87.6,83.5,0,38,18.3,37,202,29,76.2,154,140.3,33,27.0,4,270,260,9.0,9.3,1.75,0,0.4,15,88.2,0.0,0,3,0.0,0,25,2,91.1,83.0,0,34,14.4,54,374,75,82.4,308,95.2,85,69.7,0,583,585,7.8,7.8,1.89
Amari Cooper,9437,WR,DAL,17,120,0,9,11.3,0,69.2,50.0,3,6,10.0,4,27,1,57.7,80.7,1,40,0.0,0,206,36,88.8,183,117.1,52,43.3,4,496,181,5.0,13.8,2.71,0,9.4,5,76.3,100.0,5,5,4.3,2,26,2,77.4,68.3,2,90,0.0,0,402,45,95.0,382,107.3,59,49.2,2,630,285,6.3,14.0,1.65
