player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,1,0,2,1,50.0,0,0,,14,53.3,0,0,,2,2,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Sebastian Janikowski,595,K,SEA,1,0,0,0,,1,0,0.0,29,41.9,0,0,,3,3,100.0,0,1,1,100.0,2,1,50.0,0,0,
Matt Bryant,1223,K,ATL,1,0,1,1,100.0,0,0,,2,49.3,0,0,,1,0,0.0,0,0,0,,2,2,100.0,1,1,100.0
Mike Nugent,2264,K,OAK,1,0,0,0,,1,1,100.0,23,54.5,0,0,,1,1,100.0,0,0,0,,2,2,100.0,1,1,100.0
Robbie Gould,2607,K,SF,1,0,0,0,,1,1,100.0,28,65.3,0,0,,1,1,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0
Stephen Gostkowski,3063,K,NE,1,0,0,0,,0,0,,19,65.8,0,0,,3,3,100.0,0,2,2,100.0,2,2,100.0,0,0,
Matt Prater,3471,K,DET,1,0,1,0,0.0,1,0,0.0,11,33.2,0,0,,2,2,100.0,0,0,0,,3,1,33.3,1,1,100.0
Mason Crosby,3809,K,GB,1,0,0,0,,1,1,100.0,12,66.0,0,0,,3,3,100.0,0,0,0,,1,1,100.0,0,0,
Stephen Hauschka,4655,K,BUF,1,0,1,0,0.0,0,0,,4,49.3,0,0,,0,0,,0,1,1,100.0,2,1,50.0,0,0,
Ryan Succop,5180,K,TEN,1,0,1,1,100.0,1,1,100.0,31,72.0,0,0,,2,2,100.0,0,0,0,,2,2,100.0,0,0,
Graham Gano,5443,K,CAR,1,0,0,0,,0,0,,5,61.9,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
Randy Bullock,7154,K,CIN,1,0,0,0,,1,1,100.0,7,67.6,0,0,,4,4,100.0,0,1,1,100.0,2,2,100.0,0,0,
Greg Zuerlein,7163,K,LA,1,0,1,1,100.0,1,0,0.0,26,60.0,0,0,,3,3,100.0,0,0,0,,5,4,80.0,3,3,100.0
Justin Tucker,7604,K,BLT,1,0,0,0,,1,1,100.0,3,67.9,0,0,,5,5,100.0,0,1,1,100.0,2,2,100.0,0,0,
Caleb Sturgis,7948,K,LAC,1,0,0,0,,2,1,50.0,27,51.6,0,0,,0,0,,0,1,1,100.0,3,2,66.7,0,0,
Dustin Hopkins,7958,K,WAS,1,0,0,0,,0,0,,32,64.4,0,0,,3,3,100.0,0,1,1,100.0,1,1,100.0,0,0,
Brandon McManus,8437,K,DEN,1,0,2,2,100.0,0,0,,10,73.7,0,0,,3,3,100.0,0,0,0,,2,2,100.0,0,0,
Brett Maher,8585,K,DAL,1,0,0,0,,1,0,0.0,9,55.4,0,0,,0,0,,0,0,0,,1,0,0.0,0,0,
Chris Boswell,8990,K,PIT,1,0,0,0,,1,0,0.0,25,40.1,0,0,,3,3,100.0,0,0,0,,1,0,0.0,0,0,
Cody Parkey,9030,K,CHI,1,0,0,0,,0,0,,6,64.8,0,0,,2,2,100.0,0,2,2,100.0,3,3,100.0,1,1,100.0
Chandler Catanzaro,9140,K,TB,1,0,0,0,,1,0,0.0,30,56.4,0,0,,6,6,100.0,0,2,2,100.0,3,2,66.7,0,0,
Josh Lambo,10133,K,JAX,1,0,0,0,,0,0,,15,65.3,0,0,,2,2,100.0,0,2,2,100.0,2,2,100.0,0,0,
Jason Myers,10207,K,NYJ,1,0,0,0,,0,0,,22,67.1,0,0,,6,6,100.0,0,2,2,100.0,2,2,100.0,0,0,
Wil Lutz,11096,K,NO,1,0,0,0,,0,0,,20,64.7,0,0,,3,3,100.0,0,1,1,100.0,1,1,100.0,0,0,
Ka'imi Fairbairn,11161,K,HST,1,0,0,0,,1,1,100.0,13,66.2,0,0,,2,2,100.0,0,1,1,100.0,2,2,100.0,0,0,
Aldrick Rosas,11331,K,NYG,1,0,0,0,,1,1,100.0,21,65.2,0,0,,0,0,,0,1,1,100.0,3,3,100.0,1,1,100.0
Jake Elliott,11908,K,PHI,1,0,0,0,,0,0,,24,61.9,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
Zane Gonzalez,11979,K,CLV,1,0,0,0,,1,0,0.0,8,63.5,0,0,,3,3,100.0,0,0,0,,1,0,0.0,0,0,
Harrison Butker,11988,K,KC,1,0,0,0,,1,1,100.0,16,68.2,0,0,,5,5,100.0,0,0,0,,1,1,100.0,0,0,
Daniel Carlson,28121,K,MIN,1,0,0,0,,1,1,100.0,18,67.7,0,0,,3,3,100.0,0,0,0,,1,1,100.0,0,0,
Jason Sanders,29578,K,MIA,1,0,0,0,,0,0,,17,64.7,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
