player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
T.J. Carrie,8853,CB,CLV,3,0,8,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.9,1,53,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Mackensie Alexander,10688,CB,MIN,2,0,18,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,3.7,2,54,2,75.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Ben Gedeon,11875,LB,MIN,3,0,18,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,5.3,1,19,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mychal Kendricks,7049,LB,SEA,2,0,29,1,1,0,0,0,0,33.3,2,2,100.0,2,2,0,0,11.3,6,53,4,50.0,0,1,1,0,66.7,4,2,25.0,0,0,0,2,2,0
Desmond Trufant,7803,CB,ATL,3,0,2,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,1,136,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Malcolm Butler,9040,CB,TEN,3,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,1.0,1,105,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Datone Jones,7807,DI,DAL,1,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Michael Thomas,7279,S,NYG,3,0,21,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,10.0,2,20,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
D.J. Swearinger Sr.,7838,S,WAS,3,0,32,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.8,1,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Akeem King,9682,CB,SEA,2,0,29,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,1,41,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Isaiah Johnson,9753,S,LA,1,0,26,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Skai Moore,21605,LB,IND,2,0,14,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,6.7,1,15,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
