player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Ben Roethlisberger,1732,QB,PIT,1,1,1,2.48,9.0,27.0,18.0,0,0,0,0,25,60.0,0,27,0,0,0.0,18,0,1,2.48,9,0,27
Andy Lee,1906,P,ARZ,11,65,65,4.31,41.85,48.78,10.0,0,0,6,13,1,71.7,18,61,6,0,53.8,351,35,65,280.38,2720,5,3171
Donnie Jones,1939,,LAC,7,25,25,4.18,38.92,42.56,7.0,0,0,2,7,27,55.5,11,59,3,0,52.0,91,13,25,104.43,973,0,1064
Dustin Colquitt,2316,P,KC,10,31,31,4.42,42.03,45.55,2.2,0,0,6,7,16,68.1,18,67,1,0,41.9,29,13,31,137.16,1303,4,1412
Sam Koch,3148,P,BLT,11,44,44,4.32,40.82,47.02,8.8,1,0,6,8,3,76.4,23,63,4,0,50.0,193,22,45,190.11,1796,4,2069
Brett Kern,4580,P,TEN,11,51,51,4.17,41.33,47.8,11.2,0,0,4,8,31,65.4,22,62,11,0,51.0,290,26,51,212.57,2108,2,2438
Kevin Huber,5066,P,CIN,11,45,45,4.22,39.8,43.8,8.9,1,0,9,16,7,57.6,21,63,1,0,40.0,160,18,46,189.7,1791,1,1971
Thomas Morstead,5088,P,NO,9,24,24,4.51,43.13,46.5,4.6,0,0,1,9,20,72.0,9,58,3,0,37.5,41,9,24,108.16,1035,2,1116
Britton Colquitt,5192,P,CLV,11,68,68,4.31,38.26,45.16,12.2,1,0,11,14,8,65.6,30,79,7,0,47.1,389,32,69,292.88,2602,4,3071
Matt Bosher,6344,P,ATL,11,35,35,4.46,39.63,43.74,7.3,2,0,4,11,2,67.7,15,57,2,0,48.6,124,17,37,156.24,1387,1,1531
Chris Jones,6798,P,DAL,11,46,46,4.49,39.2,44.61,8.7,0,0,7,11,9,69.7,11,56,2,0,52.2,209,24,46,206.71,1803,2,2052
Bryan Anger,7072,P,TB,11,36,36,4.4,39.25,44.67,8.6,0,0,4,9,30,59.0,10,64,3,0,50.0,155,18,36,158.37,1413,2,1608
Johnny Hekker,7252,P,LA,11,29,29,4.08,41.55,44.59,7.6,0,0,6,4,26,76.0,16,68,9,0,31.0,68,9,29,118.43,1205,1,1293
Marquette King,7410,P,DEN,4,20,20,3.96,39.7,44.05,8.4,0,0,4,2,10,61.3,8,66,5,0,40.0,67,8,20,79.29,794,1,881
Sam Martin,7947,P,DET,11,44,44,4.27,37.52,45.0,16.8,0,0,7,15,11,65.0,17,61,3,0,36.4,269,16,44,187.99,1651,3,1980
Caleb Sturgis,7948,K,LAC,1,1,1,2.85,24.0,24.0,,0,0,1,0,27,60.0,1,24,0,0,0.0,0,0,1,2.85,24,0,24
Colton Schmidt,8104,P,BUF,3,16,16,3.7,33.75,42.25,16.0,0,0,2,4,4,38.0,4,55,2,0,37.5,96,6,16,59.18,540,2,676
Ryan Allen,8242,P,NE,10,42,42,4.19,39.05,46.26,12.4,0,0,7,4,19,60.0,11,66,9,0,42.9,223,18,42,175.91,1640,4,1943
Tress Way,8358,P,WAS,11,52,52,4.4,41.17,43.69,7.3,0,0,12,19,32,67.1,32,62,3,0,34.6,131,18,52,228.73,2141,0,2272
Pat O'Donnell,8826,P,CHI,11,40,40,4.4,39.45,44.7,7.3,1,0,6,13,6,66.5,19,63,1,0,37.5,110,15,41,176.14,1578,5,1788
Michael Palardy,9277,P,CAR,11,43,43,4.4,41.28,45.51,8.1,0,0,6,18,5,77.0,21,59,1,0,34.9,122,15,43,189.1,1775,3,1957
Bradley Pinion,9598,P,SF,11,48,48,4.52,39.35,43.52,8.9,1,0,4,17,28,65.9,18,64,7,0,37.5,160,18,49,217.04,1889,2,2089
Matt Wile,9972,P,MIN,11,48,48,4.42,41.33,44.63,7.4,1,0,10,14,18,63.1,22,70,6,0,33.3,118,16,49,212.37,1984,2,2142
Jordan Berry,10236,P,PIT,11,47,47,4.37,39.47,44.0,10.9,0,0,9,17,25,62.3,21,69,4,0,29.8,153,14,47,205.36,1855,3,2068
Drew Kaser,10813,P,GB,4,13,13,4.23,38.08,48.38,16.3,1,0,2,2,12,60.5,7,66,1,0,53.8,114,7,14,55.02,495,1,629
Riley Dixon,10862,P,NYG,11,47,47,4.31,41.47,46.4,7.6,0,0,9,10,21,63.0,18,60,4,0,42.6,152,20,47,202.71,1949,4,2181
Lachlan Edwards,10869,P,NYJ,11,60,60,4.18,40.62,46.1,8.2,0,0,7,8,22,57.8,17,62,9,0,55.0,269,33,60,250.51,2437,3,2766
Rigoberto Sanchez,12130,P,IND,11,36,36,4.4,43.03,45.11,3.9,0,0,7,13,14,64.2,14,61,1,0,38.9,55,14,36,158.23,1549,1,1624
Matt Haack,12212,P,MIA,11,57,57,4.47,40.07,45.44,9.0,0,0,4,20,17,70.8,31,65,5,0,40.4,206,23,57,254.56,2284,5,2590
Cameron Johnston,12255,P,PHI,11,45,45,4.11,42.69,48.76,6.7,0,0,5,9,24,50.3,18,68,2,0,51.1,153,23,45,184.86,1921,6,2194
Johnny Townsend,22261,P,OAK,11,49,49,4.3,37.65,43.49,9.0,0,0,7,11,23,48.0,11,60,4,0,46.9,206,23,49,210.5,1845,4,2131
Corey Bojorquez,27626,P,BUF,8,45,45,4.26,40.24,45.07,6.9,1,0,8,9,4,53.0,23,60,4,0,44.4,137,20,46,191.53,1811,4,2028
Logan Cooke,29214,P,JAX,11,55,55,4.33,39.53,43.53,3.8,0,0,10,7,15,53.6,25,61,10,0,38.2,80,21,55,238.03,2174,7,2394
Michael Dickson,35381,P,SEA,11,51,51,4.25,44.02,48.63,7.8,0,0,7,6,29,75.6,22,69,11,0,49.0,195,25,51,216.87,2245,2,2480
Colby Wadman,38062,P,DEN,7,38,38,4.29,39.47,44.11,9.2,0,0,2,12,10,60.9,13,59,6,0,44.7,156,17,38,163.01,1500,1,1676
J.K. Scott,38809,P,GB,10,45,45,4.62,40.49,45.11,8.0,1,0,7,19,12,71.4,17,67,2,0,24.4,88,11,46,207.76,1822,6,2030
Trevor Daniel,38843,P,HST,11,49,49,4.29,39.31,44.24,6.8,0,0,5,15,13,60.1,24,61,3,0,42.9,142,21,49,210.13,1926,5,2168
