player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Adam Thielen,8288,WR,MIN,11,121,0,18,11.4,2,75.6,40.0,2,5,2.9,1,28,1,80.5,92.5,1,68,1.2,2,167,34,89.8,150,123.6,45,37.2,3,492,136,4.0,14.5,3.28,0,8.9,2,77.9,50.0,5,10,3.6,2,31,0,87.7,82.1,1,45,0.3,1,308,53,98.4,303,112.7,68,56.2,3,611,203,3.8,11.5,2.02
Julio Jones,6158,WR,ATL,11,121,0,2,11.3,1,59.0,41.7,5,12,11.5,3,17,0,51.6,77.6,1,35,0.0,0,146,23,93.2,136,93.3,39,32.2,2,334,129,5.6,14.5,2.46,0,14.5,7,77.6,44.4,4,9,1.7,1,42,2,89.5,90.9,2,58,0.0,0,276,59,97.5,269,109.7,76,62.8,1,905,217,3.7,15.3,3.36
Antonio Brown,5718,WR,PIT,11,121,0,25,12.3,5,50.0,16.7,1,6,0.0,0,18,0,85.3,77.8,0,48,0.0,0,179,22,93.9,168,115.9,44,36.4,8,344,189,8.6,15.6,2.05,0,10.5,7,65.7,11.1,1,9,2.1,1,22,0,85.2,69.2,7,78,0.0,0,306,46,96.1,294,62.0,70,57.9,3,512,198,4.3,11.1,1.74
Odell Beckham Jr.,8647,WR,NYG,11,111,0,21,10.9,3,73.1,50.0,2,4,5.0,1,14,0,69.6,86.3,0,39,0.0,0,102,19,91.2,93,143.9,26,23.4,3,265,106,5.6,13.9,2.85,0,13.1,17,65.4,31.3,5,16,3.6,2,34,0,81.4,87.8,2,51,0.0,0,317,53,97.2,308,88.7,81,73.0,1,744,203,3.8,14.0,2.42
Zach Ertz,7816,TE,PHI,11,109,0,24,6.7,0,69.0,57.1,4,7,13.0,3,11,0,46.8,65.1,1,27,7.3,10,137,20,85.4,117,85.6,29,26.6,1,201,53,2.7,10.1,1.72,0,7.9,1,81.7,28.6,2,7,4.9,3,34,0,75.4,79.2,1,34,8.1,25,309,58,87.7,271,108.8,71,65.1,2,658,216,3.7,11.3,2.43
Davante Adams,8688,WR,GB,11,108,0,12,12.6,3,68.4,75.0,3,4,3.7,1,17,0,76.3,90.8,0,57,0.0,0,174,26,92.0,160,139.1,38,35.2,4,410,130,5.0,15.8,2.56,0,11.6,2,71.0,0.0,0,5,6.4,3,21,0,68.3,72.0,0,41,0.0,0,270,44,96.3,260,114.7,62,57.4,3,556,217,4.9,12.6,2.14
JuJu Smith-Schuster,11817,WR,PIT,11,107,0,25,11.4,1,72.1,64.3,9,14,0.0,0,25,0,88.0,87.2,0,97,0.0,0,174,31,94.3,164,122.7,43,40.2,2,465,183,5.9,15.0,2.84,0,8.4,1,72.1,33.3,3,9,8.3,4,21,0,61.4,69.2,2,75,0.0,0,287,44,95.8,275,99.3,61,57.0,2,583,270,6.1,13.3,2.12
Stefon Diggs,9579,WR,MIN,10,106,0,18,9.7,4,78.1,83.3,5,6,0.0,0,11,0,85.7,74.2,1,75,0.7,1,146,25,91.1,133,128.5,32,30.2,4,271,79,3.2,10.8,2.04,0,9.8,8,73.5,40.0,4,10,0.0,0,23,0,90.4,80.0,0,34,0.0,0,279,50,98.6,275,94.1,68,64.2,0,501,287,5.7,10.0,1.82
Jarvis Landry,8698,WR,CLV,11,102,0,8,10.2,1,48.4,33.3,1,3,6.3,1,7,0,66.7,59.7,0,39,0.0,0,146,15,91.8,134,65.7,31,30.4,0,173,81,5.4,11.5,1.29,0,9.8,6,63.1,41.7,5,12,6.8,3,20,0,66.3,67.7,1,33,0.3,1,287,41,96.9,278,80.4,65,63.7,1,421,125,3.0,10.3,1.51
DeAndre Hopkins,7808,WR,HST,11,101,0,13,11.9,5,68.6,55.6,5,9,0.0,0,16,1,86.1,86.8,1,49,0.0,0,132,24,90.9,120,114.9,35,34.7,3,328,112,4.7,13.7,2.73,0,13.6,2,77.2,69.2,9,13,0.0,0,30,1,90.4,90.4,2,49,0.0,0,270,44,92.6,250,116.8,57,56.4,3,650,143,3.3,14.8,2.6
Michael Thomas,10681,WR,NO,11,97,0,20,8.5,8,86.8,62.5,5,8,2.9,1,24,1,79.9,91.1,0,35,0.0,0,143,33,91.6,131,146.5,38,39.2,4,408,170,5.2,12.4,3.11,0,8.4,3,91.8,83.3,5,6,4.3,2,27,1,76.3,87.0,1,44,0.0,0,195,45,97.9,191,112.1,49,50.5,1,554,166,3.7,12.3,2.9
