player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Julio Jones,6158,WR,ATL,16,166,0,2,0,0.0,1,83.3,,0,0,16.7,1,4,0,29.2,74.1,0,35,0.0,0,36,5,100.0,36,152.1,6,3.6,2,66,65,13.0,13.2,1.83,13.0,0,64.3,33.3,1,3,10.0,2,13,0,84.6,90.1,2,33,0.0,0,126,18,96.0,121,65.8,28,16.9,0,268,50,2.8,14.9,2.21
Antonio Brown,5718,WR,PIT,15,164,0,25,0,0.6,7,92.6,100.0,1,1,0.0,0,7,0,93.7,79.0,0,31,0.0,0,98,25,93.9,92,128.5,27,16.5,4,144,139,5.6,5.8,1.57,7.3,4,75.0,33.3,2,6,0.0,0,20,0,92.4,82.6,3,43,0.0,0,147,33,94.6,139,103.9,44,26.8,5,315,149,4.5,9.5,2.27
Davante Adams,8688,WR,GB,15,162,0,12,0,-0.1,4,100.0,,0,0,0.0,0,2,0,93.4,70.4,0,25,0.0,0,76,23,98.7,75,104.2,23,14.2,1,127,130,5.7,5.5,1.69,10.0,1,75.0,25.0,1,4,3.6,1,17,0,89.2,91.2,0,38,0.0,0,144,27,91.0,131,129.1,36,22.2,3,317,149,5.5,11.7,2.42
JuJu Smith-Schuster,11817,WR,PIT,16,161,0,25,0,-0.7,2,85.0,0.0,0,1,0.0,0,8,0,93.0,76.9,1,12,0.0,0,103,17,94.2,97,96.3,20,12.4,2,82,93,5.5,4.8,0.85,8.4,2,67.4,54.2,13,24,4.6,3,38,0,80.0,79.9,4,75,0.0,0,444,62,94.8,421,91.5,92,57.1,4,814,384,6.2,13.1,1.93
DeAndre Hopkins,7808,WR,HST,16,159,0,13,0,-2.5,1,91.7,,0,0,0.0,0,2,0,92.5,71.9,0,16,0.0,0,53,11,90.6,48,84.7,12,7.5,0,52,79,7.2,4.7,1.08,9.5,3,88.9,75.0,6,8,0.0,0,20,0,93.2,93.6,0,49,0.0,0,135,32,97.8,132,151.3,36,22.6,4,411,112,3.5,12.8,3.11
Zach Ertz,7816,TE,PHI,16,154,0,24,0,-2.8,0,75.0,0.0,0,1,0.0,0,1,0,88.7,35.2,0,6,20.0,15,75,3,77.3,58,77.1,4,2.6,0,8,15,5.0,2.7,0.14,7.7,1,72.7,46.2,6,13,3.4,2,28,0,78.7,76.8,4,34,1.2,4,324,56,92.6,300,74.0,77,50.0,0,609,170,3.0,10.9,2.03
Adam Thielen,8288,WR,MIN,16,149,0,18,0,-1.6,0,100.0,,0,0,0.0,0,2,1,91.1,45.3,0,35,0.0,0,51,7,98.0,50,107.7,7,4.7,0,69,80,11.4,9.9,1.38,8.4,4,79.1,40.0,4,10,5.6,4,38,1,90.4,90.0,2,45,0.3,1,393,68,95.2,374,118.6,86,57.7,7,712,269,4.0,10.5,1.9
Michael Thomas,10681,WR,NO,16,146,0,20,0,-2.0,2,77.8,0.0,0,1,12.5,1,2,0,39.4,48.9,0,9,0.0,0,59,7,96.6,57,116.2,9,6.2,1,16,31,4.4,2.3,0.28,8.8,8,88.5,77.8,7,9,2.1,1,25,0,91.1,92.4,0,72,0.6,1,175,46,90.9,159,132.1,52,35.6,3,577,204,4.4,12.5,3.63
Stefon Diggs,9579,WR,MIN,15,141,0,18,0,-1.6,3,94.4,,0,0,0.0,0,6,0,92.8,91.6,1,34,0.0,0,46,17,97.8,45,69.0,18,12.8,0,110,137,8.1,6.5,2.44,5.1,1,87.1,75.0,3,4,0.0,0,12,0,92.2,84.0,1,34,0.0,0,140,27,95.7,134,111.7,31,22.0,2,275,170,6.3,10.2,2.05
Travis Kelce,7844,TE,KC,16,139,0,16,0,-1.2,0,81.8,,0,0,10.0,1,5,0,52.2,63.6,0,43,15.3,13,85,9,80.0,68,131.8,11,7.9,1,92,113,12.6,10.2,1.35,9.7,4,77.9,63.6,7,11,3.6,2,34,2,79.2,92.3,2,43,0.0,0,286,53,92.0,263,120.3,68,48.9,4,755,306,5.8,14.2,2.87
