player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,2,0,2,1,50.0,0,0,,14,56.8,0,0,,5,5,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Sebastian Janikowski,595,K,SEA,2,0,1,1,100.0,1,0,0.0,29,54.5,0,0,,5,5,100.0,0,1,1,100.0,3,2,66.7,0,0,
Matt Bryant,1223,K,ATL,2,0,1,1,100.0,1,1,100.0,2,58.1,0,0,,5,4,80.0,0,0,0,,3,3,100.0,1,1,100.0
Mike Nugent,2264,K,OAK,2,0,0,0,,2,2,100.0,23,60.0,0,0,,3,2,66.7,0,0,0,,4,4,100.0,2,2,100.0
Robbie Gould,2607,K,SF,2,0,0,0,,3,3,100.0,28,71.4,0,0,,4,4,100.0,0,2,2,100.0,6,6,100.0,1,1,100.0
Stephen Gostkowski,3063,K,NE,2,0,1,0,0.0,1,1,100.0,19,61.2,0,0,,5,5,100.0,0,2,2,100.0,5,4,80.0,1,1,100.0
Matt Prater,3471,K,DET,2,0,1,0,0.0,2,1,50.0,11,44.6,0,0,,5,5,100.0,0,0,0,,5,3,60.0,2,2,100.0
Mason Crosby,3809,K,GB,2,0,1,0,0.0,3,3,100.0,12,58.8,0,0,,5,5,100.0,0,3,3,100.0,7,6,85.7,0,0,
Stephen Hauschka,4655,K,BUF,2,0,1,0,0.0,2,2,100.0,4,57.5,0,0,,2,2,100.0,0,1,1,100.0,4,3,75.0,0,0,
Ryan Succop,5180,K,TEN,2,0,1,1,100.0,2,2,100.0,31,80.8,0,0,,4,4,100.0,0,1,1,100.0,4,4,100.0,0,0,
Graham Gano,5443,K,CAR,2,0,1,1,100.0,0,0,,5,69.7,0,0,,4,4,100.0,0,0,0,,2,2,100.0,1,1,100.0
Randy Bullock,7154,K,CIN,2,0,0,0,,2,2,100.0,7,70.5,0,0,,8,8,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Greg Zuerlein,7163,K,LA,1,0,1,1,100.0,1,0,0.0,26,60.0,0,0,,3,3,100.0,0,0,0,,5,4,80.0,3,3,100.0
Johnny Hekker,7252,P,LA,1,0,0,0,,0,0,,26,61.5,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
Justin Tucker,7604,K,BLT,2,0,1,1,100.0,1,1,100.0,3,74.5,0,0,,7,7,100.0,0,1,1,100.0,3,3,100.0,0,0,
Caleb Sturgis,7948,K,LAC,2,0,0,0,,2,1,50.0,27,57.7,0,0,,4,4,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Dustin Hopkins,7958,K,WAS,2,0,0,0,,3,2,66.7,32,61.3,0,0,,3,3,100.0,0,1,1,100.0,5,4,80.0,1,1,100.0
Brandon McManus,8437,K,DEN,2,0,2,2,100.0,0,0,,10,81.1,0,0,,5,5,100.0,0,2,2,100.0,4,4,100.0,0,0,
Brett Maher,8585,K,DAL,2,0,0,0,,1,0,0.0,9,51.8,0,0,,2,2,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0
Chris Boswell,8990,K,PIT,2,0,0,0,,2,0,0.0,25,29.3,0,0,,7,6,85.7,0,0,0,,2,0,0.0,0,0,
Cody Parkey,9030,K,CHI,2,0,0,0,,0,0,,6,66.7,0,0,,5,5,100.0,0,2,2,100.0,4,4,100.0,2,2,100.0
Chandler Catanzaro,9140,K,TB,2,0,0,0,,1,0,0.0,30,48.9,0,0,,10,9,90.0,0,2,2,100.0,3,2,66.7,0,0,
Josh Lambo,10133,K,JAX,2,0,0,0,,0,0,,15,67.9,0,0,,6,6,100.0,0,2,2,100.0,3,3,100.0,1,1,100.0
Jason Myers,10207,K,NYJ,2,0,1,1,100.0,1,1,100.0,22,62.7,0,0,,7,6,85.7,0,2,2,100.0,4,4,100.0,0,0,
Wil Lutz,11096,K,NO,2,0,0,0,,2,1,50.0,20,63.6,0,0,,4,4,100.0,0,2,2,100.0,4,3,75.0,0,0,
Ka'imi Fairbairn,11161,K,HST,2,0,1,0,0.0,1,1,100.0,13,58.6,0,0,,4,4,100.0,0,2,2,100.0,4,3,75.0,0,0,
Aldrick Rosas,11331,K,NYG,2,0,0,0,,1,1,100.0,21,67.3,0,0,,1,1,100.0,0,2,2,100.0,5,5,100.0,2,2,100.0
Jake Elliott,11908,K,PHI,2,0,0,0,,1,0,0.0,24,51.7,0,0,,4,4,100.0,0,0,0,,2,1,50.0,1,1,100.0
Zane Gonzalez,11979,K,CLV,2,0,1,0,0.0,2,0,0.0,8,27.3,0,0,,5,3,60.0,0,2,2,100.0,5,2,40.0,0,0,
Harrison Butker,11988,K,KC,2,0,0,0,,1,1,100.0,16,70.5,0,0,,11,11,100.0,0,0,0,,1,1,100.0,0,0,
Daniel Carlson,28121,K,MIN,2,0,0,0,,3,1,33.3,18,29.2,0,0,,6,6,100.0,0,1,0,0.0,4,1,25.0,0,0,
Jason Sanders,29578,K,MIA,2,0,0,0,,0,0,,17,53.1,0,0,,6,5,83.3,0,1,1,100.0,2,2,100.0,1,1,100.0
