player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Case Keenum,7323,QB,DEN,7,2.57,2.49,3.21,5.53,274,10,76.3,135,140,6.1,1.78,3,4,2.6,65.7,92,30,10.7,145,52.9,11,44,,,,,88.1,62.0,82.2,,61.6,,,,,,1,4,156,16.7,79.2,3.4,5,0,0,1,3,3,1.9,910,6.5,72.5,102,114,11.9,3.45,0,5,4.0,60.5,69,69,6.8,129,47.1,5,40,,,,,24.3,59.0,81.8,,57.9,,,68.1,,,5,5,141,17.4,83.2,9.3,12,3,0,7,5,11,7.8,938,8.2
Patrick Mahomes,11765,QB,KC,7,2.74,2.61,4.55,4.95,271,16,84.7,137,143,5.9,1.76,3,5,3.4,76.9,110,25,5.2,144,53.1,6,63,,,,,87.8,85.4,82.1,,83.2,,,,,,2,0,150,4.0,131.5,0.7,1,0,0,1,12,2,1.3,1281,9.0,65.2,92,108,16.2,3.91,1,15,12.6,49.1,53,69,11.7,125,46.1,7,46,,,,,70.3,92.1,81.8,,90.1,,,83.8,,,5,5,138,10.1,90.9,5.6,7,10,0,10,10,6,4.3,942,8.7
Tom Brady,698,QB,NE,7,2.46,2.38,3.99,5.23,262,19,85.4,137,141,5.0,1.79,0,6,4.2,79.4,112,21,4.3,145,55.3,5,56,,,,,71.8,90.4,82.0,,88.6,,,,,,1,4,148,19.0,113.0,2.8,4,0,0,3,10,2,1.4,1169,8.3,63.7,102,109,12.9,3.3,0,10,8.6,53.2,58,49,10.8,117,44.7,7,38,,,,,60.3,81.0,81.4,,79.0,,,64.0,,,0,3,124,10.2,80.3,4.3,5,3,0,7,6,5,4.0,707,6.5
Derek Carr,8671,QB,OAK,6,2.45,2.38,2.82,4.34,252,23,81.0,137,140,5.3,1.86,1,6,4.1,75.0,105,26,5.4,144,57.1,6,48,,,,,65.4,70.9,82.1,,69.8,,,,,,2,6,152,15.4,88.7,2.8,4,0,0,0,4,6,3.9,1089,7.8,84.0,81,90,8.0,3.24,1,3,3.1,68.9,62,51,8.8,108,42.9,6,37,,,,,59.0,70.8,81.2,,68.0,,,72.8,,,1,2,119,25.5,93.5,12.0,13,5,0,7,3,3,2.5,694,7.7
Dak Prescott,10769,QB,DAL,7,3.12,2.84,3.62,5.49,249,9,73.4,79,83,5.8,1.98,2,4,4.5,66.3,55,19,5.2,87,34.9,3,22,,,,,84.3,66.0,80.2,,65.3,,,,,,1,0,92,21.1,92.4,4.6,4,0,0,1,3,2,2.2,459,5.5,70.5,112,123,10.9,3.73,0,6,4.5,59.3,73,81,7.6,162,65.1,6,52,,,,,28.7,84.6,82.7,,82.3,,,70.1,,,1,4,175,23.5,84.0,11.7,19,20,0,10,5,4,2.3,958,7.8
Mitchell Trubisky,11757,QB,CHI,6,2.81,2.52,3.56,5.56,243,6,78.9,123,125,5.3,1.88,1,2,1.5,77.6,97,16,0.0,128,52.7,0,47,,,,,87.1,61.3,81.7,,60.9,,,,,,0,3,136,18.8,110.6,2.3,3,0,0,1,9,2,1.5,898,7.2,58.4,77,85,16.8,3.85,0,8,8.1,49.4,42,49,6.7,115,47.3,3,34,,,,,26.7,51.1,81.5,,44.1,,,82.2,,,2,3,129,22.4,78.4,9.6,11,19,0,6,4,10,7.8,696,8.2
Sam Darnold,29048,QB,NYJ,7,2.74,2.63,3.13,5.06,243,22,73.3,101,108,6.9,1.9,4,1,0.9,62.0,67,18,9.5,113,46.5,7,35,,,,,85.9,59.2,81.1,,59.0,,,,,,0,5,115,27.8,87.4,4.4,5,0,0,3,8,3,2.6,732,6.8,62.4,101,112,12.8,3.46,1,5,4.2,50.9,57,65,9.5,130,53.5,6,36,,,,,87.3,54.6,81.8,,53.8,,,64.9,,,1,5,139,16.9,62.4,8.5,11,7,0,9,2,9,6.5,820,7.3
Jared Goff,10635,QB,LA,7,2.81,2.67,3.82,5.24,238,26,83.3,78,82,3.3,1.8,2,2,2.4,78.0,64,10,1.5,83,34.9,1,35,,,,,50.0,68.1,79.9,,67.3,,,,,,0,1,85,10.0,126.1,1.2,1,0,0,2,7,5,5.9,709,8.6,77.0,122,136,12.5,3.35,1,15,10.1,64.7,88,52,6.4,155,65.1,6,68,,,,,47.1,92.9,82.5,,91.8,,,68.5,,,1,4,167,23.1,104.4,7.7,12,7,0,12,7,6,3.6,1421,10.4
Drew Brees,802,QB,NO,6,2.42,2.38,2.72,6.0,231,20,87.1,132,137,6.1,1.92,1,8,5.4,80.3,110,23,4.3,140,60.6,5,54,,,,,87.9,93.0,82.1,,91.9,,,,,,1,0,151,13.0,119.8,2.1,3,0,0,3,9,1,0.7,1027,7.5,80.5,77,83,9.1,3.18,0,5,5.7,72.3,60,32,3.2,91,39.4,2,34,,,,,54.0,87.1,80.4,,85.3,,,59.9,,,0,0,96,18.8,120.7,6.6,6,2,0,6,4,3,3.1,843,10.2
Cam Newton,6153,QB,CAR,6,2.68,2.49,3.59,5.32,231,5,82.6,109,113,5.5,1.92,3,3,2.6,72.6,82,24,8.9,114,49.4,8,41,,,,,86.1,83.9,81.2,,81.8,,,,,,0,2,118,4.2,103.6,0.9,1,0,0,1,8,2,1.7,673,6.0,69.8,86,94,11.4,3.45,0,4,4.0,58.5,55,53,8.3,116,50.2,5,44,,,,,60.1,70.8,10.4,,67.5,,,76.1,,,0,2,124,17.0,86.0,7.8,9,13,0,8,3,8,6.5,754,8.0
Philip Rivers,1725,QB,LAC,7,2.43,2.41,2.57,4.3,230,27,83.3,114,123,5.6,1.93,4,2,1.6,73.2,90,34,5.3,127,55.2,5,50,,,,,86.9,75.8,81.6,,74.4,,,,,,0,1,132,11.8,121.1,3.1,4,0,0,5,10,0,0.0,1012,8.2,77.3,88,97,13.0,3.04,1,10,9.7,63.9,62,46,8.8,103,44.8,6,43,,,,,85.7,92.5,80.9,,91.3,,,66.4,,,0,2,111,10.9,113.6,4.9,5,1,0,8,7,3,2.7,996,10.3
Matthew Stafford,4924,QB,DET,6,2.56,2.44,3.44,5.82,227,11,77.1,118,123,6.4,1.9,4,5,3.9,67.5,83,20,8.8,124,54.6,8,42,,,,,86.7,71.4,81.5,,70.2,,,,,,0,4,130,5.0,85.5,0.8,1,0,0,1,5,4,3.1,801,6.5,79.0,81,89,9.6,3.36,0,13,13.3,68.5,61,45,4.7,103,45.4,3,40,,,,,57.8,91.9,81.0,,91.5,,,56.5,,,2,1,113,20.0,118.2,8.7,9,5,0,6,7,3,2.7,801,9.0
Alex Smith,2218,QB,WAS,6,2.84,2.57,3.59,5.44,225,32,77.3,88,94,5.8,1.93,3,2,2.0,72.3,68,20,0.0,97,43.1,0,29,,,,,85.2,69.1,80.7,,68.1,,,,,,1,0,104,15.0,97.7,3.1,3,0,0,2,2,1,1.0,636,6.8,69.8,86,100,11.2,3.55,1,4,3.8,56.0,56,59,6.7,127,56.4,4,42,,,,,62.6,63.6,81.6,,66.1,,,51.8,,,2,2,134,16.9,88.2,7.9,10,17,0,11,5,4,3.0,747,7.5
Carson Wentz,10636,QB,PHI,5,2.63,2.49,2.76,5.15,221,24,83.8,99,100,4.8,1.81,0,3,2.9,75.0,75,20,9.6,106,48.0,8,36,,,,,56.1,72.9,80.8,,71.7,,,,,,1,1,108,30.0,102.5,5.7,6,0,0,0,5,4,3.7,611,6.1,79.5,83,94,11.9,3.39,1,7,6.9,67.0,63,54,4.5,115,52.0,3,41,,,,,43.0,82.3,81.4,,81.9,,,59.9,,,7,0,125,20.4,115.2,9.6,11,10,0,3,5,4,3.2,891,9.5
Baker Mayfield,46518,QB,CLV,5,2.76,2.59,3.39,5.48,212,8,79.6,103,107,7.4,1.87,3,6,5.5,69.2,74,13,9.8,109,51.4,8,34,,,,,85.7,82.9,80.9,,80.9,,,,,,1,2,111,15.4,93.1,1.8,2,0,0,0,4,1,0.9,738,6.9,63.2,68,79,13.7,3.71,2,8,9.5,43.0,34,52,20.9,103,48.6,9,24,,,,,26.4,74.7,81.0,,70.3,,,78.3,,,1,3,112,30.8,59.7,15.5,16,8,0,8,2,5,4.5,553,7.0
Russell Wilson,7077,QB,SEA,6,2.93,2.74,3.51,5.23,188,29,78.9,76,80,6.5,1.89,3,2,2.4,71.3,57,13,5.0,81,43.1,3,21,,,,,83.7,65.7,79.8,,65.1,,,,,,0,3,83,7.7,81.6,1.2,1,0,0,1,2,5,6.0,527,6.6,72.2,72,81,12.8,3.71,2,14,15.9,60.5,49,53,5.8,107,56.9,3,37,,,,,23.5,78.0,81.1,,77.3,,,60.6,,,2,1,117,34.0,127.1,16.8,18,8,0,5,11,4,3.4,781,9.6
Marcus Mariota,9435,QB,TEN,6,2.76,2.4,3.61,4.92,187,31,76.2,84,86,3.3,1.75,2,0,0.0,70.9,61,12,4.7,88,47.1,3,24,,,,,51.9,55.7,80.2,,55.8,,,,,,0,4,92,16.7,68.1,2.3,2,0,0,0,1,5,5.4,462,5.4,74.6,59,64,13.8,3.66,0,4,5.9,59.4,38,54,13.6,99,52.9,6,38,,,,,55.5,87.8,80.7,,82.7,,,78.7,,,0,1,104,31.5,92.4,17.2,17,18,0,5,2,4,3.8,568,8.9
Josh Allen,46601,QB,BUF,6,3.06,2.91,3.09,4.39,178,4,77.4,62,64,4.6,1.87,0,0,0.0,68.8,44,18,8.3,71,39.9,4,17,,,,,82.7,67.3,79.3,,66.5,,,,,,0,0,72,38.9,87.3,9.9,7,0,0,2,1,0,0.0,349,5.5,54.5,66,75,15.2,3.88,1,5,6.0,41.3,31,56,13.9,106,59.6,5,28,,,,,31.5,45.0,81.1,,41.7,,,66.7,,,3,5,117,25.0,40.0,13.2,14,17,0,5,1,10,8.5,483,6.4
C.J. Beathard,11859,QB,SF,5,2.54,2.34,3.09,4.83,164,28,73.8,84,91,5.2,1.8,7,0,0.0,60.4,55,28,11.3,96,58.5,7,30,,,,,54.7,58.4,80.6,,58.2,,,,,,0,4,101,17.9,65.7,5.2,5,0,0,0,2,3,3.0,530,5.8,73.9,46,50,10.1,3.59,0,2,3.8,66.0,33,32,2.9,68,41.5,1,24,,,,,82.4,75.6,79.3,,71.6,,,73.2,,,1,3,71,28.1,109.8,13.2,9,9,0,3,5,2,2.8,532,10.6
Ryan Fitzpatrick,2467,QB,TB,4,2.5,2.36,3.21,4.09,147,30,76.9,78,79,9.7,1.95,1,9,10.8,70.9,56,21,6.7,80,54.4,4,36,,,,,83.7,90.7,79.9,,89.3,,,,,,0,3,84,4.8,105.9,1.3,1,0,0,0,5,3,3.6,748,9.5,72.3,47,50,14.9,3.21,0,6,11.3,62.0,31,31,8.8,66,44.9,3,24,,,,,43.6,79.3,79.2,,80.7,,,56.6,,,0,2,69,19.4,127.3,9.1,6,10,0,3,6,3,4.3,608,12.2
Josh Rosen,35460,QB,ARZ,5,2.45,2.36,2.79,4.85,146,1,72.4,76,79,5.5,1.86,2,2,2.4,64.6,51,26,7.3,84,57.5,4,19,,,,,84.0,47.8,80.1,,48.4,,,,,,1,5,89,19.2,57.0,6.0,5,0,0,0,1,5,5.6,442,5.6,63.4,41,49,15.2,3.29,0,6,11.3,40.8,20,40,23.1,61,41.8,6,17,,,,,26.8,70.5,78.9,,71.0,,,55.0,,,2,0,65,20.0,81.8,13.1,8,4,0,6,2,2,3.1,378,7.7
Ryan Tannehill,7014,QB,MIA,5,2.52,2.42,3.27,4.33,144,17,85.9,64,67,4.4,1.72,3,0,0.0,77.6,52,8,5.5,71,49.3,3,23,,,,,45.4,62.1,79.5,,61.7,,,,,,0,2,75,50.0,105.5,5.6,4,0,0,0,4,4,5.3,504,7.5,61.8,55,61,13.5,3.35,1,4,5.7,54.1,33,33,2.9,72,50.0,1,22,,,,,27.3,48.8,79.9,,44.9,,,80.5,,,2,3,84,21.2,80.5,9.7,7,4,0,3,4,7,8.3,468,7.7
Jameis Winston,9434,QB,TB,3,2.8,2.43,4.2,5.5,131,30,73.3,60,62,9.1,2.01,1,2,3.0,66.1,41,9,6.8,63,48.1,3,26,,,,,82.1,73.0,79.0,,71.7,,,,,,1,2,67,11.1,90.4,1.6,1,0,0,0,3,3,4.5,454,7.3,77.1,48,50,12.4,3.52,1,0,0.0,74.0,37,29,0.0,68,51.9,0,31,,,,,45.5,73.3,79.4,,65.4,,,85.2,,,0,4,73,24.1,81.3,10.3,7,11,0,1,2,4,5.5,451,9.0
Jimmy Garoppolo,8697,QB,SF,3,2.96,2.61,3.82,6.82,107,28,68.9,45,47,6.4,2.02,1,1,2.0,66.0,31,20,0.0,49,45.8,0,21,,,,,80.5,50.4,78.0,,50.9,,,,,,0,3,51,10.0,74.3,4.1,2,0,0,1,2,3,5.9,335,7.1,61.5,39,42,12.9,3.75,1,3,6.3,52.4,22,28,8.3,58,54.2,2,15,,,,,25.2,70.2,79.0,,68.9,,,63.6,,,0,0,66,39.3,107.5,19.0,11,5,0,2,3,2,3.0,383,9.1
Tyrod Taylor,6332,QB,CLV,3,2.99,2.7,3.66,4.45,106,8,64.1,39,44,6.3,1.97,3,1,2.1,47.7,21,13,16.0,46,43.4,4,7,,,,,80.3,36.0,0.0,,39.3,,,,,,0,1,49,15.4,55.1,4.3,2,0,0,2,1,2,4.1,160,3.6,58.8,34,39,16.1,3.76,0,1,2.4,51.3,20,29,0.0,60,56.6,0,15,,,,,38.8,58.4,78.8,,55.2,,,67.1,,,1,1,63,37.9,74.9,18.3,11,10,0,4,1,2,3.2,302,7.7
Sam Bradford,5526,QB,ARZ,3,2.34,2.31,3.02,3.2,88,1,70.6,51,52,3.9,1.89,1,0,0.0,67.3,35,14,2.8,53,60.2,1,8,,,,,81.0,56.1,78.3,,56.2,,,,,,0,0,55,7.1,73.3,1.9,1,0,0,0,0,0,0.0,189,3.6,59.3,27,28,11.0,3.11,0,1,3.4,53.6,15,22,6.3,34,38.6,1,9,,,,,16.1,32.8,76.8,,32.5,,,64.1,,,0,4,36,22.7,62.4,14.7,5,1,0,1,2,7,19.4,211,7.5
Brock Osweiler,7059,QB,MIA,3,2.59,2.52,2.9,4.9,87,17,86.0,43,44,4.9,1.9,0,2,4.3,72.7,32,10,13.5,44,50.6,5,17,,,,,79.9,68.7,77.7,,67.8,,,,,,1,2,46,0.0,96.6,0.0,0,0,0,0,3,3,6.5,318,7.2,73.3,30,35,12.9,3.39,0,2,5.1,62.9,22,25,0.0,42,48.3,0,14,,,,,79.9,63.7,77.7,,66.3,,,48.8,,,1,0,46,16.0,123.0,9.5,4,3,0,4,3,1,2.2,336,9.6
Nick Foles,7089,QB,PHI,2,2.77,2.76,2.76,4.0,87,24,77.1,35,36,4.7,1.98,0,1,2.7,69.4,25,7,7.4,38,43.7,2,5,,,,,28.0,50.9,77.1,,51.3,,,,,,0,0,39,28.6,85.8,5.3,2,0,0,1,1,1,2.6,143,4.0,72.1,43,45,9.5,3.39,0,0,0.0,64.4,29,20,6.5,49,56.3,2,15,,,,,34.9,63.0,78.5,,61.6,,,63.3,,,0,1,57,15.0,75.0,6.1,3,1,0,2,0,2,3.5,308,6.8
Blaine Gabbert,6162,QB,TEN,3,2.17,2.16,2.37,,48,31,59.4,32,32,6.3,1.89,0,0,0.0,56.3,18,4,5.3,34,70.8,1,10,,,,,78.3,53.2,0.0,,55.5,,,,,,0,1,35,50.0,69.4,5.9,2,0,0,0,1,1,2.9,177,5.5,75.0,12,13,5.0,2.86,0,0,0.0,53.8,7,4,22.2,14,29.2,2,4,,,,,73.2,55.1,73.7,,55.3,,,,,,0,0,15,25.0,67.8,7.1,1,0,0,1,0,0,0.0,65,5.0
Cody Kessler,10727,QB,JAX,1,2.77,2.67,2.43,5.0,36,15,80.0,15,15,6.4,1.96,0,0,0.0,80.0,12,4,0.0,18,50.0,0,5,,,,,22.6,52.2,74.3,,52.7,,,,,,0,0,18,75.0,92.5,16.7,3,0,0,0,0,1,5.6,93,6.2,92.3,13,15,4.7,3.58,0,0,0.0,60.0,9,8,25.0,18,50.0,3,5,,,,,74.5,50.3,74.3,,48.3,,,63.5,,,0,1,18,12.5,64.0,5.6,1,2,0,2,1,0,0.0,63,4.2
Nathan Peterman,11926,QB,BUF,2,2.63,2.27,3.9,6.15,35,4,56.3,16,19,8.1,1.81,1,1,5.0,36.8,7,3,22.2,19,54.3,2,2,,,,,75.1,25.4,74.7,,26.5,,,,,,1,2,20,0.0,23.2,0.0,0,0,0,1,1,3,15.0,38,2.0,44.4,9,11,13.4,3.62,1,0,0.0,36.4,4,6,0.0,16,45.7,0,2,,,,,73.9,29.1,73.9,,31.6,,,51.1,,,0,2,16,50.0,10.6,18.8,3,2,0,1,0,2,12.5,47,4.3
Derek Anderson,2430,QB,BUF,1,2.5,2.37,4.5,,33,4,84.2,19,21,6.1,2.1,2,0,0.0,71.4,15,5,6.3,21,63.6,1,7,,,,,75.4,68.4,74.9,,67.6,,,,,,0,0,21,0.0,86.6,0.0,0,0,0,0,0,0,0.0,126,6.0,50.0,10,10,8.9,3.2,0,0,0.0,50.0,5,6,0.0,12,36.4,0,2,,,,,20.5,27.2,73.2,,28.2,,,,,,0,3,13,33.3,24.6,16.7,2,0,0,0,0,4,30.8,49,4.9
DeShone Kizer,11807,QB,GB,1,2.88,2.61,3.8,,9,12,50.0,4,4,10.0,1.93,0,0,0.0,50.0,2,2,0.0,4,44.4,0,1,,,,,66.9,33.2,69.2,,35.5,,,,,,0,1,4,0.0,36.5,0.0,0,0,0,0,0,1,25.0,31,7.8,66.7,3,3,8.0,3.64,0,0,0.0,66.7,2,2,0.0,5,55.6,0,2,,,,,15.1,26.7,69.9,,27.8,,,,,,0,0,5,100.0,91.0,40.0,2,0,0,0,0,1,20.0,24,8.0
Lamar Jackson,46416,QB,BLT,3,4.2,3.93,5.3,4.7,8,3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,40.0,5,6,11.0,4.2,0,0,0.0,33.3,2,4,0.0,8,100.0,0,1,,,,,70.3,39.6,71.2,,42.0,,,58.3,,,0,0,8,25.0,50.0,12.5,1,1,0,1,0,1,12.5,29,4.8
Matt Schaub,1811,QB,ATL,1,1.99,1.99,,,7,2,100.0,6,6,6.3,1.9,0,0,0.0,66.7,4,0,33.3,6,85.7,2,1,,,,,68.9,53.7,70.6,,54.1,,,,,,0,0,6,,76.4,0.0,0,0,0,0,0,0,0.0,27,4.5,100.0,1,1,-7.0,2.5,0,0,0.0,100.0,1,0,0.0,1,14.3,0,0,,,,,60.4,60.5,64.6,,60.4,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0
Matt Cassel,2447,QB,DET,1,1.92,1.92,,,6,11,33.3,6,6,7.5,1.92,0,0,0.0,33.3,2,1,0.0,6,100.0,0,0,,,,,68.9,34.2,70.6,,36.3,,,,,,0,1,6,0.0,2.8,0.0,0,0,0,0,0,0,0.0,14,2.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
