player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,3,0,,,1.9,,,1,0,0,,5,67.8,59.4,22.8,58.1,60.1,73.0,0,,0.0,0,0,1,0.0,0,1,52,1,1,0,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,4,0,5.0,66.7,14.5,7.5,5.0,1,0,0,0.0,3,60.7,65.7,15.5,73.1,58.2,42.8,0,15,66.7,2,0,2,85.4,2,16,110,3,1,3,0,20,14,1.3,10.0
Mike Adams,1972,S,CAR,3,1,10.8,100.0,96.0,19.0,19.0,0,0,0,0.0,5,64.2,64.0,15.3,66.3,63.7,87.8,0,31,0.0,0,0,1,118.8,6,119,124,2,6,6,0,95,30,0.8,15.8
Adam Jones,2223,CB,DEN,3,1,8.1,75.0,100.0,8.1,6.1,0,0,1,8.3,10,56.8,58.5,80.2,,66.8,44.0,1,30,27.3,3,1,1,56.3,9,80,80,1,7,12,0,76,48,1.0,8.4
Derrick Johnson,2232,LB,OAK,4,0,8.7,100.0,87.0,20.7,20.7,0,0,0,0.0,23,69.3,62.7,79.0,47.6,53.8,52.6,0,11,12.5,1,0,0,106.9,3,67,77,4,7,3,0,29,3,0.5,9.7
Lorenzo Alexander,2476,LB,BUF,4,1,4.0,75.0,20.4,6.7,5.0,0,0,1,25.0,4,90.1,89.8,83.3,73.1,76.4,82.9,0,6,0.0,0,1,0,78.1,3,20,98,2,3,4,0,13,9,0.7,4.3
Johnathan Joseph,2969,CB,HST,4,1,10.9,67.7,100.0,7.6,5.2,0,0,1,3.2,13,54.2,54.2,83.4,,53.0,31.1,0,42,17.4,4,1,1,106.9,21,171,171,5,18,31,1,280,102,1.8,13.3
Frostee Rucker,3036,ED,OAK,4,0,,,1.4,,,0,0,0,,23,60.0,67.7,85.0,55.2,71.9,75.5,0,,,0,0,0,0.0,0,1,72,0,0,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,4,1,,,0.8,,,0,0,0,,4,62.9,66.7,82.3,62.3,62.0,72.1,0,,0.0,0,0,0,0.0,0,1,129,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,4,2,8.6,90.0,93.4,14.7,13.2,0,0,0,0.0,1,68.7,66.0,0.0,50.5,66.6,67.3,0,21,11.8,2,0,2,105.0,9,142,152,3,13,10,0,92,63,0.7,10.2
Tramon Williams,3558,S,GB,4,0,9.5,61.9,100.0,12.5,7.7,0,0,0,0.0,12,66.4,67.5,83.9,,67.2,62.7,0,18,13.3,2,0,1,104.7,13,174,174,6,13,21,2,97,33,0.6,7.5
Brent Grimes,3589,CB,TB,2,0,12.8,87.5,100.0,8.7,7.6,1,0,0,0.0,30,40.2,42.8,78.6,,57.3,63.9,0,43,14.3,1,0,2,158.3,7,65,65,0,6,8,1,116,50,1.9,16.6
Leon Hall,3634,CB,OAK,4,0,8.6,78.6,93.1,10.3,8.1,0,0,2,14.3,23,63.7,69.5,81.1,62.2,86.7,64.0,0,59,18.2,2,2,0,116.1,11,122,131,4,9,14,0,166,84,1.5,15.1
Reggie Nelson,3637,S,OAK,4,0,13.4,62.5,93.0,22.2,13.9,0,0,0,0.0,23,70.7,67.1,80.5,41.1,57.0,63.8,1,49,14.3,1,0,0,99.5,5,120,129,1,6,8,2,87,27,0.8,17.4
Eric Weddle,3653,S,BLT,4,0,4.1,42.9,97.1,50.7,21.7,0,0,1,14.3,3,70.1,73.8,84.3,73.2,68.1,79.6,0,9,0.0,0,1,0,50.3,3,166,171,1,7,7,0,15,11,0.1,5.0
Brandon Mebane,3701,DI,LAC,4,0,,,4.3,,,0,0,0,,27,83.1,64.3,84.2,67.4,52.4,73.7,0,,0.0,0,0,0,0.0,0,3,69,1,1,0,0,0,0,0.0,
Corey Graham,3784,S,PHI,4,2,16.3,62.5,95.0,24.8,15.5,0,1,1,12.5,24,60.1,63.1,79.5,62.8,69.8,71.4,0,19,8.3,1,1,0,69.3,5,132,139,3,9,8,0,29,17,0.2,5.8
Chris Long,4316,ED,PHI,4,0,,,1.0,,,0,0,0,,24,50.9,76.8,39.7,78.3,69.2,48.8,0,,100.0,1,0,1,0.0,0,1,103,2,0,0,0,0,0,0.0,
Dominique Rodgers-Cromartie,4330,CB,OAK,3,0,17.2,40.0,100.0,18.5,7.4,0,0,2,40.0,23,70.4,67.6,77.9,,54.8,61.1,0,15,33.3,1,2,1,52.1,2,41,41,1,2,5,0,20,5,0.5,10.0
Aqib Talib,4334,CB,LA,3,0,6.9,50.0,100.0,20.8,10.4,1,0,2,25.0,26,76.3,77.7,80.1,,73.4,81.5,0,13,0.0,0,2,1,66.7,4,90,90,1,8,8,0,44,26,0.5,11.0
Calais Campbell,4364,ED,JAX,4,0,,,0.9,,,0,0,0,,15,60.0,72.8,85.4,64.5,71.9,77.5,0,,,0,0,0,0.0,0,1,116,3,0,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,4,0,15.1,52.2,100.0,13.1,6.8,0,0,6,26.1,3,71.6,71.2,18.8,,72.5,68.4,1,22,8.3,1,4,3,53.9,12,171,171,2,11,23,0,146,30,0.9,12.2
Orlando Scandrick,4457,CB,KC,4,0,12.6,39.3,100.0,14.8,5.8,1,0,5,17.9,16,60.1,61.5,82.2,,68.2,27.5,0,20,41.7,5,4,4,71.9,11,180,180,5,7,28,2,89,30,0.5,8.1
Wesley Woodyard,4583,LB,TEN,4,1,5.0,100.0,89.1,9.8,9.8,0,0,0,0.0,31,67.0,66.8,81.2,66.0,59.6,73.2,0,19,8.3,1,0,0,97.9,10,106,119,7,10,10,0,75,25,0.8,7.5
Brian Orakpo,4936,ED,TEN,4,1,2.7,66.7,19.7,11.0,7.3,0,0,0,0.0,31,88.1,79.6,84.5,62.8,62.7,77.2,0,15,0.0,0,0,0,81.3,2,25,127,3,3,3,0,17,13,0.8,8.5
Malcolm Jenkins,4937,S,PHI,4,0,10.7,70.6,94.1,13.8,9.8,0,0,2,11.8,24,71.5,74.5,80.6,59.7,75.2,78.3,0,75,7.1,1,2,1,124.4,12,175,186,3,13,17,1,179,96,1.1,14.9
Vontae Davis,4948,CB,BUF,1,0,18.0,100.0,100.0,17.0,17.0,0,0,0,0.0,4,62.3,59.4,74.7,,51.3,72.8,0,10,0.0,0,0,0,147.9,1,17,17,1,1,1,1,10,0,0.6,10.0
Clay Matthews,4949,ED,GB,4,2,5.8,100.0,27.3,8.8,8.8,0,0,0,0.0,12,68.5,51.3,42.1,54.4,42.7,48.3,0,34,0.0,0,0,3,118.8,4,36,132,5,4,4,0,57,34,1.6,14.3
Patrick Chung,4957,S,NE,3,0,13.3,62.5,95.0,18.0,11.3,0,0,0,0.0,19,60.5,63.3,78.3,55.6,67.5,65.1,0,27,14.3,1,0,0,134.4,5,96,101,0,6,8,1,78,18,0.9,15.6
Connor Barwin,4969,ED,NYG,4,0,4.0,0.0,4.0,,3.0,0,0,0,0.0,21,66.4,53.7,85.7,61.5,38.5,74.3,0,,,0,0,0,39.6,0,4,101,0,0,1,0,0,0,0.0,
Glover Quin,5035,S,DET,4,0,7.6,100.0,100.0,22.0,22.0,0,1,1,20.0,11,56.0,59.4,79.4,,66.1,60.1,0,15,0.0,0,1,0,105.0,5,118,118,1,8,5,0,46,8,0.4,9.2
Jason McCourty,5127,CB,NE,4,0,11.0,56.3,100.0,11.7,6.6,0,0,1,6.3,19,73.5,74.5,80.9,,70.4,85.2,0,14,0.0,0,1,0,67.7,9,111,111,5,11,16,0,72,46,0.7,8.0
Captain Munnerlyn,5140,CB,CAR,3,0,7.8,63.6,93.5,11.7,7.5,0,0,0,0.0,5,55.0,58.3,80.5,71.6,64.7,77.6,0,23,0.0,0,0,1,86.6,7,86,92,1,4,11,0,83,22,1.0,11.9
Michael Bennett,5273,ED,PHI,4,0,,,0.9,,,1,0,0,,24,60.0,70.5,46.5,65.8,74.7,48.9,0,,100.0,1,0,1,0.0,0,1,116,1,0,0,0,0,0,0.0,
Ramon Humber,5310,LB,BUF,3,0,0.5,83.3,86.8,6.0,5.0,0,0,1,16.7,4,58.4,57.0,76.7,51.8,59.7,29.3,0,17,66.7,2,1,0,97.9,5,33,38,1,1,6,0,45,45,1.5,9.0
Gerald McCoy,5528,DI,TB,4,0,,,0.7,,,0,0,0,,30,61.5,74.6,57.1,60.8,82.8,51.3,0,,100.0,1,0,2,0.0,0,1,153,1,0,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,3,2,19.7,40.0,100.0,16.8,6.7,0,1,5,25.0,25,64.3,59.8,80.7,,37.9,27.7,0,33,25.0,3,5,0,74.0,8,138,138,0,7,20,1,105,26,0.8,13.1
Tyson Alualu,5535,DI,PIT,3,1,,,2.0,,,0,0,0,,25,62.7,61.4,79.3,54.9,61.1,70.5,0,,50.0,1,0,0,0.0,0,1,50,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,4,1,,,1.8,,,0,0,0,,24,67.4,89.4,51.9,81.7,79.8,79.0,0,,0.0,0,0,1,0.0,0,2,114,1,2,0,0,0,0,0.0,
