player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,14,0,0,23,82.1,0,0,11,2.3,9.1,1,0,9.1,1,528,12,1,0,87.0,0,0,9,4.5,11.1,1,11.1,1,221,10,1
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,14,1,0,28,58.6,9,19,360,99.5,8.9,32,1,5.3,5,390,388,33,1,69.5,6,12,153,100.0,15.7,24,8.5,4,171,171,22
Ryan Pickett,799,DI,HST,11,2,0,13,49.1,0,1,118,100.0,1.7,2,0,0.4,0,126,126,1,1,51.7,0,0,26,100.0,0.0,0,0.0,0,31,31,0
Julius Peppers,1010,ED,GB,14,3,1,12,74.1,9,25,397,91.7,12.1,48,3,5.8,6,457,419,40,2,81.3,6,17,183,93.3,17.5,32,9.6,6,208,194,29
Dwight Freeney,1019,ED,SD,14,0,0,27,68.0,8,35,335,96.3,16.1,54,3,7.0,2,379,365,45,0,72.8,5,23,158,98.4,22.8,36,10.1,2,183,180,30
Larry Foote,1126,LB,ARZ,14,0,0,1,49.7,3,11,174,30.0,6.3,11,3,5.2,2,613,184,16,0,49.3,1,4,92,35.5,7.6,7,4.9,2,279,99,7
Brett Keisel,1204,DI,PIT,12,4,1,25,56.0,6,13,271,98.0,6.6,18,1,3.9,1,295,289,20,2,59.6,4,7,113,99.2,9.7,11,5.8,1,119,118,12
Ryan Clark,1229,S,WAS,14,0,0,32,35.6,0,3,19,4.0,0.0,0,2,13.2,1,520,21,4,0,29.8,0,2,9,4.7,0.0,0,11.1,0,234,11,2
James Harrison,1251,ED,PIT,9,0,0,25,75.3,13,8,138,77.7,19.6,27,2,10.5,4,193,150,25,0,67.0,6,3,58,84.0,22.4,13,12.9,3,75,63,12
Terence Newman,1321,CB,CIN,12,0,0,7,55.5,0,1,2,0.4,0.0,0,6,25.0,0,494,2,1,0,55.5,0,1,2,0.9,0.0,0,25.0,0,231,2,1
Kevin Williams,1325,DI,SEA,14,2,0,29,55.7,1,10,159,95.6,7.5,12,0,4.1,1,181,173,12,1,56.2,0,4,50,100.0,8.0,4,4.0,0,56,56,4
Terrell Suggs,1326,ED,BLT,14,1,1,3,70.3,11,28,437,90.3,15.1,66,8,7.4,13,507,458,52,0,72.0,8,17,214,94.6,19.2,41,9.6,8,241,228,33
Troy Polamalu,1332,S,PIT,12,0,0,25,67.8,2,3,40,9.5,7.5,3,6,8.8,1,444,42,6,0,78.1,1,1,16,9.7,6.3,1,12.5,1,176,17,3
Calvin Pace,1334,ED,NYJ,14,1,0,22,49.9,1,18,222,53.6,7.2,16,4,5.6,3,442,237,22,0,49.2,0,11,84,59.5,9.5,8,8.9,2,158,94,13
Charles Tillman,1351,CB,CHI,2,0,0,6,68.5,1,0,1,1.9,100.0,1,0,50.0,0,52,1,1,0,68.5,1,0,1,4.5,100.0,1,50.0,0,22,1,1
Rashean Mathis,1355,CB,DET,14,0,2,11,58.3,0,0,2,0.3,0.0,0,8,0.0,0,622,2,0,0,,0,0,0,0.0,,0,,0,295,0,0
Osi Umenyiora,1371,ED,ATL,14,0,0,2,60.4,6,21,250,98.5,12.4,31,1,6.6,3,265,261,30,0,66.5,6,16,157,98.2,16.6,26,8.3,2,165,162,24
Cory Redding,1381,DI,IND,14,1,1,14,54.8,10,19,380,99.0,8.7,33,5,4.6,3,405,401,32,0,57.6,6,12,155,100.0,12.9,20,7.1,2,170,170,20
Lance Briggs,1383,LB,CHI,8,0,0,6,55.6,1,1,32,11.8,6.3,2,0,3.1,0,280,33,2,0,62.7,1,1,11,8.5,18.2,2,9.1,0,129,11,2
Jarret Johnson,1421,ED,SD,13,1,0,27,50.3,0,6,121,55.8,3.3,4,1,3.3,1,231,129,7,0,49.7,0,0,44,72.7,2.3,1,2.3,1,66,48,1
Chris Clemons,1585,ED,JAX,14,2,4,15,57.4,4,15,390,95.8,5.4,21,7,4.5,8,430,412,27,2,57.0,1,12,199,98.6,8.0,16,5.8,5,213,210,18
Colin Cole,1589,DI,CAR,14,0,0,5,48.8,1,3,168,100.0,3.0,5,0,1.2,0,174,174,4,0,54.4,1,1,48,100.0,6.3,3,2.1,0,50,50,2
Cullen Jenkins,1637,DI,NYG,10,1,0,21,71.8,4,8,175,98.4,8.6,15,0,4.0,1,188,185,13,0,82.5,4,6,76,100.0,15.8,12,7.9,1,86,86,11
DeAngelo Hall,1729,CB,WAS,3,0,0,32,58.6,0,0,1,1.1,0.0,0,1,0.0,0,93,1,0,0,58.6,0,0,1,2.1,0.0,0,0.0,0,47,1,0
D.J. Williams,1738,LB,CHI,12,0,0,6,58.9,0,3,8,4.4,37.5,3,1,18.8,0,203,9,3,0,53.2,0,0,4,7.4,0.0,0,0.0,0,54,4,0
Vince Wilfork,1742,DI,NE,14,1,0,19,47.7,2,16,383,99.8,4.7,18,0,2.6,1,417,416,19,0,50.0,2,9,193,100.0,5.2,10,3.4,1,211,211,12
Jason Babin,1748,ED,NYJ,14,0,1,22,65.9,6,23,219,81.4,16.0,35,5,8.0,3,280,228,32,0,61.7,5,13,95,89.4,17.9,17,9.5,0,113,101,18
Karlos Dansby,1754,LB,CLV,10,0,0,8,59.7,0,4,46,11.8,8.7,4,0,10.9,3,408,48,7,0,58.8,0,3,23,14.1,8.7,2,10.9,1,177,25,4
Daryl Smith,1760,LB,BLT,14,1,0,3,79.8,3,8,56,10.3,16.1,9,2,11.6,1,585,60,12,0,68.6,1,5,31,12.1,22.6,7,12.9,1,265,32,7
Dwan Edwards,1772,DI,CAR,14,1,0,5,53.5,8,11,353,98.6,6.8,24,1,3.8,4,368,363,23,0,55.7,7,9,190,99.5,10.0,19,5.8,3,194,193,19
Randy Starks,1792,DI,MIA,13,0,0,17,63.1,0,10,205,96.4,7.3,15,0,3.9,3,225,217,13,0,68.0,0,5,70,97.3,12.9,9,6.4,2,75,73,7
Shaun Phillips,1819,ED,IND,14,2,1,14,48.7,3,13,200,80.5,5.5,11,3,5.0,2,262,211,18,1,49.4,2,6,102,87.0,7.8,8,4.9,1,123,107,9
