player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,12,132,0,25,11.4,9,72.0,,0,0,2.7,1,25,0,80.8,92.1,1,54,0.0,0,160,36,92.5,148,134.5,50,37.9,5,569,216,6.0,15.8,3.84,0,10.8,4,71.4,,0,0,5.7,3,32,1,72.0,77.7,1,30,0.0,0,320,50,95.9,307,91.6,70,53.0,0,604,175,3.5,12.1,1.97
Demaryius Thomas,5547,WR,DEN,12,132,0,10,8.8,4,66.7,,0,0,3.2,1,21,0,77.3,83.8,0,49,0.0,0,148,30,93.9,139,120.6,45,34.1,3,440,250,8.3,14.7,3.17,0,10.6,4,66.2,,0,0,8.9,5,29,0,59.3,80.2,2,86,0.0,0,306,51,94.4,289,101.1,77,58.3,3,770,297,5.8,15.1,2.66
Julio Jones,6158,WR,ATL,12,125,0,2,15.7,2,54.1,,0,0,13.0,3,15,0,46.8,75.7,1,41,0.0,0,129,20,89.9,116,96.7,37,29.6,2,380,123,6.2,19.0,3.28,0,11.1,10,70.9,,0,0,7.6,5,41,2,64.6,79.1,3,39,0.0,0,352,61,96.6,340,92.2,86,68.8,2,781,264,4.3,12.8,2.3
Jeremy Maclin,4942,WR,PHI,12,116,0,24,9.2,1,68.0,,0,0,0.0,0,11,0,82.7,68.2,1,50,0.0,0,160,17,91.3,146,107.3,25,21.6,2,231,128,7.5,13.6,1.58,0,15.6,7,60.2,,0,0,0.0,0,33,0,90.6,86.3,4,68,0.0,0,319,53,95.6,305,96.4,88,75.9,6,851,285,5.4,16.1,2.79
Emmanuel Sanders,5606,WR,DEN,12,115,0,10,11.2,0,66.7,,0,0,4.3,1,17,0,72.1,77.2,0,31,0.0,0,151,22,94.7,143,99.9,33,28.7,1,255,83,3.8,11.6,1.78,0,14.8,5,70.8,,0,0,1.9,1,34,1,87.2,87.2,1,48,0.0,0,289,51,94.8,274,116.6,72,62.6,3,818,196,3.8,16.0,2.99
Andre Johnson,1319,WR,HST,12,110,0,13,10.3,2,55.8,,0,0,14.3,4,15,3,41.7,63.7,1,26,0.0,0,151,24,92.7,140,79.7,43,39.1,2,261,80,3.3,10.9,1.86,0,9.6,2,66.1,,0,0,4.7,2,25,0,74.8,78.1,1,24,0.0,0,239,41,94.6,226,81.3,62,56.4,0,459,216,5.3,11.2,2.03
Golden Tate,5585,WR,DET,12,110,0,11,7.3,3,52.8,,0,0,13.6,3,14,0,46.6,66.7,0,24,0.0,0,128,19,91.4,117,69.8,36,32.7,0,205,118,6.2,10.8,1.75,0,8.9,12,81.7,,0,0,1.7,1,29,1,89.7,82.9,2,73,0.0,0,349,58,94.3,329,116.4,71,64.5,2,889,452,7.8,15.3,2.7
Jordy Nelson,4350,WR,GB,12,109,0,12,12.0,4,56.8,,0,0,8.7,2,18,0,60.7,87.5,0,80,0.0,0,130,21,94.6,123,114.6,37,33.9,2,419,197,9.4,20.0,3.41,0,12.3,4,69.8,,0,0,6.4,3,26,0,60.8,77.6,1,73,0.0,0,279,44,92.8,259,123.8,63,57.8,5,661,214,4.9,15.0,2.55
Dez Bryant,5549,WR,DAL,12,108,0,9,14.2,3,55.3,,0,0,12.5,3,18,0,48.2,89.9,1,44,0.0,0,102,21,96.1,98,107.3,38,35.2,6,279,67,3.2,13.3,2.85,0,11.8,10,68.2,,0,0,4.3,2,24,0,77.3,80.3,4,68,0.0,0,261,45,95.8,250,93.9,66,61.1,4,635,229,5.1,14.1,2.54
Kelvin Benjamin,8663,WR,CAR,12,107,0,5,11.8,1,57.7,,0,0,16.7,3,11,0,43.5,66.4,1,26,0.0,0,128,15,92.2,118,75.6,26,24.3,1,179,39,2.6,11.9,1.52,0,15.5,6,52.7,,0,0,7.1,3,24,1,57.0,72.1,2,51,0.0,0,301,39,94.7,285,91.6,74,69.2,5,610,93,2.4,15.6,2.14
Julian Edelman,5156,WR,NE,12,104,0,19,9.7,1,56.7,,0,0,15.0,3,12,0,41.9,60.6,0,14,0.7,1,150,17,90.0,135,81.7,30,28.8,1,153,65,3.8,9.0,1.13,0,7.0,6,83.3,,0,0,6.8,4,25,1,68.2,78.2,1,44,0.3,1,290,55,92.8,269,95.5,66,63.5,0,557,223,4.1,10.1,2.07
Vincent Jackson,2278,WR,TB,12,104,0,30,15.3,2,42.9,,0,0,11.8,2,13,0,51.8,74.7,0,33,0.0,0,116,15,91.4,106,66.0,35,33.7,0,237,42,2.8,15.8,2.24,0,14.7,4,52.4,,0,0,8.3,3,23,1,60.7,69.1,3,40,0.0,0,353,33,92.9,328,56.1,63,60.6,0,457,84,2.5,13.8,1.39
Keenan Allen,7857,WR,SD,12,102,0,27,8.2,2,63.2,,0,0,11.1,3,17,0,62.7,72.0,1,20,0.0,0,162,24,91.4,148,86.3,38,37.3,2,228,106,4.4,9.5,1.54,0,9.4,10,77.4,,0,0,2.0,1,24,1,85.8,78.2,3,35,0.0,0,284,48,94.7,269,93.1,62,60.8,2,534,200,4.2,11.1,1.99
Alshon Jeffery,7048,WR,CHI,12,100,0,6,11.3,2,63.6,,0,0,6.7,1,11,0,66.7,81.5,0,34,0.0,0,105,14,91.4,96,90.2,22,22.0,0,185,73,5.2,13.2,1.93,0,12.5,2,71.2,,0,0,2.1,1,27,0,77.8,69.7,1,74,0.3,1,341,47,94.1,321,104.9,66,66.0,2,628,287,6.1,13.4,1.96
Brandon Marshall,3064,WR,CHI,12,98,0,6,13.1,1,50.0,,0,0,6.7,1,10,0,64.4,70.6,0,47,1.7,2,115,14,91.3,105,96.9,28,28.6,2,197,77,5.5,14.1,1.88,0,11.8,9,64.5,,0,0,9.1,4,24,1,60.1,63.9,4,44,0.0,0,346,40,94.5,327,69.3,62,63.3,2,440,145,3.6,11.0,1.35
Rueben Randle,7065,WR,NYG,12,97,0,21,11.7,2,51.2,,0,0,4.3,1,16,0,72.1,71.3,2,27,0.0,0,176,22,94.3,166,56.1,43,44.3,1,237,62,2.8,10.8,1.43,0,12.1,8,64.6,,0,0,3.1,1,18,0,80.1,72.3,2,26,0.0,0,276,31,95.7,264,70.2,48,49.5,0,365,89,2.9,11.8,1.38
Rob Gronkowski,5567,TE,NE,12,97,0,19,11.2,4,64.3,,0,0,6.9,2,24,0,55.4,92.7,1,46,12.0,16,133,27,78.2,104,115.9,42,43.3,4,387,155,5.7,14.3,3.72,0,9.4,12,70.0,,0,0,10.3,4,24,0,63.6,90.2,0,29,12.7,31,244,35,81.1,198,116.2,50,51.5,2,510,216,6.2,14.6,2.58
