player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,6,9,0,25.0,0,0,23,82.2,84.2,85.5,83.2,68.7,75.6,0,0,2,44,10.4,5,3,0,15.1,2,0,97,5,208,441,0,0,0,0,0,307,441,6,227,32,10,34,8,0,0,53,5,26.5
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,7,6,1,,0,1,28,62.8,76.0,60.0,54.7,90.6,78.0,4,8,0,,0.0,0,0,1,0.0,0,3,8,0,0,314,306,0,6,44,256,0,8,204,110,0,10,12,0,15,0,0,0,
Ryan Pickett,799,DI,HST,4,1,1,,0,0,13,,54.3,79.9,52.8,56.4,72.0,0,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,122,122,28,8,9,77,0,0,60,62,0,4,4,0,0,0,0,0,
Julius Peppers,1010,ED,GB,7,5,1,50.0,1,1,12,70.7,72.6,56.2,77.4,56.0,45.8,5,13,1,5,22.7,5,1,3,16.7,1,4,19,0,15,359,338,0,0,307,31,0,21,193,151,2,10,12,2,22,0,5,8,5.0
Dwight Freeney,1019,ED,SD,7,0,0,,0,0,27,72.5,70.1,64.5,70.9,56.5,36.7,6,21,0,,100.0,2,0,1,0.0,0,2,6,0,7,302,295,0,2,167,126,0,7,201,94,1,2,0,0,29,0,0,0,
Larry Foote,1126,LB,ARZ,6,6,0,83.3,0,0,1,37.2,44.6,0.0,50.6,69.7,33.5,1,5,1,33,23.3,10,0,3,97.4,20,1,374,5,182,390,8,0,0,8,0,3,382,76,132,0,17,27,24,7,1,197,122,9.9
Brett Keisel,1204,DI,PIT,7,2,1,,1,0,25,64.6,50.4,55.6,53.5,51.3,55.1,4,8,1,,11.1,1,0,1,0.0,0,0,15,0,5,275,260,0,3,35,222,0,15,172,98,0,3,6,0,12,0,0,0,
Ryan Clark,1229,S,WAS,7,13,0,60.0,0,0,32,42.4,37.4,83.5,60.3,34.7,40.4,0,0,0,11,20.8,11,1,0,102.5,6,1,85,1,261,447,0,0,0,0,0,346,447,10,176,15,9,29,10,1,1,41,36,6.8
James Harrison,1251,ED,PIT,4,1,0,100.0,0,0,25,66.5,63.2,26.3,68.1,57.2,78.4,3,3,0,11,0.0,0,0,1,125.0,2,0,5,0,17,113,101,0,0,101,0,0,12,49,47,7,5,6,2,6,1,9,9,4.5
Terence Newman,1321,CB,CIN,6,4,0,64.1,0,0,7,64.9,66.2,84.8,,66.3,58.4,0,0,0,20,12.8,5,3,3,87.0,25,0,49,395,286,456,0,0,0,0,0,4,456,0,170,8,12,30,39,0,1,215,41,8.6
Kevin Williams,1325,DI,SEA,6,4,2,0.0,0,0,29,57.2,57.3,81.8,55.4,60.6,59.9,0,5,0,,6.7,1,0,0,39.6,0,0,0,0,8,177,177,1,106,2,68,0,0,85,84,0,8,10,1,5,0,0,0,
