team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,2,64,1,3,64,95.3,5,1
CIN,7,2,64,2,7,64,93.0,9,0
BLT,3,2,96,1,9,96,92.7,12,2
CLV,8,2,76,0,8,76,92.1,10,2
CHI,6,2,88,2,11,88,90.3,15,2
IND,14,2,97,4,13,97,90.2,18,1
SEA,29,2,61,2,10,61,90.2,12,0
NYJ,22,2,73,2,11,73,89.7,14,1
HST,13,2,43,2,5,43,89.5,8,1
CAR,5,2,75,3,7,75,89.3,13,3
PHI,24,2,90,2,12,90,88.9,17,3
ARZ,1,2,76,4,10,76,88.2,16,2
MIA,17,2,88,3,12,88,88.1,18,3
OAK,23,2,78,5,12,78,87.8,18,1
NYG,21,2,77,3,14,77,87.7,18,1
BUF,4,2,53,3,9,53,86.8,13,1
TEN,31,2,79,1,14,79,86.7,18,3
GB,12,2,85,2,13,85,86.5,19,4
DET,11,2,88,3,15,88,86.4,21,3
WAS,32,2,80,5,9,80,86.2,18,4
NO,20,2,85,2,22,85,85.9,24,0
ATL,2,2,95,4,21,95,85.8,26,1
PIT,25,2,76,0,12,76,85.5,17,5
MIN,18,2,70,4,13,70,85.0,19,2
DAL,9,2,73,1,11,73,84.9,17,5
SF,28,2,66,5,10,66,84.1,18,3
TB,30,2,62,4,12,62,83.9,18,2
KC,16,2,93,7,21,93,81.7,31,3
SD,27,2,81,5,24,81,80.9,30,1
SL,26,2,72,7,13,72,80.6,24,4
JAX,15,2,87,7,9,87,80.5,25,9
NE,19,2,82,6,19,82,79.9,29,4
