player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Tyron Smith,6161,T,DAL,10,1,9,76.0,100.0,129,40.3,129,65.1,2,100.0,320,320,55.6,100.0,167,52.2,167
Zack Martin,8651,G,DAL,10,0,9,73.5,100.0,129,40.3,129,77.2,1,100.0,320,320,72.5,100.0,167,52.2,167
Travis Frederick,7812,C,DAL,10,0,9,66.4,100.0,129,40.3,129,72.5,4,100.0,320,320,69.2,100.0,167,52.2,167
Jason Witten,1384,TE,DAL,10,0,9,86.7,100.0,129,40.7,129,80.6,1,100.0,317,317,62.7,100.0,167,52.7,167
Joel Bitonio,8670,G,CLV,9,0,8,70.7,100.0,42,14.1,42,72.3,1,100.0,298,298,71.2,100.0,235,78.9,235
Joe Thomas,3619,T,CLV,9,0,8,80.9,100.0,42,14.1,42,87.7,0,100.0,298,298,82.7,100.0,235,78.9,235
Mitchell Schwartz,7041,T,CLV,9,0,8,72.1,100.0,42,14.1,42,71.9,0,100.0,298,298,72.0,100.0,235,78.9,235
John Greco,4379,G,CLV,9,0,8,69.2,100.0,42,14.1,42,74.0,0,100.0,298,298,75.3,100.0,235,78.9,235
Ron Leary,7338,G,DAL,9,0,9,75.7,100.0,117,39.8,117,72.7,2,100.0,294,294,67.3,100.0,154,52.4,154
Brian Hoyer,5277,QB,CLV,9,0,8,60.0,100.0,42,14.8,42,60.0,0,96.3,284,295,60.0,99.1,230,81.0,232
Rick Wagner,7950,T,BLT,10,0,3,62.0,100.0,31,11.0,31,81.0,0,100.0,283,283,82.5,100.0,223,78.8,223
Nick Mangold,2974,C,NYJ,10,0,22,74.1,100.0,72,25.9,72,79.5,0,100.0,278,278,79.3,100.0,177,63.7,177
D'Brickashaw Ferguson,2949,T,NYJ,10,0,22,61.2,100.0,72,25.9,72,59.5,0,100.0,278,278,60.9,100.0,177,63.7,177
Breno Giacomini,4464,T,NYJ,10,0,22,62.0,100.0,72,25.9,72,60.0,1,100.0,278,278,60.4,100.0,177,63.7,177
Willie Colon,3076,G,NYJ,10,0,22,67.4,100.0,72,25.9,72,64.0,3,100.0,278,278,64.0,100.0,177,63.7,177
Jeremy Zuttah,4397,C,BLT,10,0,3,70.5,100.0,30,10.9,30,74.7,0,100.0,276,276,74.4,100.0,220,79.7,220
Marshal Yanda,3702,G,BLT,10,0,3,76.1,100.0,31,11.3,31,93.7,0,100.0,274,274,94.9,100.0,217,79.2,217
Tony Romo,1693,QB,DAL,9,0,9,60.0,100.0,114,41.9,114,60.0,0,96.8,272,281,60.0,99.3,146,53.7,147
Kelvin Beachum,7229,T,PIT,10,0,25,54.8,100.0,125,47.0,125,58.2,1,100.0,266,266,55.3,100.0,107,40.2,107
David DeCastro,7640,G,PIT,10,0,25,71.5,100.0,125,47.0,125,67.0,0,100.0,266,266,70.5,100.0,107,40.2,107
Chris Myers,2417,C,HST,9,2,13,59.6,100.0,55,20.9,55,75.1,2,100.0,263,263,79.0,100.0,181,68.8,181
Derek Newton,6366,T,HST,9,0,13,66.7,100.0,55,20.9,55,78.7,0,100.0,263,263,79.9,100.0,181,68.8,181
Duane Brown,4340,T,HST,9,0,13,74.3,100.0,55,20.9,55,70.3,1,100.0,263,263,67.7,100.0,181,68.8,181
Joe Flacco,4332,QB,BLT,10,0,3,60.0,100.0,31,11.8,31,60.0,0,94.6,262,277,60.0,100.0,220,84.0,220
Maurkice Pouncey,5543,C,PIT,10,0,25,71.1,100.0,122,47.1,122,69.1,1,100.0,259,259,65.0,100.0,105,40.5,105
J.R. Sweezy,7209,G,SEA,9,0,29,58.1,100.0,14,5.4,14,80.7,1,100.0,259,259,77.0,100.0,212,81.9,212
Justin Britt,8699,T,SEA,9,0,29,72.5,100.0,14,5.4,14,82.5,1,100.0,259,259,80.5,100.0,212,81.9,212
Heath Miller,2247,TE,PIT,10,0,25,71.9,100.0,123,48.4,123,67.2,2,100.0,254,254,57.0,100.0,105,41.3,105
Ben Jones,7099,G,HST,9,0,13,71.6,100.0,53,21.0,53,64.3,1,100.0,252,252,62.2,100.0,173,68.7,173
Russell Bodine,8746,C,CIN,9,0,7,69.1,100.0,102,40.6,102,60.1,1,100.0,251,251,46.2,100.0,119,47.4,119
Clint Boling,6253,G,CIN,9,0,7,60.2,100.0,102,40.6,102,66.2,1,100.0,251,251,64.5,100.0,119,47.4,119
Jahri Evans,3053,G,NO,9,0,20,64.2,100.0,77,31.2,77,75.2,0,100.0,247,247,73.0,100.0,126,51.0,126
Zach Fulton,8828,G,KC,9,0,16,60.9,100.0,112,45.3,112,58.7,0,100.0,247,247,53.3,100.0,120,48.6,120
Ja'Wuan James,8654,T,MIA,9,1,17,70.9,100.0,32,13.0,32,71.1,2,100.0,247,247,68.1,100.0,200,81.0,200
