player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,9,327,0,23,2,6.4,60.0,91.5,25.7,15.4,0,0,0.0,48.2,0,32,22.2,2,0,123.3,3,86,26.3,94,1,5,5,1,38,25,0.5,12.7,0,4,6.9,84.6,99.5,18.4,15.5,2,2,15.4,71.2,2,48,11.5,3,2,104.8,11,218,66.7,219,6,19,13,1,181,107,0.9,16.5
John Abraham,591,ED,ARZ,1,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,30.0,,,0,0,,60.4,0,,,0,0,0.0,0,3,100.0,10,0,0,0,0,0,0,0.0,
Julius Peppers,1010,ED,GB,9,21,0,12,0,,,7.8,,,0,0,,71.8,0,,,0,0,0.0,0,7,33.3,90,0,0,0,0,0,0,0.0,,0,1,5.0,50.0,7.9,13.0,6.5,1,1,50.0,60.7,1,5,50.0,3,1,16.7,1,13,61.9,164,5,2,2,0,5,8,0.4,5.0
Dwight Freeney,1019,ED,SD,9,10,0,27,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,86,1,0,0,0,0,0,,,0,0,,,6.5,,,0,0,,64.3,0,,100.0,1,0,0.0,0,10,100.0,155,1,0,0,0,0,0,0.0,
Larry Foote,1126,LB,ARZ,9,284,0,1,0,-1.0,100.0,48.1,17.0,17.0,0,0,0.0,46.3,0,33,66.7,4,0,118.8,4,78,27.5,162,0,2,4,0,51,55,0.8,12.8,0,1,3.9,85.2,84.2,8.0,6.9,0,0,0.0,50.8,1,25,22.2,4,0,83.0,23,197,69.4,234,7,13,27,0,206,115,1.1,9.0
Brett Keisel,1204,DI,PIT,10,6,0,25,0,,,0.0,,,0,0,,61.3,0,,0.0,0,0,0.0,0,0,0.0,92,0,1,0,0,0,0,,,0,0,,,0.7,,,0,0,,56.3,1,,50.0,1,0,0.0,0,1,16.7,137,0,1,0,0,0,0,0.0,
Ryan Clark,1229,S,WAS,9,338,0,32,2,9.5,0.0,90.2,,37.5,0,1,50.0,38.2,0,,14.3,1,1,39.6,0,83,24.6,92,0,4,2,0,0,0,0.0,,0,2,7.5,75.0,97.1,25.0,18.8,0,0,0.0,64.8,0,13,11.5,3,0,87.8,9,237,70.1,244,7,21,12,0,67,49,0.3,7.4
James Harrison,1251,ED,PIT,7,27,0,25,0,,,6.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,11.1,50,1,0,0,0,0,0,0.0,,0,0,-3.0,100.0,23.5,19.0,19.0,0,0,0.0,69.5,0,-2,0.0,0,0,79.2,1,19,70.4,81,5,3,1,0,-2,1,-0.1,-2.0
Terence Newman,1321,CB,CIN,9,384,0,7,0,8.9,71.4,100.0,8.6,6.1,0,0,0.0,48.9,0,20,11.1,1,0,89.0,10,91,23.7,91,2,8,14,0,92,23,1.1,9.2,0,4,10.4,61.0,99.6,10.8,6.6,3,4,9.8,75.0,0,20,6.3,2,4,84.1,25,281,73.2,282,9,26,41,1,227,44,0.8,9.1
Kevin Williams,1325,DI,SEA,9,8,0,29,0,,,3.6,,,0,0,,59.7,0,,,0,0,0.0,0,1,12.5,28,0,0,0,0,0,0,0.0,,0,0,1.0,0.0,7.1,,6.0,0,0,0.0,57.5,0,,0.0,0,0,39.6,0,6,75.0,84,0,2,1,0,0,0,0.0,
