player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,11,10,5.9,0,0,23,64.1,67.1,88.8,82.1,65.1,68.5,13.2,7,0,341,360,4.7,16,36
John Abraham,591,ED,ARZ,1,0,-4.0,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0.0,0,0,13,13,7.7,1,1
Justin Smith,776,DI,SF,11,7,2.3,0,1,28,67.1,81.3,69.3,59.3,90.6,79.5,0.0,0,1,171,174,5.8,10,16
Ryan Pickett,799,DI,HST,8,1,1.7,0,0,13,,51.6,81.9,48.7,55.1,74.7,15.4,2,0,117,121,8.5,10,10
Julius Peppers,1010,ED,GB,11,6,2.4,1,0,12,82.2,80.0,68.9,78.6,58.9,42.5,13.0,3,3,217,220,4.1,9,14
Dwight Freeney,1019,ED,SD,11,1,2.0,0,0,27,72.8,66.1,41.4,68.7,56.9,36.6,20.0,1,3,116,118,2.6,3,3
Larry Foote,1126,LB,ARZ,11,7,3.0,0,0,1,43.4,45.8,29.0,49.9,59.6,34.6,9.8,4,3,242,247,8.7,21,30
Brett Keisel,1204,DI,PIT,11,4,3.3,1,0,25,65.0,57.3,64.4,56.3,58.6,63.7,0.0,0,1,129,132,4.7,6,6
Ryan Clark,1229,S,WAS,11,12,6.2,0,0,32,48.2,40.9,53.1,36.3,35.4,40.8,26.2,11,1,254,267,3.1,8,19
James Harrison,1251,ED,PIT,8,1,2.5,0,0,25,64.5,74.9,55.0,76.6,65.4,68.2,13.3,2,2,86,89,11.6,10,12
Terence Newman,1321,CB,CIN,10,2,4.9,0,0,7,67.1,67.9,86.6,58.6,64.7,61.1,25.0,4,4,271,280,2.2,6,10
Kevin Williams,1325,DI,SEA,11,7,1.8,0,0,29,59.7,60.2,83.9,52.0,64.0,65.0,9.5,2,0,138,144,6.5,9,12
Terrell Suggs,1326,ED,BLT,11,7,1.0,1,0,3,68.5,75.3,25.5,70.4,79.2,77.8,4.2,1,6,191,195,7.3,14,16
Troy Polamalu,1332,S,PIT,9,3,4.7,0,0,25,72.6,70.3,0.0,81.6,77.1,54.2,12.1,4,6,191,198,7.3,14,26
Calvin Pace,1334,ED,NYJ,11,5,2.5,0,0,22,73.1,64.8,48.0,50.0,70.3,63.1,13.3,2,3,194,200,3.6,7,8
Charles Tillman,1351,CB,CHI,2,0,27.0,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,0.0,0,0,44,44,0.0,0,2
Rashean Mathis,1355,CB,DET,11,0,4.0,2,0,11,70.0,69.2,59.2,59.3,61.4,55.6,33.3,2,7,225,235,0.4,1,4
Osi Umenyiora,1371,ED,ATL,11,2,3.8,0,0,2,35.5,61.0,82.0,63.2,61.6,75.8,0.0,0,1,38,38,7.9,3,5
Cory Redding,1381,DI,IND,11,2,1.3,1,0,14,71.7,57.1,20.3,57.5,59.1,79.5,12.5,2,4,192,196,6.3,12,12
Lance Briggs,1383,LB,CHI,8,8,2.0,0,0,6,54.4,63.0,76.1,55.6,73.9,54.2,10.7,3,0,167,173,7.8,13,17
Jarret Johnson,1421,ED,SD,10,5,3.6,0,1,27,86.5,74.6,63.7,49.6,75.5,77.1,8.7,2,1,170,174,5.9,10,16
Ike Taylor,1437,CB,PIT,3,0,13.5,2,0,25,55.2,50.8,0.0,,57.4,45.5,33.3,1,3,67,69,0.0,0,2
Chris Clemons,1585,ED,JAX,11,4,4.9,4,0,15,63.5,51.9,16.4,54.4,58.9,53.0,10.0,2,7,175,175,5.1,9,14
