player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Telvin Smith Sr.,8779,LB,JAX,2,0,15,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.9,1,34,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Nate Allen,5562,S,PHI,2,0,24,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.3,1,80,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Kyle Arrington,4742,CB,NE,2,0,19,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.1,1,47,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Rashad Johnson,5018,S,ARZ,2,0,1,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,1.3,1,79,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Winston Guy,7171,S,JAX,2,0,15,0,0,0,0,0,0,,0,0,,0,0,0,0,1.1,1,90,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Harrison Smith,7641,S,MIN,2,0,18,1,2,0,1,0,0,25.0,1,1,50.0,0,0,0,0,7.0,4,57,4,62.5,0,0,2,0,75.0,3,3,66.7,1,1,0,1,1,0
Saalim Hakim,7334,WR,NYJ,1,0,22,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,50.0,1,2,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Coty Sensabaugh,7115,CB,TEN,2,0,31,0,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,4.8,3,62,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Charles Tillman,1351,CB,CHI,2,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.0,1,49,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Cortland Finnegan,3160,CB,MIA,2,0,17,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,2.3,2,87,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Nolan Carroll,5668,CB,PHI,2,0,24,1,0,0,0,0,0,,0,0,,0,0,0,0,7.7,1,13,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Marqueston Huff,8757,CB,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Prince Amukamara,6171,CB,NYG,2,0,21,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.5,1,67,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Steven Johnson,7298,LB,DEN,2,0,10,0,1,0,0,0,0,,0,0,,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Roman Harper,2988,S,CAR,2,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.7,1,59,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Sean Smith,4984,CB,KC,2,0,16,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,1.5,1,68,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Bernard Pollard,2999,S,TEN,2,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.9,3,77,2,50.0,0,0,1,0,100.0,3,2,50.0,1,1,0,1,1,0
