player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,10,8,6.4,0,0,23,69.7,69.5,88.4,72.2,61.2,67.0,14.3,7,0,319,336,4.4,14,34
John Abraham,591,ED,ARZ,1,0,-4.0,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0.0,0,0,13,13,7.7,1,1
Justin Smith,776,DI,SF,10,7,2.7,0,1,28,67.1,76.8,67.9,54.3,90.6,79.0,0.0,0,1,152,155,5.3,8,14
Ryan Pickett,799,DI,HST,7,1,1.8,0,0,13,,57.1,81.2,49.6,61.8,74.1,18.2,2,0,91,94,8.8,8,8
Julius Peppers,1010,ED,GB,10,6,2.6,1,0,12,82.4,81.1,66.5,82.0,56.5,40.3,14.3,3,3,201,204,3.5,7,12
Dwight Freeney,1019,ED,SD,10,1,2.0,0,0,27,72.8,65.9,54.0,67.3,56.9,36.6,20.0,1,2,114,116,2.6,3,3
Larry Foote,1126,LB,ARZ,10,6,3.0,0,0,1,45.9,48.3,24.8,50.9,62.2,43.2,5.7,2,3,216,221,8.8,19,27
Brett Keisel,1204,DI,PIT,11,4,3.3,1,0,25,65.0,57.3,64.4,56.3,58.6,63.7,0.0,0,1,129,132,4.7,6,6
Ryan Clark,1229,S,WAS,10,12,6.3,0,0,32,47.1,40.9,85.9,36.8,35.8,47.4,25.0,10,0,231,244,3.0,7,18
James Harrison,1251,ED,PIT,8,1,2.5,0,0,25,64.5,74.9,55.0,76.6,65.4,68.2,13.3,2,2,86,89,11.6,10,12
Terence Newman,1321,CB,CIN,9,2,4.9,0,0,7,69.2,69.6,86.2,58.6,64.1,59.4,25.0,4,3,252,261,2.4,6,10
Kevin Williams,1325,DI,SEA,10,6,2.4,0,0,29,57.4,59.3,83.6,52.7,64.1,64.0,10.5,2,0,125,131,6.4,8,11
Terrell Suggs,1326,ED,BLT,10,6,0.8,1,0,3,58.8,73.5,21.1,69.7,80.7,76.6,4.5,1,6,176,180,7.4,13,15
Troy Polamalu,1332,S,PIT,9,3,4.7,0,0,25,72.6,70.3,0.0,81.6,77.1,54.2,12.1,4,6,191,198,7.3,14,26
Calvin Pace,1334,ED,NYJ,10,3,2.5,0,0,22,70.9,63.6,44.7,50.9,69.4,58.0,15.4,2,3,175,180,4.0,7,8
Charles Tillman,1351,CB,CHI,2,0,27.0,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,0.0,0,0,44,44,0.0,0,2
Rashean Mathis,1355,CB,DET,10,0,4.0,2,0,11,69.1,69.1,56.0,59.3,66.9,57.7,20.0,1,7,212,221,0.5,1,4
Osi Umenyiora,1371,ED,ATL,10,2,3.8,0,0,2,36.4,62.4,81.6,65.0,61.5,75.8,0.0,0,1,37,37,8.1,3,5
Cory Redding,1381,DI,IND,10,2,1.4,1,0,14,71.7,58.5,17.0,59.1,59.9,79.2,13.3,2,4,174,178,6.3,11,11
Lance Briggs,1383,LB,CHI,7,8,2.3,0,0,6,56.8,63.8,75.9,51.8,73.6,49.1,12.0,3,0,154,160,6.5,10,14
Jarret Johnson,1421,ED,SD,9,5,3.7,0,1,27,83.8,73.6,62.2,49.8,76.0,76.0,10.0,2,1,154,158,5.2,8,13
Ike Taylor,1437,CB,PIT,3,0,13.5,2,0,25,55.2,50.8,0.0,,57.4,45.5,33.3,1,3,67,69,0.0,0,2
Chris Clemons,1585,ED,JAX,10,4,4.9,4,0,15,63.5,47.5,11.9,49.8,57.9,50.7,10.0,2,7,159,159,5.7,9,14
Colin Cole,1589,DI,CAR,11,7,3.5,0,0,5,62.7,59.6,84.0,48.4,63.1,75.4,0.0,0,0,137,137,5.1,7,11
Cullen Jenkins,1637,DI,NYG,8,3,2.1,0,0,21,62.8,67.9,84.1,76.3,49.0,58.7,9.1,1,0,80,82,7.5,6,7
DeAngelo Hall,1729,CB,WAS,3,0,3.0,0,0,32,50.6,50.9,0.0,58.6,83.6,76.1,0.0,0,1,49,52,6.1,3,4
D.J. Williams,1738,LB,CHI,9,8,2.4,0,0,6,40.7,53.0,23.6,59.8,70.8,74.0,13.8,4,1,153,158,9.2,14,17
Vince Wilfork,1742,DI,NE,10,4,2.7,0,0,19,59.9,62.8,85.8,48.8,72.8,48.4,9.4,3,0,210,217,9.5,20,25
Jason Babin,1748,ED,NYJ,10,4,0.3,1,0,22,56.3,66.5,2.6,62.9,83.3,77.9,0.0,0,4,57,59,7.0,4,4
Karlos Dansby,1754,LB,CLV,10,12,5.6,0,0,8,85.3,83.4,84.9,59.7,73.2,66.8,7.7,4,0,255,261,7.8,20,36
Daryl Smith,1760,LB,BLT,10,10,3.5,0,0,3,69.8,69.6,57.8,73.4,62.5,76.8,7.0,3,1,234,240,7.3,17,30
Dwan Edwards,1772,DI,CAR,11,8,2.3,0,0,5,58.3,58.7,74.4,54.1,64.7,63.2,0.0,0,1,127,131,8.7,11,14
Randy Starks,1792,DI,MIA,9,4,1.5,0,0,17,69.1,78.7,84.7,68.0,71.3,51.2,14.3,2,0,136,138,3.7,5,8
Shaun Phillips,1819,ED,TEN,10,3,3.3,1,0,31,69.0,54.2,22.2,49.9,62.5,57.5,14.3,2,2,98,101,5.1,5,9
Will Allen,1832,S,PIT,5,1,1.5,0,0,25,45.6,47.2,81.6,65.0,56.8,51.9,22.2,2,0,61,63,6.6,4,6
Robert Geathers,1838,ED,CIN,10,4,1.8,0,0,7,59.6,52.2,62.8,43.8,70.6,66.5,9.1,1,1,113,119,3.5,4,6
Jared Allen,1847,ED,CHI,9,6,2.9,0,1,6,67.3,68.9,67.2,63.1,64.6,80.0,0.0,0,0,175,180,9.1,16,21
Antonio Smith,1856,DI,OAK,10,2,2.1,1,0,23,64.0,51.9,37.6,69.5,39.0,75.2,0.0,0,3,188,195,4.3,8,8
Mike Adams,1972,S,IND,10,1,9.7,1,0,14,82.2,81.1,88.9,73.1,64.4,76.7,15.6,5,1,227,234,1.8,4,26
Tommy Kelly,2093,DI,ARZ,10,5,2.1,0,0,1,61.8,64.4,58.7,58.5,68.6,76.0,0.0,0,1,163,167,6.1,10,11
George Wilson,2210,S,TEN,10,5,5.7,0,0,31,70.6,57.7,34.5,39.5,35.9,74.6,8.7,2,1,184,187,4.9,9,16
Adam Jones,2223,CB,CIN,10,0,5.0,1,0,7,62.8,63.6,87.7,60.0,57.0,28.6,25.0,3,5,188,195,2.1,4,9
Antrel Rolle,2225,S,NYG,10,4,5.7,0,1,21,57.7,53.5,52.6,58.6,46.2,46.8,26.7,8,2,281,289,3.9,11,18
Carlos Rogers,2226,CB,OAK,7,3,3.7,0,1,23,57.0,59.0,84.6,44.9,66.4,57.3,23.5,4,2,214,224,3.3,7,10
DeMarcus Ware,2228,ED,DEN,10,1,0.9,0,0,10,57.3,68.4,20.3,68.9,68.8,36.5,20.0,3,3,131,133,7.6,10,11
Thomas Davis Sr.,2231,LB,CAR,10,6,3.5,0,0,5,84.9,76.7,55.1,73.6,60.5,57.7,15.0,6,1,236,241,7.6,18,28
Derrick Johnson,2232,LB,KC,1,0,2.7,0,0,16,67.3,72.4,73.5,72.3,63.1,48.5,25.0,1,0,9,9,22.2,2,3
Mike Patterson,2248,DI,NYG,10,6,5.3,0,0,21,,58.4,84.8,53.6,59.4,57.5,7.7,1,0,151,156,2.6,4,6
Jonathan Babineaux,2276,DI,ATL,9,3,1.5,0,0,2,69.8,66.6,84.4,62.7,58.3,29.8,35.7,5,0,159,160,3.1,5,6
Justin Tuck,2291,ED,OAK,9,5,2.2,0,1,23,59.2,75.7,67.4,68.0,76.2,58.8,0.0,0,1,138,145,8.0,11,17
Chris Canty,2349,DI,BLT,6,2,1.9,0,0,3,60.0,60.7,50.8,56.9,60.4,60.0,10.0,1,1,81,83,6.2,5,7
Trent Cole,2363,ED,PHI,10,4,3.1,0,1,24,64.7,78.0,19.7,81.4,72.1,66.6,19.2,5,5,198,203,5.1,10,17
C.J. Mosley,2408,DI,DET,9,3,2.6,0,1,11,,74.4,83.5,67.5,70.5,61.5,6.7,1,0,102,107,7.8,8,11
Kevin Vickerson,2433,DI,KC,9,5,-0.3,0,0,16,63.3,70.2,25.7,52.4,77.4,53.9,0.0,0,1,50,50,6.0,3,3
Jay Ratliff,2441,DI,CHI,7,5,3.4,0,0,6,64.9,85.0,84.9,72.7,78.3,75.7,5.9,1,0,108,110,5.6,6,11
Lorenzo Alexander,2476,ED,ARZ,2,1,5.0,0,0,1,77.9,87.1,68.4,,68.3,76.4,0.0,0,0,4,4,0.0,0,1
Chase Blackburn,2498,LB,CAR,5,3,6.0,0,0,5,69.1,57.5,75.1,63.7,49.7,57.5,20.0,2,0,48,49,6.3,3,5
