player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Julio Jones,6158,WR,ATL,7,13.1,6,66.2,,0,0,0,9.3,5,32,2,2,64.0,24.5,75.6,,73.4,0.0,0,1,40,0.0,0,304,2,49,95.4,290,13.5,41,103.2,74,3,86.5,263,676,211,4.3,13.8,2.33
Antonio Brown,5718,WR,PIT,7,11.6,6,69.4,,0,0,0,5.7,3,34,25,0,72.5,84.0,89.3,,88.5,0.0,0,1,41,0.0,0,286,2,50,94.1,269,12.2,35,118.9,72,5,85.7,245,719,242,4.8,14.4,2.67
Jordy Nelson,4350,WR,GB,7,11.7,6,65.3,,0,0,0,7.8,4,35,12,0,56.4,79.0,87.8,,86.1,0.4,1,1,80,0.0,0,256,0,47,93.4,239,18.8,48,119.7,72,6,80.9,207,712,261,5.6,15.1,2.98
Dez Bryant,5549,WR,DAL,7,12.8,6,65.2,,0,0,0,4.3,2,27,9,0,76.3,78.6,83.0,,83.3,0.0,0,5,68,0.0,0,223,1,45,95.1,212,17.0,38,81.2,69,4,83.0,185,590,169,3.8,13.1,2.78
T.Y. Hilton,7092,WR,IND,7,13.3,2,71.2,,0,0,0,4.1,2,36,14,1,78.1,36.3,86.4,,85.4,0.0,0,1,49,0.0,0,276,0,47,96.0,265,35.1,97,105.1,66,1,64.9,179,712,160,3.4,15.1,2.69
Demaryius Thomas,5547,WR,DEN,6,10.1,5,61.9,,0,0,0,7.1,3,24,10,0,66.8,78.3,85.9,,87.1,0.0,0,0,86,0.0,0,222,1,39,94.1,209,19.4,43,129.2,63,6,80.6,179,662,339,8.7,17.0,3.17
Golden Tate,5585,WR,DET,7,8.3,11,77.4,,0,0,0,5.9,3,26,11,1,71.7,38.0,76.6,,76.9,2.1,6,1,73,0.0,0,281,0,48,94.3,265,66.5,187,114.2,62,2,31.3,88,649,339,7.1,13.5,2.45
Julian Edelman,5156,WR,NE,7,9.3,4,72.1,,0,0,0,8.3,4,22,19,1,61.2,51.8,68.4,71.6,68.5,0.7,2,1,44,0.4,1,282,1,44,91.1,257,37.9,107,91.7,61,1,61.3,173,452,154,3.5,10.3,1.76
Sammy Watkins,8639,WR,BUF,7,13.0,2,57.4,,0,0,0,7.9,3,27,4,0,62.7,77.4,73.9,,73.8,0.0,0,1,30,0.0,0,291,3,35,95.9,279,5.5,16,94.5,61,4,94.5,275,433,107,3.1,12.4,1.55
Vincent Jackson,2278,WR,TB,6,15.3,5,42.4,,0,0,0,16.7,5,19,30,0,33.8,75.5,69.8,,68.8,0.0,0,2,34,0.0,0,243,1,25,92.2,224,31.3,76,58.9,59,2,68.7,167,344,72,2.9,13.8,1.54
Reggie Wayne,800,WR,IND,7,10.3,1,64.4,,0,0,0,9.5,4,26,14,0,56.2,77.7,67.8,,68.9,0.0,0,1,28,0.0,0,309,2,38,95.5,295,63.1,195,85.0,59,1,36.9,114,434,110,2.9,11.4,1.47
Greg Olsen,3647,TE,CAR,7,7.8,1,69.5,,0,0,0,4.7,2,30,5,0,75.4,78.4,84.3,76.4,83.8,28.1,82,1,37,13.0,38,292,2,41,80.1,234,47.9,140,116.0,59,5,13.7,40,493,223,5.4,12.0,2.11
Kelvin Benjamin,8663,WR,CAR,7,14.2,3,57.6,,0,0,0,10.5,4,24,5,1,47.3,28.9,70.6,,70.2,0.0,0,1,35,0.0,0,277,5,34,92.4,256,14.1,39,105.0,59,5,85.9,238,477,64,1.9,14.0,1.86
Steve Smith,837,WR,BLT,7,11.7,14,65.5,,0,0,1,5.0,2,24,3,1,73.2,29.3,78.9,,78.6,0.0,0,0,80,0.0,0,233,2,38,92.7,216,11.6,27,125.9,58,4,88.4,206,643,270,7.1,16.9,2.98
Jeremy Maclin,4942,WR,PHI,6,17.6,1,46.6,,0,0,0,0.0,0,20,24,0,87.3,76.3,73.0,,71.6,0.0,0,4,68,0.0,0,256,0,27,92.2,236,25.8,66,67.1,58,4,72.3,185,445,178,6.6,16.5,1.89
