player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,3,0,0,0,,3,3,100.0,14,68.9,0,0,,11,11,100.0,0,0,0,,6,6,100.0,3,3,100.0
Phil Dawson,422,K,SF,3,0,0,0,,1,0,0.0,28,48.6,0,0,,7,7,100.0,0,1,0,0.0,4,2,50.0,2,2,100.0
Sebastian Janikowski,595,K,OAK,3,0,0,0,,2,2,100.0,23,69.3,0,0,,4,4,100.0,0,1,1,100.0,3,3,100.0,0,0,
Shayne Graham,730,K,NO,3,0,1,1,100.0,0,0,,20,66.3,0,0,,10,9,90.0,0,1,1,100.0,3,3,100.0,1,1,100.0
Matt Bryant,1223,K,ATL,3,0,3,2,66.7,2,2,100.0,2,76.2,0,0,,13,13,100.0,0,0,0,,5,4,80.0,0,0,
Billy Cundiff,1230,K,CLV,3,0,1,0,0.0,0,0,,8,62.7,0,0,,8,8,100.0,0,3,2,66.7,6,4,66.7,2,2,100.0
Josh Brown,1520,K,NYG,3,0,0,0,,0,0,,21,63.9,0,0,,7,7,100.0,0,2,2,100.0,3,3,100.0,1,1,100.0
Josh Scobee,1858,K,JAX,3,0,1,0,0.0,2,2,100.0,15,59.5,0,0,,5,5,100.0,0,2,1,50.0,5,3,60.0,0,0,
Mike Nugent,2264,K,CIN,3,0,1,0,0.0,4,2,50.0,7,36.1,0,0,,7,7,100.0,0,3,2,66.7,11,7,63.6,3,3,100.0
Robbie Gould,2607,K,CHI,3,0,0,0,,2,2,100.0,6,72.0,0,0,,9,9,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Nick Novak,2726,K,SD,3,0,1,1,100.0,1,1,100.0,27,68.9,1,1,100.0,7,7,100.0,0,2,2,100.0,6,6,100.0,1,1,100.0
Shaun Suisham,2796,K,PIT,3,0,0,0,,4,4,100.0,25,75.0,0,0,,7,7,100.0,0,2,2,100.0,8,8,100.0,2,2,100.0
Stephen Gostkowski,3063,K,NE,3,0,0,0,,4,4,100.0,19,72.3,0,0,,6,6,100.0,0,1,1,100.0,8,8,100.0,3,3,100.0
Nick Folk,3794,K,NYJ,3,0,1,1,100.0,4,4,100.0,22,73.4,0,0,,5,5,100.0,0,0,0,,7,7,100.0,2,2,100.0
Mason Crosby,3809,K,GB,3,0,1,1,100.0,0,0,,12,69.1,0,0,,4,4,100.0,0,1,1,100.0,4,4,100.0,2,2,100.0
Stephen Hauschka,4655,K,SEA,3,0,0,0,,1,0,0.0,29,55.0,0,0,,9,9,100.0,0,1,1,100.0,5,4,80.0,3,3,100.0
Dan Carpenter,4697,K,BUF,3,0,1,1,100.0,1,1,100.0,4,65.6,0,0,,5,5,100.0,0,5,4,80.0,10,9,90.0,3,3,100.0
Ryan Succop,5180,K,TEN,3,0,0,0,,5,3,60.0,31,50.6,0,0,,4,4,100.0,0,2,2,100.0,7,5,71.4,0,0,
Graham Gano,5443,K,CAR,3,0,1,1,100.0,3,2,66.7,5,67.2,0,0,,4,4,100.0,0,2,2,100.0,8,7,87.5,2,2,100.0
Dan Bailey,6796,K,DAL,3,0,1,1,100.0,4,4,100.0,9,73.5,0,0,,8,8,100.0,0,0,0,,7,7,100.0,2,2,100.0
Kai Forbath,6860,K,WAS,3,0,0,0,,3,3,100.0,32,59.2,0,0,,10,9,90.0,0,2,1,50.0,5,4,80.0,0,0,
Randy Bullock,7154,K,HST,3,0,0,0,,1,1,100.0,13,66.4,0,0,,7,7,100.0,0,3,3,100.0,6,5,83.3,2,1,50.0
Greg Zuerlein,7163,K,SL,3,0,2,1,50.0,2,2,100.0,26,73.6,0,0,,5,5,100.0,0,3,3,100.0,8,7,87.5,1,1,100.0
Blair Walsh,7167,K,MIN,3,0,1,1,100.0,3,2,66.7,18,72.8,0,0,,5,5,100.0,0,1,1,100.0,6,5,83.3,1,1,100.0
Justin Tucker,7604,K,BLT,3,0,1,0,0.0,0,0,,3,59.6,0,0,,5,5,100.0,0,4,4,100.0,9,8,88.9,4,4,100.0
Caleb Sturgis,7948,K,MIA,3,0,1,1,100.0,1,0,0.0,17,59.2,0,0,,5,5,100.0,0,2,2,100.0,8,7,87.5,4,4,100.0
Brandon McManus,8437,K,DEN,3,0,0,0,,0,0,,10,62.4,0,0,,8,8,100.0,0,0,0,,3,3,100.0,3,3,100.0
Nate Freese,8863,K,DET,3,0,0,0,,4,0,0.0,11,29.7,0,0,,6,6,100.0,0,1,1,100.0,7,3,42.9,2,2,100.0
Cairo Santos,8932,K,KC,3,0,0,0,,2,1,50.0,16,44.8,0,0,,7,7,100.0,0,2,1,50.0,4,2,50.0,0,0,
Cody Parkey,9030,K,PHI,3,0,2,2,100.0,0,0,,24,66.8,0,0,,11,11,100.0,0,5,4,80.0,9,8,88.9,2,2,100.0
Chandler Catanzaro,9140,K,ARZ,3,0,1,1,100.0,2,2,100.0,1,73.4,0,0,,3,3,100.0,0,5,5,100.0,9,9,100.0,1,1,100.0
Patrick Murray,9389,K,TB,3,0,0,0,,0,0,,30,62.8,0,0,,6,6,100.0,0,1,1,100.0,2,1,50.0,1,0,0.0
