player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,16,83,83,4.31,38.78,46.05,12.6,0,0,12,25,13,63.6,32,71,4,0,38.6,403,32,84,357.88,3219,10,3822
Dave Zastudil,1113,P,ARZ,1,11,11,4.03,36.27,42.45,8.0,0,0,0,2,1,47.5,2,53,2,0,54.5,48,6,11,44.3,399,1,467
Mike Scifres,1458,P,SD,13,55,55,4.58,39.51,45.71,10.5,0,0,9,12,27,74.3,22,72,7,0,38.2,221,21,56,252.15,2173,6,2514
Mat McBriar,1659,P,SD,3,13,13,4.15,35.38,46.92,13.0,0,0,0,1,27,56.9,2,58,1,0,76.9,130,10,13,53.89,460,1,610
Ben Roethlisberger,1732,QB,PIT,1,0,0,0.0,0.0,0.0,,0,0,0,0,25,60.0,0,0,0,0,0.0,0,0,1,0.0,0,0,0
Andy Lee,1906,P,SF,16,72,72,4.49,40.19,46.81,9.6,0,1,3,22,28,75.4,29,71,3,1,48.6,336,35,74,323.05,2894,7,3370
Donnie Jones,1939,P,PHI,16,76,76,4.29,38.86,43.83,8.2,0,0,13,22,24,60.1,35,68,5,0,38.2,238,29,76,326.04,2953,7,3331
Dustin Colquitt,2316,P,KC,16,71,71,4.41,40.44,44.48,6.7,0,0,13,20,16,71.8,33,69,2,0,39.4,187,28,71,312.87,2871,5,3158
Michael Koenen,2682,P,TB,16,79,79,4.33,37.04,39.92,5.9,0,0,14,26,30,51.1,19,56,6,0,40.5,188,32,79,341.68,2926,2,3154
Nick Novak,2726,K,SD,1,6,6,4.33,36.67,40.0,5.0,0,0,0,2,27,52.6,1,51,0,0,66.7,20,4,6,25.95,220,0,240
Sam Koch,3148,P,BLT,16,60,60,4.22,42.9,47.0,7.2,0,0,7,14,3,69.6,29,73,11,0,38.3,166,23,60,253.22,2574,4,2820
Jon Ryan,3493,P,SEA,16,61,61,4.53,38.72,44.05,12.8,0,0,9,22,29,80.1,28,66,7,0,26.2,205,16,62,276.15,2362,6,2687
Steve Weatherford,3552,P,NYG,16,80,80,4.12,39.08,45.5,10.6,0,0,15,17,21,61.8,26,71,5,0,46.3,394,37,81,329.77,3126,6,3640
Brandon Fields,3841,P,MIA,16,58,58,4.1,38.97,46.31,10.2,0,1,3,11,17,61.2,23,60,5,1,62.1,366,36,60,237.84,2260,3,2686
Brett Kern,4580,P,TEN,16,88,88,4.38,41.23,46.8,8.1,0,0,6,25,31,73.2,31,79,7,0,48.9,350,43,89,385.62,3628,7,4118
Kevin Huber,5066,P,CIN,16,73,73,4.31,41.96,46.7,7.5,0,0,14,15,7,65.1,29,69,8,0,41.1,226,30,73,314.31,3063,6,3409
Thomas Morstead,5088,P,NO,15,58,58,4.58,42.81,46.21,4.0,0,1,10,12,20,85.0,21,63,5,1,41.4,97,24,59,265.84,2483,5,2680
Pat McAfee,5146,P,IND,16,68,68,4.54,42.71,46.6,6.2,0,0,5,19,14,92.5,29,61,7,0,48.5,205,33,68,308.84,2904,3,3169
Britton Colquitt,5192,P,DEN,16,69,69,4.45,37.25,43.78,12.4,0,0,7,20,10,60.5,26,65,6,0,43.5,371,30,69,307.01,2570,4,3021
Tim Masthay,5510,P,GB,14,49,49,4.23,38.39,43.61,8.9,0,0,10,10,12,48.5,15,63,4,0,44.9,196,22,51,207.27,1881,3,2137
Matt Bosher,6344,P,ATL,16,67,67,4.76,40.75,45.67,10.0,0,0,3,29,2,87.0,27,66,5,0,37.3,250,25,67,318.59,2730,4,3060
Spencer Lanning,6566,P,CLV,16,93,93,4.34,39.18,44.45,7.4,0,0,11,26,8,54.8,27,63,4,0,45.2,310,42,94,403.85,3644,9,4134
Chris Jones,6798,P,DAL,16,57,57,4.5,40.33,45.25,10.0,0,0,4,15,9,73.0,23,62,9,0,42.1,240,24,58,256.35,2299,2,2579
Bryan Anger,7072,P,JAX,16,94,94,4.48,39.29,47.28,10.8,0,0,5,20,15,70.0,27,69,7,0,54.3,551,51,96,421.02,3693,10,4444
Brad Nortman,7192,P,CAR,16,72,72,4.47,37.06,44.49,15.5,0,0,14,20,5,66.5,27,72,5,0,38.9,435,28,74,322.09,2668,5,3203
Johnny Hekker,7252,P,SL,16,80,80,4.59,42.86,46.51,7.1,0,0,10,28,26,92.1,35,61,10,0,33.8,192,27,81,367.52,3429,5,3721
Drew Butler,7302,P,ARZ,15,79,79,4.57,38.0,42.13,9.0,0,0,8,36,1,63.8,35,67,5,0,31.6,226,25,81,361.39,3002,5,3328
Marquette King,7410,P,OAK,16,109,109,4.5,39.88,45.17,11.2,0,0,21,33,23,64.8,32,62,5,0,42.2,516,46,109,490.71,4347,3,4923
Ryan Quigley,7573,P,NYJ,16,78,78,4.45,40.44,45.95,10.4,0,0,9,24,22,72.8,25,69,10,0,30.8,250,24,79,346.72,3154,9,3584
Jeff Locke,7937,P,MIN,16,75,75,4.35,39.08,44.16,6.7,0,0,10,20,18,53.3,27,62,1,0,52.0,261,39,76,326.06,2931,6,3312
Sam Martin,7947,P,DET,16,68,68,4.69,39.38,45.53,9.9,0,0,9,22,11,90.7,29,71,2,0,47.1,318,32,68,318.67,2678,5,3096
Colton Schmidt,8104,P,BUF,16,86,86,4.42,38.63,42.88,6.6,0,0,11,20,4,63.3,34,67,11,0,43.0,246,37,86,380.02,3322,6,3688
Ryan Allen,8242,P,NE,16,66,66,4.27,40.5,46.39,9.0,0,0,10,15,19,57.5,26,67,5,0,45.5,269,30,67,281.81,2673,6,3062
Brad Wing,8256,P,PIT,16,61,61,4.33,38.57,43.66,8.5,0,0,9,18,25,54.8,23,74,3,0,44.3,230,27,61,264.26,2353,4,2663
Tress Way,8358,P,WAS,16,76,76,4.57,40.29,47.5,10.5,0,0,12,11,32,75.3,22,77,6,0,51.3,408,39,77,347.55,3062,7,3610
Pat O'Donnell,8826,P,CHI,15,71,71,4.44,38.25,43.85,10.9,0,0,8,21,6,71.9,23,63,8,0,43.7,337,31,72,314.94,2716,3,3113
