player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,15,165,0,25,0,-2.2,3,83.3,,0,0,11.8,2,3,1,36.9,45.5,0,41,0.0,0,60,15,98.3,59,96.1,18,10.9,0,127,160,10.7,8.5,2.15,7.4,2,75.9,,0,0,4.3,1,15,1,91.3,91.7,0,41,0.0,0,106,22,95.3,101,131.4,29,17.6,2,300,130,5.9,13.6,2.97
Demaryius Thomas,5547,WR,DEN,15,161,0,10,0,0.1,2,82.6,,0,0,9.5,2,6,0,57.8,86.2,0,26,0.0,0,67,19,94.0,63,96.4,23,14.3,0,164,162,8.5,8.6,2.6,9.8,2,66.7,,0,0,4.8,1,13,0,66.5,90.3,2,32,0.0,0,114,20,95.6,109,99.4,30,18.6,5,216,88,4.4,10.8,1.98
Julio Jones,6158,WR,ATL,14,148,0,2,0,-1.1,4,78.9,,0,0,11.8,2,4,1,36.2,62.9,0,22,0.0,0,50,15,96.0,48,97.1,19,12.8,0,139,154,10.3,9.3,2.9,11.6,2,65.0,,0,0,7.1,1,11,0,67.0,90.7,1,27,0.0,0,71,13,97.2,69,89.8,20,13.5,1,181,74,5.7,13.9,2.62
Jordy Nelson,4350,WR,GB,15,139,0,12,0,-0.1,0,90.0,,0,0,0.0,0,0,0,91.6,50.9,0,9,0.0,0,36,9,97.2,35,82.1,10,7.2,0,37,39,4.3,4.1,1.06,8.2,5,73.1,,0,0,5.0,1,13,0,44.8,84.7,0,24,0.0,0,119,19,95.0,113,108.5,26,18.7,1,204,66,3.5,10.7,1.81
Kelvin Benjamin,8663,WR,CAR,15,137,0,5,0,-3.0,1,100.0,,0,0,0.0,0,1,0,78.7,49.1,0,3,0.0,0,42,1,100.0,42,79.2,1,0.7,0,3,6,6.0,3.0,0.07,15.1,3,31.3,,0,0,37.5,3,3,1,45.3,76.7,0,18,0.0,0,72,5,97.2,70,40.6,16,11.7,0,46,13,2.6,9.2,0.66
Vincent Jackson,2278,WR,TB,15,136,0,30,0,-2.0,0,50.0,,0,0,50.0,1,1,0,24.2,42.6,0,8,0.0,0,40,1,95.0,38,60.4,2,1.5,0,8,10,10.0,8.0,0.21,15.1,4,41.4,,0,0,7.7,1,7,0,64.3,73.7,2,50,0.0,0,148,12,93.2,138,33.7,29,21.3,0,180,38,3.2,15.0,1.3
Jeremy Maclin,4942,WR,PHI,15,134,0,24,0,-2.6,4,80.0,,0,0,5.9,1,6,0,81.2,80.8,0,50,0.0,0,58,16,96.6,56,134.2,20,14.9,2,164,207,12.9,10.3,2.93,12.3,4,66.7,,0,0,5.3,1,14,0,90.9,80.8,0,68,0.0,0,133,18,96.2,128,142.9,27,20.1,6,296,123,6.8,16.4,2.31
Alshon Jeffery,7048,WR,CHI,15,131,0,6,0,-2.0,2,95.7,,0,0,0.0,0,10,0,93.3,90.3,0,25,0.0,0,73,22,98.6,72,122.8,23,17.6,2,150,195,8.9,6.8,2.08,9.3,1,62.5,,0,0,9.1,1,5,0,65.4,76.9,0,14,0.0,0,128,10,92.2,118,115.1,16,12.2,2,82,38,3.8,8.2,0.69
Emmanuel Sanders,5606,WR,DEN,15,131,0,10,0,-1.1,0,87.5,,0,0,6.7,1,4,0,78.3,71.5,0,13,0.0,0,64,14,93.8,60,108.3,16,12.2,1,80,96,6.9,5.7,1.33,9.9,5,85.4,,0,0,5.4,2,22,0,90.4,89.9,0,42,0.0,0,217,35,93.5,203,131.7,41,31.3,2,480,137,3.9,13.7,2.36
Golden Tate,5585,WR,DET,15,131,0,11,0,-2.6,7,95.5,,0,0,0.0,0,10,0,93.3,87.8,0,24,0.0,0,70,21,94.3,66,109.5,22,16.8,1,146,200,9.5,7.0,2.21,8.5,12,71.9,,0,0,6.1,3,30,0,75.4,79.0,2,73,0.0,0,363,46,93.9,341,102.3,64,48.9,2,659,364,7.9,14.3,1.93
