player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Teddy Bridgewater,8667,QB,MIN,3,2.81,2.54,3.34,5.13,105,18,76.7,43,45,2.6,1.87,1,0,0.0,66.7,30,10,9.1,46,43.8,3,15,,,,,80.1,70.1,77.8,,69.1,,,,,,1,1,48,10.0,77.8,2.2,1,0,0,0,0,0,0.0,318,7.1,71.8,39,42,10.5,3.55,0,0,0.0,57.1,24,33,14.3,59,56.2,4,17,,,,,41.0,62.7,78.9,,58.3,,,71.8,,,1,2,64,27.3,63.3,15.3,9,8,0,2,0,2,3.1,337,8.0
Chad Henne,4371,QB,JAX,3,2.53,2.34,3.36,4.55,97,15,68.8,48,53,6.4,2.03,4,1,1.9,54.7,29,18,12.1,56,57.7,4,12,,,,,81.1,47.0,78.5,,47.8,,,,,,1,1,58,16.7,76.5,5.4,3,0,0,0,2,2,3.4,306,5.8,60.9,23,25,14.2,3.29,0,3,11.5,52.0,13,26,7.1,40,41.2,1,8,,,,,79.3,51.9,77.3,,50.4,,,66.5,,,1,0,42,50.0,89.8,32.5,13,2,0,1,1,2,4.8,186,7.4
Drew Stanton,3659,QB,ARZ,3,2.51,2.43,3.46,3.65,95,1,72.9,48,51,6.6,1.88,2,1,1.9,60.8,31,10,11.4,51,53.7,4,15,,,,,80.9,56.1,78.3,,56.2,,,,,,0,0,54,0.0,74.4,0.0,0,0,0,1,0,1,1.9,265,5.2,45.5,33,37,22.6,3.23,1,3,7.0,32.4,12,17,20.0,44,46.3,3,13,,,,,80.6,61.2,78.1,,60.1,,,64.1,,,1,0,52,29.4,76.9,11.4,5,2,0,2,2,2,3.8,264,7.1
Carson Palmer,1317,QB,ARZ,2,2.67,2.6,3.37,4.83,88,1,73.2,41,41,7.5,1.83,0,3,7.0,68.3,28,8,6.7,41,46.6,2,13,,,,,79.5,68.6,77.4,,67.7,,,,,,0,0,43,0.0,100.8,0.0,0,0,0,0,2,1,2.3,251,6.1,72.2,36,40,11.2,3.48,0,2,4.5,60.0,24,25,7.7,46,52.3,2,17,,,,,30.0,66.2,78.0,,62.7,,,73.9,,,0,0,50,12.0,100.3,6.5,3,3,0,4,2,4,8.0,303,7.6
Kyle Orton,2323,QB,BUF,2,2.47,2.39,3.34,,87,4,68.3,41,41,6.8,1.9,0,1,2.3,68.3,28,11,0.0,42,48.3,0,16,,,,,79.8,58.6,77.6,,58.5,,,,,,0,1,45,9.1,95.0,2.4,1,0,0,0,2,1,2.2,294,7.2,79.4,34,39,9.3,3.0,1,2,5.0,64.1,25,22,7.4,45,51.7,2,14,,,,,29.4,69.3,77.7,,68.4,,,,,,1,1,46,27.3,86.6,13.3,6,0,0,3,1,2,4.3,311,8.0
Charlie Whitehurst,3026,QB,TEN,3,3.06,2.86,3.49,5.32,85,31,79.3,29,29,7.3,2.03,0,2,6.7,72.4,21,7,8.7,31,36.5,2,9,,,,,77.6,59.8,76.4,,59.7,,,,,,0,0,32,28.6,111.4,6.5,2,0,0,0,2,1,3.1,181,6.2,72.7,33,43,16.0,3.65,1,3,6.7,48.8,21,28,12.5,54,63.5,3,19,,,,,81.2,80.5,78.5,,79.9,,,60.6,,,2,1,57,21.4,81.8,11.1,6,5,0,7,1,0,0.0,423,9.8
Matt Cassel,2447,QB,MIN,3,2.63,2.46,3.34,5.0,81,18,82.8,29,31,4.8,1.94,2,0,0.0,67.7,21,10,12.5,31,38.3,3,10,,,,,77.6,72.5,76.3,,71.4,,,,,,0,1,31,0.0,74.1,0.0,0,0,0,0,0,0,0.0,216,7.0,61.1,36,40,7.8,3.07,1,0,0.0,50.0,20,26,9.1,50,61.7,2,12,,,,,23.7,33.2,78.3,,33.1,,,63.1,,,2,3,55,26.9,59.3,14.0,7,3,0,1,3,5,9.1,209,5.2
Josh McCown,1085,QB,TB,3,2.64,2.56,3.06,3.77,75,30,80.6,31,31,5.5,1.89,0,1,3.1,74.2,23,9,8.0,32,42.7,2,7,,,,,77.9,68.6,76.6,,67.7,,,,,,0,0,34,11.1,85.8,3.1,1,0,0,0,0,0,0.0,163,5.3,67.6,34,36,11.3,3.2,0,2,5.3,55.6,20,22,13.0,43,57.3,3,15,,,,,79.9,43.3,77.7,,40.2,,,70.4,,,0,4,47,18.2,57.1,9.3,4,3,0,2,2,5,10.6,257,7.1
Christian Ponder,6164,QB,MIN,1,2.81,2.57,3.42,5.03,53,18,66.7,18,18,3.5,1.85,0,0,0.0,55.6,10,5,16.7,18,34.0,2,4,,,,,74.5,51.6,74.3,,52.1,,,,,,0,0,18,0.0,66.2,0.0,0,0,0,0,0,0,0.0,77,4.3,56.0,25,26,12.8,3.3,0,2,7.1,46.2,12,22,14.3,35,66.0,2,11,,,,,78.6,53.0,76.9,,49.2,,,72.5,,,0,2,37,27.3,31.7,17.1,6,3,0,1,0,1,2.7,145,5.6
Derek Anderson,2430,QB,CAR,3,2.28,2.24,2.1,4.5,50,5,78.1,32,33,8.4,1.91,0,2,5.9,75.8,25,11,0.0,34,68.0,0,16,,,,,78.3,63.9,0.0,,65.3,,,,,,0,0,35,9.1,118.9,2.9,1,0,0,1,2,2,5.7,265,8.0,78.6,14,15,6.9,3.06,0,0,0.0,66.7,10,3,9.1,16,32.0,1,6,,,,,73.9,77.3,73.9,,77.8,,,58.3,,,1,0,16,0.0,112.1,0.0,0,1,0,0,1,0,0.0,116,7.7
Robert Griffin III,7008,QB,WAS,2,3.02,2.89,3.65,5.6,45,32,100.0,19,19,4.1,1.87,0,1,5.0,100.0,19,5,0.0,19,42.2,0,8,,,,,75.1,76.0,74.7,,74.6,,,,,,0,0,20,0.0,106.4,0.0,0,0,0,0,0,0,0.0,181,9.5,75.0,16,21,13.6,3.85,1,3,14.3,57.1,12,19,0.0,26,57.8,0,6,,,,,76.8,75.4,75.8,,76.4,,,56.8,,,0,0,27,21.1,74.3,15.4,4,1,0,4,0,1,3.7,124,5.9
Michael Vick,773,QB,NYJ,3,3.15,2.78,3.73,9.0,24,22,57.1,7,7,12.9,2.13,0,0,0.0,57.1,4,4,0.0,8,33.3,0,2,,,,,70.3,56.6,71.5,,56.8,,,,,,0,0,8,25.0,67.0,12.5,1,0,0,0,0,0,0.0,29,4.1,41.7,12,13,10.2,3.67,0,0,0.0,30.8,4,8,20.0,16,66.7,1,1,,,,,74.2,31.6,0.0,,40.8,,,57.9,,,0,0,17,25.0,40.2,12.5,2,1,0,1,0,1,5.9,18,1.4
Matt McGloin,8374,QB,OAK,1,2.56,2.56,2.5,,20,23,63.6,11,11,7.3,2.06,0,0,0.0,63.6,7,3,0.0,11,55.0,0,3,,,,,71.9,42.4,72.6,,43.7,,,,,,0,1,11,0.0,40.0,0.0,0,0,0,0,0,2,18.2,60,5.5,85.7,7,8,12.4,3.16,0,1,12.5,62.5,5,5,16.7,9,45.0,1,4,,,,,70.9,68.6,71.9,,67.8,,,,,,0,1,9,20.0,90.1,11.1,1,0,0,1,1,0,0.0,69,8.6
Shaun Hill,1255,QB,SL,1,2.76,2.77,2.6,,14,26,83.3,6,6,4.2,1.95,0,0,0.0,66.7,4,2,20.0,6,42.9,1,1,,,,,68.9,56.6,70.6,,56.8,,,,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,0,0.0,14,2.3,66.7,6,7,16.5,3.36,0,0,0.0,57.1,4,5,0.0,8,57.1,0,3,,,,,18.3,51.4,71.9,,52.0,,,,,,0,1,9,20.0,50.0,12.5,1,0,0,1,0,2,22.2,67,9.6
Logan Thomas,8755,QB,ARZ,1,3.22,2.98,4.2,,10,1,50.0,4,4,5.0,1.98,0,0,0.0,0.0,0,1,100.0,4,40.0,2,0,,,,,66.9,51.9,69.2,,52.5,,,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,4,10.5,4.05,0,0,0.0,25.0,1,4,0.0,6,60.0,0,1,,,,,68.9,66.0,70.6,,65.4,,,,,,0,0,6,50.0,118.8,33.3,2,0,0,2,1,0,0.0,81,20.3
Jimmy Garoppolo,8697,QB,NE,1,2.16,1.97,3.5,,8,19,100.0,5,5,-0.2,1.66,0,0,0.0,100.0,5,0,0.0,5,62.5,0,3,,,,,68.0,64.2,69.9,,63.8,,,,,,0,0,5,,158.3,0.0,0,0,0,0,1,0,0.0,69,13.8,50.0,2,2,9.0,3.0,0,0,0.0,50.0,1,1,0.0,3,37.5,0,0,,,,,65.5,69.7,68.2,,68.8,,,,,,0,0,3,100.0,56.3,33.3,1,0,0,0,0,0,0.0,1,0.5
Ryan Nassib,7892,QB,NYG,1,2.9,2.36,4.25,,7,21,100.0,4,4,3.8,1.95,0,0,0.0,100.0,4,0,0.0,4,57.1,0,2,,,,,66.9,70.3,69.2,,69.3,,,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,60,15.0,100.0,1,1,2.0,4.17,0,0,0.0,0.0,0,3,100.0,3,42.9,1,0,,,,,18.0,25.2,69.2,,26.4,,,,,,0,0,4,66.7,39.6,66.7,2,0,0,0,0,0,0.0,0,0.0
Jason Campbell,2242,QB,CIN,2,2.26,2.26,,,7,7,75.0,4,4,0.8,2.03,0,0,0.0,75.0,3,0,0.0,4,57.1,0,1,,,,,66.9,64.4,69.2,,64.0,,,,,,0,0,4,,111.5,0.0,0,0,0,0,0,0,0.0,45,11.3,66.7,3,3,8.0,2.57,0,0,0.0,33.3,1,0,50.0,3,42.9,1,0,,,,,65.5,63.7,68.2,,63.3,,,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,-3,-1.0
Zach Mettenberger,8813,QB,TEN,1,2.56,2.56,,,5,31,33.3,3,3,13.0,2.3,0,0,0.0,33.3,1,0,0.0,3,60.0,0,0,,,,,65.5,43.3,68.2,,44.8,,,,,,0,0,3,,46.5,0.0,0,0,0,0,0,0,0.0,12,4.0,50.0,2,2,9.5,2.95,0,0,0.0,50.0,1,1,0.0,2,40.0,0,0,,,,,63.6,46.7,66.9,,48.0,,,,,,0,1,2,0.0,16.7,0.0,0,0,0,0,0,0,0.0,5,2.5
Matt Flynn,4523,QB,GB,1,3.04,3.04,,,5,12,100.0,3,3,5.3,1.83,0,0,0.0,100.0,3,1,0.0,3,60.0,0,2,,,,,65.5,64.0,68.2,,63.6,,,,,,0,0,3,0.0,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,0.0,2,2,22.0,4.85,0,0,0.0,0.0,0,1,,2,40.0,0,0,,,,,63.6,34.4,66.9,,36.8,,,,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Matt Hasselbeck,408,QB,IND,1,2.18,2.18,,,4,14,100.0,2,2,2.0,1.5,0,0,0.0,100.0,2,0,0.0,2,50.0,0,1,,,,,63.6,61.6,66.9,,61.4,,,,,,0,0,2,,108.3,0.0,0,0,0,0,0,0,0.0,20,10.0,50.0,2,2,22.0,2.85,0,0,0.0,0.0,0,0,100.0,2,50.0,1,0,,,,,63.6,60.4,66.9,,60.3,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
T.J. Yates,6304,QB,ATL,1,2.5,2.5,,,4,2,50.0,2,2,15.0,2.3,0,0,0.0,50.0,1,2,0.0,2,50.0,0,1,,,,,63.6,75.5,66.9,,74.0,,,,,,0,1,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,40,20.0,100.0,2,2,6.5,2.7,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,,,,63.6,74.0,66.9,,72.6,,,,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0
