player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,6,4,7.4,0,0,23,82.2,84.2,85.5,83.2,68.7,75.6,13.3,4,0,209,220,3.8,8,22
John Abraham,591,ED,ARZ,1,0,-4.0,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0.0,0,0,13,13,7.7,1,1
Justin Smith,776,DI,SF,7,5,2.2,0,1,28,62.8,76.0,60.0,54.7,90.6,78.0,0.0,0,1,101,103,6.9,7,11
Ryan Pickett,799,DI,HST,4,1,1.5,0,0,13,,54.3,79.9,52.8,56.4,72.0,28.6,2,0,60,61,6.7,4,4
Julius Peppers,1010,ED,GB,7,4,2.7,1,0,12,70.7,72.6,56.2,77.4,56.0,45.8,12.5,2,3,148,150,3.4,5,10
Dwight Freeney,1019,ED,SD,7,0,,0,0,27,72.5,70.1,64.5,70.9,56.5,36.7,,0,1,87,89,0.0,0,0
Larry Foote,1126,LB,ARZ,6,5,3.1,0,0,1,37.2,44.6,0.0,50.6,69.7,33.5,4.5,1,3,129,131,9.3,12,16
Brett Keisel,1204,DI,PIT,7,2,2.0,1,0,25,64.6,50.4,55.6,53.5,51.3,55.1,0.0,0,1,93,95,3.2,3,3
Ryan Clark,1229,S,WAS,7,9,6.4,0,0,32,42.4,37.4,83.5,60.3,34.7,40.4,31.0,9,0,163,173,2.5,4,11
James Harrison,1251,ED,PIT,4,1,2.5,0,0,25,66.5,63.2,26.3,68.1,57.2,78.4,0.0,0,1,44,45,9.1,4,4
Terence Newman,1321,CB,CIN,6,2,3.7,0,0,7,64.9,66.2,84.8,,66.3,58.4,27.3,3,3,159,166,3.1,5,6
Kevin Williams,1325,DI,SEA,6,4,1.8,0,0,29,57.2,57.3,81.8,55.4,60.6,59.9,7.1,1,0,77,82,10.4,8,9
Terrell Suggs,1326,ED,BLT,7,2,0.3,0,0,3,64.6,79.3,46.6,70.6,84.7,70.5,7.7,1,2,107,109,8.4,9,10
Troy Polamalu,1332,S,PIT,7,2,4.3,0,0,25,74.2,69.7,0.0,51.9,73.5,58.9,13.8,4,5,170,177,8.2,14,23
Calvin Pace,1334,ED,NYJ,7,3,3.4,0,0,22,66.0,62.7,32.7,53.9,70.6,64.2,11.1,1,3,127,131,3.1,4,5
Charles Tillman,1351,CB,CHI,2,0,27.0,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,0.0,0,0,44,44,0.0,0,2
Rashean Mathis,1355,CB,DET,7,0,5.0,1,0,11,75.3,73.8,44.5,59.3,62.4,57.2,50.0,1,4,147,155,0.0,0,1
Osi Umenyiora,1371,ED,ATL,7,2,3.8,0,0,2,29.1,49.4,80.4,53.7,62.9,74.2,0.0,0,1,31,31,9.7,3,5
Cory Redding,1381,DI,IND,7,2,1.6,0,0,14,70.1,66.0,4.7,66.2,63.1,78.1,18.2,2,3,106,109,6.6,7,7
Lance Briggs,1383,LB,CHI,5,7,2.3,0,0,6,54.3,59.9,75.7,54.7,68.1,47.5,15.8,3,0,118,122,5.9,7,9
Jarret Johnson,1421,ED,SD,6,4,4.1,0,1,27,77.9,75.1,51.8,52.9,79.6,81.5,7.7,1,1,101,105,5.0,5,8
Ike Taylor,1437,CB,PIT,3,0,13.5,2,0,25,55.2,50.8,0.0,,57.4,45.5,33.3,1,3,67,69,0.0,0,2
Chris Clemons,1585,ED,JAX,7,4,6.9,4,0,15,61.9,48.4,0.0,52.9,60.0,58.4,7.7,1,6,106,106,4.7,5,8
Colin Cole,1589,DI,CAR,7,5,3.3,0,0,5,,55.3,81.7,47.9,59.9,73.9,0.0,0,0,78,78,6.4,5,8
Cullen Jenkins,1637,DI,NYG,7,2,0.8,0,0,21,62.8,70.3,83.8,75.9,52.2,56.1,11.1,1,0,69,71,8.7,6,6
DeAngelo Hall,1729,CB,WAS,3,0,3.0,0,0,32,50.6,50.9,0.0,58.6,83.6,76.1,0.0,0,1,49,52,6.1,3,4
