player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,13,0,0,23,82.1,0,0,11,2.5,9.1,1,0,9.1,1,487,12,1,0,87.0,0,0,9,4.8,11.1,1,11.1,1,208,10,1
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,13,1,0,28,58.8,9,17,342,99.5,8.8,30,1,5.3,5,370,368,31,1,71.5,6,12,145,100.0,16.6,24,9.0,4,161,161,22
Ryan Pickett,799,DI,HST,10,2,0,13,49.9,0,1,111,100.0,1.8,2,0,0.5,0,118,118,1,1,52.8,0,0,22,100.0,0.0,0,0.0,0,27,27,0
Julius Peppers,1010,ED,GB,13,3,1,12,76.2,9,24,373,92.2,12.3,46,3,6.0,6,425,392,39,2,83.6,6,16,173,93.8,17.9,31,9.8,6,195,183,28
Dwight Freeney,1019,ED,SD,13,0,0,27,67.9,7,34,322,96.4,16.1,52,3,7.0,2,363,350,43,0,72.9,4,23,153,98.3,22.9,35,10.1,2,176,173,29
Larry Foote,1126,LB,ARZ,13,0,0,1,49.8,3,10,152,28.3,7.2,11,3,4.9,1,568,161,14,0,49.2,1,4,81,33.6,8.6,7,4.3,1,259,87,6
Brett Keisel,1204,DI,PIT,12,4,1,25,56.0,6,13,271,98.0,6.6,18,1,3.9,1,295,289,20,2,59.6,4,7,113,99.2,9.7,11,5.8,1,119,118,12
Ryan Clark,1229,S,WAS,13,0,0,32,35.6,0,3,19,4.4,0.0,0,2,13.2,1,481,21,4,0,29.8,0,2,9,5.0,0.0,0,11.1,0,218,11,2
James Harrison,1251,ED,PIT,9,0,0,25,75.3,13,8,138,77.7,19.6,27,2,10.5,4,193,150,25,0,67.0,6,3,58,84.0,22.4,13,12.9,3,75,63,12
Terence Newman,1321,CB,CIN,12,0,0,7,55.5,0,1,2,0.4,0.0,0,6,25.0,0,494,2,1,0,55.5,0,1,2,0.9,0.0,0,25.0,0,231,2,1
Kevin Williams,1325,DI,SEA,13,2,0,29,53.4,1,7,145,95.2,5.5,8,0,2.8,0,167,159,8,1,54.5,0,3,45,100.0,6.7,3,3.3,0,51,51,3
Terrell Suggs,1326,ED,BLT,13,1,1,3,69.7,11,23,399,90.1,14.3,57,8,6.8,10,466,420,44,0,71.8,8,13,200,94.3,18.0,36,8.8,7,227,214,28
Troy Polamalu,1332,S,PIT,11,0,0,25,74.3,2,3,33,8.4,9.1,3,6,10.6,1,406,34,6,0,85.8,1,1,12,8.6,8.3,1,16.7,1,152,13,3
Calvin Pace,1334,ED,NYJ,13,1,0,22,47.7,1,12,195,52.0,5.6,11,3,4.9,3,400,208,16,0,46.8,0,6,68,56.3,7.4,5,7.4,2,135,76,8
Charles Tillman,1351,CB,CHI,2,0,0,6,68.5,1,0,1,1.9,100.0,1,0,50.0,0,52,1,1,0,68.5,1,0,1,4.5,100.0,1,50.0,0,22,1,1
Rashean Mathis,1355,CB,DET,13,0,2,11,58.3,0,0,2,0.3,0.0,0,8,0.0,0,573,2,0,0,,0,0,0,0.0,,0,,0,276,0,0
Osi Umenyiora,1371,ED,ATL,13,0,0,2,61.0,6,20,236,98.4,12.7,30,1,6.8,3,250,246,29,0,67.6,6,16,152,98.1,17.1,26,8.6,2,159,156,24
