player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,1,0,0,0.0,0,0,23,80.3,90.1,79.9,66.6,74.2,70.8,0,0,1,,14.3,1,0,0,0.0,0,0,7,0,37,72,0,0,0,0,0,63,72,1,34,2,2,6,2,0,0,0,0,
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,1,2,1,,0,0,28,,79.4,77.3,68.0,75.5,73.3,0,1,0,,0.0,0,0,0,0.0,0,2,3,0,0,49,46,0,0,10,36,0,3,28,21,0,2,2,0,3,0,0,0,
Julius Peppers,1010,ED,GB,1,0,0,,0,0,12,56.2,51.9,0.0,60.7,59.3,32.6,1,0,0,,40.0,2,0,1,0.0,0,0,9,0,0,59,50,0,0,48,2,0,9,31,28,0,0,3,0,1,0,0,0,
Dwight Freeney,1019,ED,SD,1,0,0,,0,0,27,60.0,77.7,79.1,73.4,66.2,,0,6,0,,100.0,1,0,0,0.0,0,0,1,0,1,48,47,0,0,30,17,0,1,34,13,0,0,0,0,6,0,0,0,
Larry Foote,1126,LB,ARZ,1,0,0,80.0,0,0,1,52.6,68.9,75.2,55.1,86.6,33.8,0,0,0,9,22.2,2,0,0,90.0,4,0,59,0,26,62,3,0,0,3,0,0,59,12,24,0,3,7,5,0,0,28,19,7.0
Brett Keisel,1204,DI,PIT,1,0,0,,0,0,25,60.0,52.4,75.8,56.4,51.7,69.9,1,1,0,,0.0,0,0,0,0.0,0,0,4,0,0,42,38,0,1,3,34,0,4,27,15,0,1,2,0,2,0,0,0,
Ryan Clark,1229,S,WAS,1,1,0,33.3,0,0,32,67.4,44.6,78.9,55.4,28.6,27.4,0,0,0,11,38.5,5,1,0,45.1,1,0,15,1,24,61,0,0,0,0,0,35,61,2,35,10,4,7,3,0,0,11,16,11.0
Terence Newman,1321,CB,CIN,1,0,0,70.0,0,0,7,46.6,49.8,78.7,,73.2,37.5,0,0,0,15,28.6,2,0,1,86.3,7,0,5,81,68,88,0,0,0,0,0,1,88,0,20,1,1,5,10,0,0,62,16,8.9
Kevin Williams,1325,DI,SEA,1,0,1,,0,0,29,60.1,61.8,75.3,61.7,59.5,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,24,24,1,21,0,2,0,0,13,10,0,0,1,0,0,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,59.3,75.1,78.5,74.0,66.8,74.5,0,1,0,,0.0,0,0,0,0.0,0,0,1,0,4,50,49,0,0,48,1,0,1,27,19,0,3,4,0,1,0,0,0,
Troy Polamalu,1332,S,PIT,1,2,0,,0,0,25,70.1,61.6,76.8,60.0,39.7,52.5,0,0,0,,16.7,2,0,0,0.0,0,0,34,1,36,68,0,0,0,0,0,26,68,1,31,7,3,8,0,0,0,0,0,
