player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
DeMarco Murray,6223,HB,DAL,5,130,30,11,34.8,233,0,670,2,4,30,408,73.6,20,38,9,4,51,27.9,73.5,82.9,,75.7,40.2,76.6,60.7,44,0,124,15,98,141,0,0,18,145,5,670,408,3.14,5.2,1.27,73
LeSean McCoy,4976,HB,PHI,5,93,11,4,27.5,75,0,273,0,4,11,174,26.2,9,17,24,2,14,42.4,51.2,86.6,,71.9,54.0,50.0,60.5,21,0,69,14,121,100,0,0,15,107,1,273,174,1.87,2.9,0.57,76
Rashad Jennings,5174,HB,NYG,5,91,9,4,16.2,64,0,396,2,4,9,204,28.6,11,26,21,1,35,63.4,62.3,83.0,,71.5,36.1,65.8,60.0,18,0,109,11,68,93,0,0,13,102,2,396,204,2.24,4.4,1.6,52
Le'Veon Bell,7829,HB,PIT,5,87,13,6,43.7,201,0,460,2,11,13,256,63.6,11,20,25,0,42,87.6,68.9,28.0,,71.9,64.4,70.1,60.0,81,1,228,24,146,93,0,0,27,111,1,460,256,2.94,5.3,1.56,41
Arian Foster,5398,HB,HST,4,86,19,5,31.7,128,0,404,1,2,19,226,55.7,10,17,13,1,20,63.8,66.9,83.4,,85.9,65.8,64.2,60.0,40,0,99,13,77,97,0,0,17,99,3,404,226,2.63,4.7,1.29,58
Stevan Ridley,6225,HB,NE,5,84,7,2,18.6,59,0,317,0,1,7,146,16.0,3,15,19,0,55,86.7,65.8,78.1,,84.2,52.1,65.6,60.0,43,0,14,3,45,98,0,0,3,87,2,317,146,1.74,3.8,0.31,29
Alfred Morris,7165,HB,WAS,5,84,9,6,33.2,116,0,349,0,0,9,180,21.9,8,16,32,2,7,34.2,53.9,79.3,,80.8,53.5,53.4,59.4,23,0,25,4,66,99,0,0,4,88,3,349,180,2.14,4.2,0.38,76
Matt Forte,4358,HB,CHI,5,82,8,3,16.0,51,0,319,1,11,8,168,33.0,7,21,6,1,44,66.1,56.7,84.9,,70.6,76.0,45.8,73.4,19,1,299,36,166,96,0,0,40,118,0,319,168,2.05,3.9,1.8,26
Frank Gore,2282,HB,SF,5,77,7,4,22.7,82,0,362,0,1,7,163,20.9,10,19,28,0,56,86.0,66.1,81.2,,80.8,57.6,62.8,76.4,28,0,68,4,77,98,0,0,4,81,1,362,163,2.12,4.7,0.88,19
Knile Davis,7878,HB,KC,5,73,14,7,49.2,161,0,327,3,2,14,183,49.5,8,13,16,3,32,26.6,46.0,82.1,,29.1,29.5,54.1,60.0,48,0,41,8,70,79,0,0,12,81,3,327,183,2.51,4.5,0.59,41
Trent Richardson,7009,HB,IND,5,70,16,3,23.8,57,0,240,3,8,16,174,70.2,6,10,14,2,32,32.9,61.4,80.7,,82.5,57.2,60.0,60.2,27,0,132,15,78,78,0,0,19,85,1,240,174,2.49,3.4,1.69,35
Marshawn Lynch,3628,HB,SEA,4,69,20,2,12.4,38,0,306,0,7,20,153,73.0,7,15,29,0,2,85.8,83.2,82.4,,63.5,80.2,80.1,60.2,21,0,126,13,73,79,0,0,15,82,3,306,153,2.22,4.4,1.73,67
Giovani Bernard,7818,HB,CIN,4,68,11,1,6.5,16,0,247,1,1,11,144,31.0,7,16,7,0,31,85.7,68.7,82.4,,87.9,64.2,66.8,60.6,16,0,158,14,73,84,0,0,20,82,3,247,144,2.12,3.6,2.16,37
Eddie Lacy,7842,HB,GB,5,65,16,4,29.7,79,0,266,0,5,16,167,71.9,9,11,12,1,21,56.9,63.3,83.1,,88.4,70.6,58.6,60.0,29,0,76,10,85,75,0,0,11,75,3,266,167,2.57,4.1,0.89,38
Steven Jackson,1745,HB,ATL,5,63,12,1,7.1,17,0,238,0,1,12,156,44.7,7,15,2,0,32,84.8,75.6,79.2,,84.8,77.2,70.6,60.0,17,0,57,9,49,64,0,0,11,72,2,238,156,2.48,3.8,1.16,27
Andre Ellington,7968,HB,ARZ,4,62,1,5,37.3,90,0,241,3,2,1,115,7.4,6,8,1,1,31,55.6,51.4,82.3,,64.3,51.2,51.8,59.9,22,0,162,13,82,69,0,0,18,75,1,241,115,1.85,3.9,1.98,26
C.J. Spiller,5534,HB,BUF,5,62,9,2,32.1,69,0,215,0,4,9,112,31.3,4,9,4,1,13,58.6,63.9,4.9,,38.3,87.5,59.2,60.3,47,0,112,13,54,67,0,0,14,75,0,215,112,1.81,3.5,2.07,45
Matt Asiata,6432,HB,MIN,5,62,8,0,0.0,0,0,231,2,1,8,123,24.1,3,12,18,1,20,55.7,52.6,82.1,,67.9,46.1,53.0,68.6,12,1,111,12,74,75,0,0,20,74,3,231,123,1.98,3.7,1.5,37
Khiry Robinson,8514,HB,NO,5,61,14,3,33.2,101,0,304,0,2,14,164,67.2,9,19,20,0,16,84.6,87.6,76.8,,81.6,62.9,85.4,60.2,62,0,26,3,36,73,0,0,4,64,2,304,164,2.69,5.0,0.72,40
Chris Ivory,6007,HB,NYJ,5,59,18,3,33.1,105,0,317,1,4,18,203,114.7,6,15,22,1,19,52.9,70.2,7.1,,46.4,47.5,73.9,77.5,71,1,71,7,51,76,0,0,11,66,2,317,203,3.44,5.4,1.39,40
Donald Brown,4950,HB,SD,5,59,7,1,12.7,16,0,126,1,0,7,121,19.9,3,5,27,0,20,85.0,51.3,82.7,,77.2,53.3,49.9,60.0,16,0,76,13,69,65,0,0,15,72,0,126,121,2.05,2.1,1.1,29
Montee Ball,7839,HB,DEN,4,55,14,3,32.0,55,0,172,0,2,14,119,54.1,4,9,10,1,19,53.1,64.3,81.8,,64.8,60.5,61.9,81.0,23,0,62,9,86,69,0,0,10,64,1,172,119,2.16,3.1,0.72,34
Andre Williams,8748,HB,NYG,5,54,6,1,13.5,23,0,170,2,0,6,87,16.7,2,11,21,0,26,83.6,62.6,79.7,,73.2,31.8,67.8,60.0,23,0,25,4,50,58,0,0,6,58,2,170,87,1.61,3.1,0.5,25
Terrance West,8729,HB,CLV,4,54,8,3,28.1,66,0,235,0,1,8,142,40.8,4,12,8,0,8,83.7,65.6,2.7,,77.3,58.4,66.1,60.0,29,1,27,4,41,60,0,0,4,58,2,235,142,2.63,4.4,0.66,46
Zac Stacy,7942,HB,SL,4,53,7,1,7.0,16,0,228,1,1,7,128,30.7,4,10,26,2,19,27.4,62.0,77.8,,78.1,69.3,58.7,60.2,16,0,98,10,60,59,0,0,12,63,1,228,128,2.42,4.3,1.63,32
Justin Forsett,4547,HB,BLT,5,50,10,5,45.1,134,0,297,2,6,10,132,57.9,12,16,3,0,4,84.4,72.6,81.9,,82.9,65.3,72.1,60.0,41,0,118,23,107,54,0,0,26,73,3,297,132,2.64,5.9,1.1,40
Ahmad Bradshaw,3866,HB,IND,5,49,9,3,30.8,77,0,250,1,7,9,140,68.2,5,10,14,1,25,51.0,73.2,82.6,,79.2,72.3,68.6,71.6,29,0,151,18,91,54,0,0,21,67,0,250,140,2.86,5.1,1.66,19
Lamar Miller,7097,HB,MIA,4,49,4,5,36.8,102,0,277,2,1,4,112,18.7,8,14,17,2,7,27.5,55.8,84.9,,73.4,46.9,57.8,60.8,24,0,53,12,85,57,0,0,15,61,2,277,112,2.29,5.7,0.62,42
Joique Bell,5797,HB,DET,4,48,2,1,11.2,17,0,152,0,1,2,86,9.4,4,8,11,2,25,26.5,54.2,6.0,,76.7,67.1,51.3,60.0,17,1,73,9,67,56,0,0,14,57,1,152,86,1.79,3.2,1.09,23
Chris Johnson,4338,HB,NYJ,5,48,6,1,18.3,35,0,191,1,2,6,125,36.5,4,5,22,1,13,46.6,47.0,83.2,,65.5,55.2,45.6,59.0,35,0,38,9,54,57,0,0,13,57,1,191,125,2.6,4.0,0.7,34
Toby Gerhart,5576,HB,JAX,5,47,3,0,0.0,0,0,123,0,1,3,97,15.0,3,10,15,1,17,46.4,42.0,79.5,,56.2,64.2,37.0,59.4,13,0,83,8,64,52,0,0,8,55,1,123,97,2.06,2.6,1.3,28
Bobby Rainey Jr.,7511,HB,TB,5,47,12,4,41.8,92,0,220,2,9,12,106,75.2,5,13,30,3,15,23.1,48.4,83.1,58.4,46.2,32.3,55.8,60.0,31,0,139,16,78,51,0,0,18,63,1,220,106,2.26,4.7,1.78,27
Reggie Bush,2947,HB,DET,5,45,7,2,26.1,42,0,161,2,2,7,90,27.7,2,4,11,0,16,83.4,67.2,82.8,,68.2,63.2,68.2,60.0,26,0,142,20,97,49,0,0,24,65,1,161,90,2.0,3.6,1.46,28
