player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Charles Woodson,330,S,OAK,3,2,8.0,25.0,98.0,92.0,23.0,0,1,2,50.0,23,82.5,89.7,82.7,66.4,77.5,75.1,1,9,11.1,1,2,0,0.0,1,100,102,0,6,4,0,9,4,0.1,9.0
John Abraham,591,ED,ARZ,1,0,,,13.0,,,0,0,0,,1,60.4,54.7,70.5,47.9,66.7,69.9,0,,,0,0,0,0.0,0,3,23,0,0,0,0,0,0,0.0,
Julius Peppers,1010,ED,GB,3,0,5.0,50.0,4.7,4.0,2.0,0,1,1,50.0,12,61.2,81.2,48.5,87.3,64.3,39.3,0,5,75.0,3,1,1,56.3,1,4,86,2,1,2,0,5,8,1.3,5.0
Dwight Freeney,1019,ED,SD,3,0,,,3.2,,,0,0,0,,27,61.5,78.5,82.9,75.0,65.2,70.2,0,,100.0,1,0,0,0.0,0,3,95,2,0,0,0,0,0,0.0,
Larry Foote,1126,LB,ARZ,3,0,4.5,81.3,68.5,6.4,5.2,0,0,0,0.0,1,39.6,48.4,3.0,48.9,75.9,28.8,1,17,43.8,7,0,1,86.5,13,89,130,3,9,16,1,96,50,1.2,7.4
Ryan Clark,1229,S,WAS,3,1,6.0,50.0,95.6,50.0,25.0,0,0,1,25.0,32,65.6,57.2,80.3,71.1,31.4,29.9,0,11,0.0,0,1,0,65.6,2,108,113,2,5,4,0,21,16,0.2,10.5
Terence Newman,1321,CB,CIN,3,0,10.1,56.0,100.0,10.7,6.0,0,1,2,8.0,7,65.9,68.9,82.0,,80.6,65.8,0,20,13.3,2,2,1,70.9,14,154,154,3,13,25,0,133,22,0.9,9.5
Kevin Williams,1325,DI,SEA,3,0,1.0,0.0,12.1,,6.0,0,0,0,0.0,29,57.0,58.4,79.6,56.6,64.7,71.5,0,,0.0,0,0,0,39.6,0,7,58,0,1,1,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,3,0,,,12.8,,,0,0,0,,3,61.7,79.1,81.5,64.5,84.6,78.3,0,,0.0,0,0,0,0.0,0,11,86,1,1,0,0,0,0,0.0,
Troy Polamalu,1332,S,PIT,3,1,2.0,100.0,96.7,35.0,35.0,0,0,0,0.0,25,70.6,66.3,0.0,50.0,54.5,55.5,0,23,15.4,2,0,1,138.2,3,117,121,2,10,3,1,23,24,0.2,7.7
Calvin Pace,1334,ED,NYJ,3,0,-2.3,75.0,44.5,17.0,12.8,0,0,0,0.0,22,66.7,64.3,34.2,54.6,73.5,50.5,0,11,25.0,1,0,2,85.4,3,53,119,2,3,4,0,20,28,0.4,6.7
Charles Tillman,1351,CB,CHI,2,0,12.1,77.8,98.1,6.9,5.3,0,1,1,11.1,6,68.6,67.4,80.4,68.5,46.5,83.2,0,22,0.0,0,1,0,97.2,7,51,52,4,8,9,0,66,9,1.4,9.4
Rashean Mathis,1355,CB,DET,3,1,11.4,60.0,99.1,17.0,10.2,0,0,1,10.0,11,73.1,70.2,83.0,59.3,48.5,60.3,0,24,0.0,0,1,1,112.1,6,112,113,1,6,10,1,64,17,0.6,10.7
Cory Redding,1381,DI,IND,3,0,,,1.2,,,0,0,0,,14,60.0,71.8,35.2,68.3,70.8,74.6,0,,,0,0,1,0.0,0,1,81,0,0,0,0,0,0,0.0,
Lance Briggs,1383,LB,CHI,3,1,5.6,85.7,91.5,8.6,7.4,0,0,0,0.0,6,43.0,51.4,74.2,52.4,67.1,50.5,0,24,25.0,2,0,0,129.5,12,107,117,3,5,14,1,131,76,1.3,10.9
Jarret Johnson,1421,ED,SD,2,0,0.4,80.0,37.7,4.5,3.6,0,0,0,0.0,27,80.4,71.5,78.6,47.3,73.2,77.0,0,37,0.0,0,0,0,107.5,4,20,53,1,5,5,0,49,48,2.7,12.3
Ike Taylor,1437,CB,PIT,3,1,15.1,58.3,100.0,12.3,7.2,2,1,2,16.7,25,55.2,50.8,0.0,,57.4,45.5,0,17,12.5,1,2,3,105.2,7,95,95,0,6,12,1,77,15,0.9,11.0
Chris Clemons,1585,ED,JAX,3,0,,,5.5,,,2,0,0,,15,57.2,51.6,10.3,60.0,54.8,40.2,0,,0.0,0,0,3,0.0,0,6,109,3,2,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,NYG,3,0,,,3.0,,,0,0,0,,21,63.1,79.6,80.7,68.5,74.2,72.3,0,,33.3,1,0,0,0.0,0,2,67,1,2,0,0,0,0,0.0,
DeAngelo Hall,1729,CB,WAS,3,2,16.2,83.3,98.9,17.2,14.3,0,0,0,0.0,32,50.6,50.9,0.0,58.6,83.6,76.1,0,26,10.0,1,0,1,118.8,5,92,93,1,7,6,0,76,18,0.9,15.2
D.J. Williams,1738,LB,CHI,3,0,7.7,71.4,100.0,10.0,7.1,0,0,0,0.0,6,49.1,43.1,75.1,,45.4,52.4,0,17,14.3,1,0,0,86.6,5,51,51,2,6,7,0,42,14,0.8,8.4
Vince Wilfork,1742,DI,NE,3,0,,,1.4,,,0,0,0,,19,63.9,61.3,80.4,50.4,62.6,56.8,1,,,0,0,0,0.0,0,1,69,0,0,0,0,0,0,0.0,
Jason Babin,1748,ED,NYJ,3,0,,,13.5,,,0,0,0,,22,61.8,65.2,0.0,65.5,69.7,73.4,0,,0.0,0,0,1,0.0,0,5,37,2,1,0,0,0,0,0.0,
Karlos Dansby,1754,LB,CLV,3,1,2.4,81.3,85.0,7.5,6.1,0,0,1,6.3,8,73.7,72.3,81.1,53.0,66.2,45.5,1,30,27.3,3,1,0,104.2,13,102,120,6,7,16,1,164,145,1.7,12.6
Daryl Smith,1760,LB,BLT,3,0,3.8,61.1,96.5,9.2,5.6,0,0,1,5.6,3,50.6,47.3,82.0,66.8,46.5,59.7,0,32,14.3,2,1,0,76.6,11,109,113,4,12,18,0,102,96,1.0,9.3
Dwan Edwards,1772,DI,CAR,3,1,,,1.2,,,0,0,0,,5,55.0,44.9,42.9,53.5,54.6,29.9,0,,50.0,1,0,1,0.0,0,1,85,1,0,0,0,0,0,0.0,
Randy Starks,1792,DI,MIA,3,0,-3.0,0.0,5.0,,3.0,0,0,1,100.0,17,73.0,79.3,80.9,71.7,65.9,29.8,0,,,0,1,0,39.6,0,3,60,1,0,1,0,0,0,0.0,
Shaun Phillips,1819,ED,TEN,3,0,-2.0,100.0,16.1,9.0,9.0,0,0,0,0.0,31,61.8,41.8,0.0,46.0,55.7,73.8,0,11,0.0,0,0,1,112.5,1,9,56,1,2,1,0,11,13,1.2,11.0
Robert Geathers,1838,ED,CIN,3,0,,,9.4,,,0,0,0,,7,63.9,52.6,78.9,45.3,66.2,48.1,1,,50.0,1,0,0,0.0,0,11,117,1,1,0,0,0,0,0.0,
Jared Allen,1847,ED,CHI,3,1,,,1.8,,,0,0,0,,6,64.2,67.6,79.6,55.6,70.7,74.7,0,,50.0,1,0,0,0.0,0,2,113,0,0,0,0,0,0,0.0,
Antonio Smith,1856,DI,OAK,3,0,,,1.3,,,0,0,0,,23,63.2,55.2,38.9,64.5,49.0,72.1,0,,0.0,0,0,1,0.0,0,1,76,1,1,0,0,0,0,0.0,
Mike Adams,1972,S,IND,3,0,8.8,100.0,98.3,26.3,26.3,0,0,2,50.0,14,61.4,61.2,79.0,55.0,59.0,55.1,0,27,14.3,1,2,0,118.8,4,115,117,1,6,4,0,66,31,0.6,16.5
George Wilson,2210,S,TEN,3,0,-2.0,50.0,84.1,49.0,24.5,0,0,0,0.0,31,70.9,54.0,0.0,42.6,30.7,83.8,1,6,0.0,0,0,1,16.7,1,53,63,0,1,2,0,6,8,0.1,6.0
Adam Jones,2223,CB,CIN,3,0,11.3,76.5,99.3,10.2,7.8,0,0,1,5.9,7,52.2,53.1,83.0,60.0,45.9,25.4,0,80,26.7,4,1,3,134.7,13,137,138,2,11,17,1,201,89,1.5,15.5
Antrel Rolle,2225,S,NYG,3,1,14.3,54.5,96.0,17.5,9.5,0,0,1,9.1,21,56.3,64.9,82.4,66.6,82.7,80.6,1,22,14.3,1,1,1,71.8,6,119,124,0,5,11,1,84,14,0.8,14.0
Carlos Rogers,2226,CB,OAK,3,1,1.6,94.7,94.8,4.7,4.4,0,0,0,0.0,23,54.7,54.2,81.4,48.9,56.0,60.6,0,24,9.1,1,0,1,99.8,18,92,97,4,9,19,0,151,116,1.8,8.4
DeMarcus Ware,2228,ED,DEN,3,0,,,2.6,,,0,0,0,,10,64.0,57.2,0.0,63.9,60.7,29.8,0,,,0,0,2,0.0,0,3,115,2,0,0,0,0,0,0.0,
