player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,7,239,0,23,2,6.7,33.3,93.2,61.0,20.3,0,0,0.0,60.4,0,1,16.7,1,0,42.4,1,69,28.9,74,1,3,3,0,1,0,0.0,1.0,0,4,9.6,85.7,99.3,23.3,20.0,2,2,28.6,85.2,2,48,0.0,0,2,79.2,6,151,63.2,152,3,13,7,0,140,80,1.0,23.3
John Abraham,591,ED,ARZ,1,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,30.0,,,0,0,,60.4,0,,,0,0,0.0,0,3,100.0,10,0,0,0,0,0,0,0.0,
Julius Peppers,1010,ED,GB,8,19,0,12,0,,,7.8,,,0,0,,71.4,0,,,0,0,0.0,0,6,31.6,77,0,0,0,0,0,0,0.0,,0,1,5.0,50.0,8.5,12.0,6.0,1,1,50.0,60.4,1,5,50.0,3,1,16.7,1,12,63.2,141,4,2,2,0,5,8,0.4,5.0
Dwight Freeney,1019,ED,SD,8,9,0,27,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,74,1,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,63.9,0,,100.0,1,0,0.0,0,9,100.0,144,1,0,0,0,0,0,0.0,
Larry Foote,1126,LB,ARZ,7,230,0,1,0,-1.0,100.0,51.1,15.5,15.5,0,0,0.0,44.7,0,33,66.7,4,0,118.8,4,72,31.3,141,0,2,4,0,51,55,0.8,12.8,0,1,4.5,81.0,85.1,8.3,6.7,0,0,0.0,48.0,1,25,28.6,4,0,78.2,17,149,64.8,175,5,9,21,0,158,77,1.1,9.3
Brett Keisel,1204,DI,PIT,8,6,0,25,0,,,0.0,,,0,0,,61.3,0,,0.0,0,0,0.0,0,0,0.0,79,0,1,0,0,0,0,,,0,0,,,0.9,,,0,0,,56.3,1,,50.0,1,0,0.0,0,1,16.7,115,0,1,0,0,0,0,0.0,
Ryan Clark,1229,S,WAS,8,295,0,32,2,9.5,0.0,90.2,,33.0,0,1,50.0,36.3,0,,14.3,1,1,39.6,0,74,25.1,82,0,4,2,0,0,0,0.0,,0,2,9.0,66.7,96.7,32.0,21.3,0,0,0.0,60.4,0,11,14.3,3,0,79.9,6,203,68.8,210,5,16,9,0,48,39,0.3,8.0
James Harrison,1251,ED,PIT,5,18,0,25,0,,,6.1,,,0,0,,60.5,0,,,0,0,0.0,0,2,11.1,33,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,21.8,12.0,12.0,0,0,0.0,58.7,0,-2,0.0,0,0,79.2,1,12,66.7,55,3,2,1,0,-2,1,-0.2,-2.0
Terence Newman,1321,CB,CIN,7,321,0,7,0,9.4,66.7,100.0,9.6,6.4,0,0,0.0,48.2,0,15,12.5,1,0,81.9,8,81,25.2,81,2,7,12,0,70,12,0.9,8.8,0,3,10.4,60.6,99.6,11.0,6.6,2,3,9.1,76.9,0,20,4.2,1,3,74.9,20,229,71.3,230,6,20,33,0,177,42,0.8,8.9
Kevin Williams,1325,DI,SEA,7,8,0,29,0,,,4.5,,,0,0,,59.7,0,,,0,0,0.0,0,1,12.5,22,0,0,0,0,0,0,0.0,,0,0,1.0,0.0,8.7,,6.0,0,0,0.0,57.3,0,,0.0,0,0,39.6,0,6,75.0,69,0,1,1,0,0,0,0.0,
