player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,5,6,0,28.6,0,0,23,82.0,82.8,84.9,71.5,65.5,77.2,0,0,1,44,10.0,4,3,0,19.0,2,0,72,3,173,364,0,0,0,0,0,259,364,3,188,30,7,30,7,0,0,53,5,26.5
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,6,6,1,,0,1,28,62.8,79.1,56.8,56.9,91.1,77.5,3,8,0,,0.0,0,0,1,0.0,0,3,8,0,0,276,268,0,6,37,225,0,8,181,95,0,8,10,0,14,0,0,0,
Ryan Pickett,799,DI,HST,3,0,0,,0,0,13,,55.7,79.1,51.6,59.1,69.2,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,92,92,15,8,9,60,0,0,45,47,0,2,2,0,0,0,0,0,
Julius Peppers,1010,ED,GB,6,5,1,50.0,0,1,12,76.2,77.6,66.7,79.5,57.8,43.0,5,12,1,5,22.7,5,1,2,16.7,1,2,16,0,13,307,290,0,0,267,23,0,17,163,131,1,8,12,2,19,0,5,8,5.0
Dwight Freeney,1019,ED,SD,6,0,0,,0,0,27,72.5,70.1,60.4,72.1,54.1,70.2,6,19,0,,100.0,1,0,1,0.0,0,2,4,0,7,255,250,0,2,129,119,0,5,173,75,1,2,0,0,27,0,0,0,
Larry Foote,1126,LB,ARZ,5,5,0,81.0,0,0,1,36.1,40.1,0.0,48.7,64.2,29.6,1,4,1,33,25.6,10,0,3,96.4,17,0,325,4,154,339,7,0,0,7,0,3,332,71,114,0,13,24,21,5,1,170,109,10.0
Brett Keisel,1204,DI,PIT,6,2,0,,1,0,25,64.1,45.4,50.4,51.5,46.2,50.4,3,7,0,,14.3,1,0,1,0.0,0,0,14,0,4,228,214,0,2,30,182,0,14,143,81,0,2,4,0,10,0,0,0,
Ryan Clark,1229,S,WAS,6,11,0,60.0,0,0,32,48.0,43.0,82.9,60.3,38.2,46.2,0,0,0,11,20.4,10,1,0,102.5,6,1,76,1,228,390,0,0,0,0,0,300,390,10,152,13,9,28,10,1,1,41,36,6.8
James Harrison,1251,ED,PIT,3,0,0,100.0,0,0,25,77.4,71.4,79.3,68.2,57.0,76.8,0,2,0,-2,0.0,0,0,0,79.2,1,0,4,0,13,76,66,0,0,66,0,0,10,29,34,6,3,4,1,2,0,-2,1,-2.0
Terence Newman,1321,CB,CIN,5,3,0,61.1,0,0,7,61.3,64.0,84.1,,72.8,61.8,0,0,0,20,11.8,4,3,3,84.8,22,0,40,332,244,382,0,0,0,0,0,3,382,0,138,7,12,27,36,0,1,195,29,8.9
Kevin Williams,1325,DI,SEA,5,3,2,0.0,0,0,29,57.2,54.5,81.3,54.6,58.0,58.8,0,4,0,,7.1,1,0,0,39.6,0,0,0,0,8,150,150,1,96,2,51,0,0,75,67,0,8,10,1,4,0,0,0,
