player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,14,516,0,23,2,5.8,70.0,93.6,18.9,13.2,0,0,0.0,42.8,0,32,18.2,2,0,142.5,7,146,28.3,156,2,7,10,2,102,67,0.8,14.6,0,7,5.3,88.0,99.4,14.2,12.5,2,2,8.0,71.8,3,48,14.0,6,2,90.3,22,340,65.9,342,11,30,25,1,299,200,1.0,13.6
John Abraham,591,ED,ARZ,1,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,30.0,,,0,0,,60.4,0,,,0,0,0.0,0,3,100.0,10,0,0,0,0,0,0,0.0,
Justin Smith,776,DI,SF,14,2,0,28,0,,,0.0,,,0,0,,62.9,0,,0.0,0,0,0.0,0,0,0.0,77,1,2,0,0,0,0,,,0,1,,,0.7,,,0,0,,64.0,0,,0.0,0,0,0.0,0,2,100.0,282,4,0,0,0,0,0,0.0,
Julius Peppers,1010,ED,GB,14,38,0,12,0,,,7.8,,,0,0,,70.6,0,,,0,0,0.0,0,12,31.6,153,0,0,0,0,0,0,0.0,,0,2,4.5,50.0,8.4,11.0,5.5,1,1,25.0,84.1,2,7,37.5,3,1,16.7,2,23,60.5,274,5,3,4,0,12,11,0.5,6.0
Dwight Freeney,1019,ED,SD,14,14,0,27,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,128,1,0,0,0,0,0,,,0,0,5.0,100.0,6.3,12.0,12.0,0,0,0.0,54.4,0,35,100.0,2,0,118.8,1,14,100.0,222,1,0,1,0,35,30,2.9,35.0
Larry Foote,1126,LB,ARZ,14,429,0,1,0,-0.4,75.0,44.9,15.2,11.4,0,0,0.0,48.5,0,33,71.4,5,0,103.6,6,101,23.5,225,1,2,8,0,75,82,0.8,12.5,0,4,3.3,83.0,83.5,7.4,6.1,0,1,2.1,51.3,1,29,25.0,8,1,100.9,39,304,70.9,364,11,20,47,1,406,274,1.4,10.4
Brett Keisel,1204,DI,PIT,12,6,0,25,0,,,0.0,,,0,0,,61.3,0,,0.0,0,0,0.0,0,0,0.0,105,0,1,0,0,0,0,,,0,0,,,0.6,,,0,0,,62.0,1,,66.7,2,0,0.0,0,1,16.7,158,0,1,0,0,0,0,0.0,
Ryan Clark,1229,S,WAS,14,499,0,32,2,9.5,0.0,90.1,,53.0,0,1,50.0,44.3,0,,20.0,2,1,39.6,0,118,23.6,131,1,6,2,0,0,0,0.0,,0,2,7.5,70.6,98.1,27.7,19.5,0,0,0.0,66.1,0,13,14.3,5,0,84.7,12,353,70.7,360,8,28,17,0,97,63,0.3,8.1
James Harrison,1251,ED,PIT,9,43,0,25,0,,,4.5,,,0,0,,61.4,0,,,0,0,0.0,0,3,7.0,66,1,0,0,0,0,0,0.0,,0,0,1.7,100.0,28.8,10.7,10.7,0,0,0.0,58.2,0,13,0.0,0,0,90.3,3,32,74.4,111,5,5,3,0,17,12,0.5,5.7
Terence Newman,1321,CB,CIN,12,492,0,7,0,8.9,59.1,100.0,8.2,4.9,0,0,0.0,54.7,0,20,15.4,2,0,73.7,13,113,23.0,113,4,11,22,0,118,37,1.1,9.1,0,4,11.7,56.5,99.4,9.7,5.5,4,6,9.7,66.9,1,32,5.1,2,6,72.0,35,359,73.0,361,11,33,62,1,360,91,1.1,10.3
Kevin Williams,1325,DI,SEA,14,8,0,29,0,,,2.9,,,0,0,,62.4,0,,,0,0,0.0,0,1,12.5,35,0,0,0,0,0,0,0.0,,0,0,1.0,0.0,4.7,,6.0,0,0,0.0,57.5,0,,33.3,1,0,39.6,0,6,75.0,128,1,2,1,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,14,49,0,3,0,,,4.3,,,0,0,,49.1,0,,,0,0,0.0,0,6,12.2,139,0,0,0,0,0,0,0.0,,0,1,-0.7,66.7,12.1,19.0,12.7,0,0,0.0,74.9,0,6,16.7,1,0,71.5,2,42,85.7,348,13,4,3,0,10,15,0.3,5.0
Troy Polamalu,1332,S,PIT,12,402,0,25,1,14.5,75.0,93.7,36.3,27.3,0,0,0.0,61.0,0,42,0.0,0,0,116.7,3,119,29.6,127,1,5,4,0,64,20,0.6,21.3,0,3,5.4,71.4,88.9,23.6,16.9,0,0,0.0,72.3,0,56,26.3,5,0,96.1,10,255,63.4,287,4,11,14,0,116,68,0.5,11.6
Calvin Pace,1334,ED,NYJ,14,205,0,22,0,3.0,100.0,19.8,14.0,14.0,0,0,0.0,59.9,0,12,0.0,0,0,116.7,1,16,7.8,81,0,3,1,0,12,9,0.9,12.0,0,1,1.9,71.4,53.5,10.7,7.7,1,1,4.8,70.9,0,35,10.0,1,1,78.9,15,169,82.4,316,7,8,21,0,87,83,0.5,5.8
Charles Tillman,1351,CB,CHI,2,51,0,6,0,5.0,100.0,100.0,6.0,6.0,0,0,0.0,53.8,0,5,0.0,0,0,87.5,1,6,11.8,6,0,1,1,0,5,0,0.8,5.0,0,0,13.0,75.0,97.7,6.7,5.0,1,1,12.5,70.9,0,22,0.0,0,1,96.4,6,43,84.3,44,4,7,8,0,61,9,1.5,10.2
Rashean Mathis,1355,CB,DET,14,620,0,11,0,13.8,45.5,100.0,12.1,5.5,0,2,9.1,63.0,0,22,14.3,1,2,64.4,10,134,21.6,134,2,6,22,0,129,58,1.1,12.9,0,5,9.5,68.5,99.6,11.4,7.8,0,1,1.9,74.9,1,49,11.4,4,1,94.3,37,450,72.6,452,8,26,54,2,395,165,0.9,10.7
Osi Umenyiora,1371,ED,ATL,14,4,0,2,0,,,1.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,92,2,0,0,0,0,0,0.0,,0,0,2.0,100.0,2.0,3.0,3.0,0,0,0.0,35.6,0,49,0.0,0,0,118.8,1,3,75.0,153,1,2,1,0,49,47,16.3,49.0
Cory Redding,1381,DI,IND,14,4,0,14,0,,,1.4,,,0,0,,64.1,0,,50.0,1,0,0.0,0,2,50.0,140,2,1,0,0,0,0,0.0,,0,2,-2.0,0.0,0.8,,2.0,0,0,0.0,78.6,0,,0.0,0,0,39.6,0,2,50.0,242,4,2,1,0,0,0,0.0,
