player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,17,192,0,25,10.4,10,73.8,,0,0,4.3,2,31,0,76.8,91.3,1,54,0.0,0,206,45,92.7,191,133.8,61,31.8,6,649,254,5.6,14.4,3.4,0,11.2,8,72.2,,0,0,3.5,3,52,1,85.3,86.2,3,63,0.0,0,459,83,95.9,440,93.4,115,59.9,1,1081,361,4.3,13.0,2.46
Demaryius Thomas,5547,WR,DEN,16,178,0,10,10.0,5,59.0,,0,0,5.3,2,26,0,71.4,85.7,3,49,0.0,0,186,36,93.5,174,84.8,61,34.3,3,551,279,7.8,15.3,3.17,0,11.0,6,66.7,,0,0,8.1,6,39,0,58.6,84.8,3,86,0.0,0,391,68,93.1,364,100.2,102,57.3,4,1023,379,5.6,15.0,2.81
Julio Jones,6158,WR,ATL,15,156,0,2,15.0,4,58.1,,0,0,10.7,3,20,0,53.1,83.8,1,41,0.0,0,149,25,91.3,136,101.8,43,27.6,2,469,162,6.5,18.8,3.45,0,11.7,11,70.6,,0,0,6.1,5,54,2,66.7,85.2,3,79,0.0,0,439,77,96.8,425,101.0,109,69.9,3,1107,386,5.0,14.4,2.6
Kelvin Benjamin,8663,WR,CAR,17,149,0,5,12.4,2,54.5,,0,0,11.1,3,19,0,55.1,70.2,1,26,0.0,0,202,24,93.1,188,70.4,44,29.5,1,261,57,2.4,10.9,1.39,0,15.6,7,51.1,,0,0,12.7,7,30,1,35.7,69.4,2,51,0.0,0,381,48,95.0,362,85.8,94,63.1,5,728,121,2.5,15.2,2.01
Jordy Nelson,4350,WR,GB,16,146,0,12,11.0,6,64.6,,0,0,6.1,2,27,0,69.1,90.8,0,80,0.0,0,176,31,96.0,169,123.0,48,32.9,3,533,239,7.7,17.2,3.15,0,12.9,8,69.8,,0,0,6.3,4,39,0,51.4,80.8,1,73,0.0,0,375,60,93.6,351,124.1,86,58.9,6,938,274,4.6,15.6,2.67
Golden Tate,5585,WR,DET,17,145,0,11,7.7,3,53.1,,0,0,16.1,5,20,0,36.2,66.3,0,24,0.0,0,195,26,92.8,181,69.0,49,33.8,0,267,142,5.5,10.3,1.48,0,8.8,16,81.3,,0,0,1.3,1,39,1,90.5,83.9,4,73,0.0,0,467,74,95.3,445,109.8,91,62.8,3,1103,584,7.9,14.9,2.48
Andre Johnson,1319,WR,HST,15,141,0,13,11.3,2,55.8,,0,0,17.1,6,20,3,31.7,66.9,2,35,0.0,0,183,29,91.8,168,79.5,52,36.9,3,346,93,3.2,11.9,2.06,0,8.9,4,67.5,,0,0,5.3,3,29,0,74.0,77.6,1,29,0.0,0,297,54,94.9,282,83.4,80,56.7,0,581,281,5.2,10.8,2.06
Jeremy Maclin,4942,WR,PHI,16,140,0,24,10.5,1,60.0,,0,0,0.0,0,12,0,83.2,64.5,2,50,0.0,0,214,18,92.1,197,80.0,30,21.4,2,241,131,7.3,13.4,1.22,0,14.8,7,61.3,,0,0,1.5,1,42,0,90.2,85.3,5,72,0.0,0,414,65,95.9,397,94.5,106,75.7,6,1070,374,5.8,16.5,2.7
Emmanuel Sanders,5606,WR,DEN,16,140,0,10,13.2,2,66.7,,0,0,3.4,1,22,0,76.1,85.9,1,37,0.0,0,188,28,94.1,177,97.2,42,30.0,1,419,123,4.4,15.0,2.37,0,13.7,6,71.4,,0,0,1.6,1,38,1,83.7,82.7,1,48,0.0,0,373,60,93.3,348,112.3,84,60.0,3,882,220,3.7,14.7,2.53
Vincent Jackson,2278,WR,TB,16,138,0,30,15.8,2,42.2,,0,0,9.5,2,16,0,57.4,75.5,0,40,0.0,0,152,19,91.4,139,65.5,45,32.6,0,305,48,2.5,16.1,2.19,0,14.6,4,57.0,,0,0,7.5,4,33,1,64.0,72.9,3,50,0.0,0,442,49,93.4,413,68.4,86,62.3,0,689,111,2.3,14.1,1.67
Dez Bryant,5549,WR,DAL,17,138,0,9,14.3,5,56.3,,0,0,10.0,3,23,0,55.3,91.0,1,65,0.0,0,138,27,95.7,132,115.3,48,34.8,9,408,108,4.0,15.1,3.09,0,12.1,15,73.3,,0,0,3.1,2,37,1,84.6,84.3,4,68,0.0,0,380,63,95.3,362,115.6,86,62.3,7,922,295,4.7,14.6,2.55
Steve Smith,837,WR,BLT,17,136,0,3,11.8,3,60.5,,0,0,7.1,2,18,0,65.8,80.8,2,56,0.0,0,162,26,92.6,150,84.7,43,31.6,2,373,81,3.1,14.3,2.49,0,11.6,20,64.8,,0,0,8.1,5,29,2,62.9,73.7,1,80,0.0,0,368,57,92.7,341,100.3,88,64.7,3,795,313,5.5,13.9,2.33
