team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,7,259,10,31,259,90.2,46,5
CLV,8,7,233,8,29,233,89.9,42,5
CIN,7,7,240,9,28,240,89.8,43,6
BLT,3,8,288,8,41,288,89.4,55,6
OAK,23,7,282,12,39,282,89.2,56,5
DAL,9,8,270,5,44,270,88.7,55,6
NYG,21,7,250,8,33,250,88.6,49,8
WAS,32,8,308,11,37,308,88.6,59,11
GB,12,8,293,8,38,293,87.7,59,13
PIT,25,8,324,8,42,324,87.7,65,15
IND,14,8,383,33,49,383,87.2,90,8
MIA,17,7,268,15,32,268,86.8,59,12
PHI,24,7,314,18,60,314,86.6,81,3
JAX,15,8,330,14,41,330,86.5,72,17
ARZ,1,7,268,13,51,268,86.2,69,5
CHI,6,8,331,7,64,331,86.0,82,11
SEA,29,7,248,7,57,248,85.5,68,4
DET,11,8,332,11,56,332,84.8,84,17
KC,16,7,255,10,48,255,84.7,68,10
NO,20,7,305,20,66,305,84.6,90,4
NE,19,8,309,21,56,309,84.3,87,10
TEN,31,8,297,9,62,297,84.3,82,11
ATL,2,8,334,19,70,334,84.0,98,9
TB,30,7,262,18,49,262,83.8,76,9
NYJ,22,8,331,20,75,331,83.8,101,6
HST,13,8,261,14,65,261,83.0,84,5
CAR,5,8,317,12,63,317,82.8,92,17
SF,28,7,272,7,61,272,82.4,82,14
BUF,4,8,304,26,55,304,82.4,94,13
SL,26,7,268,17,68,268,80.8,94,9
SD,27,8,296,15,77,296,80.7,103,11
MIN,18,8,313,18,64,313,80.2,103,21
