player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Andrew Luck,7007,QB,IND,9,427,76.8,112,124,9.6,2.52,4,10,7.6,66.1,82,54,4.7,132,30.9,4,63,,,,,63.8,84.0,81.8,,80.4,,,77.9,,3,1,139,11.1,115.8,4.5,6,2,0,5,9,5,3.6,1124,9.1,0,14,71.5,77.0,75.3,68.1,75.0,252,269,8.1,2.87,5,12,4.2,62.5,168,87,11.1,295,69.1,21,106,,,,,80.6,71.4,51.9,,69.0,,,75.3,,2,8,312,9.2,93.2,2.7,8,18,0,10,17,14,4.5,1962,7.3,79.5,264,276,7.7,2.5,8,13,4.5,68.5,189,0,10.0,286,67.0,21,129,,,,,90.7,81.5,50.5,,77.1,,,90.8,,0,7,299,,107.2,0.0,0,10,0,4,21,13,4.3,2205,8.0,2,65.0,100,117,10.8,3.3,1,9,7.1,52.1,61,141,6.2,141,33.0,4,40,,,,,43.5,66.2,82.1,,66.1,,,58.2,,5,2,152,9.9,84.0,9.9,14,10,0,11,5,6,3.9,881,7.5
Ben Roethlisberger,1732,QB,PIT,9,367,73.7,76,77,10.5,2.26,0,8,10.0,70.1,54,32,3.6,82,22.3,2,33,,,,,83.8,90.1,79.9,,87.6,,,,,0,1,85,15.6,119.2,6.1,5,0,0,1,6,2,2.4,704,9.1,0,25,37.9,88.9,89.9,29.4,77.5,249,261,8.1,2.51,3,18,6.5,67.8,177,65,8.3,285,77.7,16,98,,,,,34.5,86.5,84.8,,85.5,58.4,,44.1,,1,2,303,29.2,108.2,6.7,19,4,5,3,16,5,1.7,2027,7.8,77.0,257,266,8.0,2.18,3,18,6.5,68.4,182,0,8.1,270,73.6,16,97,,,,,83.2,91.2,84.6,,90.6,58.4,,45.1,,0,3,283,,104.4,0.0,0,3,5,1,15,3,1.1,1994,7.5,2,75.0,68,72,11.4,3.21,0,8,10.1,68.1,49,97,3.9,97,26.4,2,34,,,,,22.5,74.0,80.8,,73.1,,,58.3,,1,0,105,24.7,133.9,24.7,24,1,0,3,7,4,3.8,737,10.2
Tom Brady,698,QB,NE,9,351,72.4,58,64,9.3,2.09,1,4,5.7,64.1,41,27,2.4,66,18.8,1,30,,,,,45.0,86.6,79.3,,84.2,,,,,2,1,72,7.4,100.9,3.0,2,0,0,3,4,2,2.8,478,7.5,0,19,63.4,83.9,83.4,43.0,74.7,253,270,8.8,2.43,1,10,3.4,64.1,173,75,8.5,285,81.2,16,99,,,,,80.6,80.6,84.9,,79.3,,,52.3,,5,2,309,16.0,104.1,4.2,12,3,0,11,18,6,1.9,1913,7.1,77.8,243,247,8.2,2.18,2,9,3.4,71.3,176,0,6.9,249,70.9,13,105,,,,,90.5,87.3,84.3,,85.0,,,58.3,,0,2,268,,116.9,0.4,1,1,0,2,19,6,2.2,1964,8.0,2,61.8,68,87,11.2,2.82,0,5,5.1,43.7,38,102,9.5,102,29.1,4,24,,,,,30.5,70.5,81.0,,70.3,,,54.6,,7,1,113,12.7,65.6,12.7,13,2,0,12,3,2,1.8,427,4.9
Drew Brees,802,QB,NO,8,346,75.0,72,79,8.3,2.31,3,2,2.3,64.6,51,35,5.6,84,24.3,3,30,,,,,84.3,78.9,80.2,,77.2,,,,,2,1,92,14.3,106.6,6.0,5,0,0,2,6,4,4.3,581,7.4,0,20,72.5,86.3,85.6,57.6,82.5,229,250,7.7,2.66,3,16,6.1,71.2,178,79,5.8,262,75.7,11,103,,,,,78.2,86.5,84.4,,84.4,,,62.4,,5,7,276,7.6,94.1,2.3,6,6,3,10,9,13,4.7,1943,7.8,83.3,221,229,7.4,2.31,3,13,5.4,76.4,175,0,4.9,232,67.1,9,98,,,,,90.3,91.3,83.9,,90.4,,,56.8,,0,3,243,,114.6,0.0,0,3,3,2,14,9,3.7,1864,8.1,3,73.8,80,100,9.1,3.11,3,5,4.6,54.0,54,114,8.5,114,32.9,5,35,,,,,60.3,66.7,81.4,,65.3,,,66.5,,7,5,125,9.6,57.1,9.6,11,3,0,10,1,8,6.4,660,6.6
Joe Flacco,4332,QB,BLT,9,341,73.6,106,114,10.0,2.45,1,6,4.7,61.4,70,46,10.3,122,35.8,8,53,,,,,87.1,72.9,81.7,,70.7,,,70.8,,3,4,135,13.0,98.4,4.9,6,2,0,4,8,5,3.7,995,8.7,0,3,84.6,68.7,67.6,57.5,76.7,189,209,8.0,2.68,4,7,3.2,63.6,133,57,8.3,219,64.2,12,63,,,,,75.1,64.9,83.7,,63.5,,,70.5,,2,4,231,12.3,87.0,3.2,7,3,5,9,8,10,4.3,1360,6.5,79.2,226,235,7.8,2.25,3,9,3.6,69.8,164,0,8.4,238,69.8,15,92,,,,,76.7,74.2,84.1,,71.8,,,76.8,,0,6,250,,100.8,0.0,0,3,5,1,14,10,4.0,1769,7.5,0,63.8,69,88,11.8,3.4,2,4,4.0,44.3,39,103,11.4,103,30.2,5,24,,,,,86.0,56.7,81.1,,56.2,,,64.1,,5,2,116,12.6,64.9,12.6,13,2,0,12,2,5,4.3,586,6.7
Matthew Stafford,4924,QB,DET,8,335,73.3,45,49,8.6,2.33,1,3,5.5,61.2,30,21,9.1,55,16.4,3,21,,,,,81.6,71.9,78.7,,69.8,,,64.0,,1,0,61,23.8,101.1,9.1,5,1,0,2,2,0,0.0,405,8.3,0,11,65.0,66.9,66.9,53.8,75.6,225,250,7.9,2.65,4,8,3.0,61.2,153,76,10.0,280,83.6,17,85,,,,,56.8,64.2,84.7,,64.8,,,48.8,,2,7,295,25.0,83.4,6.8,19,10,3,16,9,8,2.7,1801,7.2,78.1,224,231,7.0,2.27,2,7,2.9,68.8,159,0,9.1,238,71.0,16,88,,,,,90.3,73.7,84.0,,73.4,,,50.8,,0,6,248,,91.1,0.0,0,6,3,2,7,5,2.0,1794,7.8,2,60.9,46,68,12.7,3.4,3,4,5.1,35.3,24,97,14.3,97,29.0,4,18,,,,,26.4,49.5,80.8,,49.7,,,59.0,,3,1,108,24.7,70.2,24.7,24,5,0,16,4,3,2.8,412,6.1
Matt Ryan,4317,QB,ATL,8,333,73.6,72,75,9.1,2.33,1,7,9.0,57.3,43,43,18.9,85,25.5,10,31,,,,,50.6,74.4,80.1,,73.4,,,59.0,,2,2,88,18.6,105.4,9.4,8,2,0,0,7,5,5.7,639,8.5,1,2,59.3,83.1,81.6,57.3,77.1,214,230,8.2,2.73,4,8,3.3,67.4,155,82,6.1,248,74.5,10,87,,,,,63.2,82.4,84.3,,81.2,,,57.4,,3,6,265,11.0,89.2,3.6,9,9,3,6,8,5,1.9,1667,7.2,81.7,197,205,7.4,2.31,4,9,4.2,71.7,147,0,8.7,208,62.5,14,79,,,,,90.1,92.5,83.5,,91.4,,,61.3,,0,4,215,,109.3,0.0,0,3,3,1,14,4,1.9,1614,7.9,1,64.0,89,100,10.7,3.17,1,6,5.4,51.0,51,125,10.5,125,37.5,6,39,,,,,27.4,54.8,81.8,,55.4,,,55.7,,5,4,138,13.6,60.1,13.6,17,8,0,5,1,6,4.3,692,6.9
Nick Foles,7089,QB,PHI,8,330,66.7,57,68,11.0,2.53,0,2,2.7,55.9,38,35,0.0,70,21.2,0,25,,,,,47.2,62.9,79.6,,66.9,,,39.9,,5,1,77,2.9,89.8,1.4,1,1,0,6,3,4,5.2,532,7.8,0,24,60.5,64.7,65.2,44.9,69.3,228,244,10.1,2.84,0,12,4.6,61.1,149,77,5.7,260,78.8,9,82,,,,,64.2,64.5,84.5,,63.6,,,62.9,,3,9,278,10.4,79.2,3.1,8,6,1,12,10,16,5.8,1635,6.7,75.2,206,214,8.6,2.39,0,7,3.1,69.2,148,0,4.5,218,66.1,7,83,,,,,90.2,74.0,83.7,,71.9,,,72.5,,0,5,228,,95.2,0.0,0,2,1,7,9,6,2.6,1605,7.5,0,51.9,79,98,14.5,3.52,0,7,6.3,39.8,39,112,4.9,112,33.9,2,24,,,,,26.5,48.2,81.4,,52.5,,,32.5,,8,5,127,8.0,51.5,8.0,9,5,0,11,4,14,11.0,562,5.7
Jay Cutler,2956,QB,CHI,8,325,78.3,60,65,8.0,2.48,3,3,4.2,69.2,45,31,4.3,78,24.0,2,32,,,,,27.2,57.0,79.9,,55.2,,,72.5,,1,3,85,35.5,99.4,14.1,11,2,0,1,5,5,5.9,518,8.0,0,6,29.1,66.5,64.9,62.8,74.3,218,228,8.0,2.63,1,8,3.3,66.7,152,64,6.2,247,76.0,10,79,,,,,62.8,70.2,84.3,,68.2,,,71.1,,2,5,265,14.1,94.8,3.6,9,9,0,7,12,10,3.8,1575,6.9,75.1,217,223,7.7,2.38,2,8,3.3,69.1,154,0,5.5,230,70.8,9,81,,,,,76.4,65.9,84.0,,64.1,,,73.3,,0,7,248,,93.6,0.0,0,6,0,4,11,10,4.0,1639,7.3,1,75.4,61,70,8.9,3.09,2,3,3.9,61.4,43,95,6.5,95,29.2,3,30,,,,,24.4,66.6,80.6,,64.4,,,70.2,,3,1,102,21.1,102.9,21.1,20,5,0,4,6,5,4.9,454,6.5
Philip Rivers,1725,QB,SD,9,323,79.2,72,77,11.5,2.59,0,10,12.5,67.5,52,38,8.8,85,26.3,5,40,,,,,84.0,90.9,80.1,,89.3,,,63.3,,2,1,89,15.8,124.2,7.1,6,1,0,3,7,2,2.2,756,9.8,0,27,59.5,82.0,81.9,47.6,73.9,207,217,9.6,2.78,1,5,2.1,66.8,145,80,5.2,238,73.7,8,81,,,,,90.4,76.7,84.1,,73.9,,,74.7,,1,7,254,12.5,94.9,4.2,10,11,0,8,13,5,2.0,1595,7.4,80.7,197,199,8.7,2.45,0,8,3.8,75.9,151,0,5.0,205,63.5,8,86,,,,,90.1,90.6,83.5,,88.7,,,68.6,,0,6,215,,113.6,0.0,0,5,0,2,15,5,2.3,1706,8.6,0,62.2,82,95,13.4,3.23,1,7,6.7,48.4,46,118,9.8,118,36.5,5,35,,,,,86.6,65.8,81.5,,62.9,,,74.6,,3,2,128,13.6,79.5,13.6,16,7,0,9,5,2,1.6,645,6.8
