player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Aaron Rodgers,2241,QB,GB,2,16.93,0,85,12,75.8,66,71,9.1,2.82,1,2,2.6,63.4,45,26,10.0,81,95.3,5,32,,51.2,78.3,81.5,73.4,,84.5,1,1,88,26.9,98.4,8.6,7,3,0,3,4,4,4.5,521,7.3,70.6,51,54,9.1,2.76,0,1,1.7,59.3,32,19,11.1,62,72.9,4,24,,82.4,76.2,80.9,70.8,,84.5,1,0,67,26.3,90.2,8.1,5,3,0,2,2,3,4.5,342,6.3,94.4,18,21,7.3,2.77,1,1,4.3,76.2,16,7,5.9,23,27.1,1,9,,24.6,71.2,75.5,70.2,,,0,1,25,28.6,115.8,8.7,2,0,0,2,2,1,4.0,193,9.2,0,100.0,3,4,-2.3,1.68,0,0,0.0,75.0,3,0,0.0,4,4.7,0,1,,66.9,53.6,69.2,54.0,,,0,0,4,,79.2,0.0,0,0,0,1,0,0,0.0,14,3.5,2.86
Tom Brady,698,QB,NE,2,21.37,0,82,19,57.6,66,70,11.8,2.41,1,3,3.8,52.9,37,31,2.6,75,91.5,1,21,,50.7,62.9,81.9,62.9,,53.7,2,0,84,16.1,78.3,6.7,5,0,0,1,2,2,2.4,380,5.4,55.4,56,59,10.7,2.28,1,1,1.5,50.8,30,23,3.2,61,74.4,1,14,,82.5,62.4,81.5,62.6,,53.7,1,0,68,8.7,71.7,3.3,2,0,0,1,2,1,1.5,226,3.8,76.5,17,18,8.8,2.51,0,2,9.5,72.2,13,9,0.0,21,25.6,0,7,,24.6,64.7,75.3,64.1,,,1,0,24,33.3,102.1,14.3,3,0,0,0,0,1,4.2,172,9.6,0,85.7,7,7,-3.7,1.63,0,0,0.0,85.7,6,1,0.0,7,8.5,0,0,,70.3,66.3,71.5,65.7,,,0,0,8,0.0,79.2,0.0,0,0,0,0,0,0,0.0,18,2.6,5.73
Philip Rivers,1725,QB,SD,2,17.3,0,81,27,79.4,63,67,9.8,2.79,1,4,5.7,64.2,43,27,14.0,75,92.6,7,29,,27.8,69.3,81.8,73.0,,42.4,1,1,79,3.7,98.9,1.3,1,6,0,2,4,2,2.5,477,7.1,81.0,58,62,8.4,2.72,1,4,6.2,64.5,40,26,14.9,70,86.4,7,25,,27.3,67.5,81.6,71.5,,42.4,1,1,74,3.8,98.8,1.4,1,6,0,2,4,2,2.7,419,6.8,81.8,11,11,9.5,2.49,0,0,0.0,81.8,9,1,0.0,11,13.6,0,4,,71.9,73.0,72.6,71.8,,,0,0,11,0.0,105.7,0.0,0,0,0,0,0,0,0.0,103,9.4,0,100.0,6,6,-4.5,1.47,0,0,0.0,100.0,6,0,0.0,6,7.4,0,0,,68.9,65.6,70.6,65.1,,,0,0,6,,97.9,0.0,0,0,0,0,0,0,0.0,45,7.5,2.6
Jake Locker,6160,QB,TEN,2,15.58,0,79,31,63.9,61,62,10.9,2.85,1,2,3.2,56.5,35,31,10.3,74,93.7,4,26,,83.2,62.4,16.3,66.1,,46.8,0,2,75,19.4,83.3,8.1,6,6,0,0,3,3,4.0,468,7.5,65.5,55,56,10.4,2.88,1,2,3.6,57.1,32,28,11.1,68,86.1,4,23,,82.7,66.0,13.5,70.0,,46.8,0,1,69,21.4,91.4,8.8,6,6,0,0,3,2,2.9,421,7.5,72.7,11,11,6.9,2.1,0,0,0.0,72.7,8,3,0.0,11,13.9,0,5,,71.9,49.6,72.6,50.4,,,0,1,11,0.0,54.7,0.0,0,0,0,0,0,1,9.1,79,7.2,0,100.0,5,5,-3.6,1.62,0,0,0.0,100.0,5,0,0.0,5,6.3,0,2,,68.0,65.0,69.9,64.5,,,0,0,5,,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,-0.34
Ben Roethlisberger,1732,QB,PIT,2,3.76,0,79,25,64.9,57,61,9.1,2.44,0,2,3.1,59.0,36,21,2.7,69,87.3,1,22,,56.5,64.2,81.3,64.8,,51.1,0,2,73,28.6,75.6,8.7,6,2,3,1,1,2,2.7,477,7.8,67.8,59,62,7.9,2.26,0,2,3.0,62.9,39,19,2.5,70,88.6,1,22,,57.2,67.6,81.3,68.0,,51.1,0,1,75,31.6,87.1,8.6,6,2,3,0,1,1,1.3,505,8.1,75.0,8,9,3.6,2.9,0,0,0.0,66.7,6,3,0.0,9,11.4,0,4,,70.9,53.2,71.9,53.6,,,0,1,9,0.0,53.7,0.0,0,0,0,1,0,1,11.1,77,8.6,0,90.0,10,10,-1.9,1.58,0,0,0.0,90.0,9,1,0.0,10,12.7,0,4,,71.9,68.8,72.6,68.0,,,0,0,11,0.0,110.4,0.0,0,0,0,0,0,0,0.0,105,10.5,0.41
Derek Carr,8671,QB,OAK,2,6.94,0,78,23,72.1,61,67,8.4,2.56,3,2,2.9,59.7,40,31,9.1,71,91.0,4,22,,83.3,48.4,8.0,49.9,,55.6,0,2,74,6.5,72.0,2.8,2,2,0,3,2,4,5.4,364,5.4,74.5,55,61,7.8,2.43,3,2,3.1,62.3,38,26,7.3,65,83.3,3,20,,82.8,50.4,5.0,51.9,,55.6,0,2,69,7.7,80.1,3.1,2,2,0,3,3,3,4.3,342,5.6,76.9,13,13,5.0,2.76,0,0,0.0,69.2,9,6,10.0,13,16.7,1,5,,72.8,50.8,73.2,51.4,,,0,0,13,0.0,82.9,0.0,0,0,0,0,0,1,7.7,72,5.5,0,100.0,7,7,-3.0,1.79,0,0,0.0,100.0,7,1,0.0,7,9.0,0,3,,70.3,60.8,71.5,60.7,,,0,0,8,0.0,136.0,0.0,0,0,0,0,1,0,0.0,50,7.1,-0.07
Eli Manning,1722,QB,NYG,2,9.82,0,77,21,71.4,63,65,9.4,2.52,0,3,4.2,58.5,38,21,15.6,70,90.9,7,21,,83.1,73.0,81.5,72.1,,58.3,0,4,77,19.0,64.5,5.7,4,1,0,2,3,2,2.6,374,5.8,73.6,53,56,7.7,2.43,0,1,1.7,58.9,33,16,15.4,61,79.2,6,15,,82.0,69.0,81.1,68.3,,58.3,0,3,66,25.0,64.3,6.6,4,1,0,3,2,1,1.5,316,5.6,75.0,16,16,10.3,2.5,0,2,11.1,68.8,11,5,8.3,16,20.8,1,8,,74.5,76.8,74.3,75.3,,,0,1,18,0.0,86.5,0.0,0,0,0,0,1,1,5.6,124,7.8,0,100.0,6,7,-3.2,1.71,0,0,0.0,85.7,6,0,0.0,7,9.1,0,2,,69.6,64.1,71.1,63.7,,,0,0,7,,106.0,0.0,0,0,0,1,0,0,0.0,66,9.4,2.11
Brian Hoyer,5277,QB,CLV,2,-2.13,0,75,8,62.1,58,63,10.5,2.69,2,3,4.4,55.6,35,24,2.8,67,89.3,1,25,,82.8,63.0,81.6,61.2,,60.0,1,0,72,16.7,85.9,6.0,4,0,0,2,2,4,5.6,408,6.5,67.4,46,49,6.7,2.32,2,2,3.8,61.2,30,14,3.2,51,68.0,1,15,,81.2,67.0,81.1,64.7,,60.0,0,0,55,14.3,77.5,3.9,2,0,0,1,0,3,5.5,287,5.9,65.0,20,22,13.5,3.03,0,1,4.3,59.1,13,10,0.0,24,32.0,0,10,,76.3,56.5,75.5,56.6,,,1,0,25,20.0,109.5,8.3,2,0,0,1,2,1,4.0,147,6.7,0,100.0,8,8,-3.6,1.35,0,0,0.0,100.0,8,0,0.0,8,10.7,0,0,,70.3,66.0,71.5,65.4,,,0,0,8,,80.2,0.0,0,0,0,0,0,0,0.0,26,3.3,0.82
Tony Romo,1693,QB,DAL,2,-9.36,0,73,9,70.0,60,63,10.0,2.74,1,0,0.0,65.1,41,19,2.4,70,95.9,1,24,,83.1,48.7,82.0,48.4,,58.3,1,3,76,36.8,76.8,10.0,7,0,0,1,2,5,6.6,450,7.1,71.7,53,57,8.9,2.69,1,0,0.0,64.9,37,16,2.6,62,84.9,1,21,,82.5,57.7,81.9,57.1,,58.3,1,0,70,31.3,96.7,8.1,5,0,0,2,2,2,2.9,394,6.9,55.6,9,9,13.7,3.25,0,0,0.0,55.6,5,4,0.0,11,15.1,0,3,,71.9,26.9,72.6,28.0,,,0,3,11,50.0,38.0,18.2,2,0,0,0,0,3,27.3,63,7.0,0,50.0,2,3,-3.0,3.63,0,0,0.0,33.3,1,1,0.0,3,4.1,0,0,,68.0,55.1,69.9,55.4,,,0,0,5,0.0,42.4,0.0,0,0,0,1,0,0,0.0,7,2.3,0.09
Geno Smith,7820,QB,NYJ,2,16.01,0,71,22,63.6,44,47,10.0,3.3,0,2,4.0,57.4,27,26,3.6,58,81.7,1,21,,26.0,60.8,81.7,62.8,55.6,54.2,1,2,61,11.5,68.8,5.2,3,8,0,2,1,3,4.9,332,7.1,65.9,41,43,8.4,2.98,0,2,4.3,60.5,26,20,3.7,48,67.6,1,16,,24.7,52.7,81.2,56.9,60.0,44.0,1,1,51,10.0,84.0,4.2,2,3,0,1,2,3,5.9,265,6.2,86.7,15,17,4.7,3.02,1,0,0.0,76.5,13,8,0.0,23,32.4,0,8,,75.9,81.3,76.0,77.9,58.2,70.8,0,1,23,12.5,73.7,4.3,1,5,0,1,0,0,0.0,132,7.8,0,100.0,12,13,-2.0,1.62,1,0,0.0,92.3,12,2,0.0,13,18.3,0,3,,72.8,66.2,73.2,65.6,,,0,0,13,0.0,113.1,0.0,0,0,0,0,1,0,0.0,65,5.0,1.6
Matt Cassel,2447,QB,MIN,2,9.52,0,70,18,68.5,54,57,7.5,2.65,2,0,0.0,56.1,32,29,13.5,66,94.3,5,18,,26.7,49.7,81.4,47.0,,68.7,1,4,70,24.1,61.7,10.6,7,2,0,0,3,5,7.1,336,5.9,70.2,47,49,6.6,2.49,1,0,0.0,57.1,28,24,15.2,56,80.0,5,14,,25.5,48.7,81.1,47.5,,61.3,1,3,60,25.0,47.5,10.7,6,1,0,0,0,4,6.7,274,5.6,72.7,11,12,8.3,3.08,1,0,0.0,66.7,8,7,0.0,14,20.0,0,6,,73.2,61.5,73.5,56.1,,65.6,0,1,14,14.3,96.5,7.1,1,1,0,0,3,1,7.1,98,8.2,0,100.0,4,4,-2.0,1.78,0,0,0.0,100.0,4,2,0.0,4,5.7,0,2,,66.9,64.4,69.2,64.0,,,0,0,4,0.0,104.2,0.0,0,0,0,0,0,0,0.0,36,9.0,2.58
Colin Kaepernick,6188,QB,SF,2,-24.3,0,66,28,78.4,51,55,9.9,2.88,1,2,3.4,63.6,35,21,12.5,64,97.0,5,26,,49.1,70.5,0.0,72.4,,62.1,1,3,70,23.8,83.1,7.8,5,4,0,2,3,3,4.3,429,7.8,78.6,42,44,9.1,2.66,1,1,2.1,70.5,31,10,6.1,48,72.7,2,20,,41.6,68.9,0.0,72.4,,59.3,0,2,53,10.0,89.5,2.1,1,3,0,1,2,2,3.8,343,7.8,81.8,11,13,11.6,3.32,0,1,7.1,46.2,6,11,33.3,18,27.3,3,6,,74.8,69.6,74.5,66.3,,64.5,1,1,19,36.4,68.1,22.2,4,1,0,1,1,1,5.3,106,8.2,0,100.0,2,2,1.5,1.75,0,0,0.0,100.0,2,0,0.0,2,3.0,0,0,,63.6,62.4,66.9,62.1,,,0,0,2,,108.3,0.0,0,0,0,0,0,0,0.0,20,10.0,0.35
Peyton Manning,327,QB,DEN,2,1.7,0,64,10,77.8,54,54,9.1,2.1,0,3,5.3,70.4,38,10,9.5,56,87.5,4,24,,82.3,77.9,12.6,76.2,,69.8,0,0,60,20.0,132.5,3.6,2,0,0,0,6,2,3.3,450,8.3,80.0,45,45,6.3,1.77,0,2,4.3,68.9,31,5,13.9,46,71.9,5,21,,81.0,79.1,6.0,77.5,,69.8,0,0,48,20.0,124.2,2.2,1,0,0,0,5,1,2.1,299,6.6,70.6,17,17,11.7,2.51,0,1,5.0,70.6,12,5,0.0,18,28.1,0,6,,75.4,65.7,74.9,65.1,,,0,0,21,20.0,132.5,5.6,1,0,0,0,1,1,4.8,212,12.5,0,75.0,8,8,-0.9,1.16,0,0,0.0,62.5,5,0,16.7,8,12.5,1,3,,70.9,62.4,71.9,62.1,,,0,0,9,,85.9,0.0,0,0,0,0,0,0,0.0,61,7.6,5.83
