player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,4,2,9.0,0,0,23,82.8,86.0,83.6,71.5,70.1,75.7,10.5,2,0,142,152,2.8,4,15
John Abraham,591,ED,ARZ,1,0,-4.0,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0.0,0,0,13,13,7.7,1,1
Justin Smith,776,DI,SF,5,5,2.5,0,1,28,62.8,77.9,51.9,57.4,90.6,76.9,0.0,0,1,71,73,4.2,3,6
Ryan Pickett,799,DI,HST,2,0,1.0,0,0,13,,49.4,77.6,51.1,52.3,69.2,0.0,0,0,32,32,6.3,2,2
Julius Peppers,1010,ED,GB,5,2,2.4,0,0,12,72.2,77.8,63.2,81.1,58.5,34.1,15.4,2,2,113,115,4.4,5,9
Dwight Freeney,1019,ED,SD,5,0,,0,0,27,63.1,77.6,84.4,76.5,61.1,70.2,,0,0,56,57,0.0,0,0
Larry Foote,1126,LB,ARZ,4,4,2.3,0,0,1,40.1,46.8,21.3,48.5,70.4,28.3,0.0,0,1,94,96,8.5,8,10
Brett Keisel,1204,DI,PIT,5,1,0.5,1,0,25,53.7,47.9,45.5,51.7,55.3,43.0,0.0,0,1,59,61,3.4,2,2
Ryan Clark,1229,S,WAS,5,7,5.4,0,0,32,50.8,43.3,82.0,68.1,31.8,41.7,37.5,9,0,120,127,3.3,4,8
James Harrison,1251,ED,PIT,2,0,,0,0,25,77.2,62.5,78.0,63.9,40.9,73.0,,0,0,14,14,0.0,0,0
Terence Newman,1321,CB,CIN,4,2,3.7,0,0,7,66.3,69.9,83.2,,80.8,65.2,11.1,1,2,97,103,5.2,5,6
Kevin Williams,1325,DI,SEA,4,1,1.2,0,0,29,57.0,60.9,80.2,57.4,66.5,72.9,0.0,0,0,39,41,12.8,5,6
Terrell Suggs,1326,ED,BLT,5,2,0.1,0,0,3,64.2,74.5,30.0,65.3,83.7,67.3,8.3,1,2,84,85,9.5,8,9
Troy Polamalu,1332,S,PIT,5,2,3.5,0,0,25,75.6,71.8,0.0,56.3,72.7,61.3,11.1,2,4,107,113,6.5,7,14
Calvin Pace,1334,ED,NYJ,5,2,2.8,0,0,22,61.7,62.5,49.8,54.7,72.1,60.2,14.3,1,2,94,95,4.3,4,4
Charles Tillman,1351,CB,CHI,2,0,27.0,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,0.0,0,0,44,44,0.0,0,2
Rashean Mathis,1355,CB,DET,5,0,5.0,0,0,11,82.1,80.4,85.3,59.3,59.1,70.0,50.0,1,2,111,116,0.0,0,1
Osi Umenyiora,1371,ED,ATL,5,2,3.8,0,0,2,60.0,50.0,79.8,52.7,61.6,74.2,0.0,0,1,27,27,11.1,3,5
Cory Redding,1381,DI,IND,5,1,1.3,0,0,14,71.7,73.9,24.2,67.5,71.9,76.7,12.5,1,2,74,77,8.1,6,6
Lance Briggs,1383,LB,CHI,5,7,2.3,0,0,6,54.3,59.9,75.7,54.7,68.1,47.5,15.8,3,0,118,122,5.9,7,9
Jarret Johnson,1421,ED,SD,4,4,4.1,0,1,27,77.8,70.5,37.2,47.9,77.4,81.2,7.7,1,1,55,57,9.1,5,8
