player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,15,0,0,23,82.1,0,0,11,2.1,9.1,1,0,9.1,1,582,12,1,0,87.0,0,0,9,4.0,11.1,1,11.1,1,249,10,1
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,15,1,0,28,56.5,9,20,396,99.5,8.3,33,1,4.9,5,429,427,34,1,65.9,6,13,178,100.0,14.0,25,7.6,4,199,199,23
Ryan Pickett,799,DI,HST,12,2,0,13,48.9,0,1,121,100.0,1.7,2,0,0.4,0,129,129,1,1,51.5,0,0,27,100.0,0.0,0,0.0,0,32,32,0
Julius Peppers,1010,ED,GB,15,3,1,12,78.2,10,26,420,92.1,12.4,52,3,6.2,8,480,442,44,2,87.5,7,18,201,93.8,17.9,36,10.2,8,226,212,33
Dwight Freeney,1019,ED,SD,15,0,0,27,68.6,8,36,348,96.5,16.1,56,3,7.2,3,395,381,47,0,73.5,5,24,163,98.4,23.3,38,10.7,3,190,187,32
Larry Foote,1126,LB,ARZ,15,0,0,1,49.7,4,13,187,30.4,5.9,11,3,5.6,2,649,197,19,0,50.2,2,4,95,35.3,7.4,7,5.3,2,289,102,8
Brett Keisel,1204,DI,PIT,12,4,1,25,56.0,6,13,271,98.0,6.6,18,1,3.9,1,295,289,20,2,59.6,4,7,113,99.2,9.7,11,5.8,1,119,118,12
Ryan Clark,1229,S,WAS,15,0,0,32,35.6,0,3,19,3.6,0.0,0,2,13.2,1,580,21,4,0,29.8,0,2,9,4.3,0.0,0,11.1,0,255,11,2
James Harrison,1251,ED,PIT,10,0,0,25,78.8,13,13,176,78.4,19.3,34,2,10.8,6,241,189,32,0,72.2,6,6,75,87.0,21.3,16,13.3,4,92,80,16
Terence Newman,1321,CB,CIN,13,0,1,7,55.5,0,1,2,0.4,0.0,0,8,25.0,0,523,2,1,0,55.5,0,1,2,0.8,0.0,0,25.0,0,240,2,1
Kevin Williams,1325,DI,SEA,15,2,0,29,54.6,1,10,173,95.4,6.9,12,0,3.8,1,197,188,12,1,54.7,0,4,58,100.0,6.9,4,3.4,0,64,64,4
Terrell Suggs,1326,ED,BLT,15,1,1,3,68.9,11,29,468,90.2,14.3,67,9,7.1,13,543,490,53,0,70.8,8,18,228,94.9,18.4,42,9.2,8,255,242,34
