player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jordy Nelson,4350,WR,GB,2,12.5,3,60.0,,0,0,0,14.3,3,13,12,0,44.0,73.9,85.3,,83.9,0.0,0,1,80,0.0,0,91,0,18,92.3,84,6.6,6,89.9,30,1,93.4,85,292,112,6.2,16.2,3.48
Steve Smith,837,WR,BLT,2,10.3,10,52.0,,0,0,0,13.3,2,7,3,0,47.7,72.3,72.3,,70.9,0.0,0,0,80,0.0,0,81,0,13,95.1,77,6.2,5,90.3,25,1,93.8,76,189,105,8.1,14.5,2.45
Calvin Johnson,3618,WR,DET,2,17.5,0,54.2,,0,0,0,13.3,2,11,11,0,49.8,72.7,83.1,,81.4,0.0,0,1,67,0.0,0,85,1,13,94.1,80,15.3,13,100.5,24,2,84.7,72,247,70,5.4,19.0,3.09
Jimmy Graham,5619,TE,NO,2,7.5,2,78.3,,0,0,0,0.0,0,13,20,0,83.2,74.1,91.3,73.0,90.1,32.9,26,1,23,3.8,3,79,0,18,89.9,71,41.8,33,113.8,23,2,25.3,20,200,79,4.4,11.1,2.82
T.Y. Hilton,7092,WR,IND,2,10.9,0,50.0,,0,0,0,8.3,1,8,14,0,60.6,71.5,62.2,,61.7,0.0,0,1,16,0.0,0,88,0,11,97.7,86,33.0,29,44.9,22,0,67.0,59,106,35,3.2,9.6,1.23
Julio Jones,6158,WR,ATL,2,11.7,2,66.7,,0,0,0,0.0,0,8,2,1,80.6,22.2,66.6,,64.2,0.0,0,0,27,0.0,0,99,0,14,94.9,94,17.2,17,114.0,21,1,82.8,82,204,83,5.9,14.6,2.17
Jeremy Maclin,4942,WR,PHI,2,19.0,1,38.1,,0,0,0,0.0,0,7,24,0,77.3,70.6,65.6,,64.9,0.0,0,1,68,0.0,0,88,0,8,92.0,81,29.5,26,73.9,21,2,68.2,60,142,52,6.5,17.8,1.75
Brandon Marshall,3064,WR,CHI,2,10.2,0,65.0,,0,0,0,7.1,1,8,6,1,64.7,22.2,70.5,70.2,67.1,1.0,1,0,17,1.0,1,96,1,13,87.5,84,53.1,51,120.6,20,4,45.8,44,119,24,1.8,9.2,1.42
Reggie Wayne,800,WR,IND,2,10.3,0,63.2,,0,0,0,7.7,1,7,14,0,62.1,71.9,63.9,,63.1,0.0,0,0,22,0.0,0,91,0,12,96.7,88,74.7,68,82.3,19,0,25.3,23,126,30,2.5,10.5,1.43
Greg Olsen,3647,TE,CAR,2,7.5,0,73.7,,0,0,0,0.0,0,10,5,0,81.4,72.9,87.0,76.0,87.9,33.8,27,0,22,16.3,13,80,0,14,77.5,62,33.8,27,115.0,19,1,18.8,15,155,79,5.6,11.1,2.5
Dez Bryant,5549,WR,DAL,2,11.7,2,73.7,,0,0,0,0.0,0,9,9,0,80.6,72.7,77.4,,79.5,0.0,0,2,22,0.0,0,62,1,14,91.9,57,21.0,13,76.1,19,1,79.0,49,158,52,3.7,11.3,2.77
Andrew Hawkins,6125,WR,CLV,2,8.2,3,77.8,,0,0,0,0.0,0,9,8,0,81.1,73.0,85.4,,85.8,0.0,0,0,28,0.0,0,63,0,14,95.2,60,52.4,33,103.0,18,0,46.0,29,157,62,4.4,11.2,2.62
Brian Quick,7037,WR,SL,2,12.4,1,77.8,,0,0,0,6.7,1,9,26,0,64.4,72.7,77.4,,78.2,0.0,0,0,23,0.0,0,55,1,14,96.4,53,3.6,2,106.7,18,0,96.4,53,173,35,2.5,12.4,3.26
Demaryius Thomas,5547,WR,DEN,2,6.8,1,50.0,,0,0,0,18.2,2,6,10,0,41.1,71.1,73.0,,71.3,0.0,0,0,26,0.0,0,63,0,9,92.1,58,36.5,23,87.7,18,1,63.5,40,110,68,7.6,12.2,1.9
Mike Wallace,5007,WR,MIA,2,13.8,1,66.7,,0,0,0,0.0,0,8,17,1,61.8,20.9,67.9,,66.9,0.0,0,1,22,0.0,0,67,0,12,91.0,61,14.9,10,103.2,18,2,85.1,57,137,42,3.5,11.4,2.25
Delanie Walker,3120,TE,TEN,2,9.2,5,72.2,,0,0,0,7.1,1,7,31,1,63.2,21.4,83.8,,73.9,29.3,22,2,61,0.0,0,75,0,13,98.7,74,54.7,41,101.2,18,2,13.3,10,179,65,5.0,13.8,2.42
Antonio Brown,5718,WR,PIT,2,10.1,4,66.7,,0,0,0,0.0,0,9,25,0,80.0,76.7,82.8,,81.6,0.0,0,1,41,0.0,0,81,0,12,93.8,76,9.9,8,100.7,18,1,87.7,71,206,86,7.2,17.2,2.71
Martellus Bennett,4375,TE,CHI,2,5.0,3,83.3,,0,0,0,0.0,0,9,6,0,67.5,73.5,77.1,52.2,79.4,41.2,40,2,17,13.4,13,97,0,15,75.3,73,40.2,39,88.9,18,2,9.3,9,107,60,4.0,7.1,1.47
Emmanuel Sanders,5606,WR,DEN,2,9.9,0,77.8,,0,0,0,6.7,1,7,10,0,64.4,73.6,72.3,,71.1,0.0,0,0,48,0.0,0,69,0,14,92.8,64,49.3,34,109.5,18,0,50.7,35,185,45,3.2,13.2,2.89
Larry Donnell,7638,TE,NYG,2,9.1,0,70.6,,0,0,0,0.0,0,10,21,0,80.0,72.3,92.0,83.9,92.0,65.8,48,2,23,13.7,10,73,0,12,78.1,57,16.4,12,74.5,17,1,4.1,3,137,34,2.8,11.4,2.4
Antonio Gates,1609,TE,SD,2,11.9,2,76.5,,0,0,0,13.3,2,9,27,0,48.0,72.3,80.6,,78.5,16.2,11,0,34,0.0,0,68,0,13,94.1,64,61.8,42,148.8,17,3,22.1,15,177,33,2.5,13.6,2.77
Dennis Pitta,5638,TE,BLT,2,5.7,1,76.5,,0,0,0,7.1,1,6,3,0,64.0,72.5,63.6,59.6,66.3,63.8,60,0,24,12.8,12,94,1,13,85.1,80,36.2,34,93.5,17,0,0.0,0,113,54,4.2,8.7,1.41
Kelvin Benjamin,8663,WR,CAR,2,15.6,0,50.0,,0,0,0,20.0,2,7,5,0,35.7,70.1,69.8,,70.3,0.0,0,0,26,0.0,0,74,2,8,93.2,69,20.3,15,100.5,16,1,79.7,59,138,10,1.3,17.3,2.0
Victor Cruz,5827,WR,NYG,2,12.6,1,43.8,,0,0,0,36.4,4,3,21,0,27.1,69.5,52.9,,53.1,0.0,0,2,27,0.0,0,82,0,7,91.5,75,91.5,75,20.8,16,0,7.3,6,84,17,2.4,12.0,1.12
Vincent Jackson,2278,WR,TB,2,12.3,1,50.0,,0,0,0,20.0,2,5,30,0,36.0,70.1,66.4,,64.7,0.0,0,1,20,0.0,0,68,0,8,92.6,63,26.5,18,40.4,16,0,73.5,50,87,19,2.4,10.9,1.38
Donnie Avery,4347,WR,KC,2,14.1,0,62.5,,0,0,0,9.1,1,5,16,0,60.6,71.5,63.1,,63.9,0.0,0,3,25,0.0,0,90,1,10,91.1,82,10.0,9,40.1,16,0,90.0,81,98,9,0.9,9.8,1.2
Pierre Garcon,4519,WR,WAS,2,11.8,2,68.8,,0,0,0,0.0,0,4,32,0,78.7,71.5,64.5,,64.0,0.0,0,0,15,0.0,0,80,0,11,92.5,74,12.5,10,82.6,16,0,87.5,70,89,39,3.5,8.1,1.2
Matt Forte,4358,HB,CHI,2,-0.2,5,81.3,,0,0,0,7.1,1,4,6,0,64.7,80.7,55.3,38.7,60.2,0.0,0,0,18,13.4,13,97,1,13,76.3,74,4.1,4,93.2,16,0,2.1,2,102,125,9.6,7.8,1.38
James Jones,3694,WR,OAK,2,9.8,1,75.0,,0,0,0,0.0,0,9,23,3,79.4,14.0,68.3,,67.8,0.0,0,0,42,0.0,0,62,1,12,93.5,58,33.9,21,142.2,16,2,66.1,41,146,52,4.3,12.2,2.52
Julian Edelman,5156,WR,NE,2,12.3,2,75.0,,0,0,0,0.0,0,8,19,1,80.0,26.0,71.5,71.6,71.6,1.1,1,0,44,1.1,1,90,0,12,87.8,79,24.4,22,131.3,16,1,74.4,67,176,60,5.0,14.7,2.23
Rob Gronkowski,5567,TE,NE,2,10.9,0,50.0,,0,0,0,11.1,1,5,19,0,54.9,70.1,77.6,77.8,75.5,41.3,19,0,18,15.2,7,46,0,8,71.7,33,43.5,20,83.3,16,1,13.0,6,72,25,3.1,9.0,2.18
Harry Douglas,4398,WR,ATL,2,11.3,0,66.7,,0,0,0,9.1,1,6,2,0,60.6,71.5,66.3,65.8,66.4,0.0,0,2,23,1.1,1,89,0,10,94.4,84,89.9,80,47.8,15,0,10.1,9,107,30,3.0,10.7,1.27
Randall Cobb,6216,WR,GB,2,9.7,0,73.3,,0,0,0,0.0,0,9,12,0,79.4,73.9,71.9,,72.7,0.0,0,0,23,0.0,0,91,0,11,92.3,84,97.8,89,129.7,15,3,1.1,1,97,28,2.5,8.8,1.15
Keenan Allen,7857,WR,SD,2,8.6,2,66.7,,0,0,0,16.7,2,4,27,0,58.9,71.1,65.9,,65.0,0.0,0,0,14,0.0,0,83,0,10,95.2,79,9.6,8,83.2,15,0,90.4,75,92,39,3.9,9.2,1.16
Sammy Watkins,8639,WR,BUF,2,14.0,1,73.3,,0,0,0,0.0,0,7,4,0,79.4,71.9,85.8,,86.2,0.0,0,0,30,0.0,0,50,1,11,98.0,49,4.0,2,126.5,15,1,96.0,48,148,53,4.8,13.5,3.02
