player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,12,0,0,23,82.1,0,0,11,2.7,9.1,1,0,9.1,1,443,12,1,0,87.0,0,0,9,5.3,11.1,1,11.1,1,187,10,1
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,12,1,0,28,60.5,8,17,320,99.4,9.1,29,1,5.5,5,345,343,30,1,72.7,6,12,141,100.0,17.0,24,9.2,4,155,155,22
Ryan Pickett,799,DI,HST,9,1,0,13,48.5,0,1,100,100.0,2.0,2,0,0.5,0,106,106,1,0,48.5,0,0,20,100.0,0.0,0,0.0,0,24,24,0
Julius Peppers,1010,ED,GB,12,3,1,12,78.6,8,23,336,91.5,13.1,44,3,6.4,6,388,355,37,2,85.9,5,15,154,93.2,18.8,29,10.4,6,176,164,26
Dwight Freeney,1019,ED,SD,12,0,0,27,69.5,6,32,294,96.7,17.0,50,3,7.1,2,331,320,40,0,73.5,3,22,140,98.1,23.6,33,10.4,2,162,159,27
Larry Foote,1126,LB,ARZ,12,0,0,1,50.3,3,7,137,28.1,6.6,9,3,4.4,1,519,146,11,0,48.5,1,3,74,32.9,6.8,5,4.1,1,243,80,5
Brett Keisel,1204,DI,PIT,12,4,1,25,56.0,6,13,271,98.0,6.6,18,1,3.9,1,295,289,20,2,59.6,4,7,113,99.2,9.7,11,5.8,1,119,118,12
Ryan Clark,1229,S,WAS,12,0,0,32,35.6,0,3,19,4.7,0.0,0,1,13.2,1,451,21,4,0,29.8,0,2,9,5.4,0.0,0,11.1,0,204,11,2
James Harrison,1251,ED,PIT,9,0,0,25,75.3,13,8,138,77.7,19.6,27,2,10.5,4,193,150,25,0,67.0,6,3,58,84.0,22.4,13,12.9,3,75,63,12
Terence Newman,1321,CB,CIN,11,0,0,7,58.6,0,1,1,0.2,0.0,0,5,50.0,0,466,1,1,0,58.6,0,1,1,0.5,0.0,0,50.0,0,218,1,1
Kevin Williams,1325,DI,SEA,12,2,0,29,52.7,0,7,134,94.9,5.2,7,0,2.6,0,156,148,7,1,55.2,0,3,41,100.0,7.3,3,3.7,0,47,47,3
Terrell Suggs,1326,ED,BLT,12,1,1,3,69.0,11,20,371,90.1,14.0,52,7,6.3,8,434,391,39,0,70.9,8,11,188,94.0,17.6,33,8.2,6,215,202,25
Troy Polamalu,1332,S,PIT,10,0,0,25,76.8,2,3,31,8.7,9.7,3,6,11.3,1,369,32,6,0,85.8,1,1,12,9.5,8.3,1,16.7,1,137,13,3
Calvin Pace,1334,ED,NYJ,12,1,0,22,48.8,1,11,182,52.0,6.0,11,3,4.9,3,375,195,15,0,47.8,0,5,61,55.2,8.2,5,7.4,2,125,69,7
Charles Tillman,1351,CB,CHI,2,0,0,6,68.5,1,0,1,1.9,100.0,1,0,50.0,0,52,1,1,0,68.5,1,0,1,4.5,100.0,1,50.0,0,22,1,1
Rashean Mathis,1355,CB,DET,12,0,2,11,58.3,0,0,2,0.4,0.0,0,8,0.0,0,520,2,0,0,,0,0,0,0.0,,0,,0,245,0,0
Osi Umenyiora,1371,ED,ATL,12,0,0,2,61.2,5,20,227,98.3,12.8,29,1,6.8,3,241,237,28,0,68.0,5,16,144,98.0,17.4,25,8.7,2,151,148,23
Cory Redding,1381,DI,IND,12,1,1,14,57.3,8,18,338,98.9,9.2,31,4,4.7,3,358,354,29,0,61.5,5,11,136,100.0,14.0,19,7.4,2,147,147,18
Lance Briggs,1383,LB,CHI,8,0,0,6,55.6,1,1,32,11.8,6.3,2,0,3.1,0,280,33,2,0,62.7,1,1,11,8.5,18.2,2,9.1,0,129,11,2
Jarret Johnson,1421,ED,SD,11,1,0,27,50.6,0,6,117,59.5,3.4,4,1,3.4,1,210,125,7,0,49.9,0,0,43,79.7,2.3,1,2.3,1,59,47,1
Chris Clemons,1585,ED,JAX,12,1,4,15,56.2,4,12,344,96.0,5.2,18,7,4.7,8,375,360,24,1,56.0,1,9,173,98.4,7.5,13,5.8,5,186,183,15
Colin Cole,1589,DI,CAR,12,0,0,5,47.8,0,2,144,100.0,2.1,3,0,0.7,0,149,149,2,0,51.2,0,0,34,100.0,2.9,1,0.0,0,35,35,0
Cullen Jenkins,1637,DI,NYG,8,1,0,21,76.3,4,8,139,98.0,10.1,14,0,4.3,0,151,148,12,0,87.7,4,6,61,100.0,18.0,11,8.2,0,70,70,10
DeAngelo Hall,1729,CB,WAS,3,0,0,32,58.6,0,0,1,1.1,0.0,0,1,0.0,0,93,1,0,0,58.6,0,0,1,2.1,0.0,0,0.0,0,47,1,0
D.J. Williams,1738,LB,CHI,11,0,0,6,58.9,0,3,8,4.8,37.5,3,1,18.8,0,189,9,3,0,53.2,0,0,4,8.5,0.0,0,0.0,0,47,4,0
Vince Wilfork,1742,DI,NE,12,0,0,19,47.7,2,12,336,99.7,4.2,14,0,2.4,1,368,367,15,0,50.9,2,7,165,100.0,4.8,8,3.3,1,183,183,10
Jason Babin,1748,ED,NYJ,12,0,1,22,65.2,6,15,171,82.3,15.8,27,5,7.9,3,215,177,24,0,62.3,5,8,70,90.1,18.6,13,9.3,0,81,73,13
