player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,1,0,0,0,,0,0,,14,61.5,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0
Phil Dawson,422,K,SF,1,0,0,0,,0,0,,28,46.2,0,0,,4,4,100.0,0,1,0,0.0,1,0,0.0,0,0,
Sebastian Janikowski,595,K,OAK,1,0,0,0,,0,0,,23,60.6,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,
Shayne Graham,730,K,NO,1,0,1,1,100.0,0,0,,20,66.7,0,0,,4,4,100.0,0,1,1,100.0,2,2,100.0,0,0,
Matt Bryant,1223,K,ATL,1,0,2,2,100.0,1,1,100.0,2,86.3,0,0,,4,4,100.0,0,0,0,,3,3,100.0,0,0,
Billy Cundiff,1230,K,CLV,1,0,0,0,,0,0,,8,62.8,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Josh Brown,1520,K,NYG,1,0,0,0,,0,0,,21,60.6,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,
Josh Scobee,1858,K,JAX,1,0,1,0,0.0,1,1,100.0,15,55.0,0,0,,2,2,100.0,0,1,0,0.0,3,1,33.3,0,0,
Mike Nugent,2264,K,CIN,1,0,0,0,,3,2,66.7,7,57.6,0,0,,0,0,,0,1,1,100.0,6,5,83.3,2,2,100.0
Robbie Gould,2607,K,CHI,1,0,0,0,,1,1,100.0,6,72.9,0,0,,2,2,100.0,0,1,1,100.0,2,2,100.0,0,0,
Nick Novak,2726,K,SD,1,0,0,0,,0,0,,27,62.0,0,0,,2,2,100.0,0,1,1,100.0,1,1,100.0,0,0,
Shaun Suisham,2796,K,PIT,1,0,0,0,,1,1,100.0,25,72.6,0,0,,3,3,100.0,0,2,2,100.0,3,3,100.0,0,0,
Stephen Gostkowski,3063,K,NE,1,0,0,0,,2,2,100.0,19,68.1,0,0,,2,2,100.0,0,0,0,,2,2,100.0,0,0,
Nick Folk,3794,K,NYJ,1,0,0,0,,2,2,100.0,22,67.7,0,0,,1,1,100.0,0,0,0,,2,2,100.0,0,0,
Mason Crosby,3809,K,GB,1,0,0,0,,0,0,,12,60.8,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
Stephen Hauschka,4655,K,SEA,1,0,0,0,,0,0,,29,62.4,0,0,,4,4,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Dan Carpenter,4697,K,BUF,1,0,1,1,100.0,0,0,,4,75.4,0,0,,2,2,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0
Ryan Succop,5180,K,TEN,1,0,0,0,,2,2,100.0,31,69.4,0,0,,2,2,100.0,0,2,2,100.0,4,4,100.0,0,0,
Graham Gano,5443,K,CAR,1,0,0,0,,1,0,0.0,5,58.3,0,0,,2,2,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0
Dan Bailey,6796,K,DAL,1,0,0,0,,0,0,,9,61.7,0,0,,2,2,100.0,0,0,0,,1,1,100.0,1,1,100.0
Kai Forbath,6860,K,WAS,1,0,0,0,,0,0,,32,60.1,0,0,,1,0,0.0,0,0,0,,0,0,,0,0,
Randy Bullock,7154,K,HST,1,0,0,0,,1,1,100.0,13,63.4,0,0,,2,2,100.0,0,0,0,,1,1,100.0,0,0,
Greg Zuerlein,7163,K,SL,1,0,2,1,50.0,1,1,100.0,26,63.1,0,0,,0,0,,0,0,0,,3,2,66.7,0,0,
Blair Walsh,7167,K,MIN,1,0,1,1,100.0,1,1,100.0,18,76.9,0,0,,4,4,100.0,0,0,0,,2,2,100.0,0,0,
Justin Tucker,7604,K,BLT,1,0,1,0,0.0,0,0,,3,43.7,0,0,,1,1,100.0,0,1,1,100.0,2,1,50.0,0,0,
Caleb Sturgis,7948,K,MIA,1,0,0,0,,0,0,,17,63.3,0,0,,3,3,100.0,0,1,1,100.0,4,4,100.0,3,3,100.0
Brandon McManus,8437,K,DEN,1,0,0,0,,0,0,,10,61.4,0,0,,4,4,100.0,0,0,0,,1,1,100.0,1,1,100.0
Nate Freese,8863,K,DET,1,0,0,0,,1,0,0.0,11,49.5,0,0,,3,3,100.0,0,0,0,,3,2,66.7,2,2,100.0
Cairo Santos,8932,K,KC,1,0,0,0,,1,0,0.0,16,47.7,0,0,,1,1,100.0,0,1,1,100.0,2,1,50.0,0,0,
Cody Parkey,9030,K,PHI,1,0,1,1,100.0,0,0,,24,66.6,0,0,,4,4,100.0,0,0,0,,2,2,100.0,1,1,100.0
Chandler Catanzaro,9140,K,ARZ,1,0,0,0,,1,1,100.0,1,63.7,0,0,,0,0,,0,0,0,,2,2,100.0,1,1,100.0
Patrick Murray,9389,K,TB,1,0,0,0,,0,0,,30,60.6,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,
