player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,6,0,0,0,,3,3,100.0,14,71.1,0,0,,21,21,100.0,0,5,5,100.0,12,12,100.0,4,4,100.0
Phil Dawson,422,K,SF,6,0,4,4,100.0,2,1,50.0,28,67.9,0,0,,14,14,100.0,0,4,3,75.0,14,12,85.7,4,4,100.0
Sebastian Janikowski,595,K,OAK,5,0,1,0,0.0,2,2,100.0,23,60.9,0,0,,10,10,100.0,0,1,1,100.0,4,3,75.0,0,0,
Shayne Graham,730,K,NO,5,0,1,1,100.0,2,1,50.0,20,61.1,0,0,,14,13,92.9,0,3,3,100.0,8,7,87.5,2,2,100.0
Matt Bryant,1223,K,ATL,6,0,5,4,80.0,2,2,100.0,2,78.7,0,0,,20,20,100.0,0,0,0,,9,8,88.9,2,2,100.0
Billy Cundiff,1230,K,CLV,5,0,1,0,0.0,2,2,100.0,8,65.9,0,0,,15,15,100.0,0,4,3,75.0,9,7,77.8,2,2,100.0
Josh Brown,1520,K,NYG,5,0,1,1,100.0,1,1,100.0,21,69.3,0,0,,16,16,100.0,0,2,2,100.0,7,7,100.0,3,3,100.0
Josh Scobee,1858,K,JAX,6,0,2,0,0.0,3,3,100.0,15,54.0,0,0,,9,9,100.0,0,4,3,75.0,9,6,66.7,0,0,
Mike Nugent,2264,K,CIN,5,0,2,0,0.0,6,4,66.7,7,34.1,0,0,,13,13,100.0,0,5,3,60.0,17,11,64.7,4,4,100.0
Robbie Gould,2607,K,CHI,6,0,0,0,,3,3,100.0,6,64.7,0,0,,16,15,93.8,0,2,1,50.0,9,8,88.9,4,4,100.0
Nick Novak,2726,K,SD,6,0,1,1,100.0,1,1,100.0,27,71.9,1,1,100.0,18,18,100.0,0,7,7,100.0,12,12,100.0,2,2,100.0
Shaun Suisham,2796,K,PIT,6,0,1,0,0.0,4,4,100.0,25,67.6,0,0,,13,13,100.0,0,2,2,100.0,12,11,91.7,5,5,100.0
Stephen Gostkowski,3063,K,NE,6,0,1,1,100.0,8,8,100.0,19,74.5,1,1,100.0,16,16,100.0,0,3,2,66.7,17,16,94.1,4,4,100.0
