player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Kelvin Beachum,7229,T,PIT,11,100.0,0,25,78.8,90.3,63.3,1,6,445,100.0,100.0,97.6,4,14,7,783,0,0,783,783,475,475,0,0,308,0
David DeCastro,7640,G,PIT,11,100.0,0,25,73.3,79.4,67.6,2,15,445,100.0,100.0,97.4,3,20,3,783,0,0,0,783,475,475,783,0,308,0
Maurkice Pouncey,5543,C,PIT,11,100.0,1,25,74.5,83.9,70.8,2,11,445,100.0,100.0,98.3,4,14,1,776,776,0,0,776,475,475,0,0,301,0
Anthony Castonzo,6174,T,IND,10,100.0,1,14,80.0,87.1,62.3,6,19,474,100.0,100.0,97.2,4,26,1,761,0,0,745,761,498,498,0,0,263,16
Gosder Cherilus,4331,T,IND,10,100.0,0,14,63.5,68.3,57.8,12,17,473,100.0,100.0,96.1,2,33,4,758,0,0,0,758,497,497,0,737,261,21
Ben Grubbs,3645,G,NO,10,100.0,0,20,69.2,70.5,64.3,5,19,434,100.0,100.0,97.0,3,25,1,741,0,741,0,741,465,465,0,0,276,0
Jahri Evans,3053,G,NO,10,100.0,0,20,72.0,57.6,74.4,6,21,434,100.0,100.0,96.2,0,30,3,741,0,0,0,741,465,465,741,0,276,0
Ryan Kalil,3675,C,CAR,11,100.0,0,5,70.5,76.2,69.6,1,11,424,100.0,100.0,98.1,0,14,2,726,726,0,0,726,454,454,0,0,272,0
Jason Peters,2148,T,PHI,10,100.0,1,24,91.3,90.8,86.2,4,9,428,100.0,100.0,98.2,5,14,1,722,0,0,699,722,455,455,0,1,267,22
Orlando Franklin,6198,G,DEN,10,100.0,0,10,68.1,79.1,66.6,2,6,424,100.0,100.0,98.8,9,9,1,713,0,713,0,713,453,453,0,0,260,0
Manuel Ramirez,3733,C,DEN,10,100.0,0,10,64.6,76.0,59.1,1,12,422,100.0,100.0,98.2,3,14,1,708,562,0,0,708,451,451,146,0,257,0
Louis Vasquez,5001,G,DEN,10,100.0,1,10,72.7,77.3,68.8,5,9,423,100.0,100.0,98.1,6,15,1,707,0,0,0,707,452,452,556,150,255,1
D'Brickashaw Ferguson,2949,T,NYJ,10,100.0,0,22,73.7,83.0,59.5,6,18,399,100.0,100.0,96.7,2,25,1,701,0,0,691,701,420,420,0,0,281,10
Breno Giacomini,4464,T,NYJ,10,100.0,0,22,67.1,72.8,60.0,7,18,399,100.0,100.0,96.4,4,27,2,701,0,0,0,701,420,420,0,701,281,0
Nick Mangold,2974,C,NYJ,10,100.0,1,22,83.2,88.5,79.5,1,3,399,100.0,100.0,99.2,2,5,1,701,701,0,0,701,420,420,0,0,281,0
John Jerry,5598,G,NYG,10,100.0,1,21,61.4,68.8,58.5,0,20,397,100.0,100.0,97.0,5,22,2,697,0,0,0,697,425,425,696,0,272,0
Willie Colon,3076,G,NYJ,10,100.0,0,22,63.3,79.7,64.0,2,16,393,100.0,100.0,97.5,10,19,1,695,0,0,0,695,414,414,695,0,281,0
Mitchell Schwartz,7041,T,CLV,10,100.0,0,8,73.5,72.8,70.8,4,14,347,100.0,100.0,96.3,3,22,4,695,0,0,0,695,366,366,0,695,329,0
Joe Thomas,3619,T,CLV,10,100.0,1,8,92.6,93.8,88.0,1,5,347,100.0,100.0,98.8,3,7,1,695,0,0,694,695,366,366,0,0,329,1
Joel Bitonio,8670,G,CLV,10,100.0,1,8,79.0,86.3,73.3,1,8,347,100.0,100.0,98.7,4,9,0,695,0,695,0,695,366,366,0,0,329,0
John Greco,4379,G,CLV,10,100.0,1,8,76.7,75.5,75.5,4,8,347,100.0,100.0,97.7,5,14,2,695,118,0,0,695,366,366,577,0,329,0
Nate Chandler,7521,T,CAR,11,100.0,0,5,58.5,57.9,56.4,2,21,414,100.0,100.0,95.5,1,30,7,694,0,0,4,694,442,442,0,690,252,0
Will Beatty,4983,T,NYG,10,100.0,0,21,79.8,80.3,71.8,6,13,398,100.0,100.0,96.9,3,22,3,692,0,0,692,692,426,426,0,0,266,0
Nate Solder,6169,T,NE,10,100.0,2,19,65.8,66.8,64.3,7,10,375,100.0,100.0,96.7,6,21,4,692,0,0,692,692,405,405,0,0,287,0
J.D. Walton,5604,C,NYG,10,100.0,0,21,67.5,69.7,63.8,2,10,398,100.0,100.0,98.5,2,12,0,691,691,0,0,691,426,426,0,0,265,0
Ryan Clady,4326,T,DEN,10,100.0,1,10,69.9,72.1,60.6,6,16,417,100.0,100.0,97.1,4,23,1,690,0,0,689,690,445,445,0,1,245,0
Ja'Wuan James,8654,T,MIA,10,100.0,1,17,66.4,63.3,68.1,9,20,390,100.0,100.0,95.8,6,31,2,690,0,0,129,690,413,413,0,558,277,0
Kyle Long,7801,G,CHI,10,100.0,1,6,70.8,85.0,65.1,1,9,422,100.0,100.0,98.8,6,10,0,687,0,0,0,687,452,452,687,0,235,0
Terron Armstead,7856,T,NO,10,100.0,0,20,81.1,84.9,70.7,2,14,391,100.0,100.0,97.4,3,18,2,686,0,0,686,686,422,422,0,0,264,0
Joe Staley,3644,T,SF,10,100.0,1,28,84.4,79.7,83.9,2,16,382,100.0,100.0,96.6,5,22,4,685,0,0,675,685,409,409,0,0,276,9
Bobby Massie,7112,T,ARZ,10,100.0,0,1,70.4,67.9,71.4,6,17,382,100.0,100.0,96.2,4,26,3,684,0,0,0,684,413,413,0,684,271,0
Jared Veldheer,5594,T,ARZ,10,100.0,2,1,78.5,85.6,70.0,3,14,382,100.0,100.0,97.5,6,18,1,684,0,0,683,684,413,413,0,0,271,1
Lyle Sendlein,4062,C,ARZ,10,100.0,0,1,55.5,73.0,45.4,4,8,382,100.0,100.0,98.2,2,13,1,684,684,0,0,684,413,413,0,0,271,0
Paul Fanaika,5137,G,ARZ,10,100.0,0,1,58.7,63.3,61.4,5,20,382,100.0,100.0,96.5,6,26,1,683,0,0,0,683,413,413,683,0,270,0
Rick Wagner,7950,T,BLT,10,100.0,0,3,82.5,79.0,81.0,0,14,364,100.0,100.0,97.5,2,16,2,682,0,0,0,682,394,394,0,682,288,0
Ted Larsen,5728,G,ARZ,10,100.0,2,1,57.4,53.8,63.0,6,15,381,100.0,100.0,96.7,6,23,2,682,0,681,0,682,412,412,1,0,270,0
Dominic Raiola,820,C,DET,10,100.0,0,11,62.2,76.3,57.5,0,11,409,100.0,100.0,97.7,4,15,4,681,681,0,0,681,439,439,0,0,242,0
