player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jordy Nelson,4350,WR,GB,4,49,0,12,0,-1.0,0,100.0,,0,0,0.0,0,0,0,88.7,59.6,0,4,0.0,0,6,3,83.3,5,79.2,3,6.1,0,6,9,3.0,2.0,1.2,9.6,2,75.0,,0,0,0.0,0,4,0,51.3,83.3,0,17,0.0,0,28,6,82.1,23,103.6,8,16.3,0,75,31,5.2,12.5,3.26
Jeremy Maclin,4942,WR,PHI,4,45,0,24,0,-3.3,0,75.0,,0,0,0.0,0,2,0,88.7,74.2,0,50,0.0,0,19,3,94.7,18,116.7,4,8.9,0,67,77,25.7,22.3,3.72,16.9,1,60.0,,0,0,0.0,0,6,0,86.9,79.7,0,68,0.0,0,55,6,96.4,53,143.8,10,22.2,3,174,86,14.3,29.0,3.28
Steve Smith,837,WR,BLT,4,41,0,3,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,67.3,0,7,0.0,0,12,1,100.0,12,95.8,1,2.4,0,7,10,10.0,7.0,0.58,10.0,4,50.0,,0,0,0.0,0,1,0,53.8,71.6,0,23,0.0,0,12,2,91.7,11,70.8,4,9.8,0,26,25,12.5,13.0,2.36
Jimmy Graham,5619,TE,NO,4,41,0,20,0,,0,,,0,0,,0,0,0,,42.9,0,0,33.3,5,15,0,66.7,10,0.0,0,0.0,0,0,0,,,0.0,7.8,2,79.2,,0,0,0.0,0,13,1,83.7,76.8,1,17,0.0,0,69,19,94.2,65,111.6,24,58.5,2,199,83,4.4,10.5,3.06
Julio Jones,6158,WR,ATL,4,40,0,2,0,-0.8,1,100.0,,0,0,0.0,0,1,1,90.6,44.3,0,20,0.0,0,13,5,84.6,11,110.0,5,12.5,0,52,56,11.2,10.4,4.73,15.1,0,62.5,,0,0,0.0,0,5,0,90.5,78.3,0,27,0.0,0,27,5,92.6,25,137.0,8,20.0,1,83,24,4.8,16.6,3.32
Antonio Brown,5718,WR,PIT,4,38,0,25,0,-2.0,2,87.5,,0,0,12.5,1,1,0,40.5,59.9,0,41,0.0,0,25,7,96.0,24,103.6,8,21.1,0,71,86,12.3,10.1,2.96,5.3,2,100.0,,0,0,0.0,0,4,0,90.3,92.0,0,41,0.0,0,18,7,100.0,18,158.3,7,18.4,1,115,81,11.6,16.4,6.39
T.Y. Hilton,7092,WR,IND,4,37,0,14,0,-2.0,0,50.0,,0,0,0.0,0,0,0,78.7,46.9,0,5,0.0,0,13,1,92.3,12,56.3,2,5.4,0,5,6,6.0,5.0,0.42,6.0,0,64.3,,0,0,10.0,1,8,0,46.9,70.3,1,14,0.0,0,51,9,98.0,50,53.3,14,37.8,0,92,31,3.4,10.2,1.84
Pierre Garcon,4519,WR,WAS,4,36,0,32,0,-1.3,0,100.0,,0,0,0.0,0,0,0,88.7,53.5,0,3,0.0,0,14,3,92.9,13,79.2,3,8.3,0,6,10,3.3,2.0,0.46,3.0,1,80.0,,0,0,20.0,1,1,0,75.1,71.9,0,11,0.0,0,19,4,94.7,18,87.5,5,13.9,0,25,15,3.8,6.3,1.39
Vincent Jackson,2278,WR,TB,4,36,0,30,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,20.5,1,20.0,,0,0,33.3,1,1,0,29.1,61.6,0,18,0.0,0,50,2,96.0,48,39.6,10,27.8,0,26,2,1.0,13.0,0.54
Kelvin Benjamin,8663,WR,CAR,4,36,0,5,0,,0,,,0,0,,0,0,0,,45.7,0,0,0.0,0,14,0,100.0,14,0.0,0,0.0,0,0,0,,,0.0,12.4,0,20.0,,0,0,66.7,2,1,0,51.7,75.0,0,13,0.0,0,26,1,96.2,25,39.6,5,13.9,0,13,0,0.0,13.0,0.52
