player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Daimion Stafford,8031,S,TEN,3,0,31,0,0,0,0,0,0,,0,0,,0,0,0,0,1.2,1,83,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Winston Guy,7171,S,JAX,4,0,15,0,0,0,0,0,0,,0,0,,0,0,0,0,0.8,1,131,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Bashaud Breeland,8737,CB,WAS,9,0,32,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.4,1,255,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Adam Jones,2223,CB,CIN,8,0,7,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,279,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Davon House,6283,CB,GB,7,0,12,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,175,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Colin Jones,6342,CB,CAR,3,0,5,0,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,15.0,3,20,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Darqueze Dennard,8659,CB,CIN,2,0,7,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,7.7,2,26,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Saalim Hakim,7334,WR,NYJ,2,0,22,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,33.3,1,3,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Charles Tillman,1351,CB,CHI,2,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.0,1,49,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Dominique Rodgers-Cromartie,4330,CB,NYG,8,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,224,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jarrett Bush,3261,CB,GB,5,0,12,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.3,1,23,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Antoine Bethea,3152,S,SF,8,0,28,0,1,0,0,1,0,100.0,3,2,50.0,1,1,0,0,1.0,3,289,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Craig Dahl,3920,S,SF,3,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,25.0,1,4,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Brandian Ross,6755,S,OAK,5,0,23,2,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,3.1,3,97,3,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jackson Jeffcoat,9139,LB,WAS,1,0,32,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Lardarius Webb,5011,CB,BLT,6,0,3,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.0,2,199,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Morris Claiborne,7012,CB,DAL,4,0,9,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,1,93,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Chris Owens,5013,CB,KC,5,0,16,0,2,0,0,2,0,75.0,3,3,66.7,1,0,0,0,3.1,4,128,3,50.0,0,0,0,0,25.0,1,0,0.0,0,0,0,1,0,0
Will Allen,1832,S,PIT,4,0,25,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,2.9,1,35,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brandon Flowers,4349,CB,SD,7,0,27,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,223,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Terence Newman,1321,CB,CIN,8,0,7,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,343,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Prince Amukamara,6171,CB,NYG,8,0,21,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,257,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Usama Young,3682,S,OAK,4,0,23,0,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,2.7,3,111,2,50.0,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Tyler Patmon,9135,CB,DAL,3,0,9,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,5.3,1,19,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Robert McClain,5771,CB,ATL,7,0,2,0,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,3.1,4,131,2,37.5,0,0,1,0,75.0,3,2,50.0,1,1,0,1,1,0
Rashad Johnson,5018,S,ARZ,8,0,1,0,1,0,0,0,0,50.0,2,1,50.0,1,1,0,0,1.2,4,338,2,37.5,0,0,1,0,50.0,2,1,25.0,0,0,0,1,1,0
Bernard Pollard,2999,S,TEN,5,0,31,0,3,0,0,1,0,50.0,3,1,16.7,0,0,0,0,4.1,7,170,4,35.7,0,0,1,0,50.0,3,2,50.0,1,1,0,1,1,0
Reshad Jones,5686,S,MIA,4,0,17,0,2,0,0,2,0,60.0,3,2,33.3,0,0,0,0,3.8,6,158,3,33.3,0,0,0,0,40.0,2,0,0.0,0,0,0,1,1,0
Ray-Ray Armstrong,8271,LB,OAK,2,0,23,0,2,0,0,1,0,100.0,1,1,50.0,0,0,0,0,21.4,3,14,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kyle Arrington,4742,CB,NE,9,0,19,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,1.7,3,181,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Bene Benwikere,8783,CB,CAR,5,0,5,1,3,0,1,2,0,83.3,5,3,30.0,0,0,0,0,4.7,6,127,4,33.3,0,0,1,0,16.7,1,1,50.0,0,0,0,0,0,0
Bacarri Rambo,7972,S,WAS,2,0,32,0,2,0,0,0,0,33.3,1,0,0.0,0,0,0,0,9.1,3,33,2,33.3,0,0,2,0,66.7,2,2,50.0,0,0,0,0,0,0
Perrish Cox,5660,CB,SF,8,0,28,0,4,0,0,3,0,57.1,4,3,37.5,0,0,0,0,2.4,7,286,4,28.6,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
Corey White,7652,CB,NO,8,0,20,1,2,0,1,1,0,44.4,4,2,25.0,0,0,0,0,3.0,9,304,4,27.8,0,0,1,0,55.6,5,2,30.0,1,1,0,1,1,0
Michael Griffin,3635,S,TEN,8,0,31,0,1,0,0,0,1,66.7,6,3,50.0,3,3,0,2,4.2,13,310,4,26.9,0,0,1,1,33.3,3,1,16.7,0,0,0,3,3,0
Adam Hayward,3798,LB,WAS,4,0,32,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,18.2,2,11,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
James Ihedigbo,4147,S,DET,5,0,11,2,2,0,1,1,0,56.3,9,3,22.2,1,1,0,0,8.0,16,200,6,25.0,0,1,1,0,43.8,7,3,28.6,1,1,0,2,2,0
Jeromy Miles,5810,S,BLT,5,0,3,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.7,2,73,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
T.J. Carrie,8853,CB,OAK,7,0,23,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.2,2,166,1,25.0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Kavell Conner,5763,LB,SD,6,0,27,0,2,0,0,1,0,50.0,2,1,25.0,0,0,0,0,8.0,4,50,2,25.0,0,0,1,0,50.0,2,1,25.0,0,0,0,0,0,0
Brock Vereen,8766,S,CHI,5,0,6,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1.9,2,105,1,25.0,0,0,1,1,50.0,1,1,50.0,0,0,0,0,0,0
Koa Misi,5565,LB,MIA,4,0,17,1,6,0,1,3,0,45.5,5,4,40.0,0,0,0,0,15.4,14,91,7,25.0,0,0,3,0,54.5,6,3,25.0,0,0,0,0,0,0
Derrick Johnson,2232,LB,KC,1,0,16,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,9.5,2,21,1,25.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Tre Boston,8763,S,CAR,3,0,5,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,4.7,2,43,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Marqueston Huff,8757,CB,TEN,6,0,31,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,5.6,6,108,2,25.0,0,0,0,0,33.3,2,1,50.0,1,1,0,1,1,0
Terrence Brooks,8714,S,BLT,5,0,3,1,1,0,0,0,0,25.0,1,0,0.0,0,0,0,0,2.6,4,155,2,25.0,0,1,1,0,75.0,3,2,33.3,0,0,0,0,0,0
Danny Gorrer,5424,CB,DET,6,0,11,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,1.6,2,123,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Steven Johnson,7298,LB,DEN,3,0,10,0,1,0,0,0,0,100.0,1,0,0.0,0,0,0,0,28.6,2,7,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Eddie Pleasant,7593,S,HST,3,0,13,0,1,0,0,0,0,100.0,1,0,0.0,0,0,0,0,9.5,2,21,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Sean Smith,4984,CB,KC,8,0,16,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.7,2,288,1,25.0,0,0,1,1,100.0,2,1,25.0,0,0,0,0,0,0
Vontae Davis,4948,CB,IND,9,0,14,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,2,302,1,25.0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Eric Reid,7799,S,SF,8,0,28,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0.7,2,286,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Justin Gilbert,8643,CB,CLV,8,0,8,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,1,1.1,2,177,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Blidi Wreh-Wilson,7851,CB,TEN,7,0,31,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0.7,2,270,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Dashon Goldson,3742,S,TB,6,0,30,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,1.2,2,167,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
