player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,11,19,0,75.0,0,0,23,64.1,67.1,88.8,82.1,65.1,68.5,0,0,2,48,13.3,13,4,0,117.7,21,1,180,11,405,788,0,0,0,0,0,505,788,12,371,92,27,66,28,1,3,317,187,15.1
John Abraham,591,ED,ARZ,1,0,0,,0,0,1,60.4,54.7,70.5,47.9,66.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,27,0,3,37,10,0,0,10,0,0,27,20,14,0,1,1,0,0,0,0,0,
Justin Smith,776,DI,SF,11,8,1,,0,2,28,67.1,81.3,69.3,59.3,90.6,79.5,7,15,0,,0.0,0,0,1,0.0,0,4,22,0,1,503,481,0,7,68,406,0,22,321,181,0,15,18,0,26,0,0,0,
Ryan Pickett,799,DI,HST,8,1,1,,0,0,13,,51.6,81.9,48.7,55.1,74.7,0,1,0,,15.4,2,0,0,0.0,0,0,0,0,0,225,225,52,18,9,146,0,0,103,122,0,10,10,0,1,0,0,0,
Julius Peppers,1010,ED,GB,11,7,2,33.3,1,2,12,82.2,80.0,68.9,78.6,58.9,42.5,8,21,2,5,23.3,7,1,3,2.8,1,6,32,0,27,574,540,0,0,496,44,0,34,325,222,2,16,16,3,35,0,5,8,5.0
Dwight Freeney,1019,ED,SD,11,1,0,,0,0,27,72.8,66.1,41.4,68.7,56.9,36.6,6,28,0,,42.9,3,0,3,0.0,0,2,10,0,10,436,425,0,2,255,168,0,11,301,125,1,5,3,0,36,0,0,0,
Larry Foote,1126,LB,ARZ,11,10,0,86.4,0,0,1,43.4,45.8,29.0,49.9,59.6,34.6,3,7,1,33,21.6,16,0,3,100.9,38,1,696,6,336,722,16,0,0,16,0,4,706,138,248,0,30,48,44,11,1,382,284,10.1
Brett Keisel,1204,DI,PIT,11,4,4,,1,0,25,65.0,57.3,64.4,56.3,58.6,63.7,6,11,1,,7.1,1,0,1,0.0,0,1,23,0,6,409,385,3,3,48,331,0,24,268,135,1,7,9,0,18,0,0,0,
Ryan Clark,1229,S,WAS,11,16,0,66.7,0,0,32,48.2,40.9,53.1,36.3,35.4,40.8,0,3,0,13,20.3,16,1,1,97.0,12,1,126,2,400,691,0,0,0,0,0,537,691,20,271,26,16,47,18,4,1,90,55,7.5
James Harrison,1251,ED,PIT,8,1,0,100.0,0,0,25,64.5,74.9,55.0,76.6,65.4,68.2,13,7,0,11,11.1,2,0,2,125.0,2,4,9,1,34,255,231,0,0,231,0,0,24,130,91,14,16,15,2,24,1,9,9,4.5
Terence Newman,1321,CB,CIN,10,6,0,57.4,0,0,7,67.1,67.9,86.6,58.6,64.7,61.1,0,1,0,20,11.7,7,4,4,80.5,39,0,67,630,432,717,0,0,0,0,0,6,717,1,284,14,19,47,68,1,2,339,80,8.7
Kevin Williams,1325,DI,SEA,11,7,2,0.0,0,0,29,59.7,60.2,83.9,52.0,64.0,65.0,0,6,0,,8.7,2,0,0,39.6,0,0,0,0,8,296,296,11,191,4,90,0,0,139,149,0,9,14,1,6,0,0,0,
Terrell Suggs,1326,ED,BLT,11,7,1,50.0,1,0,3,68.5,75.3,25.5,70.4,79.2,77.8,11,18,0,4,3.7,1,0,6,56.3,1,7,30,0,39,585,553,0,0,517,36,0,32,348,198,2,21,19,2,36,0,4,3,4.0
Troy Polamalu,1332,S,PIT,9,6,0,70.6,0,1,25,72.6,70.3,0.0,81.6,77.1,54.2,1,2,0,42,16.4,9,1,6,108.7,12,1,230,7,316,541,0,0,0,0,0,218,541,24,201,86,18,40,17,4,1,115,65,9.6
Calvin Pace,1334,ED,NYJ,11,5,1,66.7,0,0,22,73.1,64.8,48.0,50.0,70.3,63.1,1,10,0,35,11.5,3,1,3,77.1,12,3,206,13,155,544,282,0,0,181,101,0,262,183,206,43,14,18,18,14,0,84,85,7.0
Charles Tillman,1351,CB,CHI,2,0,0,77.8,0,0,6,68.6,67.4,80.4,68.5,46.5,83.2,1,0,0,22,0.0,0,1,0,97.2,7,0,14,81,51,97,0,0,0,0,0,0,97,1,45,2,4,10,9,1,0,66,9,9.4
Rashean Mathis,1355,CB,DET,11,4,0,62.1,2,1,11,70.0,69.2,59.2,59.3,61.4,55.6,0,0,1,49,20.0,7,3,7,82.4,36,0,61,636,463,706,0,0,0,0,0,4,706,1,242,5,8,24,58,0,1,418,183,11.6
Osi Umenyiora,1371,ED,ATL,11,2,0,100.0,0,0,2,35.5,61.0,82.0,63.2,61.6,75.8,5,20,0,49,0.0,0,0,1,118.8,1,3,22,0,4,261,239,0,2,47,190,0,22,218,39,0,6,7,1,28,0,49,47,49.0
Cory Redding,1381,DI,IND,11,4,0,0.0,1,0,14,71.7,57.1,20.3,57.5,59.1,79.5,5,16,0,,10.0,2,0,4,39.6,0,3,25,0,4,527,501,1,13,175,312,0,26,322,201,1,17,14,1,24,0,0,0,
Lance Briggs,1383,LB,CHI,8,13,0,74.3,0,1,6,54.4,63.0,76.1,55.6,73.9,54.2,1,1,1,56,13.3,6,2,0,118.0,26,0,427,2,247,455,2,0,0,2,0,0,453,33,175,24,17,26,35,2,3,314,191,12.1
Jarret Johnson,1421,ED,SD,10,5,1,55.6,0,1,27,86.5,74.6,63.7,49.6,75.5,77.1,0,5,0,37,6.3,2,0,1,69.2,5,1,63,0,70,365,298,0,1,201,96,0,67,121,174,4,14,25,9,6,0,45,49,9.0
Ike Taylor,1437,CB,PIT,3,1,0,58.3,2,0,25,55.2,50.8,0.0,,57.4,45.5,0,0,0,17,18.2,2,2,3,105.2,7,0,23,140,95,165,0,0,0,0,0,0,165,0,70,2,0,8,12,0,1,77,15,11.0
