player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,4,0,0,23,71.5,0,0,2,2.2,0.0,0,0,0.0,0,136,3,0,0,75.3,0,0,1,4.8,0.0,0,0.0,0,42,2,0
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,4,1,0,28,59.8,3,5,116,100.0,8.6,10,1,6.0,3,130,130,11,1,64.6,1,3,48,100.0,14.6,7,8.3,2,57,57,6
Ryan Pickett,799,DI,HST,1,0,0,13,53.3,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Julius Peppers,1010,ED,GB,4,1,0,12,87.6,4,9,106,94.8,16.0,17,2,7.1,1,116,110,14,1,90.9,2,7,43,95.7,27.9,12,12.8,1,47,45,10
Dwight Freeney,1019,ED,SD,4,0,0,27,80.0,5,15,111,97.5,23.4,26,0,10.8,2,120,117,22,0,82.7,2,9,48,98.1,33.3,16,15.6,2,54,53,13
Larry Foote,1126,LB,ARZ,3,0,0,1,48.9,0,2,40,31.5,5.0,2,1,2.5,0,130,41,2,0,42.9,0,1,23,33.3,4.3,1,2.2,0,72,24,1
Brett Keisel,1204,DI,PIT,4,0,1,25,52.6,1,7,100,99.1,6.0,6,1,4.0,0,108,107,8,0,54.2,1,3,40,100.0,7.5,3,5.0,0,40,40,4
Ryan Clark,1229,S,WAS,4,0,0,32,71.1,0,0,4,3.2,0.0,0,0,25.0,1,156,5,1,0,50.7,0,0,3,5.6,0.0,0,0.0,0,71,4,0
James Harrison,1251,ED,PIT,1,0,0,25,58.2,0,0,10,61.1,0.0,0,0,0.0,0,18,11,0,0,51.1,0,0,7,87.5,0.0,0,0.0,0,8,7,0
Kevin Williams,1325,DI,SEA,3,1,0,29,56.6,0,4,48,87.9,8.3,4,0,4.2,0,58,51,4,0,54.9,0,2,18,100.0,11.1,2,5.6,0,20,20,2
Terrell Suggs,1326,ED,BLT,4,1,0,3,68.3,3,5,90,88.9,15.6,14,0,5.6,1,108,96,9,0,59.0,2,2,37,95.2,13.5,5,5.4,0,42,40,4
Troy Polamalu,1332,S,PIT,4,0,0,25,61.1,1,1,8,4.8,0.0,0,3,12.5,0,166,8,2,0,74.7,1,0,2,4.1,0.0,0,25.0,0,49,2,1
Calvin Pace,1334,ED,NYJ,4,0,0,22,52.0,0,6,77,54.9,7.8,6,2,5.2,1,153,84,7,0,52.2,0,2,26,56.1,11.5,3,7.7,1,57,32,3
Charles Tillman,1351,CB,CHI,2,0,0,6,68.5,1,0,1,1.9,100.0,1,0,50.0,0,52,1,1,0,68.5,1,0,1,4.5,100.0,1,50.0,0,22,1,1
