player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Cam Newton,6153,QB,CAR,11,-2.82,0,427,5,63.5,315,332,11.2,2.95,5,19,5.3,54.5,181,149,9.5,391,91.6,19,131,,,,,62.8,71.7,72.5,,70.8,,,62.7,,,3,11,419,24.2,76.7,9.2,36,23,1,8,13,16,3.8,2387,7.2,66.7,261,273,9.8,2.83,5,16,5.5,58.6,160,122,8.0,320,74.9,14,104,,,,,56.3,70.1,70.4,,68.7,,,64.0,,,2,8,341,24.6,78.0,9.4,30,17,1,4,8,15,4.4,1936,7.1,65.2,89,95,9.7,3.03,1,3,3.0,55.8,53,32,8.6,107,25.1,5,33,,,,,85.9,69.6,81.1,,69.8,,,55.6,,,1,3,115,18.8,81.5,5.6,6,6,0,4,5,2,1.7,650,6.8,0,91.4,35,36,-3.2,2.11,1,0,0.0,88.9,32,5,0.0,36,8.4,0,6,,,,,78.6,61.0,76.9,,60.7,,,,,,0,0,37,0.0,89.7,0.0,0,0,0,0,0,1,2.7,199,5.5,-0.25
Aaron Rodgers,2241,QB,GB,12,13.56,0,426,12,75.0,336,355,9.3,2.92,5,29,7.6,64.5,229,116,9.1,401,94.1,23,167,,,,,66.3,94.1,72.5,,92.1,,,91.2,,,1,3,430,21.6,117.5,6.2,25,21,0,13,31,9,2.1,3073,8.7,73.0,278,290,8.8,2.81,3,23,7.5,63.1,183,88,9.9,327,76.8,20,128,,,,,83.3,93.1,70.2,,90.9,,,91.9,,,1,2,349,22.7,114.2,6.1,20,17,0,8,24,7,2.0,2422,8.4,87.8,82,90,8.0,2.95,2,6,6.1,76.7,69,28,4.2,99,23.2,3,45,,,,,29.5,88.3,80.8,,86.5,,,60.8,,,0,1,107,17.9,132.8,5.1,5,4,0,6,8,2,1.9,903,10.0,0,95.8,24,25,-1.4,1.62,0,0,0.0,92.0,23,0,0.0,25,5.9,0,6,,,,,76.6,63.8,75.6,,63.3,,,,,,0,0,26,,122.0,0.0,0,0,0,1,1,0,0.0,252,10.1,1.68
Joe Flacco,4332,QB,BLT,12,-2.07,0,426,3,74.9,343,376,9.8,2.64,4,20,4.9,61.2,230,132,10.5,397,93.2,27,137,,,,,77.8,77.5,88.7,,77.0,,,48.6,,,7,8,430,11.4,92.2,3.8,15,6,5,17,20,16,3.7,2735,7.3,76.9,303,327,8.8,2.43,4,18,5.2,63.6,208,104,10.7,342,80.3,25,120,,,,,73.9,78.8,88.3,,78.7,,,42.7,,,5,6,364,12.5,95.2,3.8,13,2,5,10,16,13,3.6,2470,7.6,75.0,68,78,8.7,3.28,1,2,2.2,61.5,48,29,5.9,84,19.7,3,28,,,,,84.6,66.5,80.4,,64.8,,,67.2,,,2,2,96,6.9,87.7,2.4,2,4,0,7,4,3,3.1,522,6.7,0,96.4,28,29,-3.9,2.1,1,0,0.0,89.7,26,1,3.7,29,6.8,1,11,,,,,77.4,69.4,76.1,,68.5,,,,,,0,0,30,0.0,103.6,0.0,0,0,0,0,0,0,0.0,257,8.9,-0.86
Brian Hoyer,5277,QB,CLV,12,4.48,0,421,8,62.8,339,366,11.7,2.7,10,19,4.9,54.1,198,123,7.0,391,92.9,15,146,,,,,79.3,59.0,60.1,,60.3,57.6,,34.2,,,4,10,415,14.6,78.3,4.6,18,7,1,12,11,20,4.8,2857,7.8,64.9,262,280,8.6,2.39,8,11,3.7,55.0,154,85,9.4,300,71.3,16,97,,,,,73.1,57.3,56.1,,58.5,57.6,,34.8,,,3,7,315,18.8,69.7,5.3,16,4,1,6,4,14,4.4,1845,6.6,66.7,105,116,15.4,3.19,3,8,6.4,59.5,69,40,1.4,121,28.7,1,57,,,,,86.8,64.6,81.5,,64.8,,,52.3,,,1,3,130,5.0,104.8,1.7,2,3,0,7,7,6,4.6,1219,10.5,0,96.4,28,30,-3.4,1.47,1,0,0.0,83.3,25,2,7.4,30,7.1,2,8,,,,,77.4,66.3,76.1,,65.6,,,,,,0,0,30,0.0,95.4,0.0,0,0,0,1,0,0,0.0,207,6.9,3.92
Alex Smith,2218,QB,KC,12,1.26,0,412,16,76.7,270,300,7.6,2.81,12,11,3.4,62.0,186,136,10.1,361,87.6,21,130,,,,,66.7,71.7,56.4,,74.4,,,44.4,,,5,5,383,24.3,89.0,9.1,33,28,0,13,11,8,2.1,2159,7.2,78.6,215,236,5.3,2.76,9,7,2.8,64.8,153,115,9.5,289,70.1,16,102,,,,,72.6,69.2,52.8,,70.8,,,50.8,,,4,2,309,27.8,96.1,11.1,32,21,0,8,11,6,1.9,1586,6.7,80.8,104,115,7.1,2.51,4,4,3.4,66.1,76,25,9.5,123,29.9,8,45,,,,,61.0,75.2,81.4,,77.7,,,39.6,,,2,3,125,4.0,89.6,0.8,1,7,0,5,5,2,1.6,795,6.9,0,93.9,49,51,-3.7,1.78,1,0,0.0,84.3,43,4,6.5,51,12.4,3,17,,,,,80.5,72.8,78.0,,71.7,,,,,,1,0,51,0.0,117.5,0.0,0,0,0,0,5,0,0.0,222,4.4,0.19
Russell Wilson,7077,QB,SEA,12,-1.35,0,409,29,72.5,262,293,9.5,3.32,6,15,4.9,59.7,175,177,7.9,366,89.5,15,127,,,,64.7,30.4,70.8,44.4,,68.0,91.3,,69.5,,,1,5,385,16.9,93.5,8.2,30,43,0,24,15,12,3.1,2228,7.6,76.6,201,227,7.4,2.95,8,12,5.0,64.3,146,116,5.2,278,68.0,8,92,,,,,36.3,69.4,38.8,,67.9,,,66.9,,,1,3,295,17.2,96.5,7.2,20,31,0,17,11,8,2.7,1645,7.2,75.0,100,108,8.5,3.61,0,3,2.7,63.0,68,66,9.3,131,32.0,7,45,,,,64.7,45.9,71.0,81.7,,66.9,91.3,,70.8,,,0,2,135,16.7,90.9,8.4,11,12,0,8,4,4,3.0,821,7.6,0,100.0,39,42,-3.6,1.82,2,0,0.0,92.9,39,5,0.0,43,10.5,0,10,,,,,79.8,69.1,77.6,,68.2,,,,,,0,0,45,20.0,90.3,2.3,1,0,0,1,0,0,0.0,238,5.7,0.35
Andy Dalton,6187,QB,CIN,12,-10.26,0,392,7,72.0,307,330,9.1,2.41,7,21,5.9,61.2,202,87,8.6,357,91.1,19,120,,,,64.7,76.0,72.4,72.9,,71.4,89.1,,57.3,,,2,11,386,16.1,82.3,3.9,14,13,0,14,13,15,3.9,2375,7.2,74.9,267,285,7.4,2.3,6,17,5.5,65.3,186,71,7.0,309,78.8,14,103,,,,64.7,84.2,79.6,71.6,,78.7,89.1,,58.6,,,1,8,335,16.9,87.8,3.9,12,12,0,11,11,8,2.4,2060,7.2,68.1,72,80,9.8,2.62,2,4,4.7,55.0,44,21,10.2,83,21.2,5,26,,,,,50.9,46.7,80.1,,48.0,,,54.5,,,1,5,89,9.5,57.8,2.4,2,1,0,5,2,7,7.9,529,6.6,0,87.5,32,35,-3.8,1.9,1,0,0.0,80.0,28,5,0.0,35,8.9,0,9,,,,,78.7,67.3,77.0,,66.5,,,,,,0,2,38,0.0,68.3,0.0,0,0,0,2,0,0,0.0,214,6.1,-0.62
Blake Bortles,8638,QB,JAX,10,0.99,0,387,15,67.0,267,287,9.5,2.67,9,7,2.3,56.4,162,118,9.5,334,86.3,17,100,,,,,41.9,40.2,51.6,,38.4,,,64.8,,,5,15,360,28.8,66.4,10.2,34,13,1,5,9,21,5.8,1967,6.9,70.7,242,256,7.1,2.45,6,3,1.1,62.1,159,83,7.0,291,75.2,12,83,,,,,46.9,41.9,48.5,,37.4,,,75.7,,,5,10,310,31.3,70.6,8.9,26,9,1,2,5,16,5.2,1628,6.4,76.9,78,84,8.2,3.01,3,4,4.4,63.1,53,40,11.7,96,24.8,7,29,,,,,56.0,53.5,80.6,,58.8,,,28.7,,,0,5,103,20.0,77.1,8.3,8,4,0,3,4,5,4.9,633,7.5,0,98.1,53,53,-3.3,2.08,0,0,0.0,94.3,50,5,3.8,53,13.7,2,12,,,,,80.8,69.6,78.2,,68.7,,,,,,0,0,53,0.0,89.8,0.0,0,0,0,0,0,0,0.0,294,5.5,1.18
Tony Romo,1693,QB,DAL,11,5.8,0,353,9,72.3,292,299,10.6,2.86,1,14,4.4,67.9,203,101,3.8,328,92.9,8,132,,,,,71.8,78.6,39.5,,78.2,,,54.5,,,1,8,346,23.8,106.6,7.3,24,5,1,4,21,13,3.8,2557,8.6,73.0,263,272,9.3,2.71,2,12,4.2,67.3,183,89,4.7,295,83.6,9,113,,,,,69.2,75.1,37.2,,74.8,,,55.7,,,1,4,313,21.3,106.8,6.4,19,4,1,5,18,10,3.2,2138,7.9,76.5,51,52,11.7,3.36,0,2,3.8,73.1,38,14,2.6,58,16.4,1,26,,,,,81.5,80.9,78.6,,79.8,,,58.3,,,0,4,60,35.7,103.0,8.6,5,1,0,1,4,3,5.0,580,11.2,0,90.9,22,25,-3.0,2.25,1,0,0.0,72.0,18,2,10.0,25,7.1,2,7,,,,,76.8,64.1,75.8,,63.7,,,,,,0,0,27,0.0,102.3,0.0,0,0,0,2,1,0,0.0,161,6.4,3.29
Ryan Fitzpatrick,2467,QB,HST,10,1.1,0,333,13,70.1,241,259,10.4,2.76,7,13,4.7,60.2,156,131,7.7,305,91.6,13,115,,,,,53.5,74.7,18.5,,74.6,,,62.1,,,6,8,328,16.0,95.8,6.9,21,25,1,4,17,9,2.7,2146,8.3,72.2,209,226,8.1,2.58,6,12,5.0,62.8,142,106,6.0,265,79.6,9,93,,,,,60.8,69.2,13.5,,69.1,,,62.2,,,6,7,281,17.0,94.9,6.8,18,21,1,4,14,8,2.8,1775,7.9,75.0,60,61,11.5,3.03,1,1,1.5,63.9,39,27,13.3,68,20.4,6,28,,,,,46.8,84.0,79.5,,82.8,,,60.3,,,0,1,76,11.1,102.0,4.4,3,4,0,0,3,1,1.3,543,8.9,0,96.4,28,28,-4.3,1.64,0,0,0.0,89.3,25,2,7.4,28,8.4,2,6,,,,,77.2,69.7,76.0,,68.8,,,,,,0,0,29,0.0,92.3,0.0,0,0,0,0,0,0,0.0,172,6.1,1.05
Nick Foles,7089,QB,PHI,8,-4.21,0,330,24,64.3,244,270,12.6,2.95,0,14,4.8,55.9,151,111,3.8,285,86.4,6,96,,,,,55.6,64.0,86.9,,64.7,,,44.9,,,8,10,308,7.2,77.1,2.8,8,7,1,17,12,20,6.5,1878,7.0,69.3,189,207,8.9,2.71,0,10,4.4,61.4,127,79,3.1,224,67.9,4,73,,,,,46.7,63.4,86.3,,64.4,,,44.9,,,4,7,244,10.1,76.4,3.6,8,7,1,13,6,15,6.1,1372,6.6,67.7,96,105,12.9,2.89,0,4,3.6,57.1,60,33,7.7,106,32.1,5,34,,,,,85.7,65.3,80.9,,64.6,,,,,,4,3,111,3.0,91.6,0.9,1,0,0,5,7,5,4.5,795,7.6,0,95.1,41,42,-3.7,1.64,0,0,0.0,85.7,36,1,7.7,45,13.6,3,11,,,,,80.0,65.7,77.7,,65.1,,,,,,0,0,47,100.0,103.3,2.2,1,0,0,1,1,0,0.0,289,6.9,0.94
Teddy Bridgewater,8667,QB,MIN,9,-13.92,0,328,18,71.5,221,250,10.1,2.96,6,5,1.9,58.4,146,126,7.6,295,89.9,12,93,,,,,81.8,68.6,44.3,,67.3,,,66.2,,,6,7,315,19.8,77.5,8.5,25,20,2,15,8,9,2.9,1667,6.7,78.4,190,212,7.2,2.8,4,4,1.8,64.6,137,106,8.1,249,75.9,12,79,,,,,78.7,72.6,40.1,,71.2,,,67.9,,,5,4,265,20.8,85.6,8.8,22,15,2,11,6,5,1.9,1428,6.7,60.3,63,71,11.6,2.97,3,1,1.4,50.7,36,24,5.3,79,24.1,2,21,,,,,83.7,56.8,79.8,,57.0,,,58.3,,,1,3,83,12.5,59.5,3.8,3,5,0,4,2,4,4.8,399,5.6,0,90.6,32,33,-3.8,1.84,1,0,0.0,81.8,27,4,6.9,33,10.1,2,7,,,,,77.9,67.6,76.5,,66.8,,,,,,0,0,33,0.0,86.9,0.0,0,0,0,0,0,0,0.0,160,4.8,-1.12
Austin Davis,7305,QB,SL,9,0.32,0,319,26,70.8,243,264,9.7,2.92,3,6,2.1,61.4,162,137,5.8,299,93.7,10,102,,,,,72.7,58.9,67.9,,58.7,,,55.0,,,4,9,317,21.2,83.1,9.7,29,6,2,12,11,14,4.4,1911,7.2,72.0,214,229,8.7,2.78,2,4,1.7,63.3,145,107,5.8,259,81.2,9,87,,,,,69.1,61.2,66.1,,61.0,,,55.0,,,3,5,273,22.4,88.5,9.3,24,6,2,8,8,10,3.7,1710,7.5,75.5,49,55,9.1,3.15,1,2,3.4,63.6,35,30,5.4,60,18.8,2,20,,,,,81.8,56.9,78.9,,56.9,,,,,,1,4,64,16.7,72.3,8.3,5,0,0,4,4,4,6.3,307,5.6,0,95.0,20,20,-2.7,1.76,0,0,0.0,90.0,18,0,5.3,20,6.3,1,5,,,,,75.1,72.8,74.7,,71.7,,,,,,0,0,20,,105.4,0.0,0,0,0,0,1,0,0.0,106,5.3,-1.89
Kyle Orton,2323,QB,BUF,8,-1.9,0,317,4,74.5,247,266,8.6,2.41,4,13,4.7,62.8,167,98,9.2,293,92.4,17,97,,,,,67.3,61.2,66.6,,61.1,,,51.0,,,1,5,307,22.4,92.2,7.5,22,5,2,12,13,8,2.6,1873,7.0,75.4,232,250,8.0,2.33,3,13,4.9,64.4,161,89,8.0,275,86.8,14,89,,,,,65.5,64.0,65.8,,63.9,,,51.0,,,1,4,288,22.5,92.0,7.3,20,5,2,12,10,6,2.1,1776,7.1,77.8,36,40,6.3,2.52,1,0,0.0,62.5,25,10,10.7,42,13.2,3,15,,,,,79.6,48.1,77.5,,48.8,,,,,,0,1,44,20.0,91.9,4.8,2,0,0,3,3,2,4.5,222,5.6,0,90.5,21,24,-2.8,1.72,0,0,0.0,79.2,19,1,0.0,24,7.6,0,7,,,,,76.3,61.6,75.5,,61.3,,,,,,0,0,25,0.0,88.4,0.0,0,0,0,3,0,0,0.0,125,5.2,-1.55
Geno Smith,7820,QB,NYJ,10,4.74,0,298,22,66.7,201,227,9.3,3.19,4,5,2.1,53.3,121,118,9.7,264,88.6,13,79,,,,,29.4,50.0,87.1,,51.6,55.6,,44.7,,,3,10,278,15.3,61.9,6.8,18,19,1,18,6,14,5.0,1357,6.0,68.3,183,204,8.6,3.06,4,5,2.3,56.4,115,97,8.0,230,77.2,10,66,,,,,28.0,42.2,86.7,,44.8,60.0,,36.9,,,3,10,243,15.5,64.7,6.5,15,11,1,13,7,15,6.2,1205,5.9,79.2,48,54,4.4,3.15,1,0,0.0,61.1,33,26,13.2,68,22.8,5,21,,,,,82.4,76.5,79.5,,72.5,58.2,,73.3,,,0,1,69,15.4,69.9,5.9,4,10,0,5,0,0,0.0,319,5.9,0,96.7,30,31,-2.4,2.19,1,0,0.0,87.1,27,5,6.9,34,11.4,2,8,,,,,78.1,52.1,76.6,,49.5,,,66.4,,,0,1,34,20.0,86.4,2.9,1,2,0,0,1,1,2.9,167,5.4,0.0
Josh McCown,1085,QB,TB,7,-16.18,0,240,30,70.2,181,195,11.7,2.85,1,14,6.9,57.4,112,99,11.8,224,93.3,15,68,,,,,59.7,58.8,34.4,,56.7,,,71.5,,,4,9,239,17.2,73.2,7.6,17,12,3,6,7,16,6.7,1430,7.3,72.9,181,193,10.4,2.78,1,14,7.0,60.6,117,95,11.4,220,91.7,15,69,,,,,59.2,61.7,33.8,,59.7,,,71.5,,,3,8,234,15.8,77.7,6.8,15,12,3,5,6,15,6.4,1483,7.7,53.3,15,18,12.1,3.0,1,0,0.0,44.4,8,7,0.0,20,8.3,0,3,,,,,75.1,40.6,74.9,,42.0,,,,,,1,1,21,28.6,47.7,10.0,2,0,0,1,1,1,4.8,57,3.2,0,86.7,15,16,-4.0,2.05,1,0,0.0,81.3,13,3,0.0,16,6.7,0,4,,,,,73.9,59.4,73.9,,59.2,,,,,,0,0,16,0.0,95.3,0.0,0,0,0,0,0,0,0.0,110,6.9,-4.51
Carson Palmer,1317,QB,ARZ,6,-4.69,0,238,1,72.2,187,201,10.6,2.71,2,15,6.9,60.7,122,86,9.6,214,89.9,13,76,,,,,75.0,71.6,0.0,,71.8,,,62.6,,,2,3,230,10.5,93.9,4.2,9,4,0,10,10,10,4.3,1491,7.4,76.0,179,192,8.8,2.54,3,14,6.8,64.1,123,73,9.6,205,86.1,13,70,,,,,74.0,71.7,0.0,,72.0,,,62.6,,,2,3,219,11.0,95.1,3.9,8,4,0,8,8,9,4.1,1484,7.7,70.0,30,32,11.7,2.89,0,1,2.9,59.4,19,14,9.5,33,13.9,2,13,,,,,78.4,67.4,76.8,,66.6,,,,,,0,0,36,7.1,101.7,3.0,1,0,0,2,3,1,2.8,145,4.5,0,100.0,22,23,-3.0,1.5,1,0,0.0,87.0,20,1,9.1,24,10.1,2,7,,,,,76.3,68.2,75.5,,67.5,,,,,,0,0,25,0.0,106.2,0.0,0,0,0,0,1,0,0.0,138,6.0,-3.2
Mike Glennon,7854,QB,TB,6,-16.48,0,225,30,66.9,178,193,12.6,2.76,1,12,5.7,57.0,110,93,7.6,215,95.6,9,65,,,,,90.3,67.0,4.5,,68.4,,,48.8,,,7,6,236,17.2,83.4,7.4,16,6,1,6,10,9,3.8,1365,7.1,69.0,158,171,11.3,2.66,1,8,4.4,60.2,103,76,5.5,189,84.0,6,54,,,,,90.0,69.7,0.0,,71.2,,,49.8,,,7,2,203,17.1,90.5,6.9,13,5,1,4,7,5,2.5,1208,7.1,56.7,30,32,13.6,3.09,0,4,10.5,43.8,14,19,17.6,36,16.0,3,12,,,,,79.3,51.9,77.4,,52.9,,,58.3,,,0,4,43,15.8,57.4,8.3,3,1,0,2,3,4,9.3,209,6.5,0,70.0,10,10,-4.4,2.0,0,0,0.0,70.0,7,2,0.0,10,4.4,0,1,,,,,71.4,52.4,72.3,,52.8,,,,,,0,0,10,0.0,82.1,0.0,0,0,0,0,0,0,0.0,52,5.2,-0.53
Kirk Cousins,7102,QB,WAS,6,11.22,0,213,32,71.5,172,183,10.3,2.49,4,13,6.7,59.0,108,51,12.2,192,90.1,15,68,,,,,73.5,57.5,1.5,,59.6,,,45.5,,,2,9,206,15.7,82.6,4.2,8,1,0,5,10,11,5.3,1478,8.1,71.4,154,163,8.6,2.28,5,8,4.6,59.5,97,45,11.8,171,80.3,13,53,,,,,71.1,46.3,0.0,,48.7,,,46.4,,,2,9,183,17.8,74.6,4.7,8,0,0,2,8,11,6.0,1157,7.1,86.8,38,41,10.6,2.92,0,5,11.4,70.7,29,8,12.1,42,19.7,4,22,,,,,79.8,91.4,77.6,,90.7,,,58.3,,,0,0,45,0.0,129.4,0.0,0,1,0,3,2,0,0.0,553,13.5,0,100.0,20,21,-2.5,1.61,1,0,0.0,85.7,18,2,10.0,21,9.9,2,7,,,,,75.6,64.1,75.0,,63.6,,,,,,0,0,22,0.0,112.7,0.0,0,0,0,0,0,0,0.0,232,11.0,6.39
Drew Stanton,3659,QB,ARZ,7,-6.76,0,205,1,61.8,152,167,14.2,2.67,5,6,3.3,50.9,85,59,9.6,181,88.3,9,63,,,,,90.1,53.1,27.2,,52.9,,,63.0,,,7,5,200,11.9,75.3,3.9,7,7,0,3,6,11,5.5,1256,7.5,68.9,135,148,10.4,2.43,5,3,1.9,56.8,84,48,9.7,161,78.5,9,52,,,,,89.8,45.9,23.3,,45.2,,,66.2,,,6,4,176,14.6,74.6,4.3,7,6,0,2,4,10,5.7,975,6.6,59.0,39,42,17.8,3.03,1,3,6.3,50.0,21,14,8.7,44,21.5,2,16,,,,,80.5,78.3,78.0,,78.1,,,54.5,,,1,1,51,7.1,88.2,2.3,1,1,0,1,2,1,2.0,388,9.2,0,100.0,22,23,-2.8,1.78,1,0,0.0,87.0,20,3,9.1,24,11.7,2,5,,,,,76.8,65.9,75.8,,65.3,,,,,,0,0,27,33.3,86.1,4.2,1,0,0,0,0,0,0.0,107,4.7,2.65
Mark Sanchez,4928,QB,PHI,5,5.7,0,188,24,67.1,146,151,10.6,2.69,1,5,3.2,60.9,92,55,6.1,164,87.2,6,64,,,,,28.2,59.6,54.9,,62.1,,,42.3,,,1,6,170,14.5,86.9,4.9,8,5,0,3,7,8,4.7,1274,8.4,68.8,112,117,7.1,2.38,2,4,3.3,61.5,72,35,6.5,124,66.0,5,43,,,,,25.7,46.5,50.9,,48.7,,,43.4,,,1,5,128,11.4,71.6,3.2,4,3,0,2,2,8,6.3,851,7.3,71.9,57,58,12.0,2.79,0,1,1.7,67.2,39,21,4.9,64,34.0,2,26,,,,,82.1,82.9,79.0,,82.2,,,54.6,,,0,1,66,19.0,125.1,6.3,4,2,0,1,6,0,0.0,553,9.5,0,87.0,23,24,-2.9,1.35,1,0,0.0,79.2,19,1,5.0,24,12.8,1,5,,,,,76.1,60.6,75.3,,60.4,,,,,,0,0,24,0.0,103.1,0.0,0,0,0,0,1,0,0.0,130,5.4,2.26
Zach Mettenberger,8813,QB,TEN,6,11.03,0,169,31,65.9,135,145,10.2,2.69,6,8,5.3,58.6,85,64,4.5,159,94.1,4,50,,,,,88.9,57.5,48.1,,57.0,,,65.7,,,2,6,170,20.3,85.1,8.2,13,1,0,2,7,7,4.1,1229,8.5,64.9,114,123,8.9,2.56,6,5,3.9,57.7,71,48,4.1,134,79.3,3,38,,,,,87.5,54.1,43.9,,53.6,,,65.7,,,2,5,141,20.8,82.3,7.5,10,1,0,1,7,4,2.8,889,7.2,80.0,30,32,11.0,2.97,0,3,8.6,68.8,22,17,8.3,35,20.7,2,15,,,,,78.9,69.6,77.1,,68.7,,,,,,0,1,39,17.6,108.6,8.6,3,0,0,2,1,3,7.7,398,12.4,0,100.0,9,10,-3.9,1.95,0,0,0.0,80.0,8,1,11.1,10,5.9,1,3,,,,,71.4,65.1,72.3,,64.5,,,,,,0,0,10,0.0,124.2,0.0,0,0,0,1,1,0,0.0,58,5.8,5.21
Michael Vick,773,QB,NYJ,8,18.69,0,153,22,66.0,100,111,11.0,3.24,2,2,1.7,49.5,55,60,16.7,141,92.2,11,39,,,,,23.2,34.4,0.0,,36.0,,,54.5,,,2,2,146,28.3,65.6,12.1,17,13,2,5,3,13,8.9,553,5.0,65.9,88,99,10.4,3.11,2,1,1.0,49.5,49,53,15.5,123,80.4,9,30,,,,,24.4,28.9,0.0,,31.2,59.3,,45.4,,,2,2,125,26.4,59.2,11.4,14,10,2,5,2,12,9.6,418,4.2,81.8,22,22,8.0,3.28,0,1,4.0,68.2,15,9,16.7,30,19.6,3,12,,,,,26.9,71.7,76.4,,64.3,,,81.6,,,0,0,33,55.6,109.3,16.7,5,3,0,0,1,1,3.0,186,8.5,0,100.0,10,10,-1.7,1.93,0,0,0.0,90.0,9,2,10.0,12,7.8,1,3,,,,,72.4,59.0,75.0,,59.6,59.3,,,,,0,0,12,100.0,87.9,16.7,2,0,0,0,0,0,0.0,51,5.1,4.23
Jake Locker,6160,QB,TEN,5,15.45,0,149,31,63.6,110,114,12.2,2.97,1,2,1.7,53.5,61,61,12.9,139,93.3,9,46,,,,,65.7,44.5,47.4,,43.1,,,62.7,,,2,6,147,18.0,68.9,7.9,11,14,0,1,5,10,6.8,809,7.1,64.4,104,107,11.8,2.95,1,2,1.8,55.1,59,57,11.9,131,87.9,8,43,,,,,64.2,47.4,46.1,,45.8,,,64.0,,,1,5,138,19.3,73.7,8.4,11,13,0,1,5,8,5.8,759,7.1,81.3,16,17,4.6,2.28,0,0,0.0,70.6,12,5,7.7,18,12.1,1,5,,,,,74.8,46.4,74.5,,48.1,,,58.3,,,1,1,19,0.0,59.9,0.0,0,1,0,0,0,2,10.5,96,5.6,0,100.0,10,10,-3.7,1.5,0,0,0.0,100.0,10,1,0.0,10,6.7,0,2,,,,,71.4,67.2,72.3,,66.5,,,,,,0,0,10,0.0,85.8,0.0,0,0,0,0,0,0,0.0,46,4.6,-1.44
