player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Andrew Luck,7007,QB,IND,4,182,83.3,48,52,8.2,2.53,1,2,3.6,75.0,39,14,2.5,54,29.7,1,31,,81.2,84.9,78.5,81.3,,65.9,1,0,57,7.1,141.4,1.9,1,1,0,2,6,1,1.8,479,9.2,0,14,89.8,77.8,76.6,61.3,76.1,113,115,7.7,2.84,0,3,2.5,66.1,76,28,11.6,128,70.3,10,48,,86.9,70.1,81.6,70.0,,58.0,0,4,132,14.3,92.9,3.1,4,9,0,2,7,5,3.8,826,7.2,80.3,132,134,7.4,2.52,1,4,2.9,72.4,97,0,8.5,140,76.9,9,67,,87.6,78.2,82.0,75.1,,75.5,0,4,146,,110.5,0.0,0,6,0,1,11,6,4.1,1067,8.0,0,69.0,29,33,9.9,3.49,0,1,2.9,54.5,18,42,10.0,42,23.1,2,12,,79.5,68.9,77.4,72.7,,46.6,1,0,43,11.9,97.8,11.9,5,4,0,3,2,0,0.0,238,7.2
Nick Foles,7089,QB,PHI,4,178,56.5,23,26,12.4,2.47,0,1,3.3,50.0,13,11,0.0,26,14.6,0,9,,77.4,54.6,76.1,54.9,,,2,0,30,0.0,92.8,0.0,0,0,0,1,1,2,6.7,226,8.7,0,24,53.7,64.6,63.5,60.9,67.2,131,140,11.0,2.85,0,8,5.3,59.3,83,46,5.7,152,85.4,5,45,,46.2,66.6,82.4,65.6,,63.5,3,4,164,13.0,79.7,3.9,6,4,1,5,5,6,3.7,947,6.8,68.4,114,117,10.1,2.4,0,6,4.9,63.2,74,0,5.1,121,68.0,4,41,,86.6,64.0,81.4,62.2,,72.5,0,3,126,,92.0,0.0,0,2,1,2,6,3,2.4,864,7.4,0,57.5,40,49,14.5,3.62,0,3,5.2,44.9,22,57,4.3,57,32.0,1,13,,25.3,63.3,79.1,64.3,,52.4,5,1,68,10.5,57.3,10.5,6,2,0,4,0,5,7.4,309,6.3
Ryan Tannehill,7014,QB,MIA,4,168,72.7,33,37,4.8,2.44,2,1,2.6,56.8,21,16,12.5,40,23.8,3,14,,79.3,69.9,77.3,70.0,,57.9,0,0,42,12.5,99.7,5.0,2,1,0,2,3,0,0.0,207,5.6,0,17,70.5,79.1,79.2,52.0,73.9,111,118,8.3,2.54,4,2,1.6,61.0,72,33,12.2,128,76.2,10,39,,62.7,79.9,81.7,79.2,,52.3,1,3,136,21.2,75.4,5.5,7,3,0,2,3,4,2.9,695,5.9,77.5,111,117,7.2,2.23,6,2,1.7,65.8,77,0,10.5,119,70.8,9,43,,86.3,83.5,81.3,82.2,,54.6,0,2,122,,91.7,0.0,0,2,0,0,5,2,1.6,776,6.6,1,60.6,33,38,8.6,3.21,0,1,2.2,42.1,16,49,20.0,49,29.2,4,10,,34.9,64.1,78.4,64.9,,54.2,1,1,56,18.4,48.8,18.4,9,2,0,4,1,2,3.6,126,3.3
Drew Brees,802,QB,NO,4,168,75.8,33,36,7.5,2.31,2,0,0.0,63.9,23,15,8.0,39,23.2,2,15,,79.3,72.6,77.3,71.4,,,1,0,42,20.0,107.1,7.7,3,0,0,0,2,2,4.8,287,8.0,0,20,69.5,80.4,80.1,45.3,82.4,119,125,7.2,2.72,2,3,2.3,73.6,92,37,6.1,129,76.8,6,51,,87.1,81.1,81.7,79.8,,56.7,1,3,135,2.7,97.3,0.8,1,3,1,2,5,7,5.2,916,7.3,82.1,112,115,7.2,2.35,2,2,1.7,73.9,85,0,7.6,116,69.0,7,45,,86.2,78.9,81.2,77.9,,55.9,0,1,120,,109.5,0.0,0,1,1,0,7,6,5.0,804,7.0,0,77.5,40,46,7.4,3.23,2,1,2.0,65.2,30,52,3.2,52,31.0,1,21,,81.2,77.3,78.5,75.8,,62.1,2,2,57,7.7,74.5,7.7,4,2,0,2,0,3,5.3,399,8.7
Jay Cutler,2956,QB,CHI,4,168,76.5,34,36,6.8,2.37,1,1,2.4,69.4,25,14,3.8,42,25.0,1,18,,29.6,53.0,77.7,52.1,,63.9,1,2,47,35.7,83.9,11.9,5,1,0,0,2,3,6.4,247,6.9,0,6,34.2,64.0,61.4,70.5,72.2,115,119,8.0,2.53,0,5,3.8,64.7,77,29,7.2,126,75.0,6,40,,63.5,66.9,81.7,65.5,,67.0,1,2,137,10.3,98.0,2.4,3,4,0,3,8,6,4.4,759,6.4,71.7,120,123,7.9,2.3,1,5,3.8,64.2,79,0,8.1,125,74.4,7,43,,63.1,58.9,81.7,58.5,,62.5,0,4,135,,85.3,0.0,0,2,0,2,6,7,5.2,797,6.5,1,79.3,29,32,6.8,3.03,0,1,2.6,71.9,23,43,0.0,43,25.6,0,15,,30.0,70.6,77.9,67.6,,70.6,2,0,49,18.6,128.8,18.6,8,3,0,1,4,2,4.1,209,6.5
Matthew Stafford,4924,QB,DET,4,166,76.9,26,27,10.5,2.49,1,3,10.3,70.4,19,14,5.0,31,18.7,1,15,,77.9,80.8,76.5,77.7,,64.0,0,0,33,21.4,129.7,9.7,3,1,0,0,2,0,0.0,287,10.6,0,11,70.9,75.0,75.1,57.1,76.6,107,121,8.8,2.71,2,6,4.8,62.8,76,38,7.3,135,81.3,6,45,,64.0,70.7,81.8,71.4,,48.8,1,3,140,21.1,83.0,5.9,8,5,0,11,3,4,2.9,889,7.3,80.6,108,109,8.4,2.32,1,7,6.2,74.3,81,0,6.9,114,68.7,6,48,,86.1,83.4,81.2,82.2,,57.3,0,2,118,,101.6,0.0,0,4,0,0,3,3,2.5,944,8.7,2,60.0,25,39,12.4,3.44,2,2,4.8,35.9,14,52,6.7,52,31.3,1,12,,35.4,52.7,78.3,53.9,,55.0,1,1,55,21.2,63.2,21.2,11,2,0,11,2,1,1.8,232,5.9
Matt Ryan,4317,QB,ATL,4,166,69.7,33,35,7.6,2.24,1,2,5.4,54.3,19,20,17.4,41,24.7,4,14,,79.5,70.1,77.4,69.7,,59.0,1,1,43,20.0,103.3,9.8,4,2,0,0,4,1,2.3,250,7.1,0,2,89.0,84.1,82.4,62.5,76.6,111,117,10.0,2.87,0,4,3.2,70.1,82,36,3.5,125,75.3,3,54,,86.9,85.3,81.6,83.5,,63.5,2,4,132,2.8,99.4,0.8,1,7,2,2,6,2,1.5,1013,8.7,79.0,105,108,8.7,2.38,0,4,3.6,73.1,79,0,4.8,110,66.3,4,49,,85.8,86.5,81.0,84.0,,64.1,0,4,114,,116.5,0.0,0,2,2,1,10,3,2.6,986,9.1,0,64.1,39,44,11.6,3.36,1,2,4.1,50.0,22,56,12.0,56,33.7,3,19,,81.6,70.4,78.7,70.3,,60.0,3,1,61,8.9,60.5,8.9,5,7,0,1,0,0,0.0,277,6.3
Joe Flacco,4332,QB,BLT,4,159,73.5,49,51,10.0,2.36,1,3,5.4,62.7,32,19,11.1,53,33.3,4,27,,81.3,62.1,78.5,60.6,,64.4,1,2,58,5.3,107.3,1.9,1,1,0,0,5,3,5.2,448,8.8,0,3,70.0,69.4,69.5,51.6,79.6,93,102,7.3,2.65,3,6,5.7,63.7,65,23,12.2,106,66.7,9,25,,57.6,74.7,80.9,73.3,,62.0,0,0,109,8.7,86.5,1.9,2,2,2,4,2,4,3.7,607,6.0,78.4,111,116,7.4,2.24,3,6,5.0,67.2,78,0,10.3,117,73.6,9,38,,60.6,68.2,81.3,66.9,,63.1,0,1,122,,99.4,0.0,0,1,2,0,6,4,3.3,770,6.6,0,74.2,31,37,11.4,3.43,1,3,7.5,51.4,19,42,17.4,42,26.4,4,14,,79.8,73.0,77.6,71.2,,64.1,1,1,45,7.1,74.7,7.1,3,2,0,4,1,3,6.7,285,7.7
Ben Roethlisberger,1732,QB,PIT,4,157,70.6,17,18,10.2,2.54,0,2,10.5,66.7,12,9,0.0,20,12.7,0,7,,75.4,77.2,74.9,75.7,,,0,1,21,22.2,99.5,10.0,2,0,0,1,1,1,4.8,201,11.2,0,25,40.5,78.0,78.7,41.4,80.7,114,123,7.6,2.22,2,6,4.5,68.3,84,28,8.7,137,87.3,8,45,,33.8,76.4,82.0,76.8,58.4,45.0,1,1,148,35.7,99.7,7.3,10,3,5,1,5,2,1.4,902,7.3,81.8,110,117,6.6,2.01,2,6,4.8,70.9,83,0,7.8,120,76.4,7,43,,69.0,86.7,81.5,86.2,58.4,46.8,0,2,127,,94.2,0.0,0,2,5,0,3,2,1.6,886,7.6,0,66.7,21,24,14.7,3.06,0,2,7.1,54.2,13,37,7.1,37,23.6,1,9,,23.4,50.5,77.3,51.6,,58.3,1,0,42,32.4,124.5,32.4,12,1,0,2,3,1,2.4,217,9.0
Geno Smith,7820,QB,NYJ,4,154,68.6,35,36,7.2,2.73,0,1,2.6,58.3,21,20,12.5,41,26.6,3,15,,79.3,74.3,77.4,70.5,,72.3,0,1,43,15.0,88.5,7.3,3,2,0,1,2,1,2.3,267,7.4,0,22,49.5,52.5,52.9,53.9,73.0,89,100,7.8,3.18,3,2,1.9,61.0,61,41,6.2,113,73.4,4,33,,59.2,47.1,81.4,45.6,55.6,70.0,1,4,116,12.2,70.2,4.4,5,8,0,7,2,8,6.9,655,6.6,82.6,86,87,5.8,2.68,1,2,2.2,74.7,65,0,8.5,93,60.4,6,34,,84.6,73.1,80.7,71.9,58.2,63.8,0,3,96,,91.3,1.1,1,5,0,0,2,3,3.1,702,8.1,0,47.4,38,49,11.7,3.64,2,1,2.0,34.7,17,61,5.6,61,39.6,1,14,,39.9,32.7,78.9,29.5,60.0,78.3,1,2,63,11.5,46.3,11.5,7,5,0,8,2,6,9.5,220,4.5
