player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Rodney Hudson,6207,C,KC,2,0,16,85.7,0,1,93,100.0,100.0,99.5,0,1,0,102,102,85.9,0,0,32,100.0,100.0,100.0,0,0,38,38
Mike McGlynn,4423,G,KC,2,0,16,67.3,0,3,93,100.0,100.0,97.3,0,4,1,102,102,60.8,0,2,32,100.0,100.0,93.7,3,1,38,38
Zach Fulton,8828,G,KC,2,0,16,57.3,0,6,93,100.0,100.0,96.8,2,6,0,102,102,26.6,0,6,32,100.0,100.0,90.6,6,0,38,38
Joe Hawley,5641,C,ATL,2,0,2,80.9,0,1,95,100.0,100.0,99.5,0,1,0,101,101,85.8,0,0,44,100.0,100.0,100.0,0,0,47,47
Justin Blalock,3655,G,ATL,2,0,2,76.1,1,5,95,100.0,100.0,96.8,0,6,0,101,101,63.1,1,4,44,100.0,100.0,94.3,5,0,47,47
Eric Fisher,7783,T,KC,2,0,16,57.7,7,3,92,100.0,100.0,94.6,0,10,0,101,101,36.7,6,2,31,100.0,100.0,87.1,8,0,37,37
Jon Asamoah,5593,G,ATL,2,0,2,75.1,1,2,95,100.0,100.0,98.4,1,3,0,101,101,79.2,0,1,44,100.0,100.0,98.9,1,0,47,47
Kyle Long,7801,G,CHI,2,0,6,90.1,0,1,88,100.0,100.0,99.4,0,1,0,100,100,86.8,0,1,40,100.0,100.0,98.7,1,0,48,48
Kelechi Osemele,7062,G,BLT,2,0,3,86.5,0,1,96,100.0,100.0,99.5,0,1,0,100,100,85.0,0,1,42,100.0,100.0,98.8,1,0,43,43
Anthony Castonzo,6174,T,IND,2,0,14,86.3,0,4,97,100.0,100.0,97.9,0,4,0,100,100,85.9,0,3,44,100.0,100.0,96.6,3,0,46,46
Jack Mewhort,8694,G,IND,2,0,14,81.5,2,1,97,100.0,100.0,98.5,1,3,0,100,100,86.9,1,0,44,100.0,100.0,98.9,1,0,46,46
Marshal Yanda,3702,G,BLT,2,0,3,75.0,0,2,96,100.0,100.0,97.9,0,3,1,100,100,79.2,0,0,42,100.0,100.0,97.6,1,1,43,43
Jermon Bushrod,3741,T,CHI,2,0,6,82.6,1,4,88,100.0,100.0,97.2,0,5,0,100,100,83.2,1,2,40,100.0,100.0,96.2,3,0,48,48
A.Q. Shipley,5150,C,IND,2,0,14,86.5,0,0,97,100.0,100.0,100.0,0,0,0,100,100,81.6,0,0,44,100.0,100.0,100.0,0,0,46,46
Gosder Cherilus,4331,T,IND,2,0,14,73.8,1,5,97,100.0,100.0,96.9,0,6,0,100,100,69.1,1,3,44,100.0,100.0,95.5,4,0,46,46
Jeremy Zuttah,4397,C,BLT,2,0,3,72.2,0,0,96,100.0,100.0,100.0,1,0,0,100,100,86.7,0,0,42,100.0,100.0,100.0,0,0,43,43
Rick Wagner,7950,T,BLT,2,0,3,75.1,0,4,96,100.0,100.0,96.9,0,5,1,100,100,61.2,0,4,42,100.0,100.0,92.9,5,1,43,43
Jordan Mills,7945,T,CHI,2,1,6,66.3,0,2,88,100.0,100.0,97.7,1,3,1,100,100,52.4,0,2,40,100.0,100.0,95.0,3,1,48,48
Hugh Thornton,7867,G,IND,2,0,14,81.6,1,3,97,100.0,100.0,96.9,0,5,1,100,100,79.6,1,3,44,100.0,100.0,95.5,4,0,46,46
Eugene Monroe,4931,T,BLT,2,1,3,86.8,1,2,96,100.0,100.0,98.4,1,3,0,100,100,75.2,1,2,42,100.0,100.0,96.4,3,0,43,43
Jason Peters,2148,T,PHI,2,0,24,80.1,0,3,90,100.0,100.0,97.2,0,4,1,98,98,84.6,0,2,31,100.0,100.0,96.8,2,0,36,36
Todd Herremans,2343,G,PHI,2,1,24,69.5,0,4,90,100.0,100.0,97.8,2,4,0,98,98,50.4,0,2,31,100.0,100.0,96.8,2,0,36,36
Jason Kelce,6343,C,PHI,2,0,24,78.9,0,1,90,100.0,100.0,99.4,1,1,0,98,98,65.1,0,1,31,100.0,100.0,98.4,1,0,36,36
Larry Warford,7846,G,DET,2,0,11,90.9,0,1,88,100.0,100.0,99.4,0,1,0,94,94,87.6,0,1,47,100.0,100.0,98.9,1,0,48,48
Branden Albert,4329,T,MIA,2,0,17,84.8,1,1,88,100.0,100.0,98.9,0,2,0,94,94,81.9,0,1,44,100.0,100.0,98.9,1,0,47,47
Rob Sims,3073,G,DET,2,0,11,70.6,1,3,88,100.0,100.0,97.7,1,4,0,94,94,61.9,1,3,47,100.0,100.0,95.7,4,0,48,48
Ja'Wuan James,8654,T,MIA,2,0,17,79.8,1,4,88,100.0,100.0,97.2,0,5,0,94,94,80.6,0,2,44,100.0,100.0,97.7,2,0,47,47
Samson Satele,3676,C,MIA,2,0,17,83.3,0,1,88,100.0,100.0,99.4,0,1,0,94,94,76.9,0,1,44,100.0,100.0,98.9,1,0,47,47
Riley Reiff,7029,T,DET,2,0,11,79.8,2,4,88,100.0,100.0,96.6,0,6,0,94,94,66.7,2,4,47,100.0,100.0,93.6,6,0,48,48
Daryn Colledge,2992,G,MIA,2,0,17,77.5,0,1,88,100.0,100.0,97.2,0,3,2,94,94,74.2,0,1,44,100.0,100.0,94.3,3,2,47,47
Dominic Raiola,820,C,DET,2,0,11,67.8,0,5,88,100.0,100.0,97.2,1,5,0,94,94,65.5,0,3,47,100.0,100.0,96.8,3,0,48,48
T.J. Lang,5032,G,GB,2,0,12,71.2,0,2,85,100.0,100.0,97.6,1,3,1,92,92,73.4,0,1,29,100.0,100.0,94.8,2,1,32,32
Sebastian Vollmer,4981,T,NE,2,0,19,62.1,1,2,82,100.0,100.0,97.0,0,4,1,92,92,45.0,0,2,31,100.0,100.0,93.5,3,1,35,35
Nate Solder,6169,T,NE,2,1,19,60.5,1,3,82,100.0,100.0,95.1,2,6,2,92,92,61.2,1,2,31,100.0,100.0,91.9,4,1,35,35
Josh Sitton,4449,G,GB,2,0,12,91.0,0,0,85,100.0,100.0,100.0,0,0,0,92,92,88.0,0,0,29,100.0,100.0,100.0,0,0,32,32
