team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CLV,8,5,159,4,13,159,92.8,20,3
CIN,7,5,167,5,17,167,92.2,24,2
BLT,3,6,225,5,28,225,90.0,39,6
DEN,10,5,194,9,24,194,89.4,37,4
OAK,23,5,195,12,25,195,89.0,40,3
WAS,32,6,241,10,28,241,88.8,46,8
DAL,9,6,204,4,32,204,88.7,41,5
IND,14,6,289,21,36,289,88.4,62,5
NYG,21,6,216,5,29,216,88.4,42,8
GB,12,6,218,7,25,218,88.1,42,10
PIT,25,6,238,4,28,238,87.8,45,13
SEA,29,5,169,5,33,169,87.6,40,2
MIA,17,5,200,10,28,200,87.0,45,7
CHI,6,6,254,5,47,254,86.2,61,9
NO,20,5,224,13,47,224,85.7,62,2
PHI,24,6,251,16,51,251,85.5,70,3
ARZ,1,5,194,12,35,194,85.3,52,5
JAX,15,6,255,13,30,255,85.3,59,16
CAR,5,6,244,12,37,244,85.0,61,12
NYJ,22,6,239,14,51,239,84.7,69,4
HST,13,6,183,13,38,183,84.4,54,3
KC,16,5,186,10,34,186,84.4,51,7
ATL,2,6,254,16,52,254,84.3,74,6
TEN,31,6,225,6,47,225,84.2,62,9
DET,11,6,243,9,38,243,83.7,63,16
SF,28,6,217,5,46,217,83.6,61,10
TB,30,6,227,16,43,227,83.0,68,9
BUF,4,6,234,24,40,234,82.9,72,8
NE,19,6,232,15,47,232,82.3,72,10
SL,26,5,215,13,51,215,81.9,71,7
MIN,18,6,239,13,46,239,81.0,75,16
SD,27,6,219,12,60,219,79.9,80,8
