player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Derek Newton,6366,T,HST,16,0,13,81.1,100.0,118,22.6,118,87.1,1,100.0,522,522,84.0,100.0,345,66.1,345
Chris Myers,2417,C,HST,16,2,13,85.8,100.0,118,22.8,118,76.3,2,100.0,517,517,71.0,100.0,342,66.2,342
Duane Brown,4340,T,HST,16,0,13,67.3,100.0,118,22.8,118,72.9,1,100.0,517,517,71.2,100.0,342,66.2,342
Travis Frederick,7812,C,DAL,16,0,9,79.7,100.0,210,41.1,210,84.8,4,100.0,511,511,77.9,100.0,265,51.9,265
Tyron Smith,6161,T,DAL,16,1,9,86.6,100.0,210,41.1,210,81.5,2,100.0,511,511,70.5,100.0,265,51.9,265
Zack Martin,8651,G,DAL,16,0,9,72.0,100.0,210,41.5,210,77.7,1,100.0,506,506,75.3,100.0,260,51.4,260
Jason Witten,1384,TE,DAL,16,0,9,84.2,100.0,209,41.6,209,76.9,3,100.0,502,502,62.6,100.0,260,51.8,260
Ben Jones,7099,G,HST,16,0,13,74.9,100.0,111,22.4,111,67.6,2,100.0,496,496,62.1,100.0,328,66.1,328
Ron Leary,7338,G,DAL,15,0,9,85.5,100.0,198,40.8,198,81.7,2,100.0,485,485,72.7,100.0,252,52.0,252
Justin Britt,8699,T,SEA,16,0,29,73.0,100.0,31,6.4,31,84.5,3,100.0,485,485,85.0,100.0,402,82.9,402
J.R. Sweezy,7209,G,SEA,16,0,29,57.1,100.0,30,6.2,30,78.1,1,100.0,483,483,75.8,100.0,401,83.0,401
Russell Bodine,8746,C,CIN,16,0,7,66.3,100.0,215,44.8,215,66.0,1,100.0,480,480,58.4,100.0,213,44.4,213
Clint Boling,6253,G,CIN,16,0,7,69.3,100.0,215,44.8,215,70.9,1,100.0,480,480,69.3,100.0,213,44.4,213
DeAndre Hopkins,7808,WR,HST,16,0,13,76.1,100.0,114,23.8,114,72.5,0,100.0,478,478,59.2,100.0,320,66.9,320
Breno Giacomini,4464,T,NYJ,16,0,22,58.7,100.0,126,26.6,126,67.1,1,100.0,473,473,70.7,100.0,297,62.8,297
D'Brickashaw Ferguson,2949,T,NYJ,16,0,22,63.8,100.0,126,26.6,126,61.8,0,100.0,473,473,59.9,100.0,297,62.8,297
Willie Colon,3076,G,NYJ,16,0,22,71.5,100.0,126,26.8,126,62.2,4,100.0,471,471,57.3,100.0,296,62.8,296
Joe Thomas,3619,T,CLV,16,1,8,72.6,100.0,59,12.6,59,86.6,1,100.0,468,468,83.2,100.0,373,79.7,373
Mitchell Schwartz,7041,T,CLV,16,0,8,67.4,100.0,59,12.6,59,67.8,1,100.0,468,468,67.3,100.0,373,79.7,373
Brandon Brooks,7078,G,HST,15,0,13,63.3,100.0,106,22.6,106,82.3,2,100.0,468,468,89.1,100.0,308,65.8,308
Joel Bitonio,8670,G,CLV,16,0,8,59.8,100.0,59,12.6,59,72.9,1,100.0,468,468,74.4,100.0,373,79.7,373
John Greco,4379,G,CLV,16,0,8,68.7,100.0,59,12.6,59,77.5,1,100.0,468,468,76.9,100.0,373,79.7,373
Andrew Whitworth,3000,T,CIN,16,2,7,90.4,100.0,207,45.0,207,86.0,2,100.0,460,460,69.2,100.0,204,44.3,204
Manuel Ramirez,3733,C,DEN,16,0,10,84.6,100.0,123,27.0,123,68.4,4,100.0,456,456,59.4,100.0,291,63.8,291
Louis Vasquez,5001,G,DEN,16,0,10,68.3,100.0,122,27.0,122,74.9,1,100.0,452,452,73.7,100.0,288,63.7,288
Tony Romo,1693,QB,DAL,15,0,9,60.0,100.0,194,43.1,194,60.0,0,96.6,450,466,60.0,99.6,239,53.1,240
John Jerry,5598,G,NYG,16,0,21,64.5,100.0,175,39.1,175,62.3,2,100.0,448,448,56.7,100.0,228,50.9,228
Jason Peters,2148,T,PHI,16,0,24,77.1,100.0,147,32.9,147,88.1,2,100.0,447,447,86.2,100.0,285,63.8,285
Jeremy Zuttah,4397,C,BLT,16,0,3,72.2,100.0,39,8.8,39,77.3,0,100.0,441,441,76.3,100.0,355,80.5,355
Orlando Franklin,6198,G,DEN,16,0,10,66.3,100.0,118,26.8,118,73.9,3,100.0,440,440,72.9,100.0,279,63.4,279
Marshal Yanda,3702,G,BLT,16,0,3,78.3,100.0,40,9.1,40,93.2,0,100.0,439,439,94.2,100.0,352,80.2,352
J.D. Walton,5604,C,NYG,16,0,21,67.2,100.0,173,39.5,173,66.5,1,100.0,438,438,58.2,100.0,222,50.7,222
Ryan Kalil,3675,C,CAR,16,0,5,71.9,100.0,217,49.7,217,71.5,0,100.0,437,437,65.7,100.0,166,38.0,166
Will Beatty,4983,T,NYG,16,0,21,87.2,100.0,171,39.2,171,73.5,2,100.0,436,436,61.9,100.0,223,51.1,223
Eli Manning,1722,QB,NYG,16,0,21,60.0,100.0,172,39.9,172,60.0,0,98.6,431,437,60.0,100.0,222,51.5,222
Brent Celek,3778,TE,PHI,16,0,24,88.6,100.0,141,32.7,141,84.3,0,100.0,431,431,67.6,100.0,271,62.9,271
